horse_id	生年月日	調教師	馬主	生産者	産地	セリ取引価格	獲得賞金	通算成績
2013101405	2013-02-24	飯田祐史	協和牧場	協和牧場	新冠町	-	0	0-0-0-2
2013102728	2013-05-19	村上正和	須貝廣次	中脇一幸	様似町	-	620000	1-2-3-27
2013101310	2013-03-31	伊藤圭三	森中蕃	大林ファーム	新冠町	-	18600000	2-1-0-12
2013105237	2013-01-10	新田守	高橋敏英	社台コーポレーション白老ファーム	白老町	-	2281280000	4-1-1-19
2013103406	2013-04-15	田中章博	小田切有一	木村牧場	浦河町	-	180000	1-0-1-12
2013102219	2013-03-13	小西一男	明栄商事	沖田忠幸	新ひだか町	-	100660000	1-2-3-27
2013105917	2013-03-07	錦見勇夫	錦見日出雄	ノーザンファーム	安平町	21000000	138611250000	8-2-3-22
2013103463	2013-05-05	菅原右吉	後藤順男	昭和牧場	浦河町	1080000	755030000	3-3-6-49
2013105267	2013-01-19	松木啓助	中山純子	社台コーポレーション白老ファーム	白老町	-	6090000	7-13-13-51
2013103332	2013-05-06	古賀史生	岡田牧雄	金石牧場	浦河町	1080000	74020000	1-1-0-8
2013103783	2013-04-07	清水久詞	木村信彦	宮内牧場	浦河町	13170000	2970000	3-4-3-12
2013100516	2013-02-25	佐久間雅	一村哲也	高山牧場	日高町	-	330000	1-2-1-7
2013104396	2013-03-05	金成貴史	さくらコマース	谷岡スタット	新ひだか町	-	720000	2-1-6-38
2013101864	2013-04-11	工藤伸輔	佐藤貞夫	浜口牧場	新冠町	-	820000	6-0-0-13
2013105214	2013-02-11	橋口慎介	Ｇ１レーシング	追分ファーム	安平町	-	56450000	3-3-4-12
2013100651	2013-04-01	矢野英一	イーデン産業	千葉飯田牧場	日高町	-	0	0-0-0-16
2013105894	2013-02-16	三野宮通	井田荘一郎	社台コーポレーション白老ファーム	白老町	-	590300000	1-2-1-41
2013104230	2013-03-08	上原博之	西山茂行	桜井牧場	新ひだか町	14040000	326490000	7-7-1-24
2013102503	2013-05-15	金田一昌	中西宏彰	本桐牧場	新ひだか町	-	5540000	16-11-6-18
2013103440	2013-04-23	高月賢一	（株）ＢＺＨＯＬＤＩ	笹島智則	浦河町	-	26380000	9-3-4-19
2013101797	2013-03-13	山中尊徳	前田晋二	ノースヒルズ	新冠町	-	909490000	4-3-4-15
2013101807	2013-03-17	鮫島一歩	前田幸治	ノースヒルズ	新冠町	-	0	0-0-0-3
2013102532	2013-03-21	菅原泰夫	鈴木照雄	前田宗将	新ひだか町	-	5040000	0-1-0-12
2013100471	2013-04-03	菊川正達	藤原正一	シンボリ牧場	日高町	7560000	10300000	1-1-0-8
2013101811	2013-02-15	堀千亜樹	前田幸治	ノースヒルズ	新冠町	-	35212920000	4-3-7-20
2013100932	2013-03-09	森秀行	飯田訓大	本間牧場	日高町	-	5804980000	0-7-3-18
2013101400	2013-04-14	千田輝彦	協和牧場	協和牧場	新冠町	-	2530340000	3-0-2-19
2013104950	2013-02-25		村瀬寛紀	シンボリ牧場	新ひだか町	12420000	4055320000	11-10-4-22
2013104179	2013-02-26	竹下直人	永井啓弍	グランド牧場	新ひだか町	3780000	11151850000	4-3-1-14
2013103466	2013-05-13	黒岩陽一	国田正忠	信成牧場	浦河町	8640000	701470000	3-2-3-9
2013105493	2013-03-15	石坂正	戸佐眞弓	社台ファーム	千歳市	-	0	0-0-0-3
2013109080	2013-03-13	武市康男	矢野恭裕	青南ムラカミファーム	青森県	2700000	0	0-0-0-1
2013105666	2013-02-03	寺島良	吉田照哉	社台ファーム	千歳市	-	41710000	2-3-4-20
2013100217	2013-03-25	加用正	木村牧場	木村牧場	日高町	8640000	0	0-0-0-3
2013106303	2013-05-11	大和田成	村島昭男	及川幸夫	新ひだか町	2160000	3705830000	4-3-3-33
2013109076	2013-04-22	佐藤吉勝	ビッグレッドファーム	諏訪牧場	青森県	2590000	18851510000	5-2-8-37
2013102148	2013-05-24	高橋亮	松本好雄	ラッキー牧場	新冠町	8740000	5551750000	3-6-2-17
2013101178	2013-03-25		邑田昌平	びらとり牧場	平取町	-	31287140000	13-6-5-27
2013101399	2013-03-16	花本正三	伊藤壽孝	協和牧場	新冠町	-	2410000	7-9-19-77
2013110050	2013-02-16	柘榴浩樹	前田幸治	Cheval Invest Hubert Honore & Crispin de Moubray	米	-	508500000	6-5-7-27
2013100616	2013-01-29	伊藤和	鶴谷義雄	ダーレー・ジャパン・ファーム	日高町	-	3782830000	1-2-2-18
2013101884	2013-05-25	武藤敏明	酒井孝敏	ビッグレッドファーム	新冠町	-	80000	0-0-2-9
2013102265	2013-03-12		豊島幸麿	川端英幸	新ひだか町	2160000	0	0-0-0-8
2013104187	2013-05-31	藤沢則雄	中西桂子	ケンブリッジバレー	新ひだか町	-	10000	0-0-0-7
2013101510	2013-03-09	田中章博	久米大	シンユウファーム	新冠町	-	0	0-0-0-5
2013105779	2013-04-26	石川浩文	藤木隆之	ノーザンファーム	安平町	-	56810750000	1-4-11-75
2013104622	2013-04-24	菊川正達	長谷川芳信	西川富岡牧場	新ひだか町	-	7000000	1-0-0-4
2013104198	2013-04-30	和田正一	山口敦広	酒井秀紀	新ひだか町	-	1850000	0-0-0-6
2013104868	2013-05-06	尾形充弘	クイーンズ・ランチ	松田牧場	新ひだか町	-	8500000	1-0-0-13
2013103058	2013-04-25	九日俊光	森中蕃	中村雅明	浦河町	-	290000	2-1-0-11
2013106098	2013-03-29	木村哲也	吉田勝己	ノーザンファーム	安平町	-	0	0-0-0-3
2013105092	2013-04-02	金成貴史	藤沼利夫	青藍牧場	登別市	-	120850000	2-6-3-13
2013103724	2013-04-19	目野哲也	西浦和男	丸幸小林牧場	浦河町	-	0	0-0-0-1
2013100506	2013-04-28	九日俊光	森中蕃	高山博	日高町	1400000	5040000	0-1-1-10
2013105220	2013-02-11	田中剛	サンデーレーシング	追分ファーム	安平町	-	70270000	0-0-0-6
2013104951	2013-02-19	的場均	加藤信之	シンボリ牧場	新ひだか町	2160000	0	0-0-0-7
2013100919	2013-03-24	土田稔	永田さなえ	古川雅且	日高町	2260000	2940000	10-9-4-42
2013102820	2013-03-13	黒川智貴	神野生男	大島牧場	浦河町	-	3469200000	2-5-4-29
2013103693	2013-03-01	谷潔	蛭川年明	ひるかわ育成牧場	浦河町	-	0	0-0-0-2
2013104630	2013-04-07	田中守	小林祐介	西村和夫	新ひだか町	-	20920000	17-10-11-45
2013106186	2013-05-16	平田修	サンデーレーシング	ノーザンファーム	安平町	-	14900000	1-3-0-10
2013101729	2013-04-12	新子雅司	八木秀之	新冠タガノファーム	新冠町	-	811915200000	7-7-7-31
2013104374	2013-03-15	柄崎孝	永井啓弍	武牧場	新ひだか町	-	17050000	2-1-1-11
2013101700	2013-05-26	松元茂樹	内村正則	長浜牧場	新冠町	-	0	0-0-0-1
2013101760	2013-03-26	高橋義忠	栗本守	新冠橋本牧場	新冠町	-	138950000	1-4-3-9
2013101778	2013-05-14	斉藤崇史	土井肇	錦岡牧場	新冠町	-	0	0-0-0-2
2013103068	2013-02-12	木村哲也	サンデーレーシング	中村雅明	浦河町	7350000	21400000	2-4-1-4
2013102385	2013-05-04	田中譲二	（同）ＪＰＮ技研	田中春美	新ひだか町	-	1720000	5-5-5-16
2013103139	2013-04-10	小島茂之	丸山担	伏木田牧場	浦河町	-	66020000	1-0-0-9
2013104061	2013-03-29	井樋一也	宮崎豊治	小倉光博	新ひだか町	-	4460000	8-12-11-112
2013106405	2013-05-17	浜田多実	小笹公也	ヤナガワ牧場	日高町	-	7821050000	2-8-4-11
2013103192	2013-04-03	内田勝義	東豊物産（株）	吉田ファーム	浦河町	-	1200000	0-0-1-8
2013105509	2013-03-14	安田隆行	社台レースホース	社台ファーム	千歳市	-	1100000	0-0-0-4
2013101174	2013-03-18	和田正道	チョウサン	坂東牧場	平取町	-	0	0-0-0-2
2013105326	2013-04-30	加藤征弘	東京ホースレーシング	社台コーポレーション白老ファーム	白老町	-	0	0-0-0-6
2013110132	2013-09-12	大久保龍	島川隆哉	Arrowfield Group Pty Ltd Jungle Pocket Pty Ltd	豪	-	21784300000	4-1-0-12
2013102039	2013-05-08	竹内正洋	北所直人	村上欽哉	新冠町	2160000	5270000	12-2-8-29
2013101315	2013-05-07	尾形和幸	増田陽一	奥山博	新冠町	-	196110000	6-6-2-38
2013104578	2013-03-16	平沢芳三	北田ヒサ子	トウショウ産業株式会社トウショウ牧場	新ひだか町	-	20000	0-0-0-7
2013105852	2013-03-02	川島正一	（株）Ｇ１レーシング	社台コーポレーション白老ファーム	白老町	-	632410000	2-1-0-5
2013105462	2013-02-24	戸田博文	社台レースホース	社台ファーム	千歳市	-	480000	0-0-0-6
2013101901	2013-03-20	今津勝之	（同）ＪＰＮ技研	ビッグレッドファーム	新冠町	-	4874740000	3-7-7-48
2013106037	2013-05-08	千田輝彦	キャロットファーム	ノーザンファーム	安平町	-	0	0-0-0-2
2013101128	2013-04-22	谷潔	栗嶋豊明	スガタ牧場	平取町	-	160000	0-2-3-15
2013104757	2013-04-12	水野貴広	サラブレッドクラブ・ラフィアン	藤沢牧場	新ひだか町	14250000	1951140000	6-2-1-18
2013103562	2013-04-03	小西一男	キャピタルクラブ	地興牧場	浦河町	3240000	1460000	0-0-0-12
2013105413	2013-03-20	荒川義之	社台レースホース	社台ファーム	千歳市	-	11230000	1-0-3-6
2013100555	2013-02-01	木村哲也	ゴドルフィン	ダーレー・ジャパン・ファーム	日高町	-	17600000	1-2-0-13
2013101439	2013-04-02	金成貴史	ウイン	コスモヴューファーム	新冠町	-	540000	2-0-0-12
2013105030	2013-05-24	小島太	西川光一	市川牧場	むかわ町	23220000	230000	1-0-1-1
2013103901	2013-03-14	荒山勝徳	小林祥晃	伊藤敏明	新ひだか町	-	59957540000	5-3-3-21
2013104958	2013-05-12	田中伸一	佐藤勝士	チャンピオンズファーム	新ひだか町	-	60000	0-0-1-14
2013104037	2013-03-16	池添兼雄	タマモ	岡田牧場	新ひだか町	-	5280000	0-1-1-9
2013106210	2013-03-24	田中剛	島川利子	パカパカファーム	新冠町	9930000	0	0-0-0-6
2013110002	2013-03-30	藤原英昭	ロードホースクラブ	K. I. Farm Corporation	愛	-	1900000	0-1-0-2
2013105241	2013-01-20	細川忠義	上岡和男	追分ファーム	安平町	-	28251090000	3-4-3-43
2013100537	2013-03-01	室井真文	（株）ファーストビジ	タバタファーム	日高町	-	3160000	8-8-11-54
2013103144	2013-04-27	藤田輝信	田中成奉	藤春修二	浦河町	-	350533150000	6-3-5-19
2013101531	2013-02-23	川野勇馬	（株）ＪＨＢ	須崎牧場	新冠町	11340000	28900000	3-1-1-15
2013102835	2013-03-07	大根田裕	中井敏雄	荻伏三好ファーム	浦河町	-	1300000	0-0-1-8
2013102727	2013-03-12	清水英克	サラブレッドクラブ・ラフィアン	中村俊紀	様似町	-	1296200000	1-1-3-25
2013100248	2013-02-28	坂口義幸	谷謙介	小西ファーム	日高	-	1930000	2-1-0-18
2013110093	2013-02-20	川島正一	吉田和子	Audley End	米	-	3125620000	3-2-5-15
2013100184	2013-04-22	吉田直弘	鈴木義孝	賀張三浦牧場	日高町	-	2641890000	7-6-2-44
2013104782	2013-03-29	南井克巳	サトミホースカンパニー	フジワラファーム	新ひだか町	-	15400000	1-3-2-8
2013103628	2013-03-21	奥村武	ヒダカ・ブリーダーズ・ユニオン	富菜牧場	浦河町	-	7000000	1-0-0-4
2013100128	2013-05-30	本間忍	島川隆哉	エスティファーム	日高町	-	0	0-0-0-2
2013105035	2013-03-28	本田優	布施光章	上水牧場	むかわ町	8200000	500000	0-0-0-12
2013103796	2013-03-17	山口浩幸	冨田藤男	ミリオンファーム	浦河町	-	0	0-0-0-5
2013110058	2013-02-05	小久保智	国田正忠	Peter Grimes & The Late Jackie Grimes	愛	-	13750000	7-9-6-60
2013100636	2013-05-08	田中守	酒井孝敏	ダーレー・ジャパン・ファーム	日高町	-	762010280000	8-6-4-23
2013100541	2013-06-01	加用正	ＨｉｍＲｏｃｋＲａｃｉｎｇ	タバタファーム	日高町	-	1100000	0-0-0-7
2013102911	2013-03-25	竹内正洋	西山茂行	高昭牧場	浦河町	-	0	0-0-0-3
2013102291	2013-04-25	須貝尚介	池上一馬	グローリーファーム	新ひだか町	-	10000	0-0-0-8
2013104042	2013-02-02		荒木誠	岡田牧場	新ひだか町	-	1760000	6-4-2-19
2013100399	2013-03-19	石栗龍彦	小林英一ホールディングス	下河辺牧場	日高町	6480000	120710000	3-2-2-16
2013102002	2013-03-27	松平幸秀	（有）モリクニ	松浦牧場	新冠町	-	10951210000	2-2-4-20
2013103881	2013-01-31	勢司和浩	河合純二	石川新一	新ひだか町	3560000	40000	0-0-0-26
2013103162	2013-04-30	伊藤大士	菊地捷士	村下清志	浦河町	3130000	8000000	1-1-1-3
2013101989	2013-03-13	井上正	鈴置正文	前川隆範	新冠町	7020000	490550000	1-6-5-40
2013104967	2013-04-05	林隆之	ニッシンホールディングス	チャンピオンズファーム	新ひだか町	-	963750000	1-4-3-36
2013104871	2013-05-03	小笠倫弘	半沢	松田牧場	新ひだか町	-	1230230000	1-4-4-20
2013105726	2013-04-24	宮徹	社台レースホース	社台ファーム	千歳市	-	0	0-0-0-7
2013105596	2013-01-28	池上昌和	里見治	社台ファーム	千歳市	35640000	1450000	0-0-0-6
2013101112	2013-04-03	工藤真司	成富直行	協栄組合	平取町	2800000	30014130000	12-8-6-16
2013104250	2013-05-12	大橋勇樹	小林百太郎	佐竹学	新ひだか町	-	0	0-0-0-2
2013102021	2013-02-26	工藤真司	星加浩一	村上欽哉	新冠町	-	53804120000	7-10-1-30
2013100073	2013-02-06	古賀史生	島川隆哉	エスティファーム	日高町	-	0	0-0-0-2
2013101425	2013-03-08	水野貴史	タマモ（株）	小泉牧場	新冠町	-	21250000	2-2-1-29
2013103461	2013-04-08	千田輝彦	松本好雄	松栄牧場	浦河町	4210000	90000	0-1-0-3
2013101556	2013-04-28	本間忍	北所直人	隆栄牧場	新冠町	-	7000000	1-0-0-5
2013104147	2013-03-21	土屋洋之	小谷昌吾	グランド牧場	新ひだか町	8640000	6100000	1-0-1-12
2013102981	2013-05-10	加藤敬二	服部新平	鮫川ファーム	浦河町	-	0	0-0-0-7
2013104858	2013-03-14	奥村武	林正道	前田牧場	新ひだか町	9720000	0	0-0-0-1
2013103926	2013-03-09	古賀光範	山元哲二	岡田スタッド	新ひだか町	5400000	810000	4-3-1-7
2013100069	2013-04-05	高橋文雅	コウトミックレーシング	浦新徳司	日高町	-	640390000	1-2-1-13
2013101993	2013-06-25	石栗龍彦	竹園正繼	松浦牧場	新冠町	-	1300000	0-0-1-8
2013104971	2013-02-05	野中賢二	前原敏行	チャンピオンズファーム	新ひだか町	-	5000000	1-0-0-5
2013105674	2013-03-28	的場均	ミルファーム	社台ファーム	千歳市	2160000	0	0-0-0-11
2013101784	2013-05-13	栗田徹	土井肇	錦岡牧場	新冠町	-	640000	1-6-2-20
2013105966	2013-01-04	青木孝文	シルクレーシング	社台コーポレーション白老ファーム	白老町	-	4800000	1-0-0-10
2013105591	2013-03-21	中竹和也	東京ホースレーシング	社台ファーム	千歳市	-	7700000	1-0-1-15
2013103065	2013-02-07	九日俊光	加治屋貞光	中村雅明	浦河町	4530000	3970000	9-6-7-34
2013103403	2013-04-01	梅田智之	サラブレッドクラブ・ラフィアン	木村牧場	浦河町	-	80620000	4-3-5-46
2013106329	2013-04-08	荒川義之	田中康弘	磯野牧場	浦河町	-	225090000	4-1-3-31
2013110123	2013-03-27	加藤征弘	吉田和美	RFHF Mares Rule	米	-	6000000	1-0-0-3
2013101490	2013-04-19	土田稔	Ｂａｓｉｃ	佐藤牧場	新冠町	-	1301460000	3-3-6-26
2013100374	2013-02-13	牧光二	猪熊広次	下河辺牧場	日高町	-	0	0-0-0-2
2013104039	2013-02-16	宮徹	小林祐介	岡田牧場	新ひだか町	3020000	520000	2-5-2-22
2013101695	2013-04-30	千田輝彦	森中蕃	長浜秀昭	新冠町	2700000	5374000000	3-1-1-19
2013104912	2013-03-28	佐藤茂	金子真人	矢野牧場	新ひだか町	58800000	69010000	0-3-1-5
2013100315	2013-04-28		伊勢光	下河辺牧場	日高町	-	10607210000	6-10-4-52
2013105740	2013-05-17	山下貴之	（株）レックス	社台ファーム	千歳市	-	12959690000	5-2-3-22
2013100918	2013-04-19	池田忠好	（株）ファーストビジ	豊洋牧場	日高町	-	30107210000	7-10-5-37
2013102967	2013-02-27	新開幸一	大森悌次	鮫川啓一	浦河町	-	11600000	1-1-0-21
2013102729	2013-04-26	伊藤和忍	前田敏文	中脇一幸	様似町	-	23752980000	3-6-7-45
2013109056	2013-04-15	石毛善彦	田頭勇貴	織笠時男	青森県	2380000	10000	0-0-0-26
2013103141	2013-03-24	古賀光範	山元哲二	藤春修二	浦河町	6480000	160520000	1-2-0-9
2013103492	2013-04-12	栗林徹治	組）Ｇ．Ｇ．Ｇ．Ｍホ	太陽牧場	浦河町	-	3958040000	9-5-13-66
2013103530	2013-03-19	小牧毅	増本光夫	谷川牧場	浦河町	-	503000000	5-3-6-72
2013103675	2013-03-08	村山明	永井商事	信岡牧場	浦河町	-	140000	0-2-2-12
2013105807	2013-01-30	鹿戸雄一	吉野英子	ノーザンファーム	安平町	-	57040000	3-5-3-16
2013103263	2013-05-10	坂口正則	栄進堂	栄進牧場	浦河町	-	0	0-0-0-4
2013102863	2013-02-23	小野寺晋	阿部耕三	上山牧場	浦河町	-	7512470000	7-9-9-59
2013109022	2013-04-21	宮本博	グリーンファーム	恵比寿興業株式会社那須野牧場	栃木県	-	90530000	3-1-2-22
2013105429	2013-03-08	工藤真司	上岡和男	社台ファーム	千歳市	35640000	3800100000	2-2-0-32
2013104876	2013-02-26		鈴木芳夫	松田牧場	新ひだか町	-	637580000	1-6-2-14
2013100046	2013-05-03	高柳瑞樹	山崎泰博	新井弘幸	日高町	-	6100000	1-0-0-9
2013101889	2013-03-08	松永康利	ビッグレッドファーム	ビッグレッドファーム	新冠町	-	640000	3-4-4-11
2013105193	2013-05-12	伊藤大士	シルクレーシング	レイクヴィラファーム	洞爺湖町	10800000	0	0-0-0-2
2013105703	2013-05-08	畠山吉宏	社台レースホース	社台ファーム	千歳市	-	22000000	2-3-0-14
2013100460	2013-03-16	宗像義忠	シンボリ牧場	シンボリ牧場	日高町	-	1270000	2-7-10-44
2013105885	2013-03-30	工藤真司	山口正行	ノーザンファーム	安平町	-	42622730000	5-3-4-32
2013100965	2013-04-27	那俄性哲	アシスタント	松平牧場	日高	1510000	38690000	21-8-4-19
2013101338	2013-04-11	佐々木由	大黒富美子	カミイスタット	新冠町	-	3483970000	7-7-8-55
2013102011	2013-05-11	松山将樹	森中蕃	松本信行	新冠町	3240000	2004500000	3-1-1-12
2013105980	2013-01-29	池添学	キャロットファーム	ノーザンファーム	安平町	-	10300000	1-1-0-14
2013101158	2013-04-15	東眞市	浜崎洋	坂東牧場	平取町	-	2210000	6-6-1-16
2013101828	2013-02-18	松元茂樹	前田幸治	ノースヒルズ	新冠町	-	622210000	1-0-1-16
2013105605	2013-05-03	黒岩陽一	浅沼廣幸	社台ファーム	千歳市	-	70000	0-1-0-9
2013106032	2013-03-05	後藤正義	島川隆哉	ノーザンファーム	安平町	84000000	30000	0-0-1-7
2013105930	2013-02-27	池江泰寿	キャロットファーム	ノーザンファーム	安平町	-	14320000	2-4-2-18
2013101907	2013-02-25	宇野木博	太田幸作	ビッグレッドファーム	新冠町	-	11012110000	6-5-0-23
2013106459	2013-05-18	本間忍	佐藤良二	中地義次	新冠町	-	751560000	2-1-1-13
2013102326	2013-05-18	頼本盛行	（同）ＪＰＮ技研	斉藤正男	新ひだか町	3130000	2690000	7-11-4-100
2013101817	2013-04-28	鮫島一歩	前田幸治	ノースヒルズ	新冠町	-	63280000	3-5-4-26
2013110033	2013-02-27	田中博康	ＮＩＣＫＳ	Az.Ag. Valdirone Lualdi Lucia	仏	-	19720000	2-1-0-8
2013100085	2013-02-05	橋本和馬	（有）エスティファー	エスティファーム	日高町	-	701700000	1-0-0-11
2013103326	2013-05-01	中竹和也	加藤誠	カナイシスタッド	浦河町	10800000	2230000	0-0-0-12
2013102594	2013-02-06	武藤善則	杉山忠国	明治牧場	新ひだか町	-	43592150000	2-4-4-22
2013103231	2013-04-24	服部利之	山本武司	浦河小林牧場	浦河町	7560000	2690000	6-5-5-24
2013103658	2013-04-06	粕谷昌央	ヒダカ・ブリーダーズ・ユニオン	日進牧場	浦河町	-	660000	2-5-3-34
2013103770	2013-04-15	池添兼雄	松本好雄	三嶋牧場	浦河町	-	0	0-0-0-6
2013100584	2013-03-10	森始	河崎五市	ダーレー・ジャパン・ファーム	日高町	-	6240000	10-2-3-26
2013106060	2013-05-05	矢作芳人	リーヴァ	ノーザンファーム	安平町	22680000	37821000000	3-3-2-24
2013105400	2013-02-02	炭田健二	炭田豊	社台ファーム	千歳市	-	1250000	4-5-11-50
2013103502	2013-04-20	安田隆行	ユアストーリー	高村牧場	浦河町	-	23250000	2-1-3-12
2013101945	2013-04-01	水野貴広	サラブレッドクラブ・ラフィアン	ビッグレッドファーム	新冠町	-	2110100000	1-1-3-27
2013103189	2013-03-25	浜田多実	窪田康志	吉田ファーム	浦河町	-	28551100000	2-3-3-25
2013105583	2013-03-10	鈴木長次	（株）ファーストビジ	社台ファーム	千歳市	-	1330000	3-7-6-37
2013102027	2013-03-31	矢作芳人	小関昭次	村上欽哉	新冠町	17280000	6450000	0-1-0-14
2013105787	2013-03-12	森下淳平	安原浩司	ノーザンファーム	安平町	21000000	1130570000	0-4-4-8
2013102607	2013-05-28	田島俊明	田島榮二郎	元茂牧場	新ひだか町	-	4200000	0-0-2-15
2013106216	2013-03-28	伊藤伸一	澤村敏雄	パカパカファーム	新冠町	2910000	1570000	3-8-6-37
2013100336	2013-02-23	石坂正	松岡隆雄	下河辺牧場	日高町	-	640000	4-0-1-8
2013104781	2013-04-04	榎屋充	遠藤喜和	フジワラファーム	新ひだか町	-	5144120000	4-3-1-24
2013101575	2013-04-05	寺島良	兼松昌男	武田寛治	新冠町	-	55350000	3-2-3-20
2013103416	2013-04-14	石栗龍彦	桐谷茂	久保昇	浦河町	-	46540000	3-3-5-25
2013105968	2013-05-08	藤岡健一	サンデーレーシング	ノーザンファーム	安平町	-	4030000	0-1-0-6
2013100708	2013-03-20	石井勝男	内藤好江	中館牧場	日高町	-	39149230000	4-2-3-29
2013104790	2013-04-06	佐宗応和	（有）フジワラ・ファ	フジワラファーム	新ひだか町	-	5004160000	1-3-4-23
2013100843	2013-05-18	川田孝好	竹園正繼	日高テイエム牧場	日高町	-	710000	3-3-9-10
2013100587	2013-05-05	岡田稲男	Ｈ．Ｈ．シェイク・モハメド	ダーレー・ジャパン・ファーム	日高町	-	130000	0-0-1-3
2013106126	2013-04-15	松永幹夫	キーファーズ	ノーザンファーム	安平町	156600000	33410000	3-2-0-13
2013103632	2013-05-30	清水英克	ビッグレッドファーム	鳥井征士	浦河町	4530000	190000	1-2-1-15
2013100092	2013-03-12	本間忍	島川隆哉	エスティファーム	日高町	-	5000000	1-0-0-11
2013100566	2013-05-19	千田輝彦	ゴドルフィン	ダーレー・ジャパン・ファーム	日高町	-	8842210000	4-6-0-22
2013105843	2013-04-13	村山明	Ｊ．ウィルソン	ノーザンファーム	安平町	-	12000000	1-2-0-9
2013106456	2013-05-19	服部利之	吉田修	タガミファーム	新ひだか町	-	0	0-0-0-6
2013102313	2013-02-06	村上頼章	中村伊三美	ケイアイファーム	新ひだか町	-	802211180000	7-2-5-16
2013104637	2013-02-01	上原博之	国本哲秀	西村和夫	新ひだか町	-	700000	0-0-0-8
2013104378	2013-04-01	田中伸一	内田玄祥	田中裕之	新ひだか町	-	7903010000	4-6-10-36
2013104286	2013-03-26	西橋豊治	中島稔	静内山田牧場	新ひだか町	-	1690000	5-10-6-29
2013103649	2013-04-11	石川浩文	（同）ＪＰＮ技研	日進牧場	浦河町	-	4200000	9-5-5-37
2013100316	2013-03-20	久保田貴	村木克子	下河辺牧場	日高町	-	0	0-0-0-2
2013100419	2013-02-09	宮本博	オースミ	白井牧場	日高町	-	10150000	1-0-1-19
2013103619	2013-03-20	作田誠二	井之口二三雄	富田牧場	浦河町	-	752480000	5-1-2-13
2013100058	2013-03-30	岩戸孝樹	奈村睦弘	いとう牧場	日高町	-	19104690000	4-1-6-19
2013106129	2013-01-30	中内田充	寺田寿男	ノーザンファーム	安平町	58320000	28480000	2-4-2-11
2013103816	2013-04-09	城地俊光	大黒富美子	ミルファーム	浦河町	-	510000	2-4-5-13
2013100523	2013-03-24		加藤信之	竹島幸治	日高町	-	4180000	10-5-1-10
2013100402	2013-02-09	手塚貴久	橋口	下河辺牧場	日高町	-	7300000	1-0-2-5
2013101630	2013-05-07	松永康利	和田牧場	対馬正	新冠町	-	1002950000	3-2-3-28
2013105711	2013-03-11	矢野義幸	浜野順之助	社台ファーム	千歳市	7560000	480000	0-0-0-6
2013106472	2013-03-22	河内洋	廣崎利洋	川上牧場	新冠町	-	70990000	3-3-5-25
2013104128	2013-03-07	真島元徳	平井裕	グランド牧場	新ひだか町	-	5250700000	4-5-2-13
2013101780	2013-01-23	伊藤和	土井久美子	錦岡牧場	新冠町	-	4990000	16-7-13-72
2013102534	2013-04-06	井樋明正	成富直行	前田宗将	新ひだか町	9390000	25252930000	7-7-8-33
2013104336	2013-03-24	中竹和也	前田幸治	タイヘイ牧場	新ひだか町	52500000	24560000	2-2-4-20
2013100061	2013-06-06	目野哲也	奈村信重	いとう牧場	日高町	-	4070000	0-0-2-9
2013100424	2013-03-15	安田隆行	ダノックス	白井牧場	日高町	-	1920000	6-4-6-27
2013106064	2013-05-08	手塚貴久	キャロットファーム	ノーザンファーム	安平町	-	0	0-0-0-4
2013102588	2013-03-31	大根田裕	石川幸司	三石ファーム	新ひだか町	5180000	72370000	1-0-0-4
2013106294	2013-04-03	武幸四郎	平山靖	三嶋牧場	浦河町	-	1301160000	3-5-5-18
2013101722	2013-02-10	岡田稲男	八木昌司	八木牧場	新冠町	-	3720000	0-1-1-2
2013102907	2013-04-08	高馬元紘	庄司修二	高昭牧場	浦河町	-	20608980000	2-4-3-62
2013104779	2013-04-27	石井勝男	竹内利子	フジワラファーム	新ひだか町	-	320010780000	5-3-5-30
2013101478	2013-04-22	相沢郁	玉井鶴枝	斉藤安行	新冠町	-	660860000	0-1-4-56
2013105731	2013-03-25	加藤和宏	山田和正	社台ファーム	千歳市	-	4800000	1-0-0-6
2013103746	2013-02-22	小崎憲	栄進堂	三嶋牧場	浦河町	-	1834520000	7-7-4-11
2013101667	2013-03-21	藤岡健一	河内孝夫	中地康弘	新冠町	-	21620000	1-1-2-6
2013103719	2013-02-22	宮本博	ウイン	松田牧場	浦河町	6040000	420000	1-1-3-28
2013104183	2013-03-21	伊藤圭三	秋谷壽之	グランド牧場	新ひだか町	4320000	0	0-0-0-5
2013100570	2013-02-17	山田徹	川上和彦	ダーレー・ジャパン・ファーム	日高町	-	5002420000	1-2-4-61
2013103879	2013-04-24	伊藤伸一	サラブレッドクラブ・ラフィアン	石川栄一	新ひだか町	-	700000	0-0-0-6
2013100041	2013-03-10	河津裕昭	栗山正	新井昭二	日高町	-	34612870000	2-1-10-26
2013103572	2013-03-27	根本康広	福井明	辻牧場	浦河町	-	7000000	1-0-0-23
2013104908	2013-03-11	今野貞一	ヒダカ・ブリーダーズ・ユニオン	矢野牧場	新ひだか町	-	0	0-0-0-2
2013103931	2013-04-13	本間忍	森山進	岡田スタッド	新ひだか町	16200000	632790000	2-3-1-15
2013103992	2013-02-08	古賀光範	山元哲二	岡田スタッド	新ひだか町	4860000	270000	1-3-1-7
