	track	direction	distance	weather	going	start_at	title	grade	date	round	place	days	requirement	rule	単勝:的中	単勝:配当	単勝:人気	複勝_1:的中	複勝_1:配当	複勝_1:人気	複勝_2:的中	複勝_2:配当	複勝_2:人気	複勝_3:的中	複勝_3:配当	複勝_3:人気	馬連:的中	馬連:配当	馬連:人気	馬単:的中	馬単:配当	馬単:人気	三連複:的中	三連複:配当	三連複:人気	三連単:的中	三連単:配当	三連単:人気	spacing_on_corner:1	spacing_on_corner:2	spacing_on_corner:3	spacing_on_corner:4	laptime	pacemaker	枠連:的中	枠連:配当	枠連:人気	枠単:的中	枠単:配当	枠単:人気
200747021608	ダ	右	1400	晴	稍重	14:35	サラ系B11組C3組		2007-2-16	19	笠松	6			4	270	2	4	190	2	3	880	5				3-4	2720	7	4=>3	3720	13	3-4-6	2310	6	4=>3=>6	15280	39		3672451.0	3642751.0	3642517.0								
200747022701	ダ	右	1400	曇	良	11:00	サラ系C23組牝馬		2007-2-27	20	笠松	3	牝		7	230	2	7	100	3	5	100	2	3.0	100	1.0	5-7	420	3	7=>5	630	5	3-5-7	120	1	7=>5=>3	740	4		578493612	5,(7,3),8,4,9,6,1,2	573894261			5-7	390.0	3.0	7=>5	910.0	5.0
200747022702	ダ	右	1400	晴	良	11:30	サラ系C22組		2007-2-27	20	笠松	3			9	110	1	9	100	1	7	210	5	2.0	200	4.0	7-9	560	2	9=>7	510	2	2-7-9	1120	3	9=>7=>2	2850	8		968273145.0	967823145.0	927683154.0			7-8	430.0	2.0	8=>7	530.0	2.0
200747022703	ダ	右	1400	晴	良	12:00	岐南町徳田ね		2007-2-27	20	笠松	3			6	140	1	6	100	1	8	140	3	1.0	130	2.0	6-8	280	2	6=>8	410	2	1-6-8	180	1	6=>8=>1	560	1		268137594	(2,6,8)-1,7,3,5,9,4	6,8,2,1,7-5,3,4,9			6-8	220.0	1.0	6=>8	360.0	1.0
200747022704	ダ	右	1400	晴	良	12:30	サラ系C20組		2007-2-27	20	笠松	3			7	950	3	7	170	4	2	100	1	1.0	190	5.0	2-7	450	2	7=>2	3470	9	1-2-7	370	1	7=>2=>1	10500	23		279451683	274659183	2,7,4,5,6,1,3,(9,8)			2-7	390.0	3.0	7=>2	3930.0	9.0
200747022705	ダ	右	1400	晴	良	13:05	サラ系B10組		2007-2-27	20	笠松	3			4	250	1	4	160	3	7	180	4	9.0	610	8.0	4-7	340	1	4=>7	740	2	4-7-9	2720	10	4=>7=>9	8520	27		(1,7),9,4,6,8,2,3,5	719463825	749132685			4-7	330.0	1.0	4=>7	760.0	2.0
200747022706	ダ	右	1400	晴	良	13:40	サラ系B9組		2007-2-27	20	笠松	3			4	710	4	4	150	2	10	100	1	6.0	230	6.0	4-10	540	2	4=>10	2350	9	4-6-10	4020	16	4=>10=>6	21890	67		21016457398	2,10,4,1,6,5,3,7,(8,9)	4,10,2,1,6,5,3,7-8,9			4-8	520.0	2.0	4=>8	1440.0	6.0
200747022707	ダ	右	1600	晴	良	14:15	サラ系B7組		2007-2-27	20	笠松	3			2	350	2	2	100	1	4	140	3	10.0	140	4.0	2-4	1070	6	2=>4	1890	11	2-4-10	680	4	2=>4=>10	4940	23		3510428971.0	1045283971.0	4102853917.0			2-4	970.0	6.0	2=>4	2180.0	12.0
200747022708	ダ	右	1400	晴	良	14:50	サラ系B8組		2007-2-27	20	笠松	3			8	720	3	8	200	5	7	120	2	6.0	100	1.0	7-8	990	5	8=>7	2410	10	6-7-8	490	2	8=>7=>6	5420	16		67291013485.0	67219843105.0	67184329105.0			7-7	1090.0	6.0	7=>7	1430.0	8.0
200747022709	ダ	右	1400	晴	良	15:25	うぐいす特別 		2007-2-27	20	笠松	3	(別定)		5	270	2	5	110	2	4	100	1	1.0	360	6.0	4-5	210	1	5=>4	430	2	1-4-5	900	3	5=>4=>1	2790	11		1,4,9,6,3,5-7,10,8,2	1,4,5,9,3,6-8,2,7,10	14593682710			4-5	200.0	1.0	5=>4	480.0	2.0
200747022801	ダ	右	1400	晴	重	11:00	サラ系3歳4組		2007-2-28	20	笠松	4			8	170	1	8	130	2	5	290	5	3.0	920	7.0	5-8	450	3	8=>5	820	3	3-5-8	2230	8	8=>5=>3	7230	30		34567128.0	34512678.0	35418267.0								
200747022802	ダ	右	1400	晴	重	11:30	サラ系C13組		2007-2-28	20	笠松	4			5	160	1	5	110	1	9	210	4	7.0	170	3.0	5-9	600	3	5=>9	560	3	5-7-9	800	3	5=>9=>7	2370	8		372945816	379254816	3,7,9,5-2,4,6,8,1			5-8	600.0	3.0	5=>8	510.0	3.0
200747022803	ダ	右	1400	晴	重	12:00	サラ系C12組		2007-2-28	20	笠松	4			4	420	3	4	110	1	7	110	2	3.0	140	4.0	4-7	430	2	4=>7	960	4	3-4-7	1210	6	4=>7=>3	5700	18		986173452	976843152	7,6,4,8,3,9,1,5-2			4-7	420.0	2.0	4=>7	920.0	4.0
200747022804	ダ	右	1400	晴	重	12:30	サラ系C11組		2007-2-28	20	笠松	4			7	770	5	7	210	5	8	170	4	4.0	120	1.0	7-8	2320	11	7=>8	5760	23	4-7-8	3940	17	7=>8=>4	29840	101		493857126	4,9-8,7,3,1,2,5,6	498732165			7-8	1050.0	4.0	7=>8	2090.0	11.0
200747022805	ダ	右	1600	晴	稍重	13:05	サラ系C10組		2007-2-28	20	笠松	4			5	160	1	5	110	2	3	110	1	2.0	140	3.0	3-5	170	1	5=>3	290	1	2-3-5	330	2	5=>3=>2	1110	3		561328794.0	563217894.0	532761948.0			3-5	190.0	1.0	5=>3	330.0	1.0
200747022806	ダ	右	1600	晴	稍重	13:40	白梅特別 		2007-2-28	20	笠松	4			5	120	1	5	100	1	6	140	3	1.0	260	5.0	5-6	140	1	5=>6	150	1	1-5-6	850	3	5=>6=>1	1110	4		2,7,1,10,4,5,3,6,8-9	2,7,1,5,4,6,10,3,8=9	2,5,7,4,1,6,3,10,8=9			5-6	140.0	1.0	5=>6	190.0	1.0
200747022807	ダ	右	1400	晴	稍重	14:15	梅見賞		2007-2-28	20	笠松	4	(別定)		7	260	2	7	120	1	10	130	3	1.0	120	2.0	7-10	670	3	7=>10	930	5	1-7-10	230	1	7=>10=>1	1620	4		58917631024.0	57981021643.0	71051289463.0			7-8	540.0	3.0	7=>8	910.0	5.0
200747022808	ダ	右	1400	晴	稍重	14:50	紅梅賞		2007-2-28	20	笠松	4	(別定)		7	160	1	7	100	1	10	100	2	3.0	150	3.0	7-10	160	1	7=>10	240	1	3-7-10	720	3	7=>10=>3	1330	3		10731698425	10,7,4,9,3,2,6,8,(1,5)	7,10,3,9,(4,2,8,5),6,1			7-8	130.0	1.0	7=>8	210.0	1.0
200747022809	ダ	右	1600	晴	稍重	15:25	梅月特別 		2007-2-28	20	笠松	4			9	180	1	9	110	1	8	800	8	2.0	290	5.0	8-9	9270	18	9=>8	8680	20	2-8-9	26480	33	9=>8=>2	313600	225		91015327486.0	91035128746.0	95328711046.0			7-8	3040.0	8.0	8=>7	4730.0	11.0
200747022810	ダ	右	1600	晴	稍重	16:30	東海クラウン 		2007-2-28	20	笠松	4			10	160	1	10	120	1	3	150	3	5.0	240	5.0	3-10	500	2	10=>3	570	2	3-5-10	2110	7	10=>3=>5	4520	12		13821069457	1,3,8,10,6,9,5,2,4-7	1,3,10,6,8,5,9,4,2-7			3-8	500.0	2.0	8=>3	600.0	2.0
200747030101	ダ	右	1400	晴	良	11:00	サラ系3歳9組		2007-3-1	20	笠松	5			8	290	2	8	100	1	1	150	4	5.0	120	2.0	1-8	890	4	8=>1	1280	4	1-5-8	650	2	8=>1=>5	3800	11		18723546	1,8,7,3,5,(2,4)-6	18352746								
200747030102	ダ	右	1400	晴	良	11:30	サラ系3歳8組		2007-3-1	20	笠松	5			4	1300	5	4	680	5	7	630	4				4-7	7940	15	4=>7	17060	28	4-7-8	4430	12	4=>7=>8	62310	111		1587423	(1,5,8),4,7,2,3	4,8,5,(1,2,7),3								
200747030103	ダ	右	1400	晴	良	12:00	サラ系C17組牝馬		2007-3-1	20	笠松	5	牝		5	660	3	5	110	2	8	100	1	6.0	120	3.0	5-8	220	1	5=>8	1040	4	5-6-8	230	1	5=>8=>6	2630	9		689457132	6-8,9,5,4,7,(1,3),2	6,8,5,9,4,7,(1,3),2			5-8	230.0	1.0	5=>8	810.0	4.0
200747030104	ダ	右	1400	晴	良	12:35	サラ系C16組		2007-3-1	20	笠松	5			1	350	2	1	100	2	2	100	1	5.0	220	5.0	1-2	120	1	1=>2	340	2	1-2-5	1200	5	1=>2=>5	4570	13		5-2,9,4,1,3,7,6,8	5=2,1,9,4,6,7,3,8	5,2,1,9,6,(7,4),8,3			1-2	140.0	1.0	1=>2	290.0	2.0
200747030105	ダ	右	1400	晴	良	13:10	サラ系C9組		2007-3-1	20	笠松	5			2	210	1	2	100	1	5	100	2	1.0	150	4.0	2-5	170	1	2=>5	400	2	1-2-5	350	2	2=>5=>1	1160	3		25716384.0	25716384.0	25176348.0								
200747030106	ダ	右	1400	晴	良	13:45	流石学・智恵子結婚記		2007-3-1	20	笠松	5			6	390	3	6	170	3	2	330	4	8.0	170	2.0	2-6	1100	4	6=>2	1720	7	2-6-8	760	2	6=>2=>8	5970	16		57813264	(5,7,8),6,1,2,3,4	(5,7,8),6,1,2,4,3								
200747030107	ダ	右	1600	晴	良	14:20	サラ系C6組		2007-3-1	20	笠松	5			6	800	2	6	150	3	1	330	5	9.0	100	1.0	1-6	5490	11	6=>1	9550	17	1-6-9	1690	4	6=>1=>9	40100	62		361795248.0	693715824.0	693127458.0			1-6	10070.0	14.0	6=>1	17150.0	21.0
200747030108	ダ	右	1400	晴	良	14:55	サラ系C7組		2007-3-1	20	笠松	5			4	280	2	4	100	2	6	100	1	8.0	140	4.0	4-6	240	1	4=>6	490	2	4-6-8	480	2	4=>6=>8	1920	6		569842137.0	569841237.0	564891273.0			4-6	280.0	1.0	4=>6	550.0	2.0
200747030109	ダ	右	1600	晴	良	15:30	サラ系C15組選抜		2007-3-1	20	笠松	5			5	1650	4	5	240	3	6	190	2	8.0	910	9.0	5-6	820	2	5=>6	2920	9	5-6-8	13630	38	5=>6=>8	85170	170		31014769825	(3,10),4,1,6,8,7,5,9,2	68101754392			5-6	1080.0	6.0	5=>6	2410.0	9.0
200747030201	ダ	右	800	曇	良	11:00	サラ系3歳12組新馬		2007-3-2	20	笠松	6			4	410	3	4	200	2	2	270	4				2-4	510	2	4=>2	950	6	1-2-4	330	1	4=>2=>1	1910	5				5,2,4,7,6,1-3								
200747030202	ダ	右	1400	晴	良	11:30	頑張れ川本裕達		2007-3-2	20	笠松	6			5	110	1	5	100	1	1	570	7	3.0	220	3.0	1-5	3660	8	5=>1	3580	8	1-3-5	6250	16	5=>1=>3	50120	76		52137468	52173846	5,(1,2),3,7,8,6,4								
200747030203	ダ	右	1400	晴	良	12:00	サラ系3歳10組牝馬		2007-3-2	20	笠松	6	牝		6	2340	6	6	270	6	8	100	1	4.0	170	4.0	6-8	2910	11	6=>8	8510	24	4-6-8	2750	11	6=>8=>4	33090	79		(6,1,5),8,2,4,3,7	61854237	(6,8),1,5,4,3,2,7								
200747030204	ダ	右	1400	晴	良	12:35	サラ系C19組		2007-3-2	20	笠松	6			7	170	1	7	110	2	8	260	3	4.0	520	5.0	7-8	1040	2	7=>8	1110	3	4-7-8	5050	9	7=>8=>4	9140	19		312768954	312768954	(3,8),1,2,7,6,5,9,4			7-8	760.0	2.0	7=>8	1330.0	3.0
200747030205	ダ	右	1400	晴	良	13:10	サラ系C5組		2007-3-2	20	笠松	6			5	360	2	5	120	3	2	100	1	8.0	130	4.0	2-5	150	1	5=>2	590	2	2-5-8	340	2	5=>2=>8	1560	4		17864352	1,7,8,(6,4,5),(3,2)	5,(1,7,8,2),6,4,3								
200747030206	ダ	右	1400	晴	良	13:45	サラ系C4組		2007-3-2	20	笠松	6			8	2650	8	8	550	8	4	200	3	5.0	480	7.0	4-8	7920	24	8=>4	25300	51	4-5-8	26050	56	8=>4=>5	652530	434		6,1,3,4,8,7,9,5-2	6,4,1,8,3,7,5,9-2	648517392			4-8	3150.0	17.0	8=>4	6290.0	32.0
200747030207	ダ	右	1600	晴	良	14:20	サラ系C18組		2007-3-2	20	笠松	6			9	120	1	9	120	1	1	170	3	4.0	190	4.0	1-9	560	3	9=>1	670	4	1-4-9	640	2	9=>1=>4	2400	7		12983107654	1,9,4,2,10,3,7,5,6-8	9,1,4,10,3,2,7,5,6-8			1-8	490.0	3.0	8=>1	740.0	4.0
200747031301	ダ	右	800	曇	不良	11:00	サラ系3歳11組牝馬		2007-3-13	21	笠松	2	牝		4	2210	3	4	280	5	5	100	1	3.0	340	6.0	4-5	670	2	4=>5	3090	8	3-4-5	3620	9	4=>5=>3	27000	62				4,5,3,9,7,8,2-1,6			4-5	900.0	2.0	4=>5	5480.0	13.0
200747031302	ダ	右	1400	晴	不良	11:30	サラ系3歳10組		2007-3-13	21	笠松	2			4	770	2	4	250	5	7	100	1	6.0	190	3.0	4-7	330	1	4=>7	1020	6	4-6-7	580	1	4=>7=>6	3920	18		5,7,9,6,8,4,1-3,2	(5,7),9,8,6,4,1-3,2	7,5,(6,9),4,8,1,3,2			4-7	450.0	2.0	4=>7	1300.0	7.0
200747031303	ダ	右	1400	晴	不良	12:00	肇君祝完職記念		2007-3-13	21	笠松	2			8	1440	3	8	330	6	3	180	3	2.0	130	2.0	3-8	2260	9	8=>3	5170	21	2-3-8	3960	14	8=>3=>2	23290	85		1,3,8,2,(5,6),9-4,7	(1,3),8,2,9,(5,6),4=7	3,8,1,2,9,5,6,4=7			3-8	590.0	3.0	8=>3	720.0	3.0
200747031304	ダ	右	1400	晴	不良	12:30	サラ系C23組牝馬		2007-3-13	21	笠松	2	牝		2	270	2	2	190	2	9	310	3	3.0	340	4.0	2-9	470	3	2=>9	910	5	2-3-9	540	2	2=>9=>3	2100	7		9,6,(1,3),5,(2,7),4,8	693215748	2,9,3,6,1,7,(5,4)-8			2-8	420.0	3.0	2=>8	910.0	5.0
200747031401	ダ	右	1400	晴	稍重	11:00	サラ系3歳4組		2007-3-14	21	笠松	3			6	820	3	6	360	4	2	800	7	5.0	2,150	9.0	2-6	8000	20	6=>2	32640	52	2-5-6	93750	70	6=>2=>5	1065710	428		1,5,6,2,7,9,(3,4,8)	(1,5,6),2,7,9,(4,8),3	652719483			2-6	11190.0	19.0	6=>2	125100.0	51.0
200747031402	ダ	右	1400	晴	稍重	11:30	サラ系3歳3組		2007-3-14	21	笠松	3			9	1950	6	9	250	5	8	160	2	3.0	500	7.0	8-9	1510	7	9=>8	4220	16	3-8-9	7090	21	9=>8=>3	73690	164		3,6,7,(8,9),2,5,4,1	(3,6,7),9,(8,5),(2,4),1	3,(6,9),8,5,7,2,4-1			8-8	2630.0	10.0	8=>8	1390.0	6.0
200747031403	ダ	右	1400	晴	稍重	12:00	サラ系C20組		2007-3-14	21	笠松	3			9	770	4	9	160	4	8	100	1	3.0	130	3.0	8-9	440	2	9=>8	2230	5	3-8-9	740	3	9=>8=>3	6280	17		4,5,9,1,(8,3),6,7,2	(4,5,9,8),1,3,6,2,7	(5,9,8),4,1,3,2,6,7			8-8	530.0	3.0	8=>8	540.0	3.0
200747031501	ダ	右	1400	曇	良	11:00	サラ系C15組牝馬		2007-3-15	21	笠松	4	牝		3	130	1	3	100	1	7	100	3	8.0	100	2.0	3-7	320	2	3=>7	380	2	3-7-8	170	1	3=>7=>8	710	2		7,8,(1,3),6,5,4,9,2	(7,8,3),1,6,9,5,4,2	7,8,3-1,9,6-2,4,5			3-7	290.0	2.0	3=>7	440.0	2.0
200747031502	ダ	右	1400	曇	良	11:25	モ!グラデュエイト記		2007-3-15	21	笠松	4			6	110	1	6	110	1	5	200	4	3.0	140	2.0	5-6	730	3	6=>5	780	4	3-5-6	620	1	6=>5=>3	1950	4		153486297	1,5,3,4,6,(8,2,7,9)	156384279			5-6	800.0	4.0	6=>5	850.0	3.0
200747031503	ダ	右	1400	曇	良	11:50	サラ系C13組		2007-3-15	21	笠松	4			5	120	1	5	100	1	3	100	2	9.0	110	3.0	3-5	180	1	5=>3	170	1	3-5-9	170	1	5=>3=>9	370	1		3,5,(9,4,6),7,8,2,1	3,5,9,(6,7),4,8,2,1	5,3-(9,6,7)-8,4,1,2			3-5	150.0	1.0	5=>3	160.0	1.0
200747031504	ダ	右	1400	曇	良	12:20	サラ系C10組		2007-3-15	21	笠松	4			2	310	2	2	100	2	4	100	1	5.0	240	6.0	2-4	120	1	2=>4	350	2	2-4-5	570	2	2=>4=>5	1620	6		268145793	2,4,6,8,1,5,(7,9)-3	2,4,1,(5,6),8,(7,9)-3			2-4	130.0	1.0	2=>4	390.0	2.0
200747031505	ダ	右	1400	曇	良	12:50	サラ系C9組		2007-3-15	21	笠松	4			8	120	1	8	100	1	2	120	2	6.0	220	6.0	2-8	140	1	8=>2	180	1	2-6-8	680	3	8=>2=>6	920	3		2,6,7,1,8,5,4-3,9	(2,6),8,7,1,5,4,3-9	2,8,6,1,5,7,4,3=9			2-8	130.0	1.0	8=>2	170.0	1.0
200747031506	ダ	右	1400	曇	良	13:20	サラ系C8組		2007-3-15	21	笠松	4			7	120	1	7	110	1	10	140	3	3.0	260	5.0	7-10	320	1	7=>10	380	1	3-7-10	590	4	7=>10=>3	1240	8		7,10,6,9,1,(4,5),3,2,8	7,10,9,(4,6,5),3,2,1,8	7,10,(4,3),5,9,(6,2),1,8			7-8	320.0	2.0	7=>8	350.0	1.0
200747031507	ダ	右	1600	曇	良	13:50	サラ系C7組		2007-3-15	21	笠松	4			8	700	2	8	120	2	3	130	3	5.0	100	1.0	3-8	2830	10	8=>3	5870	16	3-5-8	700	3	8=>3=>5	12370	36		(6,5,10),3,8,4,9,2-1,7	(6,5),10,3,8,4,9,2-(1,7)	85631049271			3-7	2440.0	8.0	7=>3	7230.0	15.0
200747031508	ダ	右	1400	曇	良	14:20	サラ系C12組選抜		2007-3-15	21	笠松	4			7	380	2	7	100	2	1	100	1	2.0	100	3.0	1-7	170	1	7=>1	500	3	1-2-7	140	1	7=>1=>2	930	3		2,7,(1,10),6,4,8,5,3	2,7,(1,6),4,10-8,5,3	7,2,1,6,4,(10,8),5,3			1-7	210.0	1.0	7=>1	370.0	2.0
200747031509	ダ	右	1600	曇	良	14:50	白鷺特別 		2007-3-15	21	笠松	4			6	1950	6	6	210	5	10	110	1	2.0	130	2.0	6-10	840	5	6=>10	5150	13	2-6-10	1330	6	6=>10=>2	18270	55		57286104193	(5,6),10,7,2,8,4,3,9,1	10,5,6,2,(7,4),3,8,9,1			6-8	770.0	5.0	6=>8	3780.0	12.0
200747031510	ダ	右	1800	曇	良	15:20	弥生特別 		2007-3-15	21	笠松	4			1	140	1	1	110	2	7	120	3	6.0	100	1.0	1-7	370	2	1=>7	660	2	1-6-7	330	1	1=>7=>6	1560	3		174693258.0	176934528.0	174693285.0			1-7	430.0	2.0	1=>7	530.0	2.0
200747031601	ダ	右	1400	晴	良	11:00	サラ系C6組		2007-3-16	21	笠松	5			4	220	1	4	110	1	6	130	3	1.0	420	5.0	4-6	450	2	4=>6	770	3	1-4-6	3050	10	4=>6=>1	6490	16		149368572	1,4,9,(3,6),2,5,8,7	1,4,6,(3,2),9,5,7,8			4-6	450.0	2.0	4=>6	690.0	3.0
200747031602	ダ	右	1400	晴	良	11:25	サラ系C5組		2007-3-16	21	笠松	5			9	160	1	9	100	1	4	860	8	5.0	330	6.0	4-9	13080	19	9=>4	8840	16	4-5-9	46670	49	9=>4=>5	115030	128		1,4,8,(5,9),(3,7),2-6	(1,4,9),8,5,7,3,2,6	9,4,1,(5,8),(3,7),6,2			4-8	6150.0	12.0	8=>4	8990.0	14.0
200747031603	ダ	右	1400	晴	良	11:55	サラ系C4組		2007-3-16	21	笠松	5			1	450	2	1	130	2	9	290	6	7.0	220	3.0	1-9	3620	9	1=>9	7070	20	1-7-9	4980	13	1=>9=>7	35450	82		1,4,8,(3,2),7,6,9,5	(1,4,8,6,9),2,3,7,5	19682375			1-8	1940.0	5.0	1=>8	4550.0	12.0
200747031604	ダ	右	1400	晴	良	12:25	サラ系C3組		2007-3-16	21	笠松	5			5	150	1	5	100	1	7	270	6	6.0	170	3.0	5-7	1630	7	5=>7	1950	8	5-6-7	1950	8	5=>7=>6	7530	26		579643281.0	579326418.0	576312948.0			5-7	1690.0	7.0	5=>7	1770.0	6.0
200747031605	ダ	右	1400	晴	良	12:55	シャルマンBC杯		2007-3-16	21	笠松	5			7	240	1	7	130	1	2	440	7	1.0	150	3.0	2-7	1850	8	7=>2	2930	14	1-2-7	1830	7	7=>2=>1	19290	65		128764359	(1,2,8),(7,4,6),3,5,9	1,2,8,7,(4,6),(5,3),9			2-7	2110.0	9.0	7=>2	3290.0	14.0
200747031606	ダ	右	1400	晴	良	13:25	サラ系B9組		2007-3-16	21	笠松	5			7	170	1	7	100	1	5	300	5	2.0	100	2.0	5-7	1380	5	7=>5	1580	8	2-5-7	1190	5	7=>5=>2	4240	15		5,7,4,2,(1,6),8,(10,9),3	5,7,4,(2,3,9),6,1,10,8	5,7,3,2,4,9,6,(1,8),10			5-7	1850.0	5.0	7=>5	1880.0	7.0
200747031607	ダ	右	1600	晴	良	13:55	サラ系B8組		2007-3-16	21	笠松	5			8	630	3	8	230	3	5	180	2	10.0	280	4.0	5-8	570	3	8=>5	1930	8	5-8-10	1240	4	8=>5=>10	5880	18		8,5,6,3,10,1,2,9-4-7	8,5,(6,9),10,2,3,1-4-7	(8,5),(6,9),10,2,1,3-4,7			5-7	590.0	3.0	7=>5	3700.0	18.0
200747031608	ダ	右	1400	晴	良	14:25	サラ系3歳1組選抜		2007-3-16	21	笠松	5			7	160	1	7	100	1	3	140	3	1.0	260	5.0	3-7	410	2	7=>3	510	1	1-3-7	900	6	7=>3=>1	2240	10		57631482	(5,7,1),(3,6),4,8-2	(5,7),(3,1),4,6,8,2								
200747031609	ダ	右	1600	晴	良	15:00	サラ系C2組選抜		2007-3-16	21	笠松	5			3	130	1	3	100	1	2	150	4	10.0	140	3.0	2-3	730	3	3=>2	920	4	2-3-10	740	2	3=>2=>10	3000	9		6,10,8,1,5,3,2,9,(4,7)	61031825974	6,3,10,(1,2),9,5,(7,8)-4			2-3	700.0	3.0	3=>2	1270.0	4.0
200747031610	ダ	右	1600	晴	良	15:35	若草賞	G	2007-3-16	21	笠松	5	(別定)		3	110	1	3	100	1	1	130	2	6.0	430	8.0	1-3	280	1	3=>1	340	1	1-3-6	2590	9	3=>1=>6	4690	14		3,9,(6,2),10,7,5,(1,8)-4	3,(9,2,10),(6,1),7,5,8=4	3,1,9,6,2,10,7,5,8-4			1-3	240.0	1.0	3=>1	390.0	1.0
200747031611	ダ	右	1400	晴	良	16:35	橘特別 		2007-3-16	21	笠松	5			10	1100	4	10	200	4	5	150	3	1.0	140	2.0	5-10	1330	5	10=>5	3430	14	1-5-10	1660	4	10=>5=>1	8020	30		2,5,10,(3,4),7,9,1,6	(2,5,10)-(3,4,7),1,6,9	(2,5,10),3,7,4,1,6-9			5-8	1220.0	5.0	8=>5	2680.0	12.0
200747040101	ダ	右	1400	晴	不良	11:00	サラ系C26組牝馬		2007-4-1	1	笠松	1	牝		5	800	3	5	190	3	4	190	3	2.0	360	5.0	4-5	2940	8	5=>4	7690	19	2-4-5	4500	14	5=>4=>2	56410	92		354821769	3,5,4,2,8,1,7,(6,9)	(3,5,4),2,1,8,7,9,6			4-5	2220.0	8.0	5=>4	9410.0	22.0
200747040102	ダ	右	1400	晴	不良	11:30	サラ系C25組		2007-4-1	1	笠松	1			3	130	1	3	100	1	4	710	7	1.0	210	4.0	3-4	9820	15	3=>4	5450	11	1-3-4	19810	30	3=>4=>1	54860	85		3,(1,9),(4,7),6,8,2=5	3,9,1,4,7,6,8,2=5	3,1,4,7-8,2=5			3-4	6520.0	13.0	3=>4	11690.0	20.0
200747040103	ダ	右	1400	晴	不良	12:00	沙也華バースデー記念		2007-4-1	1	笠松	1			3	310	2	3	250	5	8	140	3	5.0	120	1.0	3-8	1580	6	3=>8	2370	10	3-5-8	300	1	3=>8=>5	4550	15		9,8,(7,3),(1,5),6,4,2	9,8,3,5,(7,1)-4,6,2	8,(9,3),5,1,7,6,4,2			3-8	1050.0	4.0	3=>8	1360.0	6.0
200747040104	ダ	右	800	曇	不良	12:30	サラ系C23組		2007-4-1	1	笠松	1			6	250	1	6	220	3	2	550	8	8.0	390	5.0	2-6	880	5	6=>2	1740	4	2-6-8	3420	12	6=>2=>8	13700	51				258631749.0			2-6	940.0	5.0	6=>2	1390.0	2.0
200747040105	ダ	右	1400	曇	不良	13:00	三浦英太誕生おめでと		2007-4-1	1	笠松	1			2	380	2	2	120	2	3	120	1	7.0	130	3.0	2-3	990	5	2=>3	2020	9	2-3-7	1310	4	2=>3=>7	5670	24		(6,4),2,3,8,7,5,9,1	263478951	236479815			2-3	1170.0	5.0	2=>3	1930.0	10.0
200747040106	ダ	右	1400	曇	不良	13:35	川松アナ特報サイト就		2007-4-1	1	笠松	1			1	270	1	1	110	1	7	200	4	4.0	200	4.0	1-7	390	1	1=>7	660	1	1-4-7	420	1	1=>7=>4	1510	2		(2,10),1,7,4,8,6,3,9,5	10,(2,1),6,7,4,8-3,9,5	10147826935			1-7	360.0	2.0	1=>7	590.0	1.0
200747040107	ダ	右	1400	曇	不良	14:10	サラ系C20組		2007-4-1	1	笠松	1			4	390	2	4	200	5	6	160	3	1.0	140	1.0	4-6	630	3	4=>6	1980	9	1-4-6	890	3	4=>6=>1	4710	14		6,4,10,1,2,9,8,3-(5,7)	(6,4),9,8,(1,2),10,3-7,5	6,4,1,9,(2,8),3-10,7,5			4-6	800.0	4.0	4=>6	1980.0	7.0
200747040501	ダ	右	1400	晴	良	11:00	サラ系C5組		2007-4-5	1	笠松	4			8	4330	6	8	120	3	4	110	1	7.0	110	2.0	4-8	1230	3	8=>4	9790	15	4-7-8	590	3	8=>4=>7	16910	35		247389516	(2,4,7),8,3,9,5,1,6	472835916			4-8	1510.0	5.0	8=>4	5550.0	13.0
200747040502	ダ	右	1400	晴	良	11:30	サラ系C4組		2007-4-5	1	笠松	4			6	220	1	6	100	1	1	100	2	9.0	120	3.0	1-6	200	1	6=>1	310	1	1-6-9	340	1	6=>1=>9	1130	1		356127498	(6,8),(3,5,7),(1,2),9,4	6,1,7,2,5,(8,9),4,3			1-6	190.0	1.0	6=>1	490.0	1.0
200747040503	ダ	右	1400	晴	良	12:00	サラ系C3組		2007-4-5	1	笠松	4			8	260	2	8	160	2	6	680	8	3.0	170	4.0	6-8	5610	13	8=>6	8060	22	3-6-8	5730	19	8=>6=>3	39850	90	89463275.0		8,6,9,3,4,2,7-5	8,6,4,3,(9,2,7)-5			6-8	3150.0	9.0	8=>6	6090.0	16.0
200747040504	ダ	右	1400	晴	良	12:30	サラ系B10組		2007-4-5	1	笠松	4			9	460	3	9	100	1	8	120	3	2.0	110	2.0	8-9	420	3	9=>8	750	4	2-8-9	220	1	9=>8=>2	1280	5		28971435	(2,8,9),7,1,4,5,3	(2,8,9),7-1,3,5,4			8-8	340.0	2.0	8=>8	670.0	3.0
200747040601	ダ	右	1400	晴	良	11:00	サラ系3歳7組		2007-4-6	1	笠松	5			9	130	1	9	110	1	6	890	9	4.0	480	7.0	6-9	5310	13	9=>6	7620	19	4-6-9	13760	27	9=>6=>4	85100	126		498312675	4,9,8,3,1-2,7,6,5	9,4,3,8,1,6,7-5,2			6-8	4490.0	11.0	8=>6	1570.0	5.0
