	track	direction	distance	weather	going	start_at	title	grade	date	round	place	days	requirement	rule	単勝:的中	単勝:配当	単勝:人気	複勝_1:的中	複勝_1:配当	複勝_1:人気	複勝_2:的中	複勝_2:配当	複勝_2:人気	馬連:的中	馬連:配当	馬連:人気	馬単:的中	馬単:配当	馬単:人気	三連複:的中	三連複:配当	三連複:人気	三連単:的中	三連単:配当	三連単:人気	spacing_on_corner:1	spacing_on_corner:2	spacing_on_corner:3	spacing_on_corner:4	laptime	pacemaker	複勝_3:的中	複勝_3:配当	複勝_3:人気	枠連:的中	枠連:配当	枠連:人気
200734060611	ダ	右	1500	曇	良	20:30	D2　ー1組		2007-6-6	2	旭川	5	60万円以下	(規定)	8	140	1	8.0	120	1.0	11.0	430	7.0	8-11	3450	11	8=>11	4190	14	6-8-11	8480	24	8=>11=>6	28090	76	1,8,6,9,(10,11),(5,7),2,3-4	1,8,6,9,(10,11),(5,7),2,3-4	1,8,6,9,(10,2,11,7),(5,3)-4	8,1,6,(10,2,11,7),5,(9,3),4			6.0	230	5.0	7-8	720.0	4.0
200734060701	ダ	右	1000	曇	良	14:30	2歳　未勝利		2007-6-7	2	旭川	6	(規定)		3	110	1	3.0	100	1.0	2.0	120	2.0	2-3	210	1	3=>2	200	1	2-3-8	1230	6	3=>2=>8	2420	8			2,3,(1,5),(7,6,8),4	(2,3),(1,5,8),(7,6),4			8.0	220	6.0			
200734060702	ダ	右	1500	曇	良	15:00	3歳　条件		2007-6-7	2	旭川	6	(規定)		7	630	4	7.0	260	5.0	8.0	1,050	8.0	7-8	10970	26	7=>8	8500	30	7-8-12	20040	56	7=>8=>12	214950	404	3,(5,7),(2,6,9,10),12,(1,8),11,4	(3,5,7),(2,6,9,10),12,1,8,11,4	3,(5,7),2,(6,9),(12,10),1,8,11,4	3,7,(10,8),(2,9),(6,5,12),11,(1,4)			12.0	260	4.0	6-6	8490.0	19.0
200734060703	ダ	右	1000	曇	良	15:30	フレッシュチャレンジ		2007-6-7	2	旭川	6	(規定)		9	130	1	9.0	120	2.0	2.0	140	3.0	2-9	410	2	9=>2	560	2	2-6-9	390	1	9=>2=>6	1320	2			6,(2,9),(1,3,8),5-7	6,(2,9)-(1,3),8,5-7			6.0	100	1.0	2-8	410.0	2.0
200734060704	ダ	右	1000	雨	良	16:10	3歳　条件		2007-6-7	2	旭川	6	100万円以下	(規定)	6	1150	5	6.0	250	3.0	8.0	370	6.0	6-8	3640	15	6=>8	10050	39	2-6-8	9670	37	6=>8=>2	56450	192			8,3,(1,5,6),2,(4,7)	8,(3,5,6),1,2,(4,7)			2.0	330	5.0			
200734060706	ダ	右	1000	曇	良	17:10	3歳　条件		2007-6-7	2	旭川	6	100万円以下	(規定)	5	320	2	5.0	180	5.0	7.0	150	1.0	5-7	280	1	5=>7	580	1	4-5-7	500	2	5=>7=>4	1660	3			2,(4,5),(6,7),8,3-1	2,(4,5),7,6,8,3,1			4.0	160	3.0			
200734060707	ダ	右	1000	曇	良	17:40	フレッシュチャレンジ		2007-6-7	2	旭川	6	牝(規定)		11	130	1	11.0	100	1.0	3.0	140	4.0	3-11	410	2	11=>3	550	2	3-10-11	570	1	11=>3=>10	1320	2			10,(7,11),8,3,5,12,1,(2,9)	(10,11),(3,7,8),5,(1,2,9,12)			10.0	130	2.0	3-8	480.0	2.0
200734060708	ダ	右	1000	雨	良	18:15	3歳　条件		2007-6-7	2	旭川	6	100万円以下	(規定)	10	210	1	10.0	120	1.0	9.0	530	7.0	9-10	2220	9	10=>9	2710	10	1-9-10	10550	29	10=>9=>1	35610	100			(2,5,10),1,(6,9),8,4,(3,7,11)	(2,10),(5,9),(1,8),6,(3,11),7,4			1.0	380	6.0	7-8	660.0	3.0
200734060709	ダ	右	1500	雨	稍重	18:50	D2　ー2組		2007-6-7	2	旭川	6	60万円以下	(規定)	8	160	1	8.0	100	1.0	11.0	190	3.0	8-11	1120	7	8=>11	1070	2	4-8-11	6400	28	8=>11=>4	11860	45	8,(7,10),(2,4,6),1,11,(3,5),9	8,(7,10),(1,2,6),4,(5,11),3,9	8,7,10,6,(2,11),(1,5,4),3,9	8,(7,10),(6,11),(1,5,4),2,9,3			4.0	540	10.0	7-8	650.0	2.0
200734060710	ダ	右	1600	雨	稍重	19:25	上川生産連特別 		2007-6-7	2	旭川	6	(別定)		3	110	1	3.0	100	1.0	8.0	190	3.0	3-8	590	2	3=>8	700	2	3-4-8	1770	6	3=>8=>4	3930	9	10,1,8,2,(3,7),4,6,5,9	10,1,(2,8),(3,7),4-6,5,9	10,(2,8),3,(1,7),4-(5,9,6)	10,(2,8,3),(4,7)-(1,9),6,5			4.0	220	5.0	3-7	220.0	1.0
200734060711	ダ	右	1000	雨	稍重	20:00	ノーリーズン賞 		2007-6-7	2	旭川	6	(規定)		5	170	1	5.0	190	2.0	1.0	280	3.0	1-5	550	2	5=>1	840	3	1-4-5	2460	11	5=>1=>4	5300	19			5,4,3,(1,2)-7	5,(3,1,4,2)-7								
200734061201	ダ	右	1000	晴	良	14:50	2歳　未勝利		2007-6-12	3	旭川	1	(規定)		5	130	1	5.0	100	1.0	9.0	150	4.0	5-9	640	3	5=>9	670	3	3-5-9	1190	5	5=>9=>3	3000	9			(4,5),(6,9),8,7,3,2,10,1	(4,5),9,6,(8,3),7,(2,10),1			3.0	120	2.0	5-8	430.0	1.0
200734061202	ダ	右	1500	晴	良	15:20	3歳　条件		2007-6-12	3	旭川	1	(規定)		3	150	1	3.0	100	1.0	5.0	190	5.0	3-5	1880	6	3=>5	3530	10	1-3-5	5510	16	3=>5=>1	23590	62	6,5,9,(2,7),3,8,1,4	6,5,(2,7,9),3,8,1,4	(6,5),(7,3),9,(2,8),1,4	5,6,(7,3),8,(2,1),(4,9)			1.0	150	3.0	3-5	3090.0	9.0
200734061203	ダ	右	1000	晴	良	15:50	D3　ー1組		2007-6-12	3	旭川	1	40万円以下	(規定)	5	230	2	5.0	110	2.0	8.0	120	3.0	5-8	790	3	5=>8	1380	5	1-5-8	300	1	5=>8=>1	1710	5			5,(6,7,8)-(1,3),4,2	5,(7,8),(6,1),3,2,4			1.0	100	1.0			
200734061204	ダ	右	1000	晴	良	16:25	D3　ー2組		2007-6-12	3	旭川	1	40万円以下	(規定)	7	930	4	7.0	160	4.0	1.0	140	3.0	1-7	1460	6	7=>1	3310	12	1-7-10	530	1	7=>1=>10	8220	21			(5,6),(1,7),10,8,2,(3,4,9)	(5,6),(1,7,10),(8,2),4,3,9			10.0	100	1.0	1-7	690.0	3.0
200734061205	ダ	右	1000	晴	良	17:00	フレッシュチャレンジ		2007-6-12	3	旭川	1	(規定)		4	510	3	4.0	280	5.0	3.0	260	3.0	3-4	1480	7	4=>3	2820	13	3-4-8	8630	18	4=>3=>8	38690	85			(5,7),4,1,3,8-2	(5,7,4),3,1,8-2								
200734061206	ダ	右	1000	晴	良	17:35	ルーキーチャレンジ競		2007-6-12	3	旭川	1	(規定)		12	570	2	12.0	140	2.0	4.0	380	7.0	4-12	6960	18	12=>4	11430	32	4-9-12	4640	16	12=>4=>9	40650	115			(4,7,8),12,2,9,(3,6,11),1,10-5	4,(8,12),7,2,9,11,3,6,1,10,5			9.0	130	1.0	4-8	6550.0	18.0
200734061207	ダ	右	1000	晴	良	18:10	C4　ー2組		2007-6-12	3	旭川	1	100万円以下	(規定)	4	450	2	4.0	150	3.0	7.0	140	2.0	4-7	340	1	4=>7	870	2	1-4-7	960	2	4=>7=>1	3620	5			(2,4),(6,11),(7,12),(1,8)-10,(5,9),3	4,(2,7,6,11),12,1,8,(10,5),9,3			1.0	330	5.0	4-6	430.0	2.0
200734061208	ダ	右	1600	晴	良	18:45	スピカ特別 		2007-6-12	3	旭川	1	150万円以下	(規定)	3	1070	5	3.0	210	5.0	7.0	130	2.0	3-7	1100	5	3=>7	3660	15	3-5-7	1360	5	3=>7=>5	10910	38	1,3,7,2,6,(4,5),8	1,3,7,2,6,(4,5),8	1,3,7,(6,5),(2,4),8	(1,3),(7,5),6,2,4,8			5.0	120	1.0			
200734061209	ダ	右	1600	晴	良	19:20	胆振軽種馬農業協同組 		2007-6-12	3	旭川	1	130万円以下	(規定)	1	2460	7	1.0	950	8.0	2.0	170	3.0	1-2	7390	24	1=>2	16490	48	1-2-3	7620	26	1=>2=>3	73430	216	1,4,8,(2,9),(3,6,7),10,5	1-4,8,(2,6,9),(3,7),10,5	1,4,8,(2,6),(3,9,7),10,5	1,(3,4,7),(2,6),8,9,(5,10)			3.0	200	4.0	1-2	7290.0	22.0
200734061210	ダ	右	1000	晴	良	20:00	北海道スプリントカッ	G3	2007-6-12	3	旭川	1	(別定)		5	350	2	5.0	110	1.0	2.0	120	3.0	2-5	520	2	5=>2	1000	4	2-5-13	350	1	5=>2=>13	1980	4			(9,13,14),8,5,2,(6,7),(10,11),4,12,3-1	9,(13,14),(5,8),2,(6,11),7,10,4,3,12,1			13.0	120	2.0	2-4	510.0	2.0
200734061301	ダ	右	1000	晴	良	14:50	D級		2007-6-13	3	旭川	2	(別定)		5	140	1	5.0	100	1.0	2.0	180	5.0	2-5	830	5	5=>2	1080	5	2-5-8	1020	5	5=>2=>8	3150	13			2,5,(3,6),8,7,(1,4)	2,(3,5),6,8,1,(4,7)			8.0	130	2.0			
200734061302	ダ	右	1000	晴	良	15:20	3歳　条件		2007-6-13	3	旭川	2	(規定)		3	1000	4	3.0	160	3.0	8.0	200	4.0	3-8	4520	16	3=>8	11500	31	3-4-8	22100	43	3=>8=>4	134330	228			(8,10),(3,7),(2,4),9,6,5-1	(8,10),(7,3),(2,4),9,5,6-1			4.0	580	7.0	3-7	1640.0	7.0
200734061303	ダ	右	1500	晴	良	15:50	D3　ー2組		2007-6-13	3	旭川	2	40万円以下	(規定)	10	290	1	10.0	160	4.0	8.0	150	2.0	8-10	550	1	10=>8	1000	2	6-8-10	550	1	10=>8=>6	2290	1	1,5,8,(6,10),9,7,4,2	1,5,8,(6,10),9,7,4,2	(1,5),8,(6,10),(7,9),2,4	(8,10),(6,1,5),(7,9),2,4			6.0	150	3.0	7-8	430.0	1.0
200734061304	ダ	右	1000	晴	良	16:20	フレッシュチャレンジ		2007-6-13	3	旭川	2	(規定)		7	250	2	7.0	150	1.0	4.0	370	4.0	4-7	270	1	7=>4	440	1	4-6-7	340	1	7=>4=>6	980	1			(1,2,6,7),4,(5,8)	(6,7),(2,4),8,(1,5)								
200734061305	ダ	右	1000	晴	良	16:50	D2　ー1組		2007-6-13	3	旭川	2	60万円以下	(規定)	1	850	5	1.0	410	5.0	3.0	150	2.0	1-3	480	2	1=>3	1610	7	1-3-7	770	4	1=>3=>7	7340	27			5,3,(1,4,7),(2,6)	5,(1,3),7,4,(2,6)								
200734061306	ダ	右	1500	晴	良	17:25	ルーキーチャレンジ競		2007-6-13	3	旭川	2	(規定)		9	120	1	9.0	100	2.0	12.0	100	1.0	9-12	520	2	9=>12	700	2	6-9-12	8230	23	9=>12=>6	17640	46	9,2,(3,6),(1,7),10,4,(8,12),5,11	9,2,3,(6,7),(1,12),10,4,8,(5,11)	9,2,(3,6,12,11),7,(1,10,8),4,5	9,(12,11),(2,6),(3,1,7,8),10,4,5			6.0	1,200	12.0	7-8	290.0	1.0
200734061307	ダ	右	1000	晴	良	18:00	D2　ー1組		2007-6-13	3	旭川	2	60万円以下	(規定)	2	200	1	2.0	100	1.0	7.0	120	2.0	2-7	530	2	2=>7	610	3	2-3-7	210	1	2=>7=>3	1240	4			2,7,1,3,4,(5,6)	2,7,1,3,4,(5,6)								
200734061308	ダ	右	1000	晴	良	18:35	3歳　条件		2007-6-13	3	旭川	2	100万円以下	(規定)	9	1320	6	9.0	280	6.0	3.0	180	3.0	3-9	3520	15	9=>3	5800	30	3-6-9	2220	8	9=>3=>6	13020	44			(4,6),9,5,8,(2,7),(1,3)	(4,6),(9,5),8,(2,7),3,1			6.0	110	1.0	3-8	780.0	3.0
200734061309	ダ	右	1600	晴	良	19:10	室蘭白鳥大橋特別 		2007-6-13	3	旭川	2	100万円以下	(規定)	4	140	1	4.0	100	1.0	10.0	300	6.0	4-10	1510	5	4=>10	2160	5	2-4-10	5170	14	4=>10=>2	13810	33	3,4,(1,2,5),7,10,(8,9),6	3,4,5,1,(2,7),(10,8),9,6	(3,4),5,(10,2,7),(1,9),8,6	(3,4),(10,2,5),(1,7),9,8,6			2.0	230	4.0	4-8	1020.0	3.0
200734061310	ダ	右	1600	晴	良	19:50	日本軽種馬協会特別 		2007-6-13	3	旭川	2	130万円以下	(規定)	10	440	2	10.0	210	4.0	9.0	190	2.0	9-10	960	3	10=>9	2410	7	9-10-11	3390	10	10=>9=>11	20890	54	12,2,7,(3,9),6,11,8,(1,10),5,4	12,(2,10),(7,9),(3,11),6,(8,1),5,4	12,(10,9),3,11,(8,7),(6,5),(1,4),2	(12,10,9),(3,11,4),(8,6),(7,5),1,2			11.0	440	8.0	7-7	1190.0	8.0
200734061401	ダ	右	1000	晴	良	15:00	3歳　条件		2007-6-14	3	旭川	3	(規定)		5	310	2	5.0	100	1.0	7.0	100	2.0	5-7	180	1	5=>7	490	2	3-5-7	310	1	5=>7=>3	1010	4			3,(5,7),(2,8),1-(4,6)	3,5,7,(2,1),8,(4,6)			3.0	120	3.0			
200734061402	ダ	右	1500	晴	良	15:30	2歳　未勝利		2007-6-14	3	旭川	3	(規定)		1	240	1	1.0	160	3.0	9.0	100	1.0	1-9	210	1	1=>9	540	1	1-8-9	3120	12	1=>9=>8	18990	54	1,(3,9),6,(2,4),5,(7,8)	1,(3,9),(2,4),6,(5,8),7	1,(3,9),(2,4,6,8),7,5	1,9,(6,8),(3,2),4,7-5			8.0	370	6.0	1-8	230.0	1.0
200734061403	ダ	右	1000	曇	良	16:00	アタックチャレンジ競		2007-6-14	3	旭川	3	(規定)		4	370	2	4.0	150	2.0	9.0	310	5.0	4-9	2920	12	4=>9	4500	21	3-4-9	4650	16	4=>9=>3	38080	119			4,(8,9),3,1,7,2,(5,6)	4,9,8,3,(1,2,7),5,6			3.0	230	3.0	4-8	720.0	4.0
200734061404	ダ	右	1500	曇	良	16:30	D1　ー1組		2007-6-14	3	旭川	3	80万円以下	(規定)	1	280	2	1.0	120	2.0	3.0	100	1.0	1-3	350	1	1=>3	640	2	1-3-4	1660	6	1=>3=>4	6930	26	2,7,3,(4,6,5),1	(2,3,7),(4,6,5),1	(2,3,7),1,(4,5),6	(2,3,7,1),4,(6,5)								
200734061405	ダ	右	1500	曇	良	17:05	フレッシュチャレンジ		2007-6-14	3	旭川	3	(規定)		7	460	2	7.0	110	2.0	8.0	160	4.0	7-8	2380	8	7=>8	3710	12	2-7-8	790	3	7=>8=>2	10490	31	7,(2,8),5,3,(1,4),6	7,(2,8),5,3,1,4,6	(2,7,8),3,5,4-6,1	(2,7,8)-3,4,5,6-1			2.0	100	1.0			
200734061406	ダ	右	1000	曇	良	17:40	フレッシュチャレンジ		2007-6-14	3	旭川	3	(規定)		5	600	3	5.0	140	2.0	3.0	100	1.0	3-5	400	1	5=>3	1090	4	3-5-7	600	3	5=>3=>7	3510	11			3,(5,7),6,2,(1,4),8	(3,5,7)-(2,4,8,6),1			7.0	170	5.0			
200734061407	ダ	右	1500	雨	稍重	18:15	D1　ー1組		2007-6-14	3	旭川	3	80万円以下	(規定)	1	120	1	1.0	100	1.0	5.0	150	2.0	1-5	240	1	1=>5	310	1	1-5-7	390	1	1=>5=>7	800	1	1,5,(2,7),(4,3),6	1-5,(2,7),(4,3,6)	1,5,(2,7),6,(4,3)	1,5,(7,6),2,4,3								
200734061408	ダ	右	1500	雨	稍重	18:50	D3　ー1組		2007-6-14	3	旭川	3	40万円以下	(規定)	8	160	1	8.0	120	1.0	10.0	360	6.0	8-10	830	4	8=>10	1050	4	6-8-10	1740	8	8=>10=>6	6410	21	4,8,(2,6),3,7,10,5,(1,9)	4,8,6,3,2,(7,10),5-1,9	(4,8),6,(2,10,3),7,5-9,1	(8,6,3),(4,10),(2,7),5,9-1			6.0	280	4.0	7-8	920.0	4.0
200734061409	ダ	右	1500	曇	稍重	19:25	獅子座特別 		2007-6-14	3	旭川	3	(別定)		6	210	1	6.0	110	1.0	7.0	150	3.0	6-7	290	1	6=>7	550	1	4-6-7	720	3	6=>7=>4	1870	2	3,8,4,5,6,7,2-1	3,8,4,5,6,7,2-1	3,5,(8,6),(4,7)-2,1	(6,7),5,3,8,4,2,1			4.0	240	5.0			
200734061410	ダ	右	1600	曇	稍重	20:05	ソングオブウインド賞 		2007-6-14	3	旭川	3	160万円以下	(規定)	7	2170	8	7.0	350	6.0	10.0	140	3.0	7-10	3620	14	7=>10	8790	32	2-7-10	3560	13	7=>10=>2	31710	100	8,7,(3,10),2,(9,4,11),(5,6),1	(7,8),(3,10)-2,(4,9),1,(11,6),5	7,10,8,3-(9,4,2),6,1,5,11	7,10,8,3,2,(9,6),4,1,5,11			2.0	130	1.0	6-8	870.0	3.0
200734061901	ダ	右	1000	晴	良	15:00	2歳　未勝利		2007-6-19	3	旭川	4	(規定)		3	150	1	3.0	130	2.0	4.0	140	3.0	3-4	370	2	3=>4	640	2	1-3-4	2450	9	3=>4=>1	5410	17			(3,4,9),1,(7,8,5),6,2	(3,4,9),1,(7,8),5,6,2			1.0	250	6.0	3-4	430.0	2.0
200734061902	ダ	右	1000	晴	良	15:30	3歳　条件		2007-6-19	3	旭川	4	(規定)		3	310	1	3.0	130	1.0	4.0	190	4.0	3-4	1100	6	3=>4	1550	7	3-4-7	4730	19	3=>4=>7	19200	63			3,9,1,4,2,(6,7),10,5,8	3,9,4,1,(6,7),2,10,8,5			7.0	240	5.0	3-4	1330.0	7.0
200734061903	ダ	右	1000	晴	良	16:00	D1　ー2組		2007-6-19	3	旭川	4	80万円以下	(規定)	5	710	4	5.0	370	5.0	1.0	180	2.0	1-5	950	5	5=>1	2870	14	1-3-5	910	5	5=>1=>3	9580	39			3,5,(6,7),1,4,2	3,5,(1,6),(2,4,7)								
200734061904	ダ	右	1500	晴	良	16:30	アタックチャレンジ競		2007-6-19	3	旭川	4	(規定)		6	1550	6	6.0	320	4.0	8.0	330	5.0	6-8	2790	9	6=>8	11210	28	5-6-8	58540	46	6=>8=>5	373810	230	6,7,(2,8),5,(1,4),3	6,7,(2,8),4,5,1,3	6,8,7,(4,1),(5,3),2	6,8,(7,4,1),(2,5),3			5.0	1,300	8.0			
200734061905	ダ	右	1000	晴	良	17:05	D1　ー2組		2007-6-19	3	旭川	4	80万円以下	(規定)	8	110	1	8.0	100	1.0	1.0	190	3.0	1-8	740	3	8=>1	880	3	1-6-8	4050	11	8=>1=>6	10930	31			(1,2,7),8,(6,5),3,4	1,(2,7),8,(3,6,5),4			6.0	380	7.0			
200734061906	ダ	右	1000	晴	良	17:40	ルーキーチャレンジ競		2007-6-19	3	旭川	4	(規定)		2	730	2	2.0	100	2.0	8.0	120	3.0	2-8	1550	6	2=>8	2150	9	2-7-8	430	1	2=>8=>7	4090	13			(2,8),(3,4),(1,7),(5,6)	(2,8,7),(3,1),4,(5,6)			7.0	100	1.0			
200734061907	ダ	右	1000	晴	良	18:15	D3　ー2組		2007-6-19	3	旭川	4	40万円以下	(規定)	12	120	1	12.0	150	2.0	5.0	450	6.0	5-12	550	2	12=>5	630	2	3-5-12	10540	26	12=>5=>3	18800	50			3,12,(7,5),(1,11),8,2,9,(4,10),6	(3,12),5,7,8,(1,11),2,10,(4,9,6)			3.0	3,010	11.0	5-8	510.0	3.0
200734061908	ダ	右	1500	晴	良	18:50	D1　ー2組		2007-6-19	3	旭川	4	80万円以下	(規定)	2	640	3	2.0	200	3.0	7.0	230	4.0	2-7	1460	8	2=>7	3500	15	2-7-8	2420	10	2=>7=>8	13940	58	5,6,8,7,(2,3),1,4	5,(6,8),(2,7),(3,1),4	5,(6,8),(2,7),(3,1),4	(5,6,8),2,(3,7),(4,1)			8.0	240	5.0			
200734062001	ダ	右	1500	曇	良	14:50	2歳　未勝利		2007-6-20	3	旭川	5	(規定)		11	170	1	11.0	100	1.0	10.0	180	4.0	10-11	720	3	11=>10	1240	5	4-10-11	1160	4	11=>10=>4	4500	11	10,(7,8,11),4,(2,9),3,(1,5,6)	(10,7,8,11),(4,9),(2,3,6),5,1	(10,7,8,11),(4,3),6,(9,2),5-1	(10,7,11),(8,4),(2,3),(5,6),9,1			4.0	140	3.0	8-8	690.0	3.0
200734062002	ダ	右	1500	曇	良	15:20	3歳　条件		2007-6-20	3	旭川	5	(規定)		5	710	2	5.0	110	3.0	8.0	100	2.0	5-8	480	2	5=>8	1500	7	5-7-8	440	1	5=>8=>7	2840	7	5,(1,4),6,2,7,(3,9),8	5,4,1,(6,7),(2,9),(3,8)	5,(4,1,8),(7,9),(2,6,3)	5,8,(4,1),(2,7),3,(6,9)			7.0	100	1.0	5-8	420.0	2.0
200734062003	ダ	右	1500	曇	良	15:50	ルーキーチャレンジ競		2007-6-20	3	旭川	5	(規定)		4	430	2	4.0	320	3.0	2.0	1,310	7.0	2-4	6930	16	4=>2	7760	22	2-4-5	13570	30	4=>2=>5	77910	144	4,(2,5),8,1,3,7	4,(2,5,8),(1,7),3	4,(5,8),2,1,7,3	4,5,(2,8),1,3,7								
200734062004	ダ	右	1000	曇	良	16:20	フレッシュチャレンジ		2007-6-20	3	旭川	5	(規定)		8	1620	6	8.0	260	6.0	6.0	130	2.0	6-8	2540	12	8=>6	5070	22	1-6-8	2140	10	8=>6=>1	25750	90			(1,3),(5,6),7,8=2=4	(1,3),6,8,7,5-2=4			1.0	140	3.0			
200734062005	ダ	右	1000	曇	良	16:55	フレッシュチャレンジ		2007-6-20	3	旭川	5	(規定)		4	460	3	4.0	220	3.0	3.0	130	1.0	3-4	290	2	4=>3	820	4	3-4-7	1050	3	4=>3=>7	5070	14			4,(3,7,6)-5,2-8	(4,3),(7,6)-(5,2)-8								
200734062101	ダ	右	1000	雨	稍重	14:30	2歳　未勝利		2007-6-21	3	旭川	6	牝(規定)		1	180	1	1.0	100	1.0	4.0	110	3.0	1-4	310	2	1=>4	640	2	1-4-5	180	1	1=>4=>5	1010	2			(1,4),5,6,(2,7,8),3	(1,4)-5,6,(2,7),8,3			5.0	100	2.0			
200734062102	ダ	右	1000	曇	稍重	15:00	2歳　牝馬		2007-6-21	3	旭川	6	牝(規定)		1	340	3	1.0	110	2.0	3.0	120	3.0	1-3	430	3	1=>3	970	6	1-3-4	140	1	1=>3=>4	1200	5			(1,3),4,8,(2,5,6),7	(1,3,4),(8,6),5,2,7			4.0	100	1.0			
200734062103	ダ	右	1000	曇	稍重	15:30	3歳　条件		2007-6-21	3	旭川	6	(規定)		5	120	1	5.0	100	1.0	6.0	100	2.0	5-6	250	1	5=>6	320	1	5-6-8	1180	6	5=>6=>8	2360	8			3,5,(1,2),6,8,4	5,3,(1,2,6),8,4								
200734062104	ダ	右	1000	曇	稍重	16:00	3歳　条件		2007-6-21	3	旭川	6	(規定)		3	180	1	3.0	160	2.0	5.0	160	3.0	3-5	420	2	3=>5	620	2	2-3-5	2060	9	3=>5=>2	4410	15			1,(5,2,3),(4,8),6,7	(1,5,3),2,(4,8),6,7			2.0	360	6.0			
200734062105	ダ	右	1000	曇	稍重	16:30	フレッシュチャレンジ		2007-6-21	3	旭川	6	(規定)		6	340	3	6.0	100	1.0	2.0	120	2.0	2-6	350	2	6=>2	920	6	2-4-6	2380	7	6=>2=>4	9490	26			(6,8,5),(2,4),3,7	6524837								
200734062106	ダ	右	1500	曇	稍重	17:00	フレッシュチャレンジ		2007-6-21	3	旭川	6	(規定)		8	120	1	8.0	130	1.0	5.0	170	3.0	5-8	270	2	8=>5	320	2	3-5-8	260	1	8=>5=>3	560	2	(4,8),(3,5),2,6	4,8,(3,5)-(2,6)	(8,5),4,3-(2,6)	8,5,3-4,6,2								
200734062107	ダ	右	1000	曇	稍重	17:30	3歳　条件		2007-6-21	3	旭川	6	100万円以下	(規定)	2	320	2	2.0	100	1.0	11.0	160	4.0	2-11	950	3	2=>11	1480	5	2-8-11	520	1	2=>11=>8	4760	10			(3,9,2),(10,12,8),11,4,7,(1,5,6)	(3,9,2),(12,8),10,(4,11),(1,5,7,6)			8.0	100	2.0	2-8	790.0	3.0
200734062108	ダ	右	1000	曇	稍重	18:05	アタックチャレンジ競		2007-6-21	3	旭川	6	(規定)		6	200	1	6.0	180	3.0	4.0	280	4.0	4-6	1300	5	6=>4	1760	8	4-6-7	8700	23	6=>4=>7	33600	82			(3,6,4,7),(5,8),2,1	(6,4),(3,7),5,8,(2,1)			7.0	1,470	7.0			
200734062109	ダ	右	1500	曇	稍重	18:40	ウィナーズチャレンジ 		2007-6-21	3	旭川	6	(規定)		1	600	3	1.0	570	5.0	4.0	430	4.0	1-4	2370	9	1=>4	2840	15	1-2-4	1430	7	1=>4=>2	12710	50	(1,3),4,2,6,5	1,3,(2,4),6,5	(1,3,4,6),(2,5)	1,(3,4),(2,6,5)								
200734062601	ダ	右	1500	曇	良	15:00	3歳　条件		2007-6-26	4	旭川	1	(規定)		2	270	2	2.0	110	2.0	4.0	100	1.0	2-4	270	1	2=>4	640	2	2-4-5	210	1	2=>4=>5	1100	2	1,5,6,(3,4),2,7	1563427	1,5,(6,4),3,2,7	(5,4),6,(1,3,2)=7								
200734062602	ダ	右	1000	曇	良	15:30	2歳　未勝利		2007-6-26	4	旭川	1	(規定)		7	290	1	7.0	110	1.0	8.0	400	8.0	7-8	2090	9	7=>8	4580	15	6-7-8	2180	9	7=>8=>6	16000	50			7,9,1,(8,5,6),4,2,3	7,9,8,6,(1,5),(2,4)			6.0	150	2.0	7-8	630.0	2.0
200734062603	ダ	右	1000	曇	良	16:00	D3　ー1組		2007-6-26	4	旭川	1	40万円以下	(規定)	7	580	3	7.0	140	4.0	5.0	100	1.0	5-7	570	3	7=>5	1160	5	5-6-7	180	1	7=>5=>6	1410	5			5,7,8,4,6,(2,3),1	(5,7),8,4,6,(2,3,1)			6.0	110	2.0			
200734062604	ダ	右	1500	曇	良	16:30	D3　ー1組		2007-6-26	4	旭川	1	40万円以下	(規定)	7	260	2	7.0	140	2.0	2.0	110	1.0	2-7	240	1	7=>2	1040	5	2-3-7	240	1	7=>2=>3	2260	8	2376145	2371645	(2,3,7,4),(5,1,6)	(2,3),7,4,6,(5,1)								
200734062605	ダ	右	1000	曇	良	17:00	ルーキーチャレンジ競		2007-6-26	4	旭川	1	(規定)		9	330	1	9.0	180	6.0	6.0	120	2.0	6-9	1240	5	9=>6	2350	10	2-6-9	790	1	9=>6=>2	6160	22			(6,9),10,7,2,4,1,5,8,3	(6,9),10,(2,4)-(1,8,5,3),7			2.0	100	1.0	6-8	1050.0	5.0
200734062606	ダ	右	1000	曇	良	17:35	フレッシュチャレンジ		2007-6-26	4	旭川	1	(規定)		3	330	2	3.0	100	3.0	8.0	100	1.0	3-8	390	1	3=>8	1120	4	3-6-8	490	1	3=>8=>6	2310	7			(7,8),(3,2),6,4,1-5	83726415			6.0	100	2.0			
200734062607	ダ	右	1500	曇	良	18:10	3歳　条件		2007-6-26	4	旭川	1	100万円以下	(規定)	2	390	3	2.0	170	2.0	6.0	230	4.0	2-6	1810	8	2=>6	2530	11	2-6-9	5590	19	2=>6=>9	22440	70	4,7,3,5,10,(1,8),2,(6,9)	4,7,3,5,10,1,8,2-(6,9)	(4,7,3),5-(10,2),1,8,(6,9)	(7,3,2),(4,5),10,(1,6,9),8			9.0	380	6.0	2-6	2300.0	10.0
