	track	direction	distance	weather	going	start_at	title	grade	date	round	place	days	requirement	rule	単勝:的中	単勝:配当	単勝:人気	複勝_1:的中	複勝_1:配当	複勝_1:人気	複勝_2:的中	複勝_2:配当	複勝_2:人気	複勝_3:的中	複勝_3:配当	複勝_3:人気	枠連:的中	枠連:配当	枠連:人気	馬連:的中	馬連:配当	馬連:人気	枠単:的中	枠単:配当	枠単:人気	馬単:的中	馬単:配当	馬単:人気	三連複:的中	三連複:配当	三連複:人気	三連単:的中	三連単:配当	三連単:人気	spacing_on_corner:1	spacing_on_corner:2	spacing_on_corner:3	spacing_on_corner:4	laptime	pacemaker
200948032602	ダ	右	1400	晴	良	11:30	名古屋3歳牝馬		2009-3-26	27	名古屋	3	牝		6	140	1	6.0	120	3.0	2.0	110	1.0	5.0	180	4.0	2-6	360.0	2.0	2-6	450	2	6=>2	840.0	5.0	6=>2	790	3.0	2-5-6	770	3.0	6=>2=>5	2310	5.0		91016843527.0	91068153427.0	96108523741.0		
200948032603	ダ	右	800	晴	良	12:00	サラC19組		2009-3-26	27	名古屋	3			1	5030	6	1.0	2,330	10.0	8.0	160	3.0	2.0	160	2.0	1-7	15690.0	20.0	1-8	12450	19	1=>7	155430.0	45.0	1=>8	421920	72.0	1-2-8	18450	31.0	1=>8=>2	394630	255.0				28149651037.0		
200948032604	ダ	右	1400	曇	良	12:30	サラC18組		2009-3-26	27	名古屋	3			9	320	2	9.0	110	2.0	4.0	140	4.0	2.0	100	1.0	4-8	1880.0	7.0	4-9	1840	6	8=>4	2850.0	10.0	9=>4	2800	10.0	2-4-9	590	2.0	9=>4=>2	8180	25.0		56912310847.0	56912103487.0	59162104837.0		
200948032605	ダ	右	1300	曇	良	13:05	大瑤・愛友達100人		2009-3-26	27	名古屋	3			3	150	1	3.0	100	1.0	2.0	110	2.0	4.0	180	4.0	2-3	150.0	1.0	2-3	120	1	3=>2	220.0	1.0	3=>2	200	1.0	2-3-4	290	2.0	3=>2=>4	540	2.0		10124539678.0	11043257968.0	14321057968.0		
200948032606	ダ	右	1400	曇	良	13:40	サラC16組		2009-3-26	27	名古屋	3			7	240	1	7.0	110	1.0	1.0	110	2.0	3.0	160	4.0	1-7	330.0	2.0	1-7	280	1	7=>1	570.0	2.0	7=>1	580	3.0	1-3-7	630	2.0	7=>1=>3	1840	7.0		1537691042.0	1573691042.0	1573691042.0		
200948032607	ダ	右	1400	曇	良	14:15	サラB7組		2009-3-26	27	名古屋	3			9	540	2	9.0	140	3.0	7.0	270	6.0	6.0	100	1.0	7-8	2100.0	6.0	7-9	3480	8	8=>7	3480.0	9.0	9=>7	3960	10.0	6-7-9	780	2.0	9=>7=>6	12890	35.0		79611058234.0	79610185234.0	79611082534.0		
200948032608	ダ	右	1600	曇	良	14:50	サラB6組		2009-3-26	27	名古屋	3			1	130	1	1.0	130	3.0	8.0	110	1.0	3.0	160	4.0	1-7	230.0	1.0	1-8	280	1	1=>7	550.0	2.0	1=>8	560	2.0	1-3-8	890	2.0	1=>8=>3	2700	8.0		21794386105.0	12793846105.0	17832469105.0		
200948032609	ダ	右	1600	曇	良	15:25	サラA4組		2009-3-26	27	名古屋	3			3	140	1	3.0	100	1.0	6.0	100	2.0	7.0	150	4.0	3-6	520.0	3.0	3-6	280	1	3=>6	300.0	1.0	3=>6	340	1.0	3-6-7	440	2.0	3=>6=>7	940	2.0		346589712.0	346578912.0	367458912.0		
200948041501	ダ	右	1400	晴	重	10:50	サラ3歳3組		2009-4-15	1	名古屋	2	(定量)		2	110	1	2.0	100	1.0	5.0	150	3.0	7.0	320	6.0	2-5	210.0	2.0	2-5	260	2	2=>5	300.0	2.0	2=>5	280	2.0	2-5-7	1300	5.0	2=>5=>7	1960	6.0		2781653410.0	2781564310.0	2751864310.0		
200948041502	ダ	右	1300	晴	重	11:20	サラC17組		2009-4-15	1	名古屋	2	(定量)		2	140	1	2.0	110	2.0	8.0	100	1.0	6.0	130	3.0	2-7	220.0	1.0	2-8	280	1	2=>7	520.0	2.0	2=>8	420	2.0	2-6-8	380	1.0	2=>8=>6	1470	3.0		82615310749.0	82613510479.0	82631541079.0		
200948041503	ダ	右	1400	晴	重	11:50	サラC16組		2009-4-15	1	名古屋	2	(定量)		3	150	1	3.0	130	3.0	9.0	130	2.0	2.0	240	5.0	3-8	550.0	3.0	3-9	590	2	3=>8	770.0	2.0	3=>9	810	1.0	2-3-9	1260	5.0	3=>9=>2	5000	16.0		23475911086.0	23745910168.0	23749510168.0		
200948041504	ダ	右	1400	晴	重	12:20	サラC15組		2009-4-15	1	名古屋	2	牝(定量)		3	100	1	3.0	100	1.0	9.0	100	2.0	10.0	100	3.0	3-8	140.0	1.0	3-9	130	1	3=>8	130.0	1.0	3=>9	180	1.0	3-9-10	190	1.0	3=>9=>10	330	1.0		37105981426.0	31098745216.0	31098427516.0		
200948041505	ダ	右	800	晴	重	12:50	サラC14組		2009-4-15	1	名古屋	2	(定量)		10	110	1	10.0	100	1.0	5.0	260	5.0	1.0	100	2.0	5-8	3140.0	6.0	5-10	2290	7	8=>5	3370.0	8.0	10=>5	3500	9.0	1-5-10	1730	5.0	10=>5=>1	10070	25.0				45106193872.0		
200948041506	ダ	右	1400	晴	稍重	13:20	サラC13組		2009-4-15	1	名古屋	2	(定量)		4	180	1	4.0	110	2.0	3.0	100	1.0	8.0	440	7.0	3-4	120.0	1.0	3-4	120	1	4=>3	200.0	1.0	4=>3	210	1.0	3-4-8	1730	5.0	4=>3=>8	3440	10.0		34510827961.0	34859102761.0	34891052761.0		
200948041507	ダ	右	1400	晴	稍重	13:50	サラC12組		2009-4-15	1	名古屋	2	(定量)		3	130	1	3.0	100	1.0	4.0	330	6.0	5.0	210	4.0	3-4	440.0	2.0	3-4	470	3	3=>4	850.0	3.0	3=>4	680	3.0	3-4-5	1250	5.0	3=>4=>5	2750	10.0		13598264710.0	13594268107.0	13549628107.0		
200948041508	ダ	右	1600	晴	稍重	14:20	還暦おめでとう!甘利		2009-4-15	1	名古屋	2	(定量)		3	110	1	3.0	100	1.0	8.0	120	3.0	7.0	100	2.0	3-7	140.0	1.0	3-8	250	1	3=>7	140.0	1.0	3=>8	240	1.0	3-7-8	300	1.0	3=>8=>7	650	1.0		71042831965.0	71042831965.0	74823101965.0		
200948041509	ダ	右	1600	晴	稍重	14:50	サラB5組		2009-4-15	1	名古屋	2	(定量)		10	230	1	10.0	130	2.0	7.0	130	1.0	1.0	190	5.0	7-8	420.0	2.0	7-10	590	3	8=>7	730.0	1.0	10=>7	1100	4.0	1-7-10	540	1.0	10=>7=>1	3150	6.0		15102478369.0	15102478369.0	15102748369.0		
200948041510	ダ	右	1400	晴	稍重	15:20	サラB4組		2009-4-15	1	名古屋	2	(定量)		4	180	1	4.0	130	1.0	5.0	1,380	10.0	7.0	230	4.0	4-5	2750.0	12.0	4-5	3630	14	4=>5	4160.0	15.0	4=>5	4520	19.0	4-5-7	5400	18.0	4=>5=>7	29190	82.0		85974101362.0	85974103126.0	85749310261.0		
200948041511	ダ	右	1400	晴	稍重	15:55	名古屋チャレンジカッ 		2009-4-15	1	名古屋	2	(定量)		9	140	1	9.0	100	1.0	3.0	420	7.0	2.0	210	4.0	3-8	1340.0	6.0	3-9	1580	6	8=>3	1340.0	7.0	9=>3	2030	8.0	2-3-9	5750	17.0	9=>3=>2	13410	42.0		79523161048.0	79532611048.0	79536210148.0		
200948041512	ダ	右	1800	晴	稍重	16:30	クレマチス特別 		2009-4-15	1	名古屋	2	(定量)		12	630	3	12.0	120	3.0	10.0	100	2.0	1.0	100	1.0	7-8	620.0	3.0	10-12	1060	3	8=>7	1370.0	6.0	12=>10	1970	7.0	1-10-12	230	1.0	12=>10=>1	2930	9.0		191012511726348.0	191210511276384.0	112910251167384.0		
200948042101	ダ	右	800	曇	良	10:50	サラC23組		2009-4-21	2	名古屋	1			9	120	1	9.0	100	1.0	8.0	860	7.0	10.0	150	3.0	7-8	300.0	2.0	8-9	4190	9	8=>7	340.0	2.0	9=>8	3930	11.0	8-9-10	2940	9.0	9=>8=>10	11770	33.0				98105732416.0		
200948042102	ダ	右	1400	曇	良	11:20	サラC22組		2009-4-21	2	名古屋	1			8	570	2	8.0	200	3.0	4.0	230	5.0	9.0	100	1.0	4-7	1490.0	6.0	4-8	3650	12	7=>4	2560.0	8.0	8=>4	5750	19.0	4-8-9	1980	8.0	8=>4=>9	18580	60.0		48109716523.0	48109715623.0	48971016523.0		
200948042103	ダ	右	1400	曇	良	11:50	サラC21組		2009-4-21	2	名古屋	1			5	350	2	5.0	100	2.0	1.0	230	4.0	10.0	100	1.0	1-5	2370.0	8.0	1-5	2210	6	5=>1	3570.0	10.0	5=>1	2410	6.0	1-5-10	610	2.0	5=>1=>10	6270	15.0		5710813924.0	5107813924.0	5107813294.0		
200948042104	ダ	右	1400	小雨	良	12:20	サラC20組		2009-4-21	2	名古屋	1			4	140	1	4.0	100	1.0	10.0	460	5.0	3.0	580	6.0	4-8	960.0	4.0	4-10	880	3	4=>8	800.0	3.0	4=>10	1490	6.0	3-4-10	3370	10.0	4=>10=>3	9020	26.0		41102783695.0	41102387695.0	41021387659.0		
200948042105	ダ	右	1400	小雨	良	12:50	サラC19組		2009-4-21	2	名古屋	1			1	790	5	1.0	220	5.0	10.0	130	1.0	8.0	160	3.0	1-8	990.0	5.0	1-10	1350	8	1=>8	2740.0	10.0	1=>10	3230	21.0	1-8-10	2350	14.0	1=>10=>8	14840	71.0		17103984526.0	17103984526.0	11079385426.0		
200948042106	ダ	右	1300	小雨	稍重	13:20	サラC18組		2009-4-21	2	名古屋	1			1	1210	4	1.0	120	3.0	10.0	110	2.0	6.0	100	1.0	1-8	2010.0	7.0	1-10	2040	7	1=>8	7860.0	19.0	1=>10	6550	19.0	1-6-10	560	2.0	1=>10=>6	9920	34.0		19105628734.0	19105628743.0	11069527834.0		
200948042107	ダ	右	1400	小雨	稍重	13:50	大鷲特別 		2009-4-21	2	名古屋	1			4	220	1	4.0	120	2.0	9.0	150	4.0	7.0	130	3.0	4-8	640.0	3.0	4-9	700	4	4=>8	950.0	4.0	4=>9	1130	4.0	4-7-9	320	1.0	4=>9=>7	2070	7.0		4791610582.0	4796151082.0	4796511082.0		
200948042108	ダ	右	1400	雨	重	14:20	大畑騎手500勝おめ		2009-4-21	2	名古屋	1			2	170	1	2.0	100	1.0	1.0	200	5.0	8.0	100	2.0	1-2	690.0	3.0	1-2	460	3	2=>1	660.0	3.0	2=>1	860	4.0	1-2-8	510	2.0	2=>1=>8	1610	5.0		2689110543.0	2689110453.0	2869110453.0		
200948042201	ダ	右	1400	晴	稍重	10:50	サラ3歳3組		2009-4-22	2	名古屋	2			8	140	1	8.0	100	1.0	1.0	100	2.0	10.0	100	3.0	1-7	120.0	1.0	1-8	120	1	7=>1	210.0	1.0	8=>1	170	1.0	1-8-10	200	1.0	8=>1=>10	480	1.0		1810794562.0	1810795462.0	1810794526.0		
200948042202	ダ	右	1400	晴	稍重	11:20	サラC15組		2009-4-22	2	名古屋	2			2	750	4	2.0	120	3.0	8.0	100	1.0	5.0	100	2.0	2-8	770.0	3.0	2-8	520	3	2=>8	1170.0	6.0	2=>8	930	5.0	2-5-8	540	2.0	2=>8=>5	4110	15.0		28756419.0	28756419.0	28756419.0		
200948042203	ダ	右	800	晴	稍重	11:50	サラC14組		2009-4-22	2	名古屋	2			9	250	2	9.0	150	4.0	8.0	100	1.0	3.0	100	2.0	7-8	270.0	1.0	8-9	380	1	8=>7	660.0	3.0	9=>8	920	3.0	3-8-9	1070	2.0	9=>8=>3	3610	7.0				98261037154.0		
200948042204	ダ	右	1400	晴	稍重	12:20	サラC13組		2009-4-22	2	名古屋	2			2	140	1	2.0	100	2.0	9.0	100	1.0	8.0	120	4.0	2-8	110.0	1.0	2-9	140	1	2=>8	350.0	2.0	2=>9	220	1.0	2-8-9	240	2.0	2=>9=>8	330	1.0		9210148537.0	9281041537.0	9284105317.0		
200948042205	ダ	右	1300	晴	稍重	12:50	サラC12組		2009-4-22	2	名古屋	2	牝		8	270	2	8.0	100	2.0	2.0	350	7.0	4.0	100	1.0	2-8	1630.0	6.0	2-8	2050	7	8=>2	5410.0	12.0	8=>2	4150	12.0	2-4-8	760	2.0	8=>2=>4	10450	31.0		285964731.0	285694731.0	285649731.0		
200948042206	ダ	右	1400	晴	稍重	13:20	サラC11組		2009-4-22	2	名古屋	2			9	220	2	9.0	100	2.0	5.0	100	1.0	6.0	140	4.0	5-8	160.0	1.0	5-9	180	1	8=>5	350.0	1.0	9=>5	340	2.0	5-6-9	150	1.0	9=>5=>6	590	1.0		56892141037.0	56982104137.0	56928104317.0		
200948042207	ダ	右	1400	晴	良	13:50	国枝明莉満1才お誕生		2009-4-22	2	名古屋	2			9	330	3	9.0	130	3.0	3.0	100	2.0	4.0	100	1.0	3-8	2050.0	5.0	3-9	2270	6	8=>3	3500.0	7.0	9=>3	7150	13.0	3-4-9	310	1.0	9=>3=>4	9730	30.0		12849351076.0	12894103576.0	21894310576.0		
200948042208	ダ	右	1600	晴	良	14:20	サラB5組		2009-4-22	2	名古屋	2			6	130	1	6.0	100	2.0	2.0	100	1.0	5.0	110	3.0	2-6	280.0	1.0	2-6	280	1	6=>2	360.0	1.0	6=>2	410	1.0	2-5-6	380	1.0	6=>2=>5	990	1.0		62951104783.0	62951041873.0	62594101873.0		
200948042209	ダ	右	1600	晴	良	14:50	サラB4組		2009-4-22	2	名古屋	2			8	1060	3	8.0	120	3.0	10.0	100	1.0	6.0	140	4.0	7-8	290.0	2.0	8-10	240	1	7=>8	3420.0	7.0	8=>10	2740	6.0	6-8-10	190	1.0	8=>10=>6	6970	18.0		10846753912.0	10846795312.0	81046791532.0		
200948042210	ダ	右	1400	晴	良	15:20	サラB3組		2009-4-22	2	名古屋	2			2	640	2	2.0	160	3.0	1.0	360	6.0	9.0	110	1.0	1-2	12750.0	15.0	1-2	11190	19	2=>1	10290.0	18.0	2=>1	11370	27.0	1-2-9	3300	13.0	2=>1=>9	51900	105.0		29101487653.0	29101487563.0	29101485763.0		
200948042211	ダ	右	1400	晴	良	15:50	名古屋チャレンジカッ 		2009-4-22	2	名古屋	2			10	600	3	10.0	140	3.0	5.0	110	1.0	2.0	150	4.0	5-8	120.0	1.0	5-10	780	2	8=>5	250.0	1.0	10=>5	2080	7.0	2-5-10	2420	5.0	10=>5=>2	12340	30.0		51092314867.0	51092314867.0	51092314687.0		
200948042212	ダ	右	1600	晴	良	16:20	マーガレット特別 		2009-4-22	2	名古屋	2			7	130	1	7.0	130	1.0	1.0	240	4.0	8.0	730	8.0	1-6	1720.0	7.0	1-7	1440	5	6=>1	1700.0	7.0	7=>1	1610	7.0	1-7-8	4480	15.0	7=>1=>8	13280	39.0		127819632104511.0	127861013924115.0	712819634210115.0		
200948050401	ダ	右	1400	曇	良	10:50	友希・美香名古屋旅行		2009-5-4	3	名古屋	1			8	430	3	8.0	100	2.0	4.0	100	3.0	3.0	100	1.0	4-8	670.0	3.0	4-8	690	3	8=>4	1290.0	6.0	8=>4	2560	9.0	3-4-8	270	1.0	8=>4=>3	2960	11.0		347258169.0	348752916.0	348257916.0		
200948050402	ダ	右	1400	曇	良	11:20	サラ3歳3組		2009-5-4	3	名古屋	1			5	2490	6	5.0	1,440	6.0	7.0	620	3.0	8.0	830	5.0	5-7	4050.0	6.0	5-7	5440	9	5=>7	8870.0	16.0	5=>7	14170	23.0	5-7-8	13580	20.0	5=>7=>8	122130	125.0		37481015269.0	37485110296.0	37584110296.0		
200948050403	ダ	右	1400	曇	良	11:50	名古屋3歳牝馬		2009-5-4	3	名古屋	1	牝		10	950	3	10.0	200	3.0	6.0	300	5.0	8.0	220	4.0	6-8	6050.0	15.0	6-10	9060	20	8=>6	8390.0	21.0	10=>6	10930	24.0	6-8-10	6040	18.0	10=>6=>8	90120	137.0		58101643792.0	58106173429.0	58610127349.0		
200948050404	ダ	右	1300	曇	良	12:20	サラC25組		2009-5-4	3	名古屋	1			9	260	2	9.0	110	1.0	4.0	120	2.0	5.0	170	5.0	4-8	210.0	1.0	4-9	270	1	8=>4	460.0	1.0	9=>4	430	1.0	4-5-9	420	1.0	9=>4=>5	1200	1.0		9458371210.0	9458731210.0	9458731210.0		
200948050405	ダ	右	1400	曇	良	12:55	山本ファミリー集合記		2009-5-4	3	名古屋	1			4	900	5	4.0	160	4.0	3.0	120	1.0	5.0	240	5.0	3-4	520.0	2.0	3-4	430	2	4=>3	1590.0	7.0	4=>3	1520	6.0	3-4-5	960	3.0	4=>3=>5	5860	18.0		74510931628.0	74510326918.0	74531026918.0		
200948050406	ダ	右	800	曇	良	13:30	石田典之就職おめでと		2009-5-4	3	名古屋	1			9	110	1	9.0	100	1.0	3.0	130	3.0	10.0	160	4.0	3-8	250.0	2.0	3-9	250	2	8=>3	270.0	1.0	9=>3	290	1.0	3-9-10	850	3.0	9=>3=>10	1340	3.0				39101564872.0		
200948050407	ダ	右	1400	曇	良	14:05	皆に感謝!真生・摩利		2009-5-4	3	名古屋	1	牝		8	520	4	8.0	140	3.0	7.0	130	2.0	1.0	160	4.0	7-7	660.0	3.0	7-8	600	1	7=>7	670.0	2.0	8=>7	1060	2.0	1-7-8	810	2.0	8=>7=>1	2830	5.0		37810692154.0	37861029154.0	78310216954.0		
200948050408	ダ	右	1600	曇	良	14:40	ジェイドオープン 		2009-5-4	3	名古屋	1			5	410	2	5.0	120	2.0	6.0	100	1.0							5-6	150	1				5=>6	490	3.0	2-5-6	150	1.0	5=>6=>2	780	3.0		265341.0	265431.0	265431.0		
200948050409	ダ	右	1600	曇	良	15:15	サラB2組		2009-5-4	3	名古屋	1			1	430	3	1.0	180	3.0	3.0	470	6.0	6.0	550	7.0	1-3	3320.0	10.0	1-3	2290	10	1=>3	4000.0	14.0	1=>3	2690	10.0	1-3-6	17420	28.0	1=>3=>6	89950	137.0		13426598.0	13426598.0	13245698.0		
200948050410	ダ	右	1400	曇	良	15:55	かきつばた記念	G3	2009-5-4	3	名古屋	1	(別定)		2	100	1	2.0	100	1.0	10.0	100	2.0	11.0	160	4.0	2-7	120.0	1.0	2-10	120	1	2=>7	130.0	1.0	2=>10	150	1.0	2-10-11	440	2.0	2=>10=>11	640	2.0		281241103116579.0	212841101156379.0	212810111456739.0		
200948050601	ダ	右	1400	雨	不良	10:50	サラ3歳6組		2009-5-6	3	名古屋	3			3	110	1	3.0	100	1.0	5.0	230	4.0	7.0	100	2.0	3-5	1680.0	5.0	3-5	1330	3	3=>5	1420.0	3.0	3=>5	1720	4.0	3-5-7	550	2.0	3=>5=>7	2810	9.0		38126571049.0	38215674109.0	38512764109.0		
200948050602	ダ	右	1400	雨	不良	11:20	サラ3歳5組		2009-5-6	3	名古屋	3			9	260	2	9.0	100	2.0	5.0	100	1.0	8.0	100	3.0	5-8	150.0	1.0	5-9	170	1	8=>5	330.0	2.0	9=>5	290	1.0	5-8-9	230	1.0	9=>5=>8	610	2.0		17985104623.0	17985410263.0	19587241063.0		
200948050603	ダ	右	1300	雨	不良	11:50	サラC15組		2009-5-6	3	名古屋	3			2	220	1	2.0	120	1.0	8.0	180	4.0	7.0	180	5.0	2-7	540.0	3.0	2-8	1780	7	2=>7	640.0	3.0	2=>8	1920	9.0	2-7-8	2370	7.0	2=>8=>7	14300	42.0		29683105714.0	26893105741.0	26831075941.0		
200948050604	ダ	右	1400	曇	不良	12:20	サラC14組		2009-5-6	3	名古屋	3			4	140	1	4.0	100	1.0	6.0	110	2.0	9.0	160	4.0	4-6	330.0	2.0	4-6	210	1	4=>6	400.0	2.0	4=>6	390	2.0	4-6-9	320	1.0	4=>6=>9	930	2.0		46935101287.0	46931057821.0	49106731285.0		
200948050605	ダ	右	800	曇	不良	12:50	サラC13組		2009-5-6	3	名古屋	3			1	120	1	1.0	100	1.0	5.0	220	4.0	7.0	280	5.0	1-5	440.0	2.0	1-5	530	3	1=>5	440.0	2.0	1=>5	570	3.0	1-5-7	3920	15.0	1=>5=>7	6580	21.0				17531046892.0		
200948050606	ダ	右	1400	曇	不良	13:20	サラC12組		2009-5-6	3	名古屋	3			6	200	1	6.0	100	1.0	8.0	120	3.0	4.0	120	4.0	6-7	340.0	2.0	6-8	300	2	6=>7	410.0	1.0	6=>8	460	2.0	4-6-8	540	2.0	6=>8=>4	1390	5.0		86941231075.0	86941102375.0	86491102375.0		
200948050607	ダ	右	1400	曇	不良	13:50	小林正仁さんもうすぐ		2009-5-6	3	名古屋	3	牝		1	160	1	1.0	100	1.0	4.0	250	5.0	7.0	170	3.0	1-4	930.0	3.0	1-4	1350	4	1=>4	970.0	4.0	1=>4	960	5.0	1-4-7	1710	5.0	1=>4=>7	4500	14.0		91728541036.0	91728453106.0	91724835106.0		
200948050608	ダ	右	1600	曇	不良	14:20	木股さんお世話になり		2009-5-6	3	名古屋	3			7	450	4	7.0	100	1.0	3.0	170	4.0	8.0	130	3.0				3-7	920	6				7=>3	1470	8.0	3-7-8	640	2.0	7=>3=>8	3750	16.0		21746835.0	21786345.0	72186345.0		
200948050609	ダ	右	1400	曇	不良	14:50	サラB6組		2009-5-6	3	名古屋	3			1	840	5	1.0	1,060	5.0	5.0	1,720	7.0	9.0	500	3.0	1-5	8230.0	15.0	1-5	17040	19	1=>5	53570.0	37.0	1=>5	21240	30.0	1-5-9	38520	39.0	1=>5=>9	308270	206.0		193265478.0	193625478.0	193562874.0		
200948050610	ダ	右	1600	曇	不良	15:20	サラB5組		2009-5-6	3	名古屋	3			7	110	1	7.0	100	1.0	6.0	410	7.0	8.0	110	2.0	6-7	3370.0	7.0	6-7	1850	6	7=>6	3560.0	8.0	7=>6	2060	8.0	6-7-8	2830	10.0	7=>6=>8	12120	29.0		718369425.0	718364952.0	786134952.0		
200948050701	ダ	右	1400	曇	不良	10:50	サラ3歳7組		2009-5-7	3	名古屋	4			4	100	1	4.0	100	1.0	7.0	100	2.0	5.0	120	3.0	4-7	130.0	1.0	4-7	140	1	4=>7	190.0	1.0	4=>7	190	1.0	4-5-7	210	1.0	4=>7=>5	410	1.0		457189362.0	457189236.0	457891236.0		
200948050702	ダ	右	1400	曇	不良	11:20	名古屋3歳牝馬		2009-5-7	3	名古屋	4	牝		6	260	1	6.0	170	3.0	7.0	110	1.0	3.0	240	5.0	6-7	490.0	3.0	6-7	660	3	6=>7	1660.0	8.0	6=>7	1480	7.0	3-6-7	1240	5.0	6=>7=>3	5170	25.0		10672948315.0	10679421853.0	10674915382.0		
200948050703	ダ	右	800	曇	不良	11:50	サラC10組		2009-5-7	3	名古屋	4			1	130	1	1.0	100	1.0	8.0	120	3.0	6.0	100	2.0				1-8	300	2				1=>8	330	2.0	1-6-8	170	1.0	1=>8=>6	520	2.0				16825473.0		
200948050704	ダ	右	1400	曇	不良	12:25	サラC9組		2009-5-7	3	名古屋	4			6	120	1	6.0	100	2.0	5.0	100	1.0	7.0	170	4.0	5-6	140.0	1.0	5-6	140	1	6=>5	150.0	1.0	6=>5	160	1.0	5-6-7	210	1.0	6=>5=>7	420	1.0		765249183.0	765492381.0	765349281.0		
200948050705	ダ	右	1300	雨	不良	13:00	サラC8組		2009-5-7	3	名古屋	4			8	410	3	8.0	100	2.0	4.0	100	1.0	5.0	110	3.0	4-8	180.0	1.0	4-8	160	1	8=>4	370.0	2.0	8=>4	450	2.0	4-5-8	180	1.0	8=>4=>5	630	2.0		246859317.0	246859317.0	482569317.0		
200948050706	ダ	右	1400	雨	不良	13:35	サラC7組		2009-5-7	3	名古屋	4			6	920	3	6.0	160	3.0	2.0	110	1.0	3.0	400	6.0	2-6	610.0	2.0	2-6	600	2	6=>2	1670.0	5.0	6=>2	2030	7.0	2-3-6	1270	4.0	6=>2=>3	10260	28.0		516429378.0	516294378.0	562134978.0		
200948050707	ダ	右	1600	雨	不良	14:10	サラB10組		2009-5-7	3	名古屋	4			8	230	1	8.0	120	1.0	7.0	210	5.0	5.0	140	3.0	7-8	1000.0	5.0	7-8	1130	7	8=>7	1390.0	7.0	8=>7	1590	6.0	5-7-8	820	2.0	8=>7=>5	5330	16.0		972184536.0	972184563.0	978152463.0		
200948050708	ダ	右	1400	雨	不良	14:45	サラB9組		2009-5-7	3	名古屋	4			8	190	1	8.0	110	1.0	4.0	280	5.0	1.0	190	4.0	4-8	1330.0	6.0	4-8	1680	6	8=>4	2090.0	7.0	8=>4	1880	6.0	1-4-8	4270	12.0	8=>4=>1	15570	42.0		824376915.0	824367915.0	873429615.0		
200948050709	ダ	右	1600	雨	不良	15:20	AGIジョッキーグラ 		2009-5-7	3	名古屋	4			9	300	2	9.0	110	1.0	7.0	1,240	11.0	6.0	240	4.0	6-7	290.0	1.0	7-9	15320	28	7=>6	610.0	2.0	9=>7	15700	37.0	6-7-9	50430	77.0	9=>7=>6	494610	481.0		124912851073611.0	219412810573611.0	298412107516311.0		
200948050710	ダ	右	1400	雨	不良	16:30	ライラック特別 		2009-5-7	3	名古屋	4			10	1060	4	10.0	220	4.0	4.0	150	2.0	7.0	740	8.0	4-7	290.0	1.0	4-10	2190	6	7=>4	510.0	1.0	10=>4	4750	16.0	4-7-10	21540	49.0	10=>4=>7	167960	288.0		310574181192126.0	310741181952126.0	310478111925612.0		
200948051901	ダ	右	1300	曇	良	10:50	サラC21組		2009-5-19	4	名古屋	1			1	190	1	1.0	110	1.0	7.0	370	6.0	5.0	140	2.0				1-7	7210	14				1=>7	6250	20.0	1-5-7	5790	14.0	1=>7=>5	46460	93.0		12354867.0	12354867.0	12358476.0		
200948051902	ダ	右	1400	曇	良	11:20	サラC20組		2009-5-19	4	名古屋	1			5	130	1	5.0	100	1.0	3.0	100	3.0	4.0	100	2.0	3-5	130.0	1.0	3-5	120	1	5=>3	140.0	1.0	5=>3	210	1.0	3-4-5	140	1.0	5=>3=>4	250	1.0		34510182796.0	34510817926.0	34510819726.0		
200948051903	ダ	右	1400	曇	良	11:50	サラC19組		2009-5-19	4	名古屋	1			6	110	1	6.0	100	1.0	8.0	290	5.0	5.0	130	3.0	6-8	480.0	3.0	6-8	980	4	6=>8	510.0	3.0	6=>8	820	3.0	5-6-8	1060	4.0	6=>8=>5	2910	10.0		689453217.0	689523417.0	689532417.0		
200948051904	ダ	右	800	曇	良	12:20	サラC18組		2009-5-19	4	名古屋	1			10	200	1	10.0	120	1.0	5.0	160	3.0	1.0	270	6.0	5-8	260.0	1.0	5-10	430	1	8=>5	520.0	1.0	10=>5	640	1.0	1-5-10	1580	6.0	10=>5=>1	4070	10.0				10581793264.0		
200948051905	ダ	右	1400	曇	良	12:50	サラC17組		2009-5-19	4	名古屋	1			6	520	2	6.0	120	2.0	7.0	100	1.0	9.0	150	4.0	6-7	220.0	1.0	6-7	180	1	6=>7	750.0	3.0	6=>7	700	3.0	6-7-9	450	2.0	6=>7=>9	1970	6.0		71025693148.0	76105293148.0	76925314108.0		
200948051906	ダ	右	1400	曇	良	13:20	清家騎手200勝おめ		2009-5-19	4	名古屋	1	牝		2	250	2	2.0	110	1.0	8.0	120	3.0	1.0	270	5.0	2-7	180.0	1.0	2-8	170	1	2=>7	320.0	1.0	2=>8	290	1.0	1-2-8	820	2.0	2=>8=>1	1850	5.0		28110459763.0	28110459736.0	28101497536.0		
200948051907	ダ	右	1400	曇	良	13:50	つばめ特別 		2009-5-19	4	名古屋	1			3	650	2	3.0	110	2.0	8.0	290	5.0	5.0	100	1.0				3-8	5570	7				3=>8	6930	11.0	3-5-8	490	2.0	3=>8=>5	23400	28.0		23586471.0	35284176.0	35824176.0		
