	track	direction	distance	weather	going	start_at	title	grade	date	round	place	days	requirement	rule	単勝:的中	単勝:配当	単勝:人気	複勝_1:的中	複勝_1:配当	複勝_1:人気	複勝_2:的中	複勝_2:配当	複勝_2:人気	馬連:的中	馬連:配当	馬連:人気	ワイド_1:的中	ワイド_1:配当	ワイド_1:人気	ワイド_2:的中	ワイド_2:配当	ワイド_2:人気	ワイド_3:的中	ワイド_3:配当	ワイド_3:人気	馬単:的中	馬単:配当	馬単:人気	三連複:的中	三連複:配当	三連複:人気	三連単:的中	三連単:配当	三連単:人気	spacing_on_corner:1	spacing_on_corner:2	spacing_on_corner:3	spacing_on_corner:4	laptime	pacemaker	複勝_3:的中	複勝_3:配当	複勝_3:人気	枠連:的中	枠連:配当	枠連:人気	枠単:的中	枠単:配当	枠単:人気
200943073105	ダ	左	1500	曇	稍重	14:40	3歳ア　イ		2009-7-31	4	船橋	2	100万円未満		5	270	1	5	120	1	4	160	2	4-5	530	1	4-5	220	1	5-12	900	9	4-12	1,090	13	5=>4	1070	1	4-5-12	3020	8	5=>4=>12	9590	20	4,5,11,(1,12),10,2,7,6,9,8,3	4,5,11,1,12,(2,10),7,6,9,3,8	4,5,(1,12),11,10,3,7,(2,9),6,8	4,5,12,1,(10,11),(7,3),9,2,6,8	6.7 - 12.2 - 13.8 - 13.3 - 13.0 - 12.6 - 13.5 - 13.8	6.7 - 18.9 - 32.7 - 46.0 - 59.0 - 71.6 - 85.1 - 98.9 (32.7-39.9)	12.0	320	6.0	4-5	490.0	1.0	5=>4	1070.0	2.0
200943073106	ダ	左	1200	晴	稍重	15:15	3歳ア　イ		2009-7-31	4	船橋	2	100万円未満		6	360	2	6	130	1	10	140	2	6-10	750	1	6-10	330	1	6-8	890	11	8-10	620	5	6=>10	1730	4	6-8-10	2060	3	6=>10=>8	9940	16		10,(6,9),2,(7,8),5,1,(4,11),(3,12)	(6,10),9,8,7,2,(11,12),5,1,(3,4)	(6,10),9,8,7,(11,12),2,3,1,4,5	12.3 - 11.8 - 12.3 - 13.1 - 13.4 - 13.6	12.3 - 24.1 - 36.4 - 49.5 - 62.9 - 76.5 (36.4-40.1)	8.0	300	7.0	5-7	390.0	1.0	5=>7	900.0	3.0
200943073107	ダ	左	1600	晴	稍重	15:50	C2二　アイ		2009-7-31	4	船橋	2			9	420	2	9	150	3	4	110	2	4-9	1600	6	4-9	360	5	6-9	200	2	4-6	160	1	9=>4	3130	12	4-6-9	700	1	9=>4=>6	6950	24	1,9,3,4,2,6,5,(7,8)	1,9,(2,4),3,(5,6),(7,8)	1,(9,4),(2,6),3,5,(7,8)	(1,9,4),6,2,(5,3),(7,8)	12.2 - 11.7 - 13.2 - 13.4 - 13.2 - 13.0 - 13.6 - 13.8	12.2 - 23.9 - 37.1 - 50.5 - 63.7 - 76.7 - 90.3 - 104.1 (37.1-40.4)	6.0	100	1.0	4-8	1800.0	7.0	8=>4	3720.0	15.0
200943073108	ダ	左	1000	晴	稍重	16:25	C2　選抜馬		2009-7-31	4	船橋	2			1	140	1	1	100	1	8	160	4	1-8	620	3	1-8	220	3	1-7	150	1	7-8	360	6	1=>8	780	3	1-7-8	580	2	1=>8=>7	2110	5			789152463.0	879125463.0	11.6 - 11.2 - 12.0 - 13.0 - 13.1	11.6 - 22.8 - 34.8 - 47.8 - 60.9 (34.8-38.1)	7.0	110	2.0	1-8	260.0	1.0	1=>8	330.0	1.0
200943073109	ダ	左	1600	晴	良	17:00	西瓜特別 		2009-7-31	4	船橋	2	232万円以上		6	690	3	6	270	4	5	150	2	5-6	1940	9	5-6	620	8	6-7	2,780	24	5-7	820	12	6=>5	5080	19	5-6-7	5510	19	6=>5=>7	28290	96	4,5,3,10,1,6,2,(7,9)	4,5,3,(1,10),6,2,9,7	(4,5),10,6,3,1,(2,7),9	(4,5,10),6,7,1,3,2,9	12.0 - 11.8 - 12.8 - 13.0 - 13.2 - 13.5 - 13.3 - 14.1	12.0 - 23.8 - 36.6 - 49.6 - 62.8 - 76.3 - 89.6 - 103.7 (36.6-40.9)	7.0	460	6.0	5-6	2000.0	8.0	6=>5	7330.0	19.0
200943073110	ダ	左	1600	晴	良	17:35	海ほたる特別 		2009-7-31	4	船橋	2			2	3230	7	2	330	6	5	120	2	2-5	3970	13	2-5	880	11	2-3	650	10	3-5	160	1	2=>5	10200	31	2-3-5	1400	4	2=>5=>3	21000	61	2,6,10,11,(3,12),5,(1,9),8,7,4	2,6,10,11,3,(1,12,5),9,8,7,4	2-10,6,5,(11,3),1,12,(7,8),9,4	2,10,5,3,6,11,(1,8),7,12,9,4	12.1 - 11.7 - 12.8 - 12.5 - 12.6 - 13.1 - 13.7 - 14.7	12.1 - 23.8 - 36.6 - 49.1 - 61.7 - 74.8 - 88.5 - 103.2 (36.6-41.5)	3.0	120	1.0	2-5	3220.0	10.0	2=>5	7040.0	24.0
200943073111	ダ	左	1600	晴	良	18:10	九十九里特別 		2009-7-31	4	船橋	2			10	7910	10	10	1,040	9	8	110	1	8-10	11370	19	8-10	2,330	19	9-10	3,620	29	8-9	230	2	10=>8	37490	45	8-9-10	10450	24	10=>8=>9	199330	241	10,5,7,6,8,4,3,9,1-2	10576489312	10,(5,6,8),7,4,9,3,1,2	10685794321	11.8 - 12.3 - 12.8 - 12.6 - 12.7 - 12.9 - 13.7 - 13.8	11.8 - 24.1 - 36.9 - 49.5 - 62.2 - 75.1 - 88.8 - 102.6 (36.9-40.4)	9.0	160	3.0	7-8	440.0	2.0	8=>7	1710.0	6.0
200943080301	ダ	左	1500	曇	稍重	12:35	C3二　イ		2009-8-3	4	船橋	3			4	230	2	4	140	2	6	130	1	4-6	330	1	4-6	160	2	4-5	170	3	5-6	190	4	4=>6	640	1	4-5-6	290	1	4=>6=>5	1670	4	356241	3,5,6,2,(1,4)	(3,5),6,4,2,1	5,(3,4),6,2,1	6.8 - 12.0 - 13.6 - 13.4 - 12.9 - 12.7 - 12.9 - 13.5	6.8 - 18.8 - 32.4 - 45.8 - 58.7 - 71.4 - 84.3 - 97.8 (32.4-39.1)									
200943080302	ダ	左	1500	曇	稍重	13:05	C3二　ア		2009-8-3	4	船橋	3			2	130	1	2	110	1	3	210	4	2-3	480	3	2-3	230	3	2-5	170	1	3-5	330	5	2=>3	700	3	2-3-5	630	2	2=>3=>5	2470	6	5732164	5732164	5,7,2,3,(1,6),4	5237164	6.4 - 12.2 - 13.3 - 13.1 - 12.7 - 12.8 - 13.1 - 13.6	6.4 - 18.6 - 31.9 - 45.0 - 57.7 - 70.5 - 83.6 - 97.2 (31.9-39.5)									
200943080303	ダ	左	1000	曇	稍重	13:35	JRA認定競走		2009-8-3	4	船橋	3			8	330	2	8	120	2	7	120	1	7-8	840	4	7-8	340	4	2-8	760	10	2-7	900	13	8=>7	1950	7	2-7-8	5780	16	8=>7=>2	19610	59			8,(7,5),6,3,1,4,2	87563412	12.2 - 11.4 - 11.9 - 13.2 - 13.7	12.2 - 23.6 - 35.5 - 48.7 - 62.4 (35.5-38.8)	2.0	330	6.0						
200943080304	ダ	左	1000	晴	稍重	14:05	JRA認定競走		2009-8-3	4	船橋	3			8	3510	6	8	260	5	2	110	2	2-8	3170	10	2-8	640	10	3-8	300	4	2-3	140	1	8=>2	7950	19	2-3-8	1170	4	8=>2=>3	22230	62			23814765	2,3,8,(1,4),6,7,5	12.0 - 11.2 - 12.1 - 13.2 - 13.8	12.0 - 23.2 - 35.3 - 48.5 - 62.3 (35.3-39.1)	3.0	100	1.0						
200943080305	ダ	左	1600	晴	稍重	14:40	波うさぎ特別 		2009-8-3	4	船橋	3			2	150	1	2	140	1	1	210	3	1-2	350	2	1-2	220	2	2-5	330	4	1-5	690	11	2=>1	380	2	1-2-5	700	3	2=>1=>5	2660	5	1265347	1265347	1256347	1256473	12.3 - 12.0 - 12.9 - 13.0 - 12.7 - 12.9 - 13.0 - 13.3	12.3 - 24.3 - 37.2 - 50.2 - 62.9 - 75.8 - 88.8 - 102.1 (37.2-39.2)									
200943080306	ダ	左	1500	晴	良	15:15	C3二　ウ		2009-8-3	4	船橋	3			7	450	4	7	110	1	4	170	4	4-7	550	2	4-7	270	3	3-7	690	8	3-4	700	9	7=>4	1330	5	3-4-7	2520	9	7=>4=>3	7960	30	1,(7,8),(4,5,9),6,3,2	178459362	1,7,8,4,5,(3,9),2,6	1,7,4,8,(3,2),5,9,6	6.7 - 12.5 - 13.2 - 13.1 - 12.9 - 13.0 - 13.4 - 13.7	6.7 - 19.2 - 32.4 - 45.5 - 58.4 - 71.4 - 84.8 - 98.5 (32.4-40.1)	3.0	260	5.0	4-7	440.0	1.0	7=>4	1320.0	6.0
200943080307	ダ	左	1000	晴	良	15:50	C3　選抜馬		2009-8-3	4	船橋	3			3	330	2	3	140	4	4	120	1	3-4	960	5	3-4	260	3	2-3	420	6	2-4	290	4	3=>4	2290	11	2-3-4	1030	4	3=>4=>2	6450	23			3,4,2,7,8,11,5,10,(6,9)-1	3427811510691	11.8 - 11.1 - 12.1 - 12.4 - 13.9	11.8 - 22.9 - 35.0 - 47.4 - 61.3 (35.0-38.4)	2.0	120	2.0	3-4	1020.0	5.0	3=>4	2520.0	14.0
200943080308	ダ	左	1200	晴	良	16:25	C2三　アイ		2009-8-3	4	船橋	3			2	890	5	2	220	4	1	260	5	1-2	2410	10	1-2	630	8	2-9	510	7	1-9	510	6	2=>1	5220	19	1-2-9	3990	16	2=>1=>9	26210	91		1,(2,11),7,(9,12),10,3,4,5,6	1,2,11,9,12,6,(7,10),3,5,4	(1,2),11,9,12,6,(7,3,10,5),4	12.5 - 11.9 - 12.3 - 12.1 - 12.4 - 14.2	12.5 - 24.4 - 36.7 - 48.8 - 61.2 - 75.4 (36.7-38.7)	9.0	210	3.0	1-2	2040.0	10.0	2=>1	5290.0	23.0
200943080401	ダ	左	1500	曇	良	12:35	C3一		2009-8-4	4	船橋	4			6	110	1	6	100	1	5	690	6	5-6	1350	4	5-6	490	7	1-6	150	2	1-5	1,040	12	6=>5	2190	7	1-5-6	1350	6	6=>5=>1	7700	20	346152	346152	346152	(3,4),6,5,1,2	6.7 - 12.0 - 12.4 - 12.8 - 13.1 - 13.4 - 13.5 - 14.2	6.7 - 18.7 - 31.1 - 43.9 - 57.0 - 70.4 - 83.9 - 98.1 (31.1-41.1)									
200943080402	ダ	左	1500	曇	良	13:05	3歳ア　イ　未出走		2009-8-4	4	船橋	4			6	120	1	6	100	1	3	160	3	3-6	370	2	3-6	220	1	5-6	280	5	3-5	730	10	6=>3	440	2	3-5-6	1160	4	6=>3=>5	2440	7	(3,4,6,7),1,(2,8),5	67341285	6,3,7,1,(4,2,8,5)	6,3,7,1,5,4,(2,8)	6.6 - 11.8 - 12.2 - 12.9 - 13.3 - 13.4 - 13.7 - 13.9	6.6 - 18.4 - 30.6 - 43.5 - 56.8 - 70.2 - 83.9 - 97.8 (30.6-41.0)	5.0	260	6.0						
200943080403	ダ	左	1000	曇	良	13:35	JRA認定競走		2009-8-4	4	船橋	4			8	110	1	8	100	1	1	180	3	1-8	380	2	1-8	190	2	5-8	160	1	1-5	250	5	8=>1	430	2	1-5-8	310	1	8=>1=>5	820	2			8516724	8,5,1,6,7-2,4	12.2 - 11.3 - 12.5 - 13.2 - 13.9	12.2 - 23.5 - 36.0 - 49.2 - 63.1 (36.0-39.6)									
200943080404	ダ	左	1200	曇	良	14:05	3歳ア　イ　未出走		2009-8-4	4	船橋	4			2	540	3	2	130	2	5	130	1	2-5	440	2	2-5	200	2	2-10	1,310	15	5-10	710	8	2=>5	1200	4	2-5-10	2120	7	2=>5=>10	9320	26		12,5,(3,6,8),2,11,4,9,10,7,1	12,(5,8),(6,2),3,11,4,10,9,(1,7)	125283611410719	12.1 - 11.7 - 12.2 - 13.2 - 13.7 - 14.0	12.1 - 23.8 - 36.0 - 49.2 - 62.9 - 76.9 (36.0-40.9)	10.0	230	5.0	2-5	400.0	2.0	2=>5	1010.0	3.0
200943080405	ダ	左	1200	曇	良	14:40	C2四　アイ		2009-8-4	4	船橋	4			2	180	1	2	120	1	3	350	6	2-3	1730	10	2-3	650	9	2-4	350	4	3-4	1,300	19	2=>3	2600	10	2-3-4	2380	9	2=>3=>4	11330	39		7,(3,4),(1,5),(2,8),6,9	473285169	4,7,(3,2),8,5,(1,6),9	12.2 - 11.7 - 12.3 - 12.6 - 13.0 - 13.6	12.2 - 23.9 - 36.2 - 48.8 - 61.8 - 75.4 (36.2-39.2)	4.0	190	4.0	2-3	2020.0	12.0	2=>3	2300.0	8.0
200943080406	ダ	左	1500	曇	良	15:15	C2四　アイ		2009-8-4	4	船橋	4			8	410	2	8	160	2	12	270	4	8-12	2830	11	8-12	1,000	10	8-9	940	9	9-12	1,900	22	8=>12	4530	17	8-9-12	9340	33	8=>12=>9	39790	134	8,9,12,1,3,10,7,(5,11),2,4,6	8,9,12,1,10,3,7,(5,11),(6,2,4)	8,(9,12,7),10,1,(6,3,4),11,5,2	8,12,9,7,1,10,4,11,(6,3),5=2	6.6 - 12.0 - 13.1 - 13.0 - 12.5 - 12.8 - 13.0 - 14.2	6.6 - 18.6 - 31.7 - 44.7 - 57.2 - 70.0 - 83.0 - 97.2 (31.7-40.0)	9.0	270	5.0	6-8	750.0	3.0	6=>8	1450.0	6.0
200943080407	ダ	左	1200	曇	良	15:50	カモメ賞		2009-8-4	4	船橋	4			5	290	2	5	130	1	2	160	3	2-5	1320	6	2-5	570	8	5-7	630	9	2-7	1,490	23	5=>2	2450	9	2-5-7	5880	23	5=>2=>7	25020	93		5,8,(2,4,9),6,7,1	5,8,(2,4,9),7,1-6	5,8,2,7,4,(1,9)-6	12.2 - 11.7 - 12.2 - 12.7 - 12.6 - 13.2	12.2 - 23.9 - 36.1 - 48.8 - 61.4 - 74.6 (36.1-38.5)	7.0	250	6.0	2-5	1280.0	5.0	5=>2	1230.0	6.0
200943080408	ダ	左	1000	曇	良	16:25	B3　C1　選抜馬		2009-8-4	4	船橋	4			1	240	1	1	130	1	14	230	5	1-14	1390	5	1-14	490	3	1-12	1,870	21	12-14	2,390	26	1=>14	1910	6	1-12-14	11100	33	1=>14=>12	38380	135			1,(2,8),14,(3,5),13,(7,12),4,10,9,11,6	1,(2,8),14,3,(5,13),12,4,7,9,10,11,6	11.5 - 11.0 - 11.9 - 12.6 - 13.3	11.5 - 22.5 - 34.4 - 47.0 - 60.3 (34.4-37.8)	12.0	530	8.0	1-8	1030.0	5.0	1=>8	1300.0	3.0
200943083101	ダ	左	1200	雨	不良	12:00	C3五		2009-8-31	5	船橋	1			4	210	1	4	120	1	12	470	8	4-12	1870	7	4-12	1,090	12	4-10	630	5	10-12	2,470	30	4=>12	2390	8	4-10-12	6610	26	4=>12=>10	34060	112		2,3,4,9,(1,10),12,(5,6,7,8),11	(2,4),(3,9,12),10,6,(7,8),(1,5),11	(2,4),12,3,9,6,10,8,7,1,5,11	12.5 - 12.0 - 12.5 - 12.9 - 13.5 - 13.9	12.5 - 24.5 - 37.0 - 49.9 - 63.4 - 77.3 (37.0-40.3)	10.0	210	4.0	4-8	1260.0	6.0	4=>8	1800.0	9.0
200943083102	ダ	左	1500	雨	不良	12:30	C3四　イ		2009-8-31	5	船橋	1			3	1330	6	3	260	6	4	240	5	3-4	4500	15	3-4	980	14	3-9	560	7	4-9	600	10	3=>4	12020	32	3-4-9	3590	16	3=>4=>9	36890	119	2,3,4,8,(7,9),1,6,5	2,3,4,(7,8),9,1,6,5	234789165	234971865	6.8 - 12.2 - 12.5 - 13.0 - 13.0 - 12.9 - 13.8 - 14.5	6.8 - 19.0 - 31.5 - 44.5 - 57.5 - 70.4 - 84.2 - 98.7 (31.5-41.2)	9.0	120	1.0	3-4	2640.0	9.0	3=>4	8960.0	24.0
200943083103	ダ	左	1500	雨	不良	13:00	C3四　ア		2009-8-31	5	船橋	1			8	160	1	8	110	1	7	150	4	7-8	490	1	7-8	300	4	4-8	200	1	4-7	470	7	8=>7	800	3	4-7-8	950	2	8=>7=>4	3250	4	78294356	7,8,2,4,9,3,5-6	7,8,2,3,9,4,5=6	7,8,2,3,4,5,9=6	7.0 - 12.4 - 12.4 - 12.8 - 12.4 - 13.0 - 13.3 - 13.9	7.0 - 19.4 - 31.8 - 44.6 - 57.0 - 70.0 - 83.3 - 97.2 (31.8-40.2)	4.0	140	3.0	7-8	260.0	1.0	8=>7	790.0	2.0
200943083104	ダ	左	1500	雨	不良	13:30	シーサイドスター特別 		2009-8-31	5	船橋	1	36万円以上		3	480	3	3	160	2	6	100	1	3-6	420	1	3-6	160	1	2-3	270	6	2-6	180	3	3=>6	1020	5	2-3-6	440	1	3=>6=>2	2900	10	234561	235641	236514	236514	6.8 - 11.5 - 12.5 - 12.7 - 12.7 - 13.0 - 13.7 - 13.9	6.8 - 18.3 - 30.8 - 43.5 - 56.2 - 69.2 - 82.9 - 96.8 (30.8-40.6)									
200943083105	ダ	左	1000	雨	不良	14:05	3歳　選抜馬		2009-8-31	5	船橋	1			12	5100	9	12	930	9	7	390	5	7-12	16970	34	7-12	4,360	41	5-12	6,200	51	5-7	1,930	19	12=>7	86110	106	5-7-12	50000	108	12=>7=>5	1019460	982			(3,12),(7,5),9,(2,4,8),10,11,1,6	3,12,5,7,9,4,(2,10),(1,8,11),6	12.2 - 11.1 - 12.1 - 12.8 - 13.1	12.2 - 23.3 - 35.4 - 48.2 - 61.3 (35.4-38.0)	5.0	440	7.0	6-8	1780.0	5.0	8=>6	3260.0	12.0
200943083106	ダ	左	1200	雨	不良	14:40	3歳ア　イ		2009-8-31	5	船橋	1	35万円以上125万円未満		8	180	1	8	110	1	10	140	2	8-10	350	1	8-10	230	2	3-8	300	3	3-10	510	7	8=>10	560	1	3-8-10	850	1	8=>10=>3	2160	1		(1,10),11,5,(2,9),3,(7,8),4,6	1101138592746	1,10,11,3,8,(5,9),2,7,6,4	12.3 - 11.8 - 12.2 - 12.6 - 13.0 - 13.5	12.3 - 24.1 - 36.3 - 48.9 - 61.9 - 75.4 (36.3-39.1)	3.0	150	3.0	7-8	240.0	1.0	7=>8	340.0	1.0
200943083107	ダ	左	1500	雨	不良	15:15	3歳ア　イ		2009-8-31	5	船橋	1	35万円以上125万円未満		3	260	1	3	190	3	9	990	9	3-9	7400	20	3-9	3,190	32	3-10	470	5	9-10	2,890	28	3=>9	13050	41	3-9-10	12870	41	3=>9=>10	79180	220	13621141210789	1,3,6,2,11,4,12,(7,10),8,9	13641121271089	3,6,1,4,11,12,2,10,9,(7,8)	6.9 - 11.6 - 12.0 - 12.4 - 12.7 - 13.1 - 13.3 - 14.6	6.9 - 18.5 - 30.5 - 42.9 - 55.6 - 68.7 - 82.0 - 96.6 (30.5-41.0)	10.0	250	4.0	3-7	900.0	3.0	3=>7	1450.0	4.0
200943083108	ダ	左	1600	雨	不良	15:50	3歳		2009-8-31	5	船橋	1	125万円以上205万円未満		2	2780	8	2	410	7	5	170	1	2-5	2070	9	2-5	880	11	2-9	3,220	38	5-9	2,200	28	2=>5	5570	24	2-5-9	15930	53	2=>5=>9	131420	386	5,10,11,(1,9),2,7,3,8,6	5,10,11,(1,9),2,3,7,(6,8)	5,10,11,9,2,(1,3),8,7,6	5,10,2,11,9,3,8,(1,6),7	12.2 - 11.9 - 12.7 - 12.9 - 12.7 - 12.9 - 13.8 - 14.1	12.2 - 24.1 - 36.8 - 49.7 - 62.4 - 75.3 - 89.1 - 103.2 (36.8-40.8)	9.0	580	8.0	2-5	2090.0	12.0	2=>5	9400.0	27.0
200943083109	ダ	左	1000	雨	不良	16:25	C1　選抜馬		2009-8-31	5	船橋	1			2	610	3	2	180	3	6	100	1	2-6	580	2	2-6	350	3	2-5	1,830	17	5-6	800	10	2=>6	2700	8	2-5-6	5110	15	2=>6=>5	31260	77			2,5,(4,6),8,3,(1,10),9,7	(2,5),(4,6),3,8,9,(1,10),7	11.8 - 11.0 - 11.4 - 12.5 - 12.7	11.8 - 22.8 - 34.2 - 46.7 - 59.4 (34.2-36.6)	5.0	440	7.0	2-6	620.0	3.0	2=>6	3180.0	10.0
200943083110	ダ	左	1500	雨	不良	17:00	カワセミ賞		2009-8-31	5	船橋	1	(別定)		9	1580	6	9	210	5	5	120	1	5-9	820	3	5-9	350	3	3-9	1,980	22	3-5	670	7	9=>5	2850	10	3-5-9	3220	12	9=>5=>3	25380	79	(4,9),5,2,(1,6),7,8,3,10	94521678310	9,4,5,2,(1,6),3,(7,8),10	9,4,(5,2),(3,6),10,7,1,8	6.6 - 11.4 - 11.6 - 12.7 - 12.4 - 12.6 - 13.3 - 15.0	6.6 - 18.0 - 29.6 - 42.3 - 54.7 - 67.3 - 80.6 - 95.6 (29.6-40.9)	3.0	310	7.0	5-8	520.0	2.0	8=>5	2590.0	9.0
200943083111	ダ	左	1600	雨	不良	17:35	秋茜特別 		2009-8-31	5	船橋	1			8	320	2	8	210	3	13	300	4	8-13	1450	6	8-13	590	4	6-8	3,910	37	6-13	4,850	40	8=>13	2560	10	6-8-13	26320	69	8=>13=>6	103350	279	13,6,7,10,11,8,(1,9,14),12,4,(2,5),3	13,6,7,11,10,8,14,(1,9),12,4,5,2,3	13,6,7,11,10,8,(1,14),9,12,5,4,2,3	13,6,7,8,10,1,11,14,5,12,9,4-2,3	12.2 - 11.9 - 12.5 - 12.5 - 12.3 - 12.8 - 13.4 - 14.3	12.2 - 24.1 - 36.6 - 49.1 - 61.4 - 74.2 - 87.6 - 101.9 (36.6-40.5)	6.0	1,020	10.0	5-8	500.0	2.0	5=>8	850.0	2.0
200943090101	ダ	左	1200	晴	不良	12:00	2歳イ		2009-9-1	5	船橋	2	36万円未満		5	260	2	5	120	1	2	150	3	2-5	350	1	2-5	170	1	5-6	330	6	2-6	390	7	5=>2	680	2	2-5-6	1180	5	5=>2=>6	3000	9		2156347	1,2,(4,5),6,3-7	2,(1,5),4,6,3,7	12.3 - 11.8 - 12.3 - 13.1 - 13.6 - 14.6	12.3 - 24.1 - 36.4 - 49.5 - 63.1 - 77.7 (36.4-41.3)									
200943090102	ダ	左	1200	晴	不良	12:30	2歳ア		2009-9-1	5	船橋	2	36万円未満		8	330	2	8	110	2	6	100	1	6-8	420	1	6-8	160	1	3-8	220	3	3-6	180	2	8=>6	940	3	3-6-8	440	1	8=>6=>3	2140	3		78463251	(7,8),6,3,4,(2,5),1	86374251	12.4 - 11.8 - 12.1 - 12.1 - 12.3 - 14.1	12.4 - 24.2 - 36.3 - 48.4 - 60.7 - 74.8 (36.3-38.5)	3.0	120	3.0						
200943090103	ダ	左	1500	晴	不良	13:00	C3三　イ		2009-9-1	5	船橋	2			6	140	1	6	110	1	5	120	2	5-6	200	1	5-6	150	1	6-8	220	3	5-8	430	6	6=>5	390	1	5-6-8	490	2	6=>5=>8	1080	1	467859231	4,6,7,5,8,9,(2,3),1	465783192	468573192	6.7 - 11.8 - 12.7 - 12.6 - 12.7 - 13.0 - 12.9 - 13.4	6.7 - 18.5 - 31.2 - 43.8 - 56.5 - 69.5 - 82.4 - 95.8 (31.2-39.3)	8.0	140	4.0	5-6	210.0	1.0	6=>5	500.0	2.0
200943090104	ダ	左	1500	晴	不良	13:30	C3三　ア		2009-9-1	5	船橋	2			7	180	1	7	110	1	5	190	4	5-7	620	3	5-7	290	3	3-7	630	9	3-5	2,410	20	7=>5	930	4	3-5-7	4490	16	7=>5=>3	10820	40	4,7,5,3,(1,2),9,8,6	4,7,(3,5),8,(2,9),1,6	475382916	7,(4,5),3,2,9,1,8,6	6.8 - 12.4 - 12.7 - 12.8 - 12.5 - 12.6 - 12.8 - 13.6	6.8 - 19.2 - 31.9 - 44.7 - 57.2 - 69.8 - 82.6 - 96.2 (31.9-39.0)	3.0	330	7.0	5-7	640.0	3.0	7=>5	800.0	3.0
200943090105	ダ	左	1600	晴	不良	14:05	トマト特別 		2009-9-1	5	船橋	2	205万円以上		1	1640	7	1	230	5	5	760	8	1-5	22150	27	1-5	3,570	27	1-3	930	14	3-5	2,770	23	1=>5	24840	48	1-3-5	26280	49	1=>5=>3	254780	297	(2,8),7,3,1,6,4,5	(2,8),7,3,1,6,4,5	(7,8),1,2,3,4,6,5	8,(7,1),5,4,3,6,2	11.9 - 11.3 - 12.2 - 12.8 - 13.1 - 13.9 - 14.3 - 14.4	11.9 - 23.2 - 35.4 - 48.2 - 61.3 - 75.2 - 89.5 - 103.9 (35.4-42.6)	3.0	150	1.0						
200943090106	ダ	左	1200	晴	不良	14:40	C2二　アイ		2009-9-1	5	船橋	2			11	350	2	11	170	3	4	300	6	4-11	3460	17	4-11	1,020	16	5-11	480	3	4-5	1,170	19	11=>4	4860	23	4-5-11	5770	25	11=>4=>5	33990	129		4,5,11,6,1,7,(2,12),(3,8,9),10	4,5,11,1,7,6,(3,12),(2,8),9,10	4,(5,11),1,7,(3,12,8),(6,2),9,10	12.2 - 11.4 - 11.6 - 12.1 - 12.4 - 13.6	12.2 - 23.6 - 35.2 - 47.3 - 59.7 - 73.3 (35.2-38.1)	5.0	160	2.0	4-8	1480.0	7.0	8=>4	2050.0	9.0
200943090107	ダ	左	1200	晴	不良	15:15	C1三　アイ		2009-9-1	5	船橋	2			5	240	1	5	120	1	3	160	3	3-5	1000	3	3-5	310	2	5-8	980	15	3-8	2,380	27	5=>3	1500	3	3-5-8	8790	26	5=>3=>8	32160	107		10,(1,2,3),4,8,9,5,(6,7)	10431285697	10432158697	11.8 - 11.3 - 11.6 - 12.4 - 12.6 - 14.5	11.8 - 23.1 - 34.7 - 47.1 - 59.7 - 74.2 (34.7-39.5)	8.0	460	8.0	3-5	970.0	4.0	5=>3	1630.0	6.0
200943090108	ダ	左	1600	晴	不良	15:50	C2二　アイ		2009-9-1	5	船橋	2			7	340	2	7	150	3	3	120	1	3-7	420	1	3-7	220	1	7-12	7,790	54	3-12	4,960	46	7=>3	970	3	3-7-12	25270	62	7=>3=>12	71290	200	(7,14),12,11,1,10,2,3,13,(6,9),4,8,5	7,14,12,(11,1,10),2,3,6,13,9,4,8,5	7,12,(11,1,14),10,3,2,(6,13),9-(5,4),8	7,12,(11,1),(14,10),(3,2),6,13,9-(4,8),5	12.3 - 11.7 - 13.3 - 12.8 - 13.0 - 12.4 - 12.6 - 13.6	12.3 - 24.0 - 37.3 - 50.1 - 63.1 - 75.5 - 88.1 - 101.7 (37.3-38.6)	12.0	1,990	12.0	3-5	480.0	2.0	5=>3	1090.0	3.0
200943090109	ダ	左	1600	晴	不良	16:25	C1三　アイ		2009-9-1	5	船橋	2			5	180	1	5	130	1	8	370	7	5-8	1210	4	5-8	490	6	3-5	420	3	3-8	2,030	24	5=>8	1620	4	3-5-8	5450	17	5=>8=>3	18680	49	11,5,(4,8),10,(2,6),3,(1,7),9	11,5,(4,8),6,(2,10),3,1,7,9	11,5,8,4,(6,10),3,2,(1,7),9	(11,5),8,6,10,4,3,(2,7),(1,9)	12.1 - 12.3 - 12.9 - 12.8 - 12.6 - 12.6 - 12.9 - 13.1	12.1 - 24.4 - 37.3 - 50.1 - 62.7 - 75.3 - 88.2 - 101.3 (37.3-38.6)	3.0	290	4.0	5-7	610.0	3.0	5=>7	750.0	2.0
