	track	direction	distance	weather	going	start_at	title	grade	date	round	place	days	requirement	rule	単勝:的中	単勝:配当	単勝:人気	複勝_1:的中	複勝_1:配当	複勝_1:人気	複勝_2:的中	複勝_2:配当	複勝_2:人気	馬連:的中	馬連:配当	馬連:人気	馬単:的中	馬単:配当	馬単:人気	三連複:的中	三連複:配当	三連複:人気	三連単:的中	三連単:配当	三連単:人気	spacing_on_corner:1	spacing_on_corner:2	spacing_on_corner:3	spacing_on_corner:4	laptime	pacemaker	複勝_3:的中	複勝_3:配当	複勝_3:人気	枠連:的中	枠連:配当	枠連:人気	枠単:的中	枠単:配当	枠単:人気	ワイド_1:的中	ワイド_1:配当	ワイド_1:人気	ワイド_2:的中	ワイド_2:配当	ワイド_2:人気	ワイド_3:的中	ワイド_3:配当	ワイド_3:人気
200947031108	ダ	右	1400	晴	良	14:30	たんぽぽ賞		2009-3-11	21	笠松	4	(別定)		1.0	470.0	3.0	1.0	200	2.0	9.0	200	2.0	1-9	930.0	6.0	1=>9	2520.0	12.0	1-4-9	770.0	3.0	1=>9=>4	5680.0	19.0		49317105682.0	49317581026.0	49135786210.0			4.0	210	4.0	1-8	950.0	5.0	1=>8	2040.0	14.0									
200947031201	ダ	右	800	晴	良	11:00	サラ系3歳13組		2009-3-12	21	笠松	5			3.0	450.0	4.0	3.0	180	4.0	2.0	170	3.0	2-3	800.0	5.0	3=>2	1030.0	4.0	2-3-5	950.0	4.0	3=>2=>5	7660.0	33.0				231485967.0			5.0	110	1.0	2-3	1230.0	7.0	3=>2	1390.0	8.0									
200947031202	ダ	右	1400	晴	良	11:25	サラ系3歳12組		2009-3-12	21	笠松	5			4.0	150.0	1.0	4.0	100	1.0	9.0	100	2.0	4-9	110.0	1.0	4=>9	150.0	1.0	4-6-9	290.0	1.0	4=>9=>6	520.0	1.0		946218375	946281375	(9,4),6,2,8,3,1,7,5			6.0	180	5.0	4-8	110.0	1.0	4=>8	130.0	1.0									
200947031203	ダ	右	1400	晴	良	11:50	サラ系C7組		2009-3-12	21	笠松	5			9.0	190.0	1.0	9.0	140	3.0	8.0	190	5.0	8-9	1090.0	4.0	9=>8	1890.0	9.0	2-8-9	910.0	1.0	9=>8=>2	5890.0	14.0		972814365	972813465	9,2,(7,8),1,3,4,6,5			2.0	120	1.0	8-8	800.0	4.0	8=>8	860.0	3.0									
200947031204	ダ	右	1400	晴	良	12:20	サラ系C6組		2009-3-12	21	笠松	5			6.0	760.0	4.0	6.0	170	3.0	5.0	220	4.0	5-6	1140.0	4.0	6=>5	1590.0	8.0	3-5-6	1020.0	5.0	6=>5=>3	8170.0	25.0		356981427.0	356819427.0	356891427.0			3.0	160	2.0	5-6	990.0	4.0	6=>5	1950.0	8.0									
200947031205	ダ	右	1400	晴	良	12:50	サラ系C5組		2009-3-12	21	笠松	5			4.0	120.0	1.0	4.0	100	1.0	1.0	120	2.0	1-4	530.0	2.0	4=>1	500.0	2.0	1-4-9	1610.0	5.0	4=>1=>9	3080.0	10.0		847153692	8,4,7,1,5,3,6,9=2	4,8,1,6,7,3,9,5=2			9.0	250	5.0	1-4	560.0	2.0	4=>1	680.0	2.0									
200947031206	ダ	右	1400	晴	良	13:20	サラ系C4組		2009-3-12	21	笠松	5			7.0	120.0	1.0	7.0	100	1.0	8.0	100	2.0	7-8	150.0	1.0	7=>8	210.0	1.0	3-7-8	170.0	1.0	7=>8=>3	470.0	1.0		35101724986.0	35107182946.0	73811052946.0			3.0	120	3.0	7-7	150.0	1.0	7=>7	280.0	1.0									
200947031207	ダ	右	1600	晴	良	13:50	サラ系B12組		2009-3-12	21	笠松	5			3.0	100.0	1.0	3.0	100	3.0	4.0	100	1.0	3-4	280.0	2.0	3=>4	480.0	2.0	3-4-10	260.0	1.0	3=>4=>10	970.0	2.0		53104891276.0	31054891726.0	31045879162.0			10.0	100	2.0	3-4	330.0	2.0	3=>4	350.0	2.0									
200947031208	ダ	右	1400	晴	良	14:20	サラ系B13・C3組		2009-3-12	21	笠松	5			2.0	160.0	1.0	2.0	120	1.0	1.0	160	4.0	1-2	650.0	2.0	2=>1	1310.0	6.0	1-2-7	6720.0	22.0	2=>1=>7	19040.0	54.0		29103586714.0	29731056814.0	27391658104.0			7.0	340	5.0	1-2	700.0	2.0	2=>1	990.0	3.0									
200947031209	ダ	右	1600	晴	良	14:50	サラ系C2組選抜		2009-3-12	21	笠松	5			7.0	470.0	2.0	7.0	100	2.0	10.0	100	1.0	7-10	110.0	1.0	7=>10	730.0	3.0	7-8-10	200.0	1.0	7=>10=>8	2400.0	6.0		71081652394.0	71082561394.0	71085269314.0			8.0	130	3.0	7-8	130.0	1.0	7=>8	520.0	2.0									
200947040201	ダ	右	1400	晴	良	11:00	サラ系3歳8組		2009-4-2	1	笠松	1			8.0	150.0	1.0	8.0	100	1.0	4.0	120	2.0	4-8	210.0	1.0	8=>4	350.0	1.0	4-6-8	4840.0	15.0	8=>4=>6	11110.0	36.0		689732514.0	689437215.0	864972315.0			6.0	310	7.0	4-8	210.0	1.0	8=>4	320.0	1.0									
200947040202	ダ	右	1400	晴	良	11:25	祝!後藤正義厩舎開業		2009-4-2	1	笠松	1			6.0	1320.0	4.0	6.0	220	3.0	5.0	220	3.0	5-6	1850.0	6.0	6=>5	5130.0	12.0	2-5-6	8950.0	20.0	6=>5=>2	37500.0	62.0		639524187.0	639528417.0	695238147.0			2.0	400	5.0	5-6	1820.0	6.0	6=>5	4600.0	12.0									
200947040203	ダ	右	1400	晴	良	11:50	サラ系3歳6組		2009-4-2	1	笠松	1			8.0	160.0	1.0	8.0	160	2.0	3.0	200	4.0	3-8	450.0	2.0	8=>3	500.0	1.0	3-4-8	5030.0	15.0	8=>3=>4	8910.0	30.0		346928751.0	349682751.0	384967521.0			4.0	640	7.0	3-8	510.0	2.0	8=>3	560.0	1.0									
200947040204	ダ	右	1600	晴	良	12:20	サラ系A4組特選		2009-4-2	1	笠松	1			6.0	110.0	1.0	6.0	100	1.0	2.0	140	2.0	2-6	180.0	1.0	6=>2	180.0	1.0	1-2-6	140.0	1.0	6=>2=>1	380.0	1.0		6431257.0	6412357.0	6431257.0																				
200947040205	ダ	右	800	晴	良	12:50	サラ系C21組		2009-4-2	1	笠松	1			6.0	140.0	1.0	6.0	100	1.0	7.0	210	5.0	6-7	350.0	2.0	6=>7	890.0	5.0	6-7-9	900.0	3.0	6=>7=>9	2710.0	9.0				679428315.0			9.0	120	2.0	6-7	270.0	1.0	6=>7	940.0	4.0									
200947040206	ダ	右	1400	晴	良	13:20	サラ系C23組		2009-4-2	1	笠松	1			5.0	210.0	1.0	5.0	100	1.0	6.0	210	4.0	5-6	470.0	1.0	5=>6	1280.0	6.0	5-6-8	1080.0	4.0	5=>6=>8	3880.0	13.0		51084762931.0	51084672931.0	51048672931.0			8.0	160	3.0	5-6	1210.0	7.0	5=>6	880.0	4.0									
200947040207	ダ	右	1400	晴	良	13:50	サラ系C22組		2009-4-2	1	笠松	1			2.0	4230.0	6.0	2.0	260	5.0	1.0	160	3.0	1-2	4380.0	12.0	2=>1	14540.0	30.0	1-2-3	4550.0	15.0	2=>1=>3	62870.0	126.0		12351068749.0	12538610749.0	12538610749.0			3.0	150	2.0	1-2	4010.0	12.0	2=>1	44310.0	35.0									
200947040208	ダ	右	1400	晴	良	14:20	サラ系C20組		2009-4-2	1	笠松	1			10.0	350.0	2.0	10.0	170	2.0	3.0	230	4.0	3-10	6020.0	15.0	10=>3	6370.0	17.0	3-9-10	37860.0	53.0	10=>3=>9	137000.0	196.0		91016258374	9,10,6,1,8,5,2,3,7-4	9,10,6,1,8,3,5,2,7-4			9.0	280	6.0	3-8	2590.0	8.0	8=>3	3460.0	12.0									
200947040209	ダ	右	1400	晴	良	14:50	サラ系C24組牝馬		2009-4-2	1	笠松	1	牝		8.0	160.0	1.0	8.0	100	1.0	5.0	130	2.0	5-8	200.0	1.0	8=>5	510.0	2.0	5-8-10	750.0	3.0	8=>5=>10	2240.0	7.0		85101937246.0	85101973426.0	85101973426.0			10.0	230	6.0	5-7	190.0	1.0	7=>5	420.0	2.0									
200947040301	ダ	右	1400	晴	良	11:00	サラ系C19組		2009-4-3	1	笠松	2			3.0	120.0	1.0	3.0	120	2.0	6.0	350	4.0	3-6	500.0	3.0	3=>6	700.0	3.0	1-3-6	1240.0	6.0	3=>6=>1	2110.0	8.0		138627495.0	138627945.0	316827495.0			1.0	210	3.0	3-6	760.0	4.0	3=>6	1590.0	5.0									
200947040302	ダ	右	1400	晴	良	11:25	サラ系C18組		2009-4-3	1	笠松	2			6.0	170.0	1.0	6.0	100	2.0	9.0	100	3.0	6-9	410.0	2.0	6=>9	470.0	1.0	6-7-9	210.0	1.0	6=>9=>7	750.0	2.0		967581342.0	967584132.0	967584132.0			7.0	100	1.0	6-8	390.0	2.0	6=>8	290.0	1.0									
200947040303	ダ	右	1400	晴	良	11:50	サラ系C17組		2009-4-3	1	笠松	2			5.0	110.0	1.0	5.0	100	1.0	9.0	100	2.0	5-9	110.0	1.0	5=>9	140.0	1.0	5-8-9	160.0	1.0	5=>9=>8	260.0	1.0		589427163.0	598427136.0	598741362.0			8.0	120	4.0	5-8	100.0	1.0	5=>8	150.0	1.0									
200947040304	ダ	右	1400	晴	良	12:20	サラ系C16組		2009-4-3	1	笠松	2			3.0	180.0	1.0	3.0	100	1.0	2.0	110	2.0	2-3	160.0	1.0	3=>2	390.0	2.0	1-2-3	1340.0	2.0	3=>2=>1	3070.0	8.0		346129758.0	342167598.0	324165798.0			1.0	150	4.0	2-3	190.0	1.0	3=>2	310.0	2.0									
200947040305	ダ	右	1400	晴	良	12:50	サラ系C15組牝馬		2009-4-3	1	笠松	2	牝		1.0	820.0	3.0	1.0	130	3.0	4.0	100	1.0	1-4	150.0	1.0	1=>4	850.0	4.0	1-4-9	220.0	1.0	1=>4=>9	1830.0	6.0		945761238.0	947516238.0	941756238.0			9.0	100	2.0	1-4	160.0	1.0	1=>4	1090.0	4.0									
200947040306	ダ	右	1400	晴	良	13:20	サラ系A5・B3組		2009-4-3	1	笠松	2			10.0	130.0	1.0	10.0	110	1.0	7.0	130	3.0	7-10	290.0	1.0	10=>7	440.0	1.0	1-7-10	1170.0	5.0	10=>7=>1	2280.0	4.0		21043761895.0	21047361895.0	10273461985.0			1.0	280	6.0	7-8	470.0	3.0	8=>7	370.0	1.0									
200947040307	ダ	右	1600	晴	良	13:50	サラ系B2組特選		2009-4-3	1	笠松	2			4.0	140.0	1.0	4.0	100	1.0	9.0	110	2.0	4-9	110.0	1.0	4=>9	150.0	1.0	3-4-9	470.0	3.0	4=>9=>3	570.0	2.0		4937126510	4931725610	4,9,3,7,1,5,2,6-10			3.0	390	6.0	4-8	110.0	1.0	4=>8	160.0	1.0									
200947040308	ダ	右	1400	晴	良	14:20	サラ系3歳1組特選		2009-4-3	1	笠松	2			7.0	110.0	1.0	7.0	100	1.0	3.0	140	2.0	3-7	190.0	1.0	7=>3	260.0	1.0	3-4-7	690.0	3.0	7=>3=>4	1410.0	4.0		34827165.0	34872615.0	73468251.0			4.0	330	7.0															
200947040309	ダ	右	1800	晴	良	14:50	淡墨桜特別 		2009-4-3	1	笠松	2			4.0	390.0	3.0	4.0	170	3.0	1.0	520	5.0	1-4	2520.0	9.0	4=>1	6280.0	19.0	1-4-10	116220.0	77.0	4=>1=>10	305260.0	299.0		97105421368	7,10,9,6,5,4,1,3,2-8	10764195328			10.0	1,600	7.0	1-4	3200.0	11.0	4=>1	4790.0	16.0									
200947040310	ダ	右	1600	晴	良	15:25	新緑賞	G	2009-4-3	1	笠松	2	(別定)		5.0	3130.0	8.0	5.0	870	8.0	10.0	180	3.0	5-10	18370.0	24.0	5=>10	41400.0	55.0	5-6-10	14430.0	35.0	5=>10=>6	325460.0	364.0		10598671432.0	10859631742.0	10563817492.0			6.0	180	2.0	5-8	7240.0	13.0	5=>8	27000.0	33.0									
200947040901	ダ	右	1400	晴	良	11:00	サラ系3歳10組牝馬		2009-4-9	1	笠松	4	牝		3.0	390.0	3.0	3.0	140	3.0	6.0	100	2.0	3-6	970.0	4.0	3=>6	1770.0	7.0	1-3-6	520.0	2.0	3=>6=>1	4100.0	12.0		986341257.0	986143257.0	396812457.0			1.0	100	1.0	3-6	890.0	4.0	3=>6	1930.0	8.0									
200947040902	ダ	右	1400	晴	良	11:25	サラ系3歳9組		2009-4-9	1	笠松	4			8.0	100.0	1.0	8.0	130	2.0	9.0	250	4.0	8-9	280.0	2.0	8=>9	290.0	1.0	6-8-9	6550.0	15.0	8=>9=>6	9730.0	26.0		891643527.0	891647532.0	891654723.0			6.0	1,410	7.0	8-8	270.0	2.0	8=>8	200.0	1.0									
200947040903	ダ	右	1400	晴	良	11:50	サラ系C11・14組		2009-4-9	1	笠松	4			1.0	300.0	2.0	1.0	100	1.0	4.0	100	2.0	1-4	330.0	1.0	1=>4	570.0	1.0	1-4-6	420.0	1.0	1=>4=>6	1400.0	1.0		267148953.0	671428593.0	617548293.0			6.0	100	3.0	1-4	270.0	1.0	1=>4	770.0	2.0									
200947040904	ダ	右	1600	晴	良	12:20	サラ系C9組		2009-4-9	1	笠松	4			3.0	240.0	2.0	3.0	110	2.0	2.0	240	6.0	2-3	4430.0	12.0	3=>2	9640.0	18.0	1-2-3	1140.0	6.0	3=>2=>1	17580.0	41.0		472839615.0	478321965.0	342781695.0			1.0	110	1.0	2-3	6970.0	14.0	3=>2	7850.0	16.0									
200947040905	ダ	右	1400	晴	良	12:50	サラ系C10組		2009-4-9	1	笠松	4			8.0	100.0	1.0	8.0	100	1.0	4.0	130	3.0	4-8	130.0	1.0	8=>4	160.0	1.0	4-6-8	320.0	1.0	8=>4=>6	510.0	1.0		634817529.0	684137259.0	864213759.0			6.0	220	5.0	4-8	140.0	1.0	8=>4	150.0	1.0									
200947041001	ダ	右	1400	晴	良	11:00	サラ系3歳13組		2009-4-10	1	笠松	5			1.0	150.0	1.0	1.0	100	1.0	4.0	120	2.0	1-4	370.0	1.0	1=>4	530.0	2.0	1-4-6	1000.0	5.0	1=>4=>6	1880.0	4.0		146758329.0	145687329.0	146587329.0			6.0	250	6.0	1-4	350.0	1.0	1=>4	550.0	2.0									
200947041002	ダ	右	1400	晴	良	11:35	サラ系3歳12組		2009-4-10	1	笠松	5			8.0	450.0	3.0	8.0	100	3.0	6.0	100	2.0	6-8	480.0	3.0	8=>6	1100.0	6.0	5-6-8	210.0	1.0	8=>6=>5	1630.0	6.0		168753249.0	168573294.0	865173924.0			5.0	100	1.0	6-8	520.0	3.0	8=>6	1220.0	6.0									
200947041003	ダ	右	1400	晴	良	12:10	サラ系3歳11組		2009-4-10	1	笠松	5			7.0	120.0	1.0	7.0	100	1.0	8.0	110	3.0	7-8	310.0	2.0	7=>8	540.0	3.0	7-8-9	130.0	1.0	7=>8=>9	490.0	2.0		78924615.0	79824615.0	78924615.0			9.0	100	2.0	7-8	110.0	1.0	7=>8	140.0	1.0									
200947041004	ダ	右	1800	晴	良	12:45	笠置特別 		2009-4-10	1	笠松	5			1.0	260.0	2.0	1.0	100	1.0	3.0	100	2.0	1-3	150.0	1.0	1=>3	280.0	2.0	1-2-3	1530.0	3.0	1=>3=>2	3170.0	10.0		345126.0	341526.0	314265.0																				
200947041005	ダ	右	1400	晴	良	13:20	サラ系C4組		2009-4-10	1	笠松	5			8.0	8180.0	8.0	8.0	1,380	9.0	2.0	400	4.0	2-8	12180.0	23.0	8=>2	107060.0	58.0	2-3-8	72480.0	68.0	8=>2=>3	635740.0	344.0		487932651.0	487296351.0	482379165.0			3.0	400	4.0	2-8	3710.0	9.0	8=>2	7700.0	20.0									
200947041006	ダ	右	1400	晴	良	13:55	サラ系B10・C3組		2009-4-10	1	笠松	5			3.0	1100.0	4.0	3.0	120	2.0	9.0	150	4.0	3-9	1870.0	5.0	3=>9	2990.0	10.0	3-9-10	290.0	1.0	3=>9=>10	7790.0	22.0		39104586217.0	39104856217.0	39104852617.0			10.0	100	1.0	3-8	340.0	1.0	3=>8	1190.0	5.0									
200947041007	ダ	右	1600	晴	良	14:30	サラ系C2組特選		2009-4-10	1	笠松	5			3.0	250.0	1.0	3.0	150	1.0	1.0	590	9.0	1-3	6600.0	27.0	3=>1	9810.0	46.0	1-2-3	15690.0	55.0	3=>1=>2	66080.0	244.0		23158674910.0	32167589410.0	32167591048.0			2.0	180	2.0	1-3	6540.0	22.0	3=>1	4740.0	28.0									
200947041008	ダ	右	1800	晴	良	15:05	吉野桜特別 		2009-4-10	1	笠松	5			1.0	1090.0	3.0	1.0	290	5.0	3.0	550	6.0	1-3	11270.0	17.0	1=>3	29350.0	35.0	1-3-8	20520.0	39.0	1=>3=>8	341940.0	280.0		14739851026.0	14793851026.0	13749851026.0			8.0	180	2.0	1-3	14350.0	16.0	1=>3	32860.0	34.0									
200947042701	ダ	右	1400	晴	良	11:00	サラ系3歳6組		2009-4-27	2	笠松	1			8.0	100.0	1.0	8.0	100	1.0	1.0	160	3.0	1-8	370.0	2.0	8=>1	440.0	3.0	1-3-8	2350.0	8.0	8=>1=>3	2820.0	11.0		578216493.0	781653492.0	871365924.0			3.0	200	5.0	1-8	310.0	2.0	8=>1	1050.0	4.0									
200947042702	ダ	右	1400	晴	良	11:30	サラ系3歳5組		2009-4-27	2	笠松	1			5.0	1390.0	4.0	5.0	250	4.0	9.0	430	5.0	5-9	14180.0	16.0	5=>9	15530.0	25.0	2-5-9	3580.0	11.0	5=>9=>2	102560.0	135.0		257918463.0	257819463.0	257986143.0			2.0	120	2.0	5-8	3680.0	11.0	5=>8	10250.0	20.0									
200947042703	ダ	右	1400	晴	良	12:00	サラ系3歳4組		2009-4-27	2	笠松	1			1.0	520.0	2.0	1.0	110	2.0	6.0	100	1.0	1-6	250.0	1.0	1=>6	890.0	4.0	1-6-9	290.0	1.0	1=>6=>9	2160.0	5.0		674182935.0	678149325.0	618793425.0			9.0	140	3.0	1-6	260.0	1.0	1=>6	740.0	4.0									
200947042704	ダ	右	1400	晴	良	12:30	サラ系C24組		2009-4-27	2	笠松	1			2.0	310.0	1.0	2.0	140	2.0	7.0	200	5.0	2-7	1000.0	5.0	2=>7	1780.0	8.0	2-6-7	590.0	2.0	2=>7=>6	5140.0	18.0		268371549.0	263781549.0	267381549.0			6.0	160	4.0	2-7	1350.0	6.0	2=>7	1350.0	8.0									
200947042705	ダ	右	800	晴	良	13:05	サラ系C25組		2009-4-27	2	笠松	1			9.0	300.0	2.0	9.0	110	2.0	4.0	110	1.0	4-9	290.0	1.0	9=>4	540.0	1.0	4-7-9	950.0	3.0	9=>4=>7	3200.0	8.0				954781632.0			7.0	250	6.0	4-8	280.0	1.0	8=>4	680.0	2.0									
200947042706	ダ	右	1400	晴	良	13:40	サラ系C23組		2009-4-27	2	笠松	1			6.0	190.0	1.0	6.0	100	1.0	4.0	310	4.0	4-6	1050.0	4.0	6=>4	1120.0	6.0	2-4-6	22760.0	29.0	6=>4=>2	75110.0	98.0		46931285710.0	46931278510.0	64931278510.0			2.0	990	7.0	4-6	1180.0	4.0	6=>4	1140.0	5.0									
200947042707	ダ	右	1400	晴	良	14:15	サラ系C22組		2009-4-27	2	笠松	1			4.0	310.0	2.0	4.0	110	1.0	10.0	160	4.0	4-10	2290.0	8.0	4=>10	2670.0	10.0	3-4-10	1610.0	7.0	4=>10=>3	13500.0	44.0		21063914875.0	21064391875.0	10423961875.0			3.0	110	2.0	4-8	1610.0	8.0	4=>8	2440.0	9.0									
200947042708	ダ	右	1400	晴	良	14:50	サラ系C21組牝馬		2009-4-27	2	笠松	1	牝		10.0	1240.0	4.0	10.0	210	3.0	7.0	460	7.0	7-10	4130.0	12.0	10=>7	8030.0	23.0	5-7-10	14580.0	34.0	10=>7=>5	89860.0	165.0		83105174926.0	31081579462.0	10385714962.0			5.0	420	5.0	7-8	1350.0	5.0	8=>7	2040.0	10.0									
200947042709	ダ	右	1600	晴	良	15:25	サラ系B2組特選		2009-4-27	2	笠松	1			4.0	130.0	1.0	4.0	100	1.0	2.0	100	2.0	2-4	120.0	1.0	4=>2	160.0	1.0	2-4-6	720.0	4.0	4=>2=>6	1080.0	4.0		24793165.0	24937615.0	42936175.0			6.0	210	5.0															
200947042710	ダ	右	1600	晴	良	16:00	菜の花特別 		2009-4-27	2	笠松	1			10.0	120.0	1.0	10.0	100	1.0	8.0	560	8.0	8-10	1760.0	6.0	10=>8	1760.0	7.0	8-9-10	5050.0	18.0	10=>8=>9	13450.0	44.0		10781469352.0	10186794352.0	10816937452.0			9.0	280	5.0	7-8	1110.0	5.0	8=>7	1540.0	6.0									
200947042801	ダ	右	1400	晴	良	11:00	サラ系3歳3組		2009-4-28	2	笠松	2			6.0	120.0	1.0	6.0	100	1.0	7.0	120	2.0	6-7	160.0	1.0	6=>7	160.0	1.0	6-7-9	1030.0	4.0	6=>7=>9	1480.0	4.0		157682934.0	157936284.0	579631824.0			9.0	560	8.0	6-7	120.0	1.0	6=>7	230.0	1.0									
200947042802	ダ	右	1400	晴	良	11:30	サラ系C20組牝馬		2009-4-28	2	笠松	2	牝		6.0	140.0	1.0	6.0	100	1.0	3.0	100	3.0	3-6	230.0	1.0	6=>3	410.0	2.0	3-6-8	120.0	1.0	6=>3=>8	540.0	1.0		386145729.0	386145729.0	368145729.0			8.0	100	2.0	3-6	280.0	2.0	6=>3	470.0	2.0									
200947042803	ダ	右	1400	晴	良	12:05	サラ系C19組		2009-4-28	2	笠松	2			5.0	810.0	5.0	5.0	210	4.0	4.0	600	6.0	4-5	4750.0	15.0	5=>4	18780.0	35.0	3-4-5	6020.0	16.0	5=>4=>3	44750.0	107.0		485367921.0	485637291.0	458637219.0			3.0	260	5.0	4-5	3980.0	15.0	5=>4	9700.0	29.0									
200947042804	ダ	右	1400	晴	良	12:40	サラ系C18組		2009-4-28	2	笠松	2			4.0	130.0	1.0	4.0	100	2.0	5.0	100	1.0	4-5	110.0	1.0	4=>5	180.0	1.0	4-5-6	450.0	2.0	4=>5=>6	720.0	2.0		475386219.0	458376219.0	458367219.0			6.0	150	3.0	4-5	110.0	1.0	4=>5	150.0	1.0									
200947042805	ダ	右	1400	晴	良	13:15	サラ系C17組		2009-4-28	2	笠松	2			1.0	590.0	3.0	1.0	100	2.0	4.0	100	1.0	1-4	340.0	2.0	1=>4	1410.0	5.0	1-4-6	190.0	1.0	1=>4=>6	2160.0	7.0		816423795.0	816432795.0	148632795.0			6.0	100	3.0	1-4	360.0	2.0	1=>4	1070.0	5.0									
200947042806	ダ	右	1400	晴	良	13:50	サラ系B3・6組		2009-4-28	2	笠松	2			10.0	400.0	2.0	10.0	140	2.0	6.0	420	6.0	6-10	3530.0	11.0	10=>6	5040.0	15.0	1-6-10	21850.0	29.0	10=>6=>1	101520.0	143.0		1068152374.0	1061825734.0	1062175834.0			1.0	420	5.0	6-8	1360.0	5.0	8=>6	1780.0	6.0									
200947042807	ダ	右	1600	晴	良	14:25	サラ系B5組特選		2009-4-28	2	笠松	2			2.0	200.0	1.0	2.0	100	1.0	7.0	130	2.0	2-7	340.0	1.0	2=>7	530.0	1.0	1-2-7	540.0	2.0	2=>7=>1	1390.0	1.0		627149583.0	627194358.0	261794358.0			1.0	140	3.0	2-7	330.0	1.0	2=>7	390.0	1.0									
200947042808	ダ	右	1400	晴	良	15:00	サラ系3歳1組特別 		2009-4-28	2	笠松	2			8.0	180.0	1.0	8.0	100	2.0	1.0	100	1.0	1-8	350.0	1.0	8=>1	490.0	1.0	1-7-8	870.0	3.0	8=>1=>7	1820.0	4.0		81637245.0	81762354.0	81726354.0			7.0	120	3.0															
200947042809	ダ	右	1400	晴	良	15:35	牡丹賞		2009-4-28	2	笠松	2	(別定)		9.0	1000.0	4.0	9.0	370	5.0	7.0	1,220	7.0	7-9	11370.0	20.0	9=>7	30200.0	42.0	6-7-9	27990.0	49.0	9=>7=>6	267320.0	276.0		37914265810.0	37941268510.0	79341268510.0			6.0	980	6.0	7-8	4000.0	10.0	8=>7	10930.0	25.0									
200947042901	ダ	右	1400	晴	良	11:00	サラ系3歳9組		2009-4-29	2	笠松	3			9.0	350.0	2.0	9.0	100	2.0	5.0	100	1.0	5-9	130.0	1.0	9=>5	1000.0	3.0	5-6-9	250.0	1.0	9=>5=>6	2950.0	7.0		568917342.0	569817342.0	569718342.0			6.0	100	3.0	5-8	100.0	1.0	8=>5	860.0	3.0									
200947042902	ダ	右	1400	晴	良	11:30	頑張れ後藤厩舎・父子		2009-4-29	2	笠松	3			2.0	170.0	1.0	2.0	180	2.0	3.0	330	5.0	2-3	430.0	2.0	2=>3	600.0	2.0	2-3-7	1820.0	6.0	2=>3=>7	4070.0	11.0		231975468.0	231974658.0	231796485.0			7.0	370	6.0	2-3	450.0	2.0	2=>3	760.0	4.0									
200947042903	ダ	右	1400	晴	良	12:05	森圭吾1歳おめでとう		2009-4-29	2	笠松	3			7.0	510.0	4.0	7.0	150	5.0	6.0	100	1.0	6-7	940.0	5.0	7=>6	2760.0	12.0	2-6-7	1040.0	4.0	7=>6=>2	6990.0	27.0		259187634.0	256897143.0	265789413.0			2.0	150	4.0	6-7	1250.0	7.0	7=>6	2130.0	12.0									
200947042904	ダ	右	1400	晴	良	12:40	みにまむテンポ賞		2009-4-29	2	笠松	3			6.0	160.0	1.0	6.0	130	2.0	9.0	180	4.0	6-9	490.0	2.0	6=>9	630.0	2.0	6-7-9	1340.0	5.0	6=>9=>7	3200.0	11.0		697524831.0	697452831.0	697425831.0			7.0	240	5.0	6-8	410.0	2.0	6=>8	500.0	2.0									
200947042905	ダ	右	1600	晴	良	13:15	祝!和真君初節句記念		2009-4-29	2	笠松	3			6.0	160.0	1.0	6.0	100	1.0	3.0	160	5.0	3-6	740.0	3.0	6=>3	850.0	4.0	3-6-7	470.0	2.0	6=>3=>7	2140.0	6.0		983765412.0	986374521.0	986374521.0			7.0	100	2.0	3-6	790.0	4.0	6=>3	970.0	4.0									
200947043001	ダ	右	1400	晴	良	11:00	サラ系3歳12組		2009-4-30	2	笠松	4			3.0	140.0	1.0	3.0	100	1.0	7.0	110	2.0	3-7	590.0	3.0	3=>7	730.0	3.0	2-3-7	1150.0	6.0	3=>7=>2	4400.0	16.0		375264198.0	375264198.0	372654189.0			2.0	130	4.0	3-7	500.0	2.0	3=>7	610.0	2.0									
200947050101	ダ	右	1400	晴	良	11:00	サラ系C6組		2009-5-1	2	笠松	5			2.0	570.0	4.0	2.0	110	1.0	1.0	140	3.0	1-2	640.0	3.0	2=>1	920.0	4.0	1-2-8	990.0	5.0	2=>1=>8	4550.0	15.0		286145973.0	268154379.0	268145379.0			8.0	220	5.0	1-2	660.0	2.0	2=>1	1310.0	5.0									
200947050102	ダ	右	1400	晴	良	11:35	サラ系C5組		2009-5-1	2	笠松	5			1.0	120.0	1.0	1.0	100	1.0	8.0	120	3.0	1-8	190.0	1.0	1=>8	370.0	1.0	1-7-8	390.0	2.0	1=>8=>7	1030.0	2.0		856173924.0	851679324.0	815763924.0			7.0	110	2.0	1-8	170.0	1.0	1=>8	400.0	2.0									
200947050103	ダ	右	1400	晴	良	12:10	サラ系C4組		2009-5-1	2	笠松	5			6.0	2260.0	6.0	6.0	470	5.0	1.0	980	8.0	1-6	24120.0	29.0	6=>1	96920.0	57.0	1-6-7	24390.0	40.0	6=>1=>7	746430.0	356.0		369245178.0	369254178.0	632915487.0			7.0	120	1.0	1-6	17810.0	19.0	6=>1	115350.0	48.0									
