	track	direction	distance	weather	going	start_at	title	grade	date	round	place	days	requirement	rule	単勝:的中	単勝:配当	単勝:人気	複勝_1:的中	複勝_1:配当	複勝_1:人気	複勝_2:的中	複勝_2:配当	複勝_2:人気	馬連:的中	馬連:配当	馬連:人気	馬単:的中	馬単:配当	馬単:人気	三連複:的中	三連複:配当	三連複:人気	三連単:的中	三連単:配当	三連単:人気	spacing_on_corner:1	spacing_on_corner:2	spacing_on_corner:3	spacing_on_corner:4	laptime	pacemaker	複勝_3:的中	複勝_3:配当	複勝_3:人気	枠連:的中	枠連:配当	枠連:人気
200658062708	ダ	右	1000	雨	稍重	14:55	赤平市エルム高原リゾ		2006-6-27	5	札幌(地)	1	40万円以下	(規定)	6	330	2	6	160	2	5	100	1	5-6	230	1	6=>5	590	2.0	1-5-6	1110	3.0	6=>5=>1	4230	12.0			(6,5),11,7,8,1,2,(3,4),9,12,10	6,5,11,7,8,1,2,4,3,9,(12,10)			1.0	250	5.0	5-5	230.0	1.0
200658062801	ダ	右	1000	曇	稍重	10:30	2歳　未勝利		2006-6-28	5	札幌(地)	2	(規定)		2	180	1	2	100	1	6	100	2	2-6	250	1	2=>6	520	1.0	2-4-6	390	1.0	2=>6=>4	1070	1.0			4,(1,6),(2,7,8),3,5	4,(2,1,6),7,8,(5,3)			4.0	170	3.0			
200658062802	ダ	右	1700	曇	稍重	11:00	2歳　未勝利		2006-6-28	5	札幌(地)	2	(規定)		4	570	4	4	160	4	7	130	3	4-7	710	3	4=>7	1720	6.0	4-5-7	760	3.0	4=>7=>5	5540	18.0	(3,4,5,9),7,(1,2,8),6	(3,4),(5,9),(1,2,7,8),6	(3,4),(5,7),(1,2,9,8)-6	(3,4),7,5,(2,9,8),1-6			5.0	120	1.0	4-7	720.0	4.0
200658062803	ダ	右	1000	曇	稍重	11:30	3歳　条件		2006-6-28	5	札幌(地)	2	(規定)		7	240	1	7	160	2	2	570	9	2-7	9420	23	7=>2	7460	28.0	2-7-9	13560	31.0	7=>2=>9	70880	155.0			(2,4,7,12),(6,9),3,11,5,(1,8)=10	(2,4,7),(6,12),(1,9),(3,5),(11,8)-10			9.0	110	1.0	2-6	3230.0	10.0
200658062804	ダ	右	1000	曇	稍重	12:00	アタックチャレンジ競		2006-6-28	5	札幌(地)	2	(規定)		2	830	4	2	340	4	3	360	5	2-3	3520	12	2=>3	13450	30.0	2-3-5	71910	69.0	2=>3=>5	255230	271.0			(2,3),4,7,(1,5,8,9),6	(2,3,4),7,(1,5),9,(6,8)			5.0	2,470	9.0	2-3	6970.0	15.0
200658062805	ダ	右	1700	曇	稍重	12:35	フレッシュチャレンジ		2006-6-28	5	札幌(地)	2	(規定)		6	620	6	6	370	5	8	340	4	6-8	2300	16	6=>8	4930	34.0	2-6-8	3430	23.0	6=>8=>2	22760	142.0	2,8,(1,6),(3,7),5	2,8,(1,6),3,7,5	(2,8),6,1,3,5,7	(2,8),6,1,5,(3,7)								
200658062806	ダ	右	1000	曇	稍重	13:10	フレッシュチャレンジ		2006-6-28	5	札幌(地)	2	(規定)		10	350	2	10	110	2	1	130	3	1-10	680	3	10=>1	1260	6.0	1-3-10	310	1.0	10=>1=>3	2130	5.0			1,3,(8,10),9,4,6,2-7	1,3,10,8,(4,9),(6,2)-7			3.0	100	1.0	1-8	590.0	3.0
200658062807	ダ	右	1000	曇	稍重	13:45	D3　ー2組		2006-6-28	5	札幌(地)	2	40万円以下	(規定)	10	510	3	10	140	3	8	100	1	8-10	420	1	10=>8	1030	4.0	3-8-10	520	1.0	10=>8=>3	2370	3.0			(3,5,8,10),(1,4),2,7,6,9	(5,8),(3,10),(1,2),4,7,6,9			3.0	110	2.0	7-8	360.0	1.0
200658062808	ダ	右	1700	曇	稍重	14:20	D3　ー2組		2006-6-28	5	札幌(地)	2	40万円以下	(規定)	9	200	1	9	110	2	7	110	1	7-9	350	1	9=>7	600	1.0	7-8-9	530	1.0	9=>7=>8	1610	2.0	4,(5,7,9),(6,8,10),(2,11),1	4,5,(7,9),(6,8,10),11,1,2	4,(5,7,9),(6,8,10),1,11,2	4,(5,7),9,8,1,(6,10),11,2			8.0	190	6.0	6-7	240.0	1.0
200658062809	ダ	右	1000	曇	稍重	14:55	3歳　条件		2006-6-28	5	札幌(地)	2	100万円以下	(規定)	3	1030	6	3	370	7	5	100	1	3-5	2480	9	3=>5	4750	20.0	3-4-5	1120	4.0	3=>5=>4	14330	47.0			(2,4,5),(6,7,8),3,1-9	(2,4,5),(6,7),3,8,1,9			4.0	120	2.0	3-5	2590.0	10.0
200658062810	ダ	右	1700	晴	稍重	15:30	発寒特別 		2006-6-28	5	札幌(地)	2	130万円以下	(規定)	14	640	2	14	170	2	12	330	4	12-14	3100	10	14=>12	4490	13.0	9-12-14	7560	25.0	14=>12=>9	65320	164.0	6,8,14,(1,4),(5,10),(2,3,12,13),(7,11),9	6,8,(1,14),4,(2,3,5),(10,12,13),(7,11),9	6,8,14,(3,4),(1,13),(5,12),(2,9),7,(10,11)	(6,8),14,(3,4),5,(1,12,9),2,13,7,(10,11)			9.0	880	11.0	7-8	2410.0	8.0
200658062811	ダ	右	1700	晴	良	16:10	フロイラインカップ〔	G	2006-6-28	5	札幌(地)	2	牝(馬齢)		4	150	1	4	130	2	8	110	1	4-8	220	1	4=>8	290	1.0	4-6-8	1350	3.0	4=>8=>6	2990	8.0	(4,7),(2,8),(5,10),(1,3),6	(4,7),8,2,5,(1,10),3,6	(4,7),8,(2,1,5),(3,10),6	8,5,4,(1,10),(2,7,3,6)			6.0	190	5.0	4-7	260.0	1.0
200658101801	ダ	右	1000	晴	良	10:30	2歳　未勝利		2006-10-18	6	札幌(地)	2	(規定)		10	240	1	10	150	1	12	870	9	10-12	7130	20	10=>12	15930	47.0	4-10-12	10710	32.0	10=>12=>4	84460	205.0			7,10,12,8,(4,11),6,1,9,5,3,2	(7,10),12,8,4,(1,11,6),5,(3,9),2			4.0	260	5.0	7-8	3900.0	10.0
200658101802	ダ	右	1700	晴	良	11:00	2歳　未勝利		2006-10-18	6	札幌(地)	2	(規定)		5	1580	7	5	190	4	9	160	2	5-9	2320	10	5=>9	5240	28.0	2-5-9	3910	18.0	5=>9=>2	40520	154.0	6,(4,7),(8,9),3,2,(1,5)	6,7,8,4,(3,9),2,(1,5)	(6,7,8),9,2,(3,5),4,1	(6,7,8),(9,2),5,4,3,1			2.0	160	3.0	5-8	1350.0	7.0
200658101803	ダ	右	1000	晴	良	11:30	D3　ー4組		2006-10-18	6	札幌(地)	2	40万円以下	(規定)	12	380	2	12	130	1	5	590	8	5-12	2400	11	12=>5	4730	20.0	4-5-12	15050	51.0	12=>5=>4	58400	210.0			5,7,9,12,(2,8),(1,6),(4,11),(3,10)	5,(7,9,12),(8,6),11,(2,4),(1,3),10			4.0	500	7.0	5-8	760.0	2.0
200658101804	ダ	右	1000	晴	良	12:00	アタックチャレンジ競		2006-10-18	6	札幌(地)	2	牝(規定)		8	1520	5	8	110	2	5	100	1	5-8	390	2	8=>5	2260	7.0	2-5-8	590	1.0	8=>5=>2	6490	21.0			(3,5,8),2,6,(1,7),4	(3,5,8),2,(1,7),6,4			2.0	140	3.0			
200658101805	ダ	右	1700	晴	良	12:30	D3　ー2組		2006-10-18	6	札幌(地)	2	40万円以下	(規定)	3	180	1	3	110	1	4	110	2	3-4	160	1	3=>4	240	1.0	3-4-10	280	1.0	3=>4=>10	580	1.0	2,(3,4,6),9,(1,7,10),5,8	2,3,(4,6,9),1,10,7,5,8	3,(2,4),6,9,1,(7,10),5,8	3,4,2,(6,10),(1,7),9,5,8			10.0	150	3.0	3-4	190.0	1.0
200658101806	ダ	右	1700	晴	良	13:00	アタックチャレンジ競		2006-10-18	6	札幌(地)	2	(規定)		8	190	1	8	120	1	12	150	2	8-12	1400	6	8=>12	2350	8.0	3-8-12	4310	15.0	8=>12=>3	15780	32.0	(1,10,12),(4,11),7,8,(2,3),6,9,5	110124117823695	1,(10,12),(4,8),11,(2,3),7,(5,6),9	1,12,8,(4,11,3),(2,10,6),5,7-9			3.0	220	5.0	6-8	560.0	2.0
200658101807	ダ	右	1000	晴	良	13:30	ニセコ町ミルクランド		2006-10-18	6	札幌(地)	2	60万円以下	(規定)	12	390	2	12	130	2	8	100	1	8-12	390	1	12=>8	1530	6.0	6-8-12	780	1.0	12=>8=>6	3980	9.0			12,(6,8),7,4,10,(1,3),5,9,11,2	12,(6,8),7,4,10,1,3,(11,5),9,2			6.0	160	3.0	6-8	380.0	2.0
200658101808	ダ	右	1700	晴	良	14:05	道の駅230ルスツ賞		2006-10-18	6	札幌(地)	2	60万円以下	(規定)	7	1800	6	7	590	7	9	260	4	7-9	2410	11	7=>9	7910	25.0	3-7-9	3040	11.0	7=>9=>3	27810	76.0	11,(2,9),(3,4,7),(1,6)-5,(8,10)	(2,11),9,(1,3),4,7,6-5,10,8	(2,11,9),7,(1,3,4),10,6,5,8	(2,9,7),11,(1,3,4),10,8,6,5			3.0	190	2.0	6-7	1320.0	6.0
200658101809	ダ	右	1700	晴	良	14:40	蘭越町おいしいらんこ 		2006-10-18	6	札幌(地)	2	100万円以下	(規定)	2	3860	10	2	550	7	4	790	9	2-4	30200	53	2=>4	98880	117.0	2-4-7	100620	172.0	2=>4=>7	547300	891.0	(1,3,4,13),14,6,(7,8),(5,10),9,11,2	(1,3,4),13,6,14,7,(5,8),10,9,11,2	1,4,3,(10,13),6,7,14,2,8,5,(9,11)	(1,4),(10,13),(3,2),(6,7),(5,14,8),(9,11)			7.0	410	5.0	2-3	22300.0	31.0
200658101810	ダ	右	1000	晴	良	15:15	テイエムオペラオー賞 		2006-10-18	6	札幌(地)	2	(規定)		10	440	2	10	120	2	7	100	1	7-10	310	1	10=>7	1150	5.0	4-7-10	1680	6.0	10=>7=>4	7010	24.0			(7,10),1,(4,8),(5,6),3,9,2	(7,10),1,(4,8),(3,5,9),6,2			4.0	170	3.0	7-8	240.0	1.0
200658101811	ダ	右	1700	晴	良	15:50	オーガニック北海道特 		2006-10-18	6	札幌(地)	2	130万円以下	(規定)	7	990	5	7	310	5	6	220	2	6-7	1710	3	7=>6	4150	14.0	6-7-11	33730	115.0	7=>6=>11	174500	569.0	8,13,(2,10,12),(1,4),6,7,(3,9),11,(5,14)	8,(13,10),(2,12),(1,4),6,7,3,(11,9),(5,14)	8,13,(2,10,12),(1,4),6,(3,11,7),(5,9),14	8,(2,13,12),(1,4,6),(10,11,7),(3,5,14),9			11.0	690	10.0	4-5	840.0	3.0
200658101901	ダ	右	1000	曇	良	10:30	D3　ー4組		2006-10-19	6	札幌(地)	3	40万円以下	(規定)	7	580	3	7	170	4	8	150	3	7-8	1530	7	7=>8	2720	13.0	1-7-8	350	1.0	7=>8=>1	6890	25.0			(1,5,6,7),8,4,3,2	1,(6,7,8),(4,5),3,2			1.0	120	1.0			
200658101902	ダ	右	1700	曇	良	11:00	2歳　未勝利		2006-10-19	6	札幌(地)	3	(規定)		1	170	1	1	100	1	6	170	3	1-6	530	3	1=>6	710	3.0	1-2-6	560	2.0	1=>6=>2	2160	6.0	(3,5),(1,4),7,10,2,6,(8,9)	3,(4,5),1,7,(10,2),(8,9),6	(3,4,5),1,(8,10,7),2,6,9	(4,5,1),(8,7),(10,2,6),3,9			2.0	170	4.0	1-6	470.0	2.0
200658101903	ダ	右	1000	曇	良	11:30	2歳　未勝利		2006-10-19	6	札幌(地)	3	(規定)		9	800	4	9	360	6	11	210	3	9-11	1860	5	9=>11	3080	10.0	9-10-11	17880	70.0	9=>11=>10	100470	314.0			(1,4),6,10,9,11,2,12,(7,8),3,5	(1,4,6),10,9,11,2,12,8,(7,3)-5			10.0	520	8.0	7-8	1920.0	10.0
200658101904	ダ	右	1000	曇	良	12:00	アタックチャレンジ競		2006-10-19	6	札幌(地)	3	(規定)		8	840	5	8	400	7	3	300	4	3-8	2900	14	8=>3	7060	27.0	3-6-8	7580	30.0	8=>3=>6	48760	176.0			4,6,3,8,(2,5,10),7,1,9	4,6,3,8,10,(2,5),7,1,9			6.0	370	6.0	3-7	1120.0	6.0
200658101905	ダ	右	1700	曇	良	12:30	アタックチャレンジ競		2006-10-19	6	札幌(地)	3	(規定)		7	940	5	7	210	4	8	180	3	7-8	2030	8	7=>8	5490	20.0	7-8-9	4430	16.0	7=>8=>9	37150	114.0	(3,9),4,(5,8,11),2,(1,12),10,6,7	3,9,(4,5,8,11),(2,12),1,10,7,6	(3,9),4,8,11,12,10,(2,6),1,7,5	9,(4,8,11),3,12,10,(6,7),1,2-5			9.0	290	5.0	6-6	3180.0	13.0
200658101906	ダ	右	1000	曇	良	13:00	D3　ー3組		2006-10-19	6	札幌(地)	3	40万円以下	(規定)	7	140	1	7	100	1	8	180	3	7-8	1020	3	7=>8	1080	4.0	2-7-8	6980	16.0	7=>8=>2	11890	33.0			3,7-(8,11),6,9,5,2,10,4-1	(3,7)-8,(6,11),9,2,5,10,4,1			2.0	420	7.0	6-7	750.0	3.0
200658102401	ダ	右	1000	晴	良	10:30	2歳　未勝利		2006-10-24	6	札幌(地)	4	(規定)		10	640	3	10	170	3	7	190	4	7-10	1990	7	10=>7	4620	13.0	7-10-12	1420	5.0	10=>7=>12	13110	46.0			(7,9,10),(5,12),(2,8),3,(6,4),1,11	(7,9,10),(5,12),2,8,(3,4),(1,6),11			12.0	100	1.0	6-7	1600.0	7.0
200658102402	ダ	右	1700	晴	良	11:00	2歳　未勝利		2006-10-24	6	札幌(地)	4	(規定)		11	1430	8	11	380	8	4	100	1	4-11	1530	6	11=>4	4160	14.0	4-9-11	2140	7.0	11=>4=>9	11280	31.0	9,10,(1,3),(2,6,7),(4,8),11,12	9,10,(1,3),(7,4,8),(2,6),11,12	91038411127612	9,(10,3,8),(4,11)-1,2,7,12,6			9.0	150	2.0	4-8	1210.0	6.0
200658102403	ダ	右	1000	晴	良	11:30	アタックチャレンジ競		2006-10-24	6	札幌(地)	4	(規定)		8	260	1	8	120	1	5	150	2	5-8	680	2	8=>5	1040	2.0	5-8-12	7140	26.0	8=>5=>12	19180	58.0			6,7,11,(4,12),(10,8),(2,5),(3,9),1	6,4,(7,11,12),(10,8),5,(2,3),9,1			12.0	280	6.0	5-6	300.0	1.0
200658102404	ダ	右	1700	晴	良	12:00	アタックチャレンジ競		2006-10-24	6	札幌(地)	4	(規定)		10	1410	4	10	190	4	8	100	1	8-10	1170	3	10=>8	4640	18.0	8-9-10	890	1.0	10=>8=>9	8860	23.0	(5,7,12),(4,9,11),(2,8),10,1,6,3	5,7,12,(4,9,11),(2,8),10,1,(3,6)	5,7,12,(4,9,11,8),10,3,(1,6),2	(5,7,9,11,8),(3,4,10),(1,12),6,2			9.0	130	2.0	6-7	300.0	1.0
200658102405	ダ	右	1700	晴	良	12:30	D2　ー1組		2006-10-24	6	札幌(地)	4	60万円以下	(規定)	1	200	1	1	100	1	6	280	5	1-6	460	1	1=>6	650	1.0	1-6-12	3200	7.0	1=>6=>12	9710	27.0	(1,6),(2,7,11),3,(4,9),12,(5,8),10	1,6,7,(2,11),4,3,9,12,8,5,10	1,6,(2,4,7),(12,11),9,(3,8,10),5	1,6,(4,7,9),(12,11),(2,3,10),(8,5)			12.0	330	6.0	1-5	490.0	2.0
200658102406	ダ	右	1000	晴	良	13:00	2歳　4		2006-10-24	6	札幌(地)	4	100万円以下	(規定)	4	590	2	4	220	6	7	100	1	4-7	1110	2	4=>7	1540	1.0	1-4-7	6390	24.0	4=>7=>1	18670	41.0			4,7,(10,11),1,(3,6),12,5,(2,8),9	4,7,(10,11),1,(3,6),12,(5,8),9-2			1.0	200	5.0	4-6	620.0	1.0
200658102407	ダ	右	1700	晴	良	13:30	ホッカイドウ競馬三石 		2006-10-24	6	札幌(地)	4	100万円以下	(規定)	6	340	2	6	160	2	5	630	8	5-6	2140	8	6=>5	2350	8.0	5-6-8	2870	9.0	6=>5=>8	12570	38.0	7,8,(1,4,5,9),2,6,3	7,8,(5,9),4,1,(2,6),3	8,(7,5,9),4,6,3-2-1	(8,5),9,(7,4),6,3-2=1			8.0	270	3.0	5-6	2070.0	8.0
200658102408	ダ	右	1700	晴	良	14:00	池田ワイン城特別 		2006-10-24	6	札幌(地)	4	80万円以下	(規定)	6	6820	10	6	1,240	13	3	130	1	3-6	31860	52	6=>3	51050	89.0	2-3-6	68100	131.0	6=>3=>2	1197300	1167.0	12,7,(3,8),(11,14),(1,5,6,9,10,13),4,2	12,(7,8),(14,10,13),3,(1,9),11,(5,6),(4,2)	12,8,(7,13),10,(14,1,3),11,(5,9),6,(4,2)	12,(8,13,3),14,(7,1),(5,11,10,6,9),(4,2)			2.0	460	7.0	3-4	2460.0	11.0
200658102409	ダ	右	1700	晴	良	14:35	三石町・静内町合併記 		2006-10-24	6	札幌(地)	4	160万円以下	(規定)	7	480	2	7	180	2	2	470	5	2-7	2740	10	7=>2	5360	19.0	2-7-9	13810	49.0	7=>2=>9	55650	151.0	11,(4,10),13,12,(1,3,5,8),2,7,(6,9),14	11,(4,10),12,(1,3,13),(2,5,8),7,6,9,14	11,(4,10),12,(2,3),(1,13),(7,8),9,5,(6,14)	11,10,(4,12),(1,7,2),(13,3),(5,9),(8,14),6			9.0	300	3.0	2-5	3080.0	13.0
200658102410	ダ	右	1700	晴	良	15:10	池田町長杯十勝ワイン 		2006-10-24	6	札幌(地)	4	400万円以下	(規定)	7	460	2	7	190	2	4	610	8	4-7	5670	21	7=>4	6680	28.0	4-6-7	21650	66.0	7=>4=>6	96780	246.0	10,5,6,(7,8),1,(2,3),13,4,9,12,11	10,5,6,(7,8),1,(2,3),13,4,(9,12),11	10,5,6,7,8,1,3,(2,13,12),4,(9,11)	(10,5,6),(8,7),1,13,2,(4,12,11),9,3			6.0	380	7.0	4-5	1560.0	7.0
200658102501	ダ	右	1000	晴	良	10:30	2歳　未勝利		2006-10-25	6	札幌(地)	5	(規定)		4	390	2	4	220	6	6	150	1	4-6	420	1	4=>6	780	2.0	4-6-11	12300	35.0	4=>6=>11	31540	86.0			(4,7),8,9,(2,10),5,12,11,6,1,3	4,7,(2,8,9),(5,11,10),12,6,(1,3)			11.0	2,270	12.0	4-5	490.0	2.0
200658102502	ダ	右	1700	晴	良	11:00	2歳　未勝利		2006-10-25	6	札幌(地)	5	(規定)		5	300	1	5	140	1	10	220	5	5-10	880	4	5=>10	2170	9.0	5-8-10	2230	7.0	5=>10=>8	12490	40.0	8,(7,11,12),(2,10),5,6,1,9,3	8,(7,11,12),(2,10)-5-6,(1,9,3)	8,7,11,(2,10),12,5,6,1,9,3	(8,10),7,2,11,5,6,(12,1),9,3			8.0	200	4.0	5-7	760.0	4.0
200658102503	ダ	右	1000	晴	良	11:30	アタックチャレンジ競		2006-10-25	6	札幌(地)	5	牝(規定)		9	310	1	9	130	1	4	160	2	4-9	870	2	9=>4	1350	5.0	2-4-9	2730	6.0	9=>4=>2	10640	21.0			5,7,4,11,12,9,(1,3),10,8,2,6	5,7,4,(11,12),(3,9),(2,10),1,8,6			2.0	220	5.0	4-7	1040.0	3.0
200658102504	ダ	右	1000	晴	良	12:00	フレッシュチャレンジ		2006-10-25	6	札幌(地)	5	(規定)		4	1370	5	4	290	6	10	120	2	4-10	2300	10	4=>10	5490	21.0	4-6-10	1180	3.0	4=>10=>6	18270	57.0			4,10,7,(6,8),(5,1),9,3,2	4,10,6,8,7,(5,1),9,3,2			6.0	110	1.0	4-8	1760.0	6.0
200658102505	ダ	右	1700	晴	良	12:30	アタックチャレンジ競		2006-10-25	6	札幌(地)	5	(規定)		4	1060	5	4	260	5	6	240	4	4-6	2400	10	4=>6	4900	16.0	4-6-8	1710	6.0	4=>6=>8	10240	30.0	4,(6,9),3,(5,8),(2,7),10,1,(11,12)	4,6,9,(3,5,8),7,10,1,12,(2,11)	(4,6),(9,8),(3,5),7,10,1,(11,12),2	(4,6),8,9,(3,5,7),10,1,(11,12),2			8.0	160	2.0	4-5	1480.0	6.0
200658102506	ダ	右	1000	晴	良	13:00	D1　ー3組		2006-10-25	6	札幌(地)	5	80万円以下	(規定)	9	680	4	9	150	2	12	210	4	9-12	2270	11	9=>12	5390	19.0	3-9-12	6870	24.0	9=>12=>3	57070	165.0			7,12,9,(3,6),1,(4,11,5,10),8	(7,12),9,3,6,1,(4,5),(11,10),8			3.0	280	6.0	7-8	1720.0	9.0
200658102507	ダ	右	1700	晴	良	13:30	大谷地特別 		2006-10-25	6	札幌(地)	5	80万円以下	(規定)	7	1340	3	7	230	3	6	100	1	6-7	980	4	7=>6	4790	13.0	5-6-7	5850	22.0	7=>6=>5	77170	202.0	6,(4,3,11,13),(2,8),7,9,(1,12),5,14	6,(11,13),3,(4,8),(2,7),9,1,12,5,14	61113382479151214	6,(3,11,8),(4,2,13,7),(5,9),1,12,14			5.0	280	6.0	4-5	640.0	2.0
200658102508	ダ	右	1700	晴	良	14:05	西野特別 		2006-10-25	6	札幌(地)	5	80万円以下	(規定)	8	210	1	8	120	1	7	250	6	7-8	1520	5	8=>7	1640	5.0	7-8-10	2340	6.0	8=>7=>10	11700	25.0	1,(8,9,10),13,3,2,12,4,(6,11),(5,7)	1,8,9,10,3,(2,13),12,4,6,(5,11),7	(1,8),(9,10),13,(3,12),(4,6),2,5,(7,11)	8,(1,9,10),(3,13,12),(2,4,6),7,11,5			10.0	160	3.0	5-6	590.0	2.0
200658102509	ダ	右	1700	晴	良	14:40	日胆農協青年部「絆」 		2006-10-25	6	札幌(地)	5	400万円以下	(規定)	3	380	2	3	200	3	8	250	4	3-8	1190	4	3=>8	2410	8.0	1-3-8	9590	30.0	3=>8=>1	41400	133.0	11,(7,9),10,8,(5,12),3,6,1,(2,4)	7,(9,11),10,8,5,12,3,6,1,(2,4)	7,9,(11,3),(8,10),12,5,6,1,2,4	(11,3),7,9,8,5,(12,10),(2,6),1,4			1.0	770	10.0	3-6	340.0	1.0
200658102510	ダ	右	1700	晴	良	15:20	マリエンバード賞 		2006-10-25	6	札幌(地)	5	(規定)		7	250	1	7	140	1	3	210	3	3-7	630	1	7=>3	1140	2.0	3-7-13	3120	9.0	7=>3=>13	10520	21.0	7,13,6,(2,4),(1,10),(3,5),(8,11),(12,14),9	7,13,6,2,4,(1,10),3,(12,5),8,11,(9,14)	7,13,(12,6,4),2,5,(3,10),1,8,(11,14),9	7,13,(2,12,4,3),6,1,(8,5),(9,10,11),14			13.0	390	9.0	3-5	460.0	1.0
200658102511	ダ	右	1700	晴	良	15:55	浦河町獣医師会特別 		2006-10-25	6	札幌(地)	5	800万円以下	(別定)	1	280	2	1	130	1	8	160	3	1-8	810	2	1=>8	1320	4.0	1-2-8	3010	9.0	1=>8=>2	13140	38.0	8,2,(1,3,6),7,9,5,10,4	8,2,1,(3,6),7,9,(10,5),4	8,2,(1,6),(3,4),7,10,(5,9)	1,8,2,4,(10,3,6),(9,7),5			2.0	280	6.0	1-7	700.0	2.0
200658102601	ダ	右	1000	曇	良	10:30	2歳　未勝利		2006-10-26	6	札幌(地)	6	(規定)		8	190	1	8	100	1	1	130	2	1-8	640	2	8=>1	950	2.0	1-5-8	710	1.0	8=>1=>5	2700	2.0			8,(10,11),(1,5),9,(2,6,12),(4,7),3	(8,5),(1,10),(9,11,12),(2,6),7,4,3			5.0	140	3.0	1-6	590.0	3.0
200658102602	ダ	右	1000	曇	良	11:00	アタックチャレンジ競		2006-10-26	6	札幌(地)	6	(規定)		3	310	2	3	190	5	10	280	6	3-10	4060	15	3=>10	5130	18.0	3-8-10	2460	6.0	3=>10=>8	21110	70.0			(3,9),7,(10,11,12),1,4,2,5,6,8	3,(9,7),10,(1,11,12),(2,4),5,6,8			8.0	120	1.0	3-7	1160.0	5.0
200658102603	ダ	右	1000	曇	良	11:30	アタックチャレンジ競		2006-10-26	6	札幌(地)	6	(規定)		7	270	1	7	130	1	2	190	4	2-7	500	1	7=>2	900	2.0	2-3-7	12170	27.0	7=>2=>3	27260	81.0			(2,5),7,10,(11,12),8,4,9,3,1,6	2,5,7,10,(11,12,9),(4,8),3-6,1			3.0	680	8.0	2-6	410.0	1.0
200658102604	ダ	右	1700	曇	良	12:00	アタックチャレンジ競		2006-10-26	6	札幌(地)	6	(規定)		12	570	3	12	200	4	7	110	1	7-12	850	3	12=>7	2210	6.0	3-7-12	3520	7.0	12=>7=>3	15130	43.0	(4,7,8,12),1,6,3,(2,10,11),9,5	7,(4,8),12,(1,6),3,2,10,11,(5,9)	7,(8,12),4,6,3,1,10,(2,11),5,9	7,8,12,3,4,(2,6),(1,10,11),5,9			3.0	170	3.0	6-8	440.0	2.0
200658102605	ダ	右	1000	曇	良	12:30	アタックチャレンジ競		2006-10-26	6	札幌(地)	6	(規定)		2	910	3	2	130	3	6	110	2	2-6	1570	7	2=>6	3900	12.0	2-6-10	570	1.0	2=>6=>10	7320	24.0			2,6,(1,7),9,10,12,(5,11),3,(4,8)	2,6,(1,7),10,9,(5,11,12),(3,8),4			10.0	100	1.0	2-5	1440.0	6.0
200658102606	ダ	右	1000	晴	良	13:00	日高軽種馬農業協同組		2006-10-26	6	札幌(地)	6	80万円以下	(規定)	7	200	1	7	110	1	10	740	10	7-10	4280	17	7=>10	6270	20.0	5-7-10	21830	66.0	7=>10=>5	141950	374.0			7,9,10,(8,11),6,(1,5,12),4,2,3	7,(9,10),(8,11),(6,5),1,(4,12),(2,3)			5.0	350	6.0	6-7	1200.0	6.0
200658102607	ダ	右	1700	晴	良	13:30	新冠町軽種馬生産振興 		2006-10-26	6	札幌(地)	6	80万円以下	(規定)	7	4890	6	7	240	5	13	100	1	7-13	2320	9	7=>13	11510	25.0	5-7-13	1750	6.0	7=>13=>5	32330	82.0	(14,13),7,(1,4,5),3,12,8,(6,9,10),11	14,13-(1,7),4,(3,5),(8,12),10,(6,9,11)	(14,13),5,7,(1,4,12),(3,8,10,11),(6,9)	(14,13),7,(1,5),12,(3,8,4),(6,11),10,9			5.0	110	2.0	5-8	1210.0	7.0
200658102608	ダ	右	1000	晴	良	14:05	星置川特別 		2006-10-26	6	札幌(地)	6	800万円以下	(規定)	2	880	5	2	200	5	5	130	2	2-5	1300	7	2=>5	3130	14.0	2-3-5	550	2.0	2=>5=>3	5860	17.0			(5,7,8),3,2,4,1,6	5,(7,8),3,2,4,1,6			3.0	120	1.0			
200658103101	ダ	右	1000	晴	良	10:30	2歳　未勝利		2006-10-31	7	札幌(地)	1	(規定)		1	470	3	1	250	5	2	200	3	1-2	1990	8	1=>2	3520	12.0	1-2-7	3180	12.0	1=>2=>7	19080	61.0			(6,7),1,2,4,8,(5,3)	(6,7),1,2,4,(5,8,3)			7.0	190	2.0			
200658103102	ダ	右	1000	晴	良	11:00	2歳　未勝利		2006-10-31	7	札幌(地)	1	(規定)		5	240	1	5	110	3	6	100	1	5-6	270	1	5=>6	740	2.0	4-5-6	320	1.0	5=>6=>4	1580	2.0			2,(5,7),8,(4,6),3,1	2,5,(3,7),(4,6),8,1			4.0	110	2.0			
200658103103	ダ	右	1000	晴	良	11:30	D3　ー4組		2006-10-31	7	札幌(地)	1	40万円以下	(規定)	1	1360	5	1	410	6	5	230	3	1-5	5520	15	1=>5	16240	33.0	1-2-5	7250	23.0	1=>5=>2	72490	166.0			6,5,11,7,(1,8,4),3,10,2,9	6,5,(1,4),11,8,3,(2,7),10,9			2.0	360	4.0	1-5	7270.0	19.0
