	track	direction	distance	weather	going	start_at	title	grade	date	round	place	days	requirement	rule	単勝:的中	単勝:配当	単勝:人気	複勝_1:的中	複勝_1:配当	複勝_1:人気	複勝_2:的中	複勝_2:配当	複勝_2:人気	複勝_3:的中	複勝_3:配当	複勝_3:人気	馬連:的中	馬連:配当	馬連:人気	馬単:的中	馬単:配当	馬単:人気	三連複:的中	三連複:配当	三連複:人気	三連単:的中	三連単:配当	三連単:人気	spacing_on_corner:1	spacing_on_corner:2	spacing_on_corner:3	spacing_on_corner:4	laptime	pacemaker	枠連:的中	枠連:配当	枠連:人気	枠単:的中	枠単:配当	枠単:人気	ワイド_1:的中	ワイド_1:配当	ワイド_1:人気	ワイド_2:的中	ワイド_2:配当	ワイド_2:人気	ワイド_3:的中	ワイド_3:配当	ワイド_3:人気
201147112405	ダ	右	1600	晴	稍重	12:50	サラ系C11組		2011-11-24	14	笠松	3			3.0	170.0	1.0	3.0	100	2.0	2.0	100	1.0	1.0	190	5.0	2-3	120.0	1.0	3=>2	310.0	2.0	1-2-3	1430.0	6.0	3=>2=>1	6470.0	16.0		27463185	27364185	2,7,3,6,1,4-8-5			2-3	190.0	1.0	3=>2	470.0	3.0									
201147112406	ダ	右	1400	晴	稍重	13:20	サラ系C16組		2011-11-24	14	笠松	3			7.0	110.0	1.0	7.0	100	1.0	5.0	130	2.0	6.0	270	6.0	5-7	210.0	1.0	7=>5	240.0	1.0	5-6-7	670.0	4.0	7=>5=>6	1360.0	6.0		758946231.0	759846231.0	759648321.0			5-7	230.0	1.0	7=>5	280.0	1.0									
201147112407	ダ	右	1600	晴	稍重	13:50	サラ系C14組特選		2011-11-24	14	笠松	3			2.0	110.0	1.0	2.0	100	1.0	3.0	150	3.0	5.0	110	2.0	2-3	310.0	2.0	2=>3	440.0	2.0	2-3-5	230.0	1.0	2=>3=>5	680.0	2.0		2519486310	2,5,9,1,8,4,3,6-10	2,5,9,8,3,1,4-6-10			2-3	370.0	2.0	2=>3	390.0	2.0									
201147112408	ダ	右	1400	晴	稍重	14:20	サラ系C12・15組		2011-11-24	14	笠松	3			6.0	310.0	2.0	6.0	110	3.0	8.0	100	1.0	4.0	100	2.0	6-8	160.0	1.0	6=>8	670.0	3.0	4-6-8	310.0	1.0	6=>8=>4	1630.0	4.0		986127534.0	986712435.0	869472153.0			6-8	140.0	1.0	6=>8	450.0	2.0									
201147112409	ダ	右	1400	晴	良	14:55	JAぎふ農業まつり特 		2011-11-24	14	笠松	3			7.0	160.0	1.0	7.0	120	2.0	9.0	110	1.0	8.0	190	5.0	7-9	320.0	1.0	7=>9	490.0	1.0	7-8-9	480.0	1.0	7=>9=>8	2150.0	3.0		89732165104.0	89732615104.0	89763215104.0			7-8	210.0	1.0	7=>8	420.0	1.0									
201147112410	ダ	右	1400	晴	良	15:50	古太尽特別 		2011-11-24	14	笠松	3	(別定)		10.0	320.0	2.0	10.0	140	2.0	1.0	170	3.0	2.0	200	5.0	1-10	1540.0	7.0	10=>1	2900.0	13.0	1-2-10	2340.0	9.0	10=>1=>2	10760.0	38.0		10937214865	10,9,3,7,2,1,4,8,6-5	10,9,2,1,3,7,4,8,6-5			1-8	970.0	4.0	8=>1	1250.0	6.0									
201147112501	ダ	右	800	曇	稍重	10:50	サラ系2歳3組牝馬		2011-11-25	14	笠松	4	牝		2.0	110.0	1.0	2.0	100	1.0	9.0	120	2.0	1.0	140	3.0	2-9	160.0	1.0	2=>9	180.0	1.0	1-2-9	500.0	3.0	2=>9=>1	770.0	2.0				291834765.0			2-8	100.0	1.0	2=>8	110.0	1.0									
201147112502	ダ	右	1400	曇	稍重	11:15	サラ系C6組		2011-11-25	14	笠松	4			1.0	110.0	1.0	1.0	100	1.0	2.0	120	2.0	9.0	120	3.0	1-2	160.0	1.0	1=>2	180.0	1.0	1-2-9	170.0	1.0	1=>2=>9	330.0	1.0		291374865	2,9,1-3-7,4,8,6,5	1,2,9,3-7,4,6,8,5			1-2	150.0	1.0	1=>2	170.0	1.0									
201147112503	ダ	右	1400	曇	稍重	11:45	大輔・沙也香ラブラブ		2011-11-25	14	笠松	4			8.0	150.0	1.0	8.0	120	1.0	9.0	240	5.0	6.0	180	4.0	8-9	1180.0	6.0	8=>9	1460.0	5.0	6-8-9	1730.0	6.0	8=>9=>6	7890.0	24.0		891274635.0	892746315.0	896273451.0			8-8	1480.0	7.0	8=>8	1730.0	5.0									
201147112504	ダ	右	800	曇	稍重	12:15	JRA認定新馬チャレ		2011-11-25	14	笠松	4			9.0	180.0	1.0	9.0	100	1.0	7.0	180	5.0	6.0	150	3.0	7-9	860.0	8.0	9=>7	910.0	8.0	6-7-9	4560.0	10.0	9=>7=>6	10480.0	26.0				95347621.0			7-8	420.0	2.0	8=>7	1180.0	5.0									
201147112505	ダ	右	1600	曇	稍重	12:45	サラ系C4組		2011-11-25	14	笠松	4			7.0	130.0	1.0	7.0	100	2.0	9.0	100	1.0	3.0	140	3.0	7-9	210.0	1.0	7=>9	310.0	1.0	3-7-9	250.0	1.0	7=>9=>3	470.0	1.0		978432516	9,7-8,3,4,2,5-6,1	7,9-3,8,2,4,5-6,1			7-8	270.0	1.0	7=>8	240.0	1.0									
201147112506	ダ	右	1400	曇	稍重	13:15	サラ系B6・C3組		2011-11-25	14	笠松	4			2.0	310.0	2.0	2.0	100	2.0	7.0	100	1.0	1.0	180	5.0	2-7	470.0	7.0	2=>7	1010.0	12.0	1-2-7	1630.0	9.0	2=>7=>1	6280.0	18.0		2371105869.0	2371106859.0	2731610859.0			2-7	480.0	2.0	2=>7	910.0	3.0									
201147112507	ダ	右	1600	曇	稍重	13:45	サラ系C2組特選		2011-11-25	14	笠松	4			3.0	5690.0	8.0	3.0	860	8.0	9.0	150	2.0	7.0	230	4.0	3-9	12940.0	17.0	3=>9	23140.0	39.0	3-7-9	14020.0	29.0	3=>9=>7	170640.0	207.0		2,3,7,1,6,5,9,8,10-4	2,3,7,1,5,6,9,8,10-4	2,3,7,1,6,9,5,8,10-4			3-8	10800.0	19.0	3=>8	23110.0	41.0									
201147112508	ダ	右	1400	曇	稍重	14:15	サラ系2歳2組特選		2011-11-25	14	笠松	4			4.0	150.0	1.0	4.0	100	1.0	10.0	110	2.0	5.0	150	4.0	4-10	120.0	1.0	4=>10	190.0	1.0	4-5-10	170.0	1.0	4=>10=>5	410.0	1.0		2,10,3,4-8,5,9,7-1,6	2,10,4,3,5,8,7,9-1,6	10,4,5,2,3,7,8,9-6,1			4-8	140.0	1.0	4=>8	210.0	1.0									
201147112509	ダ	右	1400	曇	稍重	14:45	JRA認定未勝利馬リ		2011-11-25	14	笠松	4			3.0	100.0	1.0	3.0	100	1.0	6.0	100	2.0	8.0	100	3.0	3-6	160.0	1.0	3=>6	200.0	1.0	3-6-8	280.0	1.0	3=>6=>8	460.0	1.0		13821067954.0	38612105974.0	38261105974.0			3-6	210.0	1.0	3=>6	170.0	1.0									
201147112510	ダ	右	1400	曇	稍重	15:15	白川郷特別 		2011-11-25	14	笠松	4			6.0	190.0	1.0	6.0	110	1.0	5.0	1,120	10.0	2.0	160	3.0	5-6	8170.0	17.0	6=>5	10570.0	23.0	2-5-6	7570.0	19.0	6=>5=>2	56040.0	110.0		3,7,8,2,6,4,5,9,1-10	3,8,7,6,2,4,1,5,9-10	38624751910			5-6	12220.0	19.0	6=>5	15390.0	28.0									
201147112511	ダ	右	1400	曇	稍重	15:50	笠松グランプリ	G	2011-11-25	14	笠松	4	(別定)		10.0	110.0	1.0	10.0	100	1.0	4.0	110	2.0	5.0	150	4.0	4-10	180.0	1.0	10=>4	180.0	1.0	4-5-10	290.0	1.0	10=>4=>5	520.0	1.0		10372485169.0	10327485196.0	10527394186.0			4-8	150.0	1.0	8=>4	170.0	1.0									
201147121201	ダ	右	1400	晴	良	11:00	サラ系2歳3組		2011-12-12	15	笠松	1			6.0	2740.0	6.0	6.0	200	4.0	3.0	4,430	8.0	7.0	140	2.0	3-6	31340.0	27.0	6=>3	318380.0	54.0	3-6-7	72710.0	51.0	6=>3=>7	1652610.0	302.0		16547823.0	16573842.0	63521748.0																	
201147121202	ダ	右	1400	晴	良	11:30	サラ系C30組牝馬		2011-12-12	15	笠松	1	牝		10.0	170.0	1.0	10.0	100	1.0	3.0	110	2.0	1.0	310	7.0	3-10	330.0	1.0	10=>3	320.0	1.0	1-3-10	1820.0	5.0	10=>3=>1	2720.0	8.0		10867543219.0	10485627139.0	10458361279.0			3-8	270.0	1.0	8=>3	440.0	1.0									
201147121203	ダ	右	1400	晴	良	12:00	サラ系C29組		2011-12-12	15	笠松	1			5.0	260.0	2.0	5.0	120	2.0	1.0	150	3.0	10.0	340	6.0	1-5	410.0	2.0	5=>1	510.0	1.0	1-5-10	840.0	2.0	5=>1=>10	2200.0	5.0		31510829476	31510894267	1,5,3,10-8,4,9,6,2,7			1-5	320.0	1.0	5=>1	320.0	1.0									
201147121204	ダ	右	1400	晴	良	12:35	サラ系2歳2組特選		2011-12-12	15	笠松	1			5.0	230.0	2.0	5.0	100	2.0	2.0	100	1.0	6.0	250	5.0	2-5	300.0	1.0	5=>2	460.0	1.0	2-5-6	850.0	3.0	5=>2=>6	2320.0	7.0		25783614	25786431	5,2,8,6,7,4,3-1																	
201147121205	ダ	右	800	晴	良	13:05	サラ系C28組		2011-12-12	15	笠松	1			8.0	110.0	1.0	8.0	100	1.0	2.0	110	2.0	1.0	210	5.0	2-8	150.0	1.0	8=>2	270.0	1.0	1-2-8	1120.0	5.0	8=>2=>1	1610.0	5.0				82914753106.0			2-7	210.0	1.0	7=>2	240.0	1.0									
201147121206	ダ	右	1400	晴	良	13:35	サラ系C27組		2011-12-12	15	笠松	1			2.0	470.0	3.0	2.0	170	4.0	4.0	110	1.0	6.0	140	3.0	2-4	510.0	2.0	2=>4	1470.0	6.0	2-4-6	920.0	3.0	2=>4=>6	5050.0	16.0		21017654389	21061745389	6,2,10,4,1,7,3,5,8=9			2-4	390.0	2.0	2=>4	1230.0	5.0									
201147121401	ダ	右	800	曇	良	11:00	サラ系2歳6組		2011-12-14	15	笠松	2			9.0	120.0	1.0	9.0	120	2.0	4.0	320	6.0	3.0	110	1.0	4-9	2830.0	7.0	9=>4	4040.0	8.0	3-4-9	930.0	4.0	9=>4=>3	8210.0	20.0				9341087621.0			4-8	4750.0	11.0	8=>4	4000.0	11.0									
201147121402	ダ	右	1400	曇	良	11:30	サラ系2歳5組牝馬		2011-12-14	15	笠松	2	牝		2.0	230.0	1.0	2.0	140	3.0	6.0	130	2.0	10.0	200	4.0	2-6	430.0	1.0	2=>6	1110.0	4.0	2-6-10	2170.0	6.0	2=>6=>10	7280.0	25.0		16210598734.0	16109258374.0	16102983574.0			2-6	560.0	3.0	2=>6	1130.0	7.0									
201147121403	ダ	右	1400	晴	良	12:00	サラ系C24組		2011-12-14	15	笠松	2			5.0	110.0	1.0	5.0	100	1.0	10.0	100	2.0	3.0	150	3.0	5-10	190.0	1.0	5=>10	330.0	1.0	3-5-10	190.0	1.0	5=>10=>3	580.0	1.0		53101682974	53101682947	5,10,3,1,2,8,6,9,4=7			5-8	230.0	1.0	5=>8	280.0	1.0									
201147121404	ダ	右	1400	晴	良	12:35	サラ系C23組		2011-12-14	15	笠松	2			8.0	130.0	1.0	8.0	110	1.0	9.0	190	5.0	6.0	310	6.0	8-9	260.0	1.0	8=>9	300.0	1.0	6-8-9	2610.0	8.0	8=>9=>6	3480.0	14.0		89105462371.0	89510642371.0	89510623471.0			7-8	140.0	1.0	7=>8	150.0	1.0									
201147121405	ダ	右	1400	晴	良	13:10	サラ系C8組		2011-12-14	15	笠松	2			5.0	750.0	4.0	5.0	130	2.0	4.0	140	3.0	9.0	140	4.0	4-5	1580.0	7.0	5=>4	3440.0	14.0	4-5-9	1750.0	6.0	5=>4=>9	15430.0	46.0		456978123.0	456978123.0	456918273.0			4-5	1510.0	6.0	5=>4	3700.0	14.0									
201147121501	ダ	右	1400	晴	良	11:00	サラ系C17組		2011-12-15	15	笠松	3			5.0	100.0	1.0	5.0	100	1.0	1.0	130	2.0	2.0	130	3.0	1-5	200.0	1.0	5=>1	200.0	1.0	1-2-5	190.0	1.0	5=>1=>2	430.0	1.0		58269173410.0	58126793410.0	51826739104.0			1-5	210.0	1.0	5=>1	220.0	1.0									
201147121502	ダ	右	1400	晴	良	11:30	サラ系C16組		2011-12-15	15	笠松	3			9.0	2240.0	6.0	9.0	230	6.0	4.0	120	2.0	3.0	100	1.0	4-9	1440.0	8.0	9=>4	4790.0	16.0	3-4-9	480.0	3.0	9=>4=>3	11060.0	34.0		10143958762.0	10493158672.0	10493518627.0			4-8	660.0	2.0	8=>4	2520.0	11.0									
201147121503	ダ	右	1400	晴	良	12:00	サラ系C15組		2011-12-15	15	笠松	3			9.0	700.0	2.0	9.0	180	3.0	2.0	130	2.0	8.0	480	5.0	2-9	3020.0	5.0	9=>2	4500.0	9.0	2-8-9	13460.0	14.0	9=>2=>8	47420.0	54.0		46985721031.0	46931087215.0	94638721015.0			2-8	1300.0	5.0	8=>2	3640.0	8.0									
201147121504	ダ	右	1400	晴	良	12:30	サラ系C14組		2011-12-15	15	笠松	3			2.0	190.0	1.0	2.0	100	1.0	3.0	100	2.0	1.0	110	3.0	2-3	120.0	1.0	2=>3	230.0	1.0	1-2-3	250.0	1.0	2=>3=>1	790.0	1.0		12936810475.0	12391086457.0	21310986457.0			2-3	130.0	1.0	2=>3	230.0	1.0									
201147121505	ダ	右	1400	晴	良	13:00	サラ系C10・13組		2011-12-15	15	笠松	3			9.0	540.0	2.0	9.0	100	2.0	4.0	100	1.0	8.0	110	3.0	4-9	180.0	1.0	9=>4	1180.0	4.0	4-8-9	340.0	1.0	9=>4=>8	3410.0	13.0		48391710256.0	48932710651.0	48932710651.0			4-8	210.0	1.0	8=>4	1250.0	5.0									
201147121506	ダ	右	1400	晴	良	13:30	サラ系B4組		2011-12-15	15	笠松	3			4.0	180.0	1.0	4.0	140	1.0	5.0	170	6.0	3.0	160	2.0	4-5	1110.0	4.0	4=>5	1440.0	6.0	3-4-5	1170.0	4.0	4=>5=>3	6040.0	20.0		25913468710.0	25931410678.0	53249110768.0			4-5	1070.0	5.0	4=>5	1670.0	7.0									
201147121507	ダ	右	1600	晴	良	14:00	サラ系C9組		2011-12-15	15	笠松	3			8.0	350.0	3.0	8.0	130	3.0	3.0	120	2.0	5.0	110	1.0	3-8	250.0	1.0	8=>3	670.0	3.0	3-5-8	180.0	1.0	8=>3=>5	1170.0	3.0		18103795624	1,8,6,10,3,7,9,5-2-4	8,1,5,10,3,6,9,7,2=4			3-7	280.0	1.0	7=>3	610.0	3.0									
201147121508	ダ	右	1400	曇	良	14:30	サラ系C12組特選		2011-12-15	15	笠松	3			2.0	180.0	1.0	2.0	110	1.0	6.0	160	3.0	1.0	200	5.0	2-6	360.0	1.0	2=>6	510.0	1.0	1-2-6	950.0	4.0	2=>6=>1	1850.0	4.0		29611057438	29101657438	2,6,10,1,9,5,4,7=3,8			2-6	340.0	1.0	2=>6	530.0	2.0									
201147121509	ダ	右	1400	曇	良	15:00	サラ系B3組特選		2011-12-15	15	笠松	3			1.0	300.0	3.0	1.0	120	2.0	5.0	130	3.0	7.0	110	1.0	1-5	430.0	2.0	1=>5	960.0	4.0	1-5-7	430.0	1.0	1=>5=>7	1670.0	1.0		58193726104	5,1,8,9,3,7,2,10,6-4	5,1,8,9,3,7,2,10,6=4			1-5	480.0	3.0	1=>5	870.0	3.0									
201147121510	ダ	右	1600	曇	良	15:30	新穂高特別 		2011-12-15	15	笠松	3			2.0	400.0	2.0	2.0	110	2.0	10.0	100	1.0	5.0	200	5.0	2-10	150.0	1.0	2=>10	700.0	2.0	2-5-10	690.0	3.0	2=>10=>5	4300.0	14.0		34510891267.0	34105829617.0	31052874691.0			2-8	160.0	1.0	2=>8	650.0	4.0									
201147121511	ダ	右	1600	曇	良	16:05	流葉特別 		2011-12-15	15	笠松	3			6.0	1820.0	5.0	6.0	210	5.0	2.0	140	4.0	3.0	120	1.0	2-6	5950.0	13.0	6=>2	16630.0	26.0	2-3-6	2640.0	6.0	6=>2=>3	38510.0	76.0		68139421075	6,8,1,3,4,10,9,2,7=5	6,3,8,1,4,2,9,10,7=5			2-6	5330.0	12.0	6=>2	21640.0	27.0									
201147121601	ダ	右	1400	曇	良	11:00	サラ系C22組		2011-12-16	15	笠松	4			4.0	260.0	2.0	4.0	100	2.0	1.0	100	1.0	8.0	100	3.0	1-4	200.0	1.0	4=>1	650.0	4.0	1-4-8	140.0	1.0	4=>1=>8	890.0	3.0		4815107962.0	4815107962.0	4185107962.0			1-4	250.0	1.0	4=>1	600.0	3.0									
201147121602	ダ	右	1400	曇	良	11:30	サラ系C21組		2011-12-16	15	笠松	4			8.0	130.0	1.0	8.0	100	2.0	2.0	100	1.0	9.0	220	6.0	2-8	120.0	1.0	8=>2	150.0	1.0	2-8-9	460.0	2.0	8=>2=>9	850.0	3.0		98275613104.0	98256713104.0	82965173104.0			2-7	140.0	1.0	7=>2	120.0	1.0									
201147121603	ダ	右	1400	曇	良	12:00	サラ系C20組		2011-12-16	15	笠松	4			1.0	150.0	1.0	1.0	110	2.0	6.0	100	1.0	8.0	130	3.0	1-6	130.0	1.0	1=>6	230.0	1.0	1-6-8	240.0	1.0	1=>6=>8	640.0	1.0		17682951034.0	18675102934.0	18671059324.0			1-6	130.0	1.0	1=>6	200.0	1.0									
201147121604	ダ	右	1400	曇	良	12:30	サラ系C19組		2011-12-16	15	笠松	4			4.0	230.0	2.0	4.0	120	2.0	5.0	190	4.0	8.0	120	3.0	4-5	510.0	2.0	4=>5	760.0	3.0	4-5-8	240.0	1.0	4=>5=>8	1660.0	7.0		41083295761.0	41085329761.0	48105237961.0			4-5	770.0	2.0	4=>5	630.0	3.0									
201147121605	ダ	右	1400	曇	良	13:00	彩ちゃんバース		2011-12-16	15	笠松	4	牝		5.0	300.0	2.0	5.0	150	3.0	9.0	100	1.0	6.0	170	4.0	5-9	590.0	3.0	5=>9	1230.0	6.0	5-6-9	1650.0	6.0	5=>9=>6	5890.0	20.0		6107538942.0	6105798342.0	6951087432.0			5-8	200.0	1.0	5=>8	340.0	1.0									
201147121606	ダ	右	1400	曇	良	13:30	サラ系C5組		2011-12-16	15	笠松	4			1.0	150.0	1.0	1.0	100	2.0	9.0	100	1.0	2.0	310	6.0	1-9	170.0	1.0	1=>9	240.0	1.0	1-2-9	710.0	3.0	1=>9=>2	1290.0	3.0		91057182463.0	91075124683.0	91271045683.0			1-8	200.0	1.0	1=>8	210.0	1.0									
201147121607	ダ	右	1600	曇	良	14:00	サラ系C4組		2011-12-16	15	笠松	4			7.0	1020.0	4.0	7.0	180	3.0	4.0	190	4.0	1.0	170	2.0	4-7	2510.0	6.0	7=>4	9940.0	19.0	1-4-7	4530.0	12.0	7=>4=>1	28880.0	72.0		91048372165.0	91048372156.0	10497235186.0			4-7	3850.0	9.0	7=>4	11440.0	20.0									
201147121608	ダ	右	1400	曇	良	14:30	サラ系B5・C3組		2011-12-16	15	笠松	4			6.0	190.0	1.0	6.0	120	1.0	4.0	150	3.0	7.0	370	5.0	4-6	310.0	2.0	6=>4	770.0	3.0	4-6-7	1070.0	3.0	6=>4=>7	2950.0	10.0		78641093521.0	78641039125.0	78641031952.0			4-6	350.0	2.0	6=>4	590.0	3.0									
201147121609	ダ	右	1400	曇	良	15:05	北アルプス賞		2011-12-16	15	笠松	4			5.0	380.0	2.0	5.0	120	2.0	2.0	120	1.0	6.0	210	5.0	2-5	170.0	1.0	5=>2	640.0	2.0	2-5-6	390.0	1.0	5=>2=>6	2180.0	7.0		1026457389.0	1026538497.0	2105638947.0			2-5	190.0	1.0	5=>2	700.0	2.0									
201147121610	ダ	右	1600	曇	良	15:40	じゅうろくタマルーに 		2011-12-16	15	笠松	4			7.0	170.0	1.0	7.0	100	1.0	6.0	120	2.0	4.0	330	7.0	6-7	190.0	1.0	7=>6	320.0	1.0	4-6-7	1000.0	3.0	7=>6=>4	1820.0	4.0		81091647235	81076194325	6,10,8,7,1,4,3,9,2-5			6-7	210.0	1.0	7=>6	310.0	1.0									
201147121611	ダ	右	1600	曇	良	16:15	師走特別 		2011-12-16	15	笠松	4			6.0	360.0	3.0	6.0	110	1.0	5.0	110	2.0	4.0	140	4.0	5-6	300.0	2.0	6=>5	890.0	5.0	4-5-6	170.0	1.0	6=>5=>4	1550.0	5.0		456973821.0	456791382.0	654713829.0			5-6	270.0	2.0	6=>5	970.0	5.0									
201147122701	ダ	右	1400	晴	不良	10:50	サラ系2歳5組		2011-12-27	16	笠松	1			10.0	1780.0	5.0	10.0	400	7.0	6.0	200	4.0	9.0	380	6.0	6-10	2390.0	10.0	10=>6	4660.0	19.0	6-9-10	30790.0	53.0	10=>6=>9	100260.0	210.0		10291768534.0	10297165384.0	10927651348.0			6-8	1320.0	10.0	8=>6	3370.0	20.0									
201147122702	ダ	右	1400	晴	不良	11:20	サラ系2歳4組		2011-12-27	16	笠松	1			4.0	470.0	3.0	4.0	300	4.0	1.0	190	3.0	2.0	1,090	8.0	1-4	1320.0	5.0	4=>1	3180.0	12.0	1-2-4	14900.0	35.0	4=>1=>2	53100.0	123.0		47198256103.0	47192610583.0	41967210538.0			1-4	1440.0	6.0	4=>1	3030.0	13.0									
201147122703	ダ	右	1400	晴	不良	11:50	サラ系C36組		2011-12-27	16	笠松	1			3.0	4900.0	9.0	3.0	500	8.0	1.0	110	1.0	9.0	110	2.0	1-3	7760.0	19.0	3=>1	36300.0	53.0	1-3-9	9010.0	24.0	3=>1=>9	153000.0	266.0		35191087642.0	35191076824.0	39157106284.0			1-3	9420.0	15.0	3=>1	36200.0	38.0									
201147122704	ダ	右	1400	晴	不良	12:45	サラ系C35組		2011-12-27	16	笠松	1			10.0	120.0	1.0	10.0	120	1.0	3.0	140	3.0	8.0	150	4.0	3-10	300.0	2.0	10=>3	390.0	2.0	3-8-10	740.0	3.0	10=>3=>8	1470.0	4.0		51034896721	5,10,3,8,9,7,6,4-2,1	10,3,5,8,9,7,6,4-2,1			3-8	340.0	2.0	8=>3	560.0	2.0									
201147122705	ダ	右	800	晴	不良	13:15	サラ系C33組		2011-12-27	16	笠松	1			10.0	180.0	1.0	10.0	120	1.0	4.0	120	3.0	5.0	190	4.0	4-10	410.0	2.0	10=>4	640.0	2.0	4-5-10	1030.0	4.0	10=>4=>5	2460.0	5.0				10425316987.0			4-8	430.0	2.0	8=>4	540.0	1.0									
201147122706	ダ	右	1400	晴	不良	13:45	サラ系C34組		2011-12-27	16	笠松	1			1.0	190.0	1.0	1.0	150	2.0	7.0	160	3.0	9.0	210	5.0	1-7	960.0	3.0	1=>7	1990.0	7.0	1-7-9	2730.0	10.0	1=>7=>9	11080.0	34.0		59101743862.0	59101743862.0	95101734286.0			1-7	1310.0	6.0	1=>7	1920.0	9.0									
201147122707	ダ	右	1400	晴	不良	14:15	サラ系C32組		2011-12-27	16	笠松	1			2.0	370.0	3.0	2.0	120	4.0	7.0	110	2.0	3.0	100	1.0	2-7	980.0	4.0	2=>7	1270.0	6.0	2-3-7	540.0	3.0	2=>7=>3	3860.0	13.0		87364121095.0	87326410159.0	87236104159.0			2-7	870.0	4.0	2=>7	1350.0	6.0									
201147122801	ダ	右	800	晴	不良	10:50	サラ系2歳7組牝馬		2011-12-28	16	笠松	2	牝		7.0	190.0	1.0	7.0	100	1.0	10.0	160	3.0	2.0	1,210	9.0	7-10	370.0	1.0	7=>10	580.0	1.0	2-7-10	10090.0	32.0	7=>10=>2	25740.0	88.0				7,10,4,8,2,9,5,6-3,1			7-8	280.0	1.0	7=>8	400.0	1.0									
201147122802	ダ	右	1400	晴	不良	11:20	サラ系2歳6組		2011-12-28	16	笠松	2			9.0	100.0	1.0	9.0	100	1.0	10.0	100	2.0	8.0	230	5.0	9-10	210.0	1.0	9=>10	190.0	1.0	8-9-10	300.0	1.0	9=>10=>8	550.0	1.0		9,10,8=7,6,4,1,3,5,2	9,10,8=7,6,5,1,4,2,3	9,10,8=7,6,2,5,3,1,4			8-8	180.0	1.0	8=>8	200.0	1.0									
201147122803	ダ	右	1400	晴	不良	11:55	サラ系C29組牝馬		2011-12-28	16	笠松	2	牝		3.0	180.0	1.0	3.0	140	3.0	4.0	110	1.0	9.0	440	6.0	3-4	240.0	1.0	3=>4	550.0	3.0	3-4-9	4250.0	8.0	3=>4=>9	7980.0	20.0		23459768101.0	34529681071.0	43592106817.0			3-4	320.0	2.0	3=>4	720.0	5.0									
201147122804	ダ	右	1400	晴	不良	12:50	サラ系C28組		2011-12-28	16	笠松	2			2.0	120.0	1.0	2.0	100	1.0	9.0	140	3.0	7.0	200	5.0	2-9	380.0	2.0	2=>9	390.0	2.0	2-7-9	860.0	3.0	2=>9=>7	1290.0	5.0		28971104536	28971453106	2,9,8,7=3,1,5,6,4,10			2-8	290.0	2.0	2=>8	410.0	2.0									
201147122805	ダ	右	1400	晴	不良	13:20	サラ系C27組		2011-12-28	16	笠松	2			4.0	570.0	4.0	4.0	150	3.0	5.0	100	1.0	6.0	240	5.0	4-5	1260.0	5.0	4=>5	2460.0	13.0	4-5-6	1510.0	6.0	4=>5=>6	5740.0	22.0		96754183102	9,6,7,5,4-1,8,3,10,2	9,6,4,7,5=8,1,3-10,2			4-5	840.0	4.0	4=>5	1760.0	9.0									
201147122806	ダ	右	1400	晴	不良	13:50	サラ系C26組		2011-12-28	16	笠松	2			4.0	280.0	2.0	4.0	140	3.0	3.0	110	1.0	1.0	230	4.0	3-4	210.0	2.0	4=>3	530.0	3.0	1-3-4	1520.0	3.0	4=>3=>1	3890.0	10.0		48310157692	4,8,3,10,1-5,7,6,9,2	4,8,3,1,10-5,7,6,9,2			3-4	250.0	2.0	4=>3	480.0	3.0									
201147122807	ダ	右	1400	晴	不良	14:20	サラ系C25組		2011-12-28	16	笠松	2			2.0	280.0	2.0	2.0	100	1.0	7.0	100	2.0	8.0	970	10.0	2-7	110.0	1.0	2=>7	250.0	2.0	2-7-8	2130.0	7.0	2=>7=>8	7040.0	18.0		92710418635.0	92710481635.0	29710486135.0			2-7	120.0	1.0	2=>7	200.0	1.0									
201147122808	ダ	右	1400	晴	不良	14:50	サラ系B5組		2011-12-28	16	笠松	2			3.0	960.0	5.0	3.0	160	4.0	10.0	140	3.0	9.0	100	1.0	3-10	2150.0	9.0	3=>10	5340.0	17.0	3-9-10	1370.0	5.0	3=>10=>9	18700.0	62.0		91037451682	9,10,7,3,4,5,1,8,6-2	9,10,7,3,4,5,1,8,6-2			3-8	1090.0	4.0	3=>8	2270.0	8.0									
201147122901	ダ	右	1400	曇	重	10:50	サラ系C24組		2011-12-29	16	笠松	3			8.0	230.0	2.0	8.0	110	2.0	10.0	100	1.0	4.0	150	4.0	8-10	430.0	2.0	8=>10	670.0	3.0	4-8-10	1920.0	5.0	8=>10=>4	3530.0	12.0		8105246173.0	8105426173.0	8510426173.0			7-8	620.0	2.0	7=>8	720.0	4.0									
201147122902	ダ	右	1400	曇	重	11:20	サラ系C23組		2011-12-29	16	笠松	3			8.0	100.0	1.0	8.0	100	1.0	9.0	110	3.0	7.0	100	2.0	8-9	170.0	1.0	8=>9	230.0	1.0	7-8-9	170.0	1.0	8=>9=>7	310.0	1.0		85479126310.0	85749126103.0	87952413610.0			7-8	200.0	1.0	7=>8	200.0	1.0									
201147122903	ダ	右	1400	曇	重	11:50	サラ系C22組		2011-12-29	16	笠松	3			9.0	510.0	3.0	9.0	160	4.0	4.0	110	1.0	10.0	110	2.0	4-9	470.0	2.0	9=>4	1350.0	6.0	4-9-10	320.0	1.0	9=>4=>10	3910.0	16.0		16793410528.0	16974310582.0	16947103582.0			4-8	160.0	1.0	8=>4	460.0	2.0									
