	track	direction	distance	weather	going	start_at	title	grade	date	round	place	days	requirement	rule	単勝:的中	単勝:配当	単勝:人気	複勝_1:的中	複勝_1:配当	複勝_1:人気	複勝_2:的中	複勝_2:配当	複勝_2:人気	複勝_3:的中	複勝_3:配当	複勝_3:人気	馬連:的中	馬連:配当	馬連:人気	馬単:的中	馬単:配当	馬単:人気	三連複:的中	三連複:配当	三連複:人気	三連単:的中	三連単:配当	三連単:人気	spacing_on_corner:1	spacing_on_corner:2	spacing_on_corner:3	spacing_on_corner:4	laptime	pacemaker	枠連:的中	枠連:配当	枠連:人気	枠単:的中	枠単:配当	枠単:人気
201047030809	ダ	右	1600	晴	重	15:20	サラ系B5組特選		2010-3-8	21	笠松	2			4	1220	4	4	290	5	6	110	1	2.0	430	6.0	4-6	950	3	4=>6	2470	10.0	2-4-6	3030	11.0	4=>6=>2	21430	53.0		634129857.0	643129758.0	643219758.0			4-6	870.0	3.0	4=>6	2700.0	10.0
201047030901	ダ	右	1400	雨	不良	11:00	サラ系3歳11組		2010-3-9	21	笠松	3			7	280	1	7	130	3	6	110	1	5.0	120	2.0	6-7	550	1	7=>6	1020	3.0	5-6-7	870	3.0	7=>6=>5	3740	8.0		17384652.0	17638452.0	71653482.0								
201047030902	ダ	右	1400	雨	不良	11:25	サラ系3歳10組		2010-3-9	21	笠松	3			6	710	2	6	220	4	7	110	1				6-7	450	3	6=>7	1600	5.0	6-7-8	700	4.0	6=>7=>8	6600	20.0		7651483.0	7,6,5,1,8,4=3	6,7,5,8,4,1=3								
201047030903	ダ	右	1400	雨	不良	11:50	サラ系3歳9組		2010-3-9	21	笠松	3			9	120	1	9	100	1	3	150	3	5.0	230	5.0	3-9	250	2	9=>3	220	1.0	3-5-9	2260	6.0	9=>3=>5	2900	7.0		196853724.0	196583742	9,1,3,5,6,7,8,4=2			3-8	210.0	1.0	8=>3	230.0	1.0
201047030904	ダ	右	1400	雨	不良	12:40	サラ系3歳8組		2010-3-9	21	笠松	3			8	970	5	8	190	4	3	100	1	9.0	160	3.0	3-8	1520	5	8=>3	4370	17.0	3-8-9	970	3.0	8=>3=>9	14790	44.0		295681437.0	298531467.0	928345176.0			3-8	420.0	2.0	8=>3	640.0	2.0
201047030905	ダ	右	1400	雨	不良	13:10	久保田智誕生34周年		2010-3-9	21	笠松	3			4	260	2	4	120	2	8	190	3	5.0	230	4.0	4-8	700	2	4=>8	1110	3.0	4-5-8	12650	22.0	4=>8=>5	32130	56.0		459267813.0	459268173.0	45968273.0			4-8	520.0	2.0	4=>8	840.0	3.0
201047030906	ダ	右	1400	雨	不良	13:40	サラ系B9組		2010-3-9	21	笠松	3			4	140	1	4	100	1	10	330	8	5.0	120	2.0	4-10	2130	6	4=>10	2740	10.0	4-5-10	1200	4.0	4=>10=>5	8830	23.0		41093561287.0	41095386217.0	41059823671.0			4-8	440.0	2.0	4=>8	710.0	3.0
201047030907	ダ	右	1600	雨	不良	14:10	サラ系B7組		2010-3-9	21	笠松	3			4	1680	5	4	270	5	7	270	4	5.0	870	8.0	4-7	8300	16	4=>7	7510	25.0	4-5-7	26670	40.0	4=>7=>5	346370	278.0		352879461.0	357249168	3,5,7,2,4,9,1,6=8			4-7	7350.0	16.0	4=>7	7820.0	22.0
201047030908	ダ	右	1400	雨	不良	14:45	サラ系B8組		2010-3-9	21	笠松	3			3	160	1	3	100	1	4	120	3	5.0	100	2.0	3-4	430	2	3=>4	570	2.0	3-4-5	230	1.0	3=>4=>5	870	2.0		1058374216.0	1053842176.0	4510321786.0			3-4	480.0	2.0	3=>4	540.0	2.0
201047031101	ダ	右	800	晴	重	11:00	サラ系3歳15組		2010-3-11	21	笠松	5			8	180	1	8	110	1	5	120	2	9.0	200	6.0	5-8	210	1	8=>5	400	1.0	5-8-9	400	1.0	8=>5=>9	1540	3.0				8,9,5,7,6,2,4,1=3			5-8	210.0	1.0	8=>5	410.0	1.0
201047031102	ダ	右	1400	晴	重	11:25	サラ系3歳14組		2010-3-11	21	笠松	5			6	190	1	6	100	1	1	130	3	9.0	110	2.0	1-6	590	2	6=>1	980	4.0	1-6-9	570	2.0	6=>1=>9	2250	3.0		127589634.0	162598734.0	162598734.0			1-6	490.0	2.0	6=>1	1170.0	3.0
201047031103	ダ	右	1400	晴	重	11:55	サラ系3歳13組		2010-3-11	21	笠松	5			5	170	1	5	100	2	3	110	3	9.0	100	1.0	3-5	180	1	5=>3	380	1.0	3-5-9	150	1.0	5=>3=>9	550	1.0		356197842.0	356197824.0	356198724.0			3-5	200.0	1.0	5=>3	300.0	1.0
201047031104	ダ	右	1400	晴	重	12:25	サラ系3歳12組		2010-3-11	21	笠松	5			6	110	1	6	100	1	2	240	6	3.0	110	2.0	2-6	2460	5	6=>2	3090	6.0	2-3-6	820	3.0	6=>2=>3	10030	23.0		346219758.0	632451978.0	632541987.0			2-6	2430.0	5.0	6=>2	4480.0	9.0
201047031105	ダ	右	1400	晴	重	12:55	愛Love笠松けいば		2010-3-11	21	笠松	5			4	260	2	4	150	3	6	100	1	1.0	200	4.0	4-6	210	1	4=>6	490	2.0	1-4-6	1530	6.0	4=>6=>1	3780	13.0		674983125.0	647938125.0	641398725.0			4-6	260.0	1.0	4=>6	600.0	3.0
201047031106	ダ	右	1400	晴	重	13:50	サラ系C5組		2010-3-11	21	笠松	5			5	120	1	5	110	1	3	240	5	2.0	160	3.0	3-5	1300	6	5=>3	1240	5.0	2-3-5	2120	7.0	5=>3=>2	6320	22.0		958637124.0	956873214	5,9,6,8,3,2,7,1-4			3-5	1730.0	5.0	5=>3	1210.0	5.0
201047031107	ダ	右	1600	晴	重	14:20	サラ系C4組		2010-3-11	21	笠松	5			6	620	4	6	140	3	3	140	4	9.0	140	2.0	3-6	480	1	6=>3	1120	1.0	3-6-9	680	1.0	6=>3=>9	2760	2.0		239617458.0	392614785.0	639418572.0			3-6	610.0	2.0	6=>3	1100.0	2.0
201047031108	ダ	右	1400	晴	重	14:55	サラ系B11・C3組		2010-3-11	21	笠松	5			8	120	1	8	100	1	5	120	2	6.0	170	5.0	5-8	180	1	8=>5	260	1.0	5-6-8	400	2.0	8=>5=>6	990	3.0		85173642.0	8,5,1,7,3,6,4=2	8,5,1,6,7,3,4=2								
201047031109	ダ	右	1600	晴	重	15:30	JAぎふ杯		2010-3-11	21	笠松	5			3	110	1	3	100	1	5	200	3	2.0	660	6.0	3-5	240	2	3=>5	360	2.0	2-3-5	2050	7.0	3=>5=>2	3460	11.0		37451628.0	37541628	3,5,4,7,2,6,1=8								
201047031110	ダ	右	1400	晴	重	16:35	白鷺特別 		2010-3-11	21	笠松	5			8	120	1	8	100	1	4	110	2	6.0	120	3.0	4-8	240	1	8=>4	280	1.0	4-6-8	350	1.0	8=>4=>6	800	1.0		89156743210.0	89174653102.0	84967131052.0			4-7	210.0	1.0	7=>4	340.0	1.0
201047031201	ダ	右	1400	晴	良	11:00	パクじぃ僕も頑張るよ		2010-3-12	21	笠松	6	牝		6	120	1	6	100	1	7	110	2	4.0	140	4.0	6-7	190	1	6=>7	270	1.0	4-6-7	330	2.0	6=>7=>4	600	1.0		467325198.0	467325189.0	647235189.0			6-7	210.0	1.0	6=>7	250.0	1.0
201047031202	ダ	右	1400	晴	良	11:30	祝!パクじぃ27歳記		2010-3-12	21	笠松	6			8	130	1	8	100	1	7	240	5	1.0	110	2.0	7-8	2430	5	8=>7	3060	7.0	1-7-8	840	3.0	8=>7=>1	7280	18.0		128947356.0	128974536.0	812794536.0			7-8	1710.0	4.0	8=>7	2890.0	8.0
201047031203	ダ	右	1400	晴	良	12:00	生涯現役!ハクリュウ		2010-3-12	21	笠松	6			5	170	1	5	100	1	4	150	5	8.0	100	2.0	4-5	590	2	5=>4	760	3.0	4-5-8	260	2.0	5=>4=>8	1300	5.0		245387691.0	245837691.0	425837691.0			4-5	540.0	2.0	5=>4	910.0	3.0
201047031204	ダ	右	1800	晴	良	12:30	弥生特別 		2010-3-12	21	笠松	6			2	100	1	2	120	1	5	220	3				2-5	460	2	2=>5	420	2.0	2-3-5	2090	6.0	2=>5=>3	2950	10.0		256341.0	256341.0	253641.0								
201047031205	ダ	右	1400	晴	良	13:05	パクじぃ現役四半世紀		2010-3-12	21	笠松	6			3	190	1	3	120	2	9	110	1	2.0	130	4.0	3-9	240	1	3=>9	560	2.0	2-3-9	340	1.0	3=>9=>2	1180	2.0		381927456.0	389127465.0	398274156.0			3-8	230.0	1.0	3=>8	530.0	2.0
201047031206	ダ	右	1400	晴	良	13:40	笠松の癒し隊パクじぃ		2010-3-12	21	笠松	6			8	850	3	8	110	3	1	100	2	10.0	100	1.0	1-8	1230	4	8=>1	3320	10.0	1-8-10	230	1.0	8=>1=>10	5200	16.0		48105931276.0	84103951276	8,4,10,5,9,7,1,3,2=6			1-7	1450.0	4.0	7=>1	3350.0	8.0
201047031207	ダ	右	1400	晴	良	14:15	頑張れ!パクじぃ&B		2010-3-12	21	笠松	6			3	150	1	3	100	2	7	100	1	4.0	130	3.0	3-7	120	1	3=>7	220	1.0	3-4-7	190	1.0	3=>7=>4	360	1.0		91037481265.0	37910841265	3,7,9,8,10,4,1,2,6-5			3-7	120.0	1.0	3=>7	190.0	1.0
201047040101	ダ	右	1400	曇	重	11:00	サラ系3歳7組		2010-4-1	1	笠松	1			8	3750	6	8	400	7	1	180	4	3.0	100	1.0	1-8	17550	22	8=>1	9330	24.0	1-3-8	2970	11.0	8=>1=>3	53530	104.0		158467392.0	158364297.0	158362947.0			1-8	3810.0	9.0	8=>1	34200.0	37.0
201047040102	ダ	右	1400	曇	重	11:30	サラ系3歳6組		2010-4-1	1	笠松	1			8	840	3	8	300	4	6	130	2	5.0	490	9.0	6-8	610	2	8=>6	2300	8.0	5-6-8	2030	8.0	8=>6=>5	11930	41.0		561283947.0	563182947.0	563184279.0			6-8	370.0	2.0	8=>6	1240.0	5.0
201047040103	ダ	右	1400	曇	重	12:00	サラ系3歳5組		2010-4-1	1	笠松	1			8	660	4	8	180	6	5	130	2	3.0	120	1.0	5-8	1110	5	8=>5	2680	12.0	3-5-8	790	2.0	8=>5=>3	9640	34.0		357182496.0	357182649.0	385716249.0			5-8	1180.0	7.0	8=>5	1890.0	11.0
201047040104	ダ	右	1400	雨	重	12:30	サラ系C25組		2010-4-1	1	笠松	1			5	460	2	5	130	2	9	130	1	3.0	610	8.0	5-9	420	1	5=>9	1010	3.0	3-5-9	2760	10.0	5=>9=>3	14030	53.0		65923874.0	65932874.0	95362874.0			5-8	240.0	1.0	5=>8	830.0	3.0
201047040105	ダ	右	800	雨	重	13:00	サラ系C23組		2010-4-1	1	笠松	1			9	900	2	9	240	3	5	180	2	6.0	540	7.0	5-9	1630	6	9=>5	3250	12.0	5-6-9	6990	21.0	9=>5=>6	37180	99.0				956378124.0			5-8	1370.0	5.0	8=>5	2840.0	12.0
201047040106	ダ	右	1400	雨	重	13:35	サラ系C24組		2010-4-1	1	笠松	1			9	510	4	9	290	4	6	300	5	2.0	530	7.0	6-9	2900	13	9=>6	6800	25.0	2-6-9	16250	41.0	9=>6=>2	115370	247.0		10291834765.0	10298136475.0	10291386475.0			6-8	1180.0	5.0	8=>6	2260.0	11.0
201047040107	ダ	右	1400	雨	重	14:30	サラ系C22組		2010-4-1	1	笠松	1			2	2940	6	2	230	5	7	100	1	5.0	160	4.0	2-7	550	3	2=>7	3340	9.0	2-5-7	1220	5.0	2=>7=>5	26070	44.0		12687359104.0	21763859410.0	27135689410.0			2-7	550.0	2.0	2=>7	2940.0	10.0
201047040108	ダ	右	1400	雨	重	15:00	サラ系C21組牝馬		2010-4-1	1	笠松	1	牝		5	1810	6	5	210	4	9	130	2	10.0	140	3.0	5-9	2200	8	5=>9	5790	25.0	5-9-10	2700	10.0	5=>9=>10	15980	51.0		10264519387.0	10265941378	10,2,5,6,9,1,3,4,7=8			5-8	970.0	3.0	5=>8	1830.0	5.0
201047040109	ダ	右	1600	雨	重	15:30	サラ系B2組特選		2010-4-1	1	笠松	1			4	150	1	4	110	1	9	110	2	3.0	120	3.0	4-9	230	1	4=>9	360	1.0	3-4-9	740	3.0	4=>9=>3	1670	5.0		1981032645.0	1938104265.0	9138410265.0			4-8	240.0	1.0	4=>8	400.0	1.0
201047040110	ダ	右	1800	雨	重	16:30	淡墨桜特別 		2010-4-1	1	笠松	1			5	770	5	5	170	4	2	270	6	1.0	150	2.0	2-5	6890	17	5=>2	8890	31.0	1-2-5	5830	18.0	5=>2=>1	55490	121.0		89751342610.0	89531742106.0	95813247106.0			2-5	6400.0	17.0	5=>2	10950.0	34.0
201047040201	ダ	右	1400	曇	不良	11:00	サラ系3歳1組特選		2010-4-2	1	笠松	2			5	160	1	5	110	1	1	120	2				1-5	220	2	5=>1	360	2.0	1-5-6	130	1.0	5=>1=>6	440	1.0		46513.0	46513.0	46513.0								
201047040202	ダ	右	1400	曇	不良	11:30	サラ系C19組		2010-4-2	1	笠松	2			2	750	4	2	120	3	7	100	1	1.0	140	4.0	2-7	360	1	2=>7	1500	8.0	1-2-7	480	1.0	2=>7=>1	3430	14.0		128473569.0	128743659.0	217483659.0			2-7	380.0	2.0	2=>7	1180.0	7.0
201047040203	ダ	右	1400	曇	不良	12:00	サラ系C18組		2010-4-2	1	笠松	2			5	250	2	5	110	1	7	130	4	1.0	120	3.0	5-7	760	4	5=>7	1000	4.0	1-5-7	430	2.0	5=>7=>1	2840	9.0		957136482.0	957631482	9,5,7,1,6,3,4,8=2			5-7	770.0	4.0	5=>7	1170.0	6.0
201047040204	ダ	右	1400	曇	不良	12:30	のヮの杯天海春香誕生		2010-4-2	1	笠松	2			2	2220	5	2	360	5	7	190	3	4.0	100	1.0	2-7	5290	10	2=>7	12080	18.0	2-4-7	2710	6.0	2=>7=>4	49550	70.0		267154389.0	276451389.0	275641398.0			2-7	11720.0	12.0	2=>7	16960.0	17.0
201047040205	ダ	右	1400	曇	不良	13:05	祝!山口竜一2700		2010-4-2	1	笠松	2			7	410	2	7	100	2	2	100	1	4.0	120	3.0	2-7	380	1	7=>2	790	2.0	2-4-7	460	1.0	7=>2=>4	2510	8.0		794261835.0	729418653.0	724198635.0			2-7	360.0	1.0	7=>2	840.0	2.0
201047040207	ダ	右	1400	曇	不良	14:15	サラ系B4・7組		2010-4-2	1	笠松	2			3	110	1	3	100	1	1	140	2	7.0	160	3.0	1-3	130	1	3=>1	160	1.0	1-3-7	270	1.0	3=>1=>7	400	1.0		13587941026.0	13875941026.0	13879452106.0			1-3	130.0	1.0	3=>1	130.0	1.0
201047040208	ダ	右	1600	曇	不良	14:50	サラ系B6組特選		2010-4-2	1	笠松	2			8	1930	6	8	490	6	9	150	2	1.0	280	4.0	8-9	2310	9	8=>9	5130	18.0	1-8-9	4380	16.0	8=>9=>1	36380	92.0		38102419576.0	38109241567.0	38910124567.0			7-8	430.0	2.0	7=>8	2750.0	11.0
201047040701	ダ	右	1400	曇	良	11:00	サラ系3歳4組		2010-4-7	1	笠松	3			5	380	2	5	220	4	7	640	6	1.0	280	5.0	5-7	3590	12	5=>7	5620	22.0	1-5-7	5330	19.0	5=>7=>1	36290	102.0		359672148.0	539472618.0	594237168.0			5-7	2560.0	11.0	5=>7	8070.0	27.0
201047040702	ダ	右	1400	曇	良	11:30	サラ系3歳3組		2010-4-7	1	笠松	3			9	220	1	9	130	1	5	310	6	1.0	2,850	9.0	5-9	2840	12	9=>5	4340	22.0	1-5-9	46990	52.0	9=>5=>1	203610	237.0		591864237.0	598413627.0	591864327.0			5-8	1330.0	8.0	8=>5	1980.0	8.0
201047040703	ダ	右	1400	曇	良	12:00	サラ系C16組		2010-4-7	1	笠松	3			4	220	1	4	100	1	8	100	2	9.0	130	4.0	4-8	240	1	4=>8	280	1.0	4-8-9	410	2.0	4=>8=>9	690	1.0		185427936.0	184257936.0	849271536.0			4-8	190.0	1.0	4=>8	190.0	1.0
201047040704	ダ	右	1400	曇	良	12:30	サラ系C15組		2010-4-7	1	笠松	3			3	260	1	3	150	5	5	120	1	7.0	120	2.0	3-5	210	1	3=>5	480	2.0	3-5-7	290	1.0	3=>5=>7	1110	2.0		12385476.0	23518476.0	35287461.0			3-5	200.0	1.0	3=>5	430.0	2.0
201047040705	ダ	右	1400	曇	良	13:05	サラ系C14組牝馬		2010-4-7	1	笠松	3	牝		6	110	1	6	100	1	8	200	4	1.0	120	2.0	6-8	420	2	6=>8	570	2.0	1-6-8	570	2.0	6=>8=>1	1610	4.0		681542973.0	681452397.0	681432759.0			6-8	510.0	2.0	6=>8	700.0	5.0
201047040706	ダ	右	1400	曇	良	13:40	サラ系C7組		2010-4-7	1	笠松	3			8	470	3	8	100	1	10	170	3	7.0	250	5.0	8-10	720	3	8=>10	1440	7.0	7-8-10	2300	9.0	8=>10=>7	7730	25.0		31048769152.0	31084769152.0	10386749152.0			7-8	460.0	3.0	7=>8	800.0	4.0
201047040707	ダ	右	1600	晴	良	14:15	サラ系C6組		2010-4-7	1	笠松	3			6	190	2	6	100	2	8	240	6	7.0	100	1.0	6-8	1800	7	6=>8	2520	6.0	6-7-8	390	2.0	6=>8=>7	5600	16.0		12379610854.0	12368795104.0	68127359104.0			6-7	150.0	1.0	6=>7	420.0	2.0
201047040708	ダ	右	1400	晴	良	14:50	八重桜賞		2010-4-7	1	笠松	3	(別定)		8	420	2	8	150	2	5	390	6	1.0	180	3.0	5-8	990	4	8=>5	2630	14.0	1-5-8	2140	7.0	8=>5=>1	10260	33.0		48513721096.0	48517231096.0	84571231096.0			5-7	1000.0	6.0	7=>5	1570.0	9.0
201047040801	ダ	右	1400	晴	良	11:00	サラ系3歳10組		2010-4-8	1	笠松	4			6	100	1	6	100	1	9	280	5	3.0	690	8.0	6-9	410	2	6=>9	500	2.0	3-6-9	5130	13.0	6=>9=>3	7270	19.0		691843275.0	698143572.0	691834572.0			6-8	110.0	1.0	6=>8	180.0	1.0
201047040802	ダ	右	1400	晴	良	11:30	サラ系3歳9組		2010-4-8	1	笠松	4			8	370	3	8	100	2	4	100	1	5.0	100	3.0	4-8	360	2	8=>4	1020	4.0	4-5-8	140	1.0	8=>4=>5	1480	5.0		584697213.0	584697213.0	854671923.0			4-8	600.0	2.0	8=>4	1200.0	4.0
201047040803	ダ	右	1400	晴	良	12:00	サラ系3歳8組		2010-4-8	1	笠松	4			5	190	1	5	100	1	9	100	2	7.0	140	4.0	5-9	370	1	5=>9	730	2.0	5-7-9	420	1.0	5=>9=>7	1660	1.0		59784126.0	59742816.0	59724816.0			5-8	320.0	1.0	5=>8	540.0	1.0
201047040804	ダ	右	1400	晴	良	12:30	サラ系C10・13組		2010-4-8	1	笠松	4			2	990	3	2	100	3	9	100	1	5.0	100	2.0	2-9	220	2	2=>9	1000	3.0	2-5-9	260	1.0	2=>9=>5	2300	8.0		926431857.0	924361587.0	924536187.0			2-8	220.0	1.0	2=>8	1050.0	3.0
201047040901	ダ	右	1400	曇	良	11:00	サラ系3歳14組		2010-4-9	1	笠松	5			7	580	2	7	130	3	5	100	1	1.0	150	4.0	5-7	290	1	7=>5	940	4.0	1-5-7	560	3.0	7=>5=>1	3560	14.0		75294618.0	75294168.0	75219468.0			5-7	340.0	2.0	7=>5	680.0	3.0
201047040902	ダ	右	1400	曇	良	11:30	サラ系3歳13組		2010-4-9	1	笠松	5			8	200	1	8	110	1	7	120	2	2.0	130	3.0	7-8	310	1	8=>7	550	1.0	2-7-8	520	2.0	8=>7=>2	1320	1.0		289645173.0	289674513.0	827694153.0			7-8	270.0	1.0	8=>7	430.0	1.0
201047040903	ダ	右	1400	曇	良	12:00	サラ系3歳12組		2010-4-9	1	笠松	5			8	150	1	8	100	1	9	120	3	4.0	100	2.0	8-9	1370	3	8=>9	1060	3.0	4-8-9	340	2.0	8=>9=>4	2120	8.0		189524376.0	185942736	8,1,9,4,5,2,7,3-6			8-8	1510.0	3.0	8=>8	1020.0	5.0
201047040904	ダ	右	1400	曇	良	12:30	サラ系3歳11組		2010-4-9	1	笠松	5			4	140	1	4	100	1	9	110	3	1.0	100	2.0	4-9	230	2	4=>9	230	2.0	1-4-9	130	1.0	4=>9=>1	380	2.0		491567328.0	495167328.0	491576328.0			4-8	230.0	2.0	4=>8	250.0	2.0
201047040905	ダ	右	1800	曇	良	13:00	笠置特別 		2010-4-9	1	笠松	5			6	120	1	6	100	1	1	100	2				1-6	130	1	6=>1	160	1.0	1-5-6	300	2.0	6=>1=>5	630	2.0		5631247.0	5613247.0	6514237.0								
201047040906	ダ	右	1400	曇	良	13:30	サラ系C4組		2010-4-9	1	笠松	5			7	10090	7	7	440	6	10	100	1	6.0	140	3.0	7-10	8490	11	7=>10	29230	29.0	6-7-10	18680	25.0	7=>10=>6	448280	222.0		19103756824.0	91013768524.0	91017368524.0			7-8	500.0	2.0	7=>8	2870.0	7.0
201047040907	ダ	右	1400	曇	良	14:00	サラ系B11・C3組		2010-4-9	1	笠松	5			5	160	1	5	100	2	6	100	1	7.0	350	7.0	5-6	310	2	5=>6	360	2.0	5-6-7	1310	2.0	5=>6=>7	2920	7.0		67210435189.0	67254103189.0	57624311089.0			5-6	260.0	1.0	5=>6	450.0	2.0
201047040908	ダ	右	1600	曇	良	14:30	サラ系C2組特選		2010-4-9	1	笠松	5			8	170	1	8	100	2	9	420	6	2.0	100	1.0	8-9	7620	14	8=>9	10250	19.0	2-8-9	4770	13.0	8=>9=>2	43580	73.0		89241567310.0	89241567103.0	89254167103.0			7-8	1200.0	4.0	7=>8	1010.0	4.0
201047040909	ダ	右	1800	曇	良	15:05	吉野桜特別 		2010-4-9	1	笠松	5			8	1110	3	8	160	4	10	100	1	4.0	120	3.0	8-10	540	2	8=>10	2320	6.0	4-8-10	1250	4.0	8=>10=>4	10470	29.0		14810365792.0	14810365729.0	84110356729.0			7-8	570.0	2.0	7=>8	1850.0	6.0
201047040910	ダ	右	1900	曇	良	15:40	スプリング争覇	G	2010-4-9	1	笠松	5	(別定)		3	140	1	3	100	1	9	140	3	7.0	460	6.0	3-9	250	1	3=>9	330	1.0	3-7-9	3800	10.0	3=>9=>7	8780	28.0		13498210675.0	34921876105.0	39627841510.0			3-8	210.0	1.0	3=>8	320.0	1.0
201047042601	ダ	右	1400	晴	良	11:00	サラ系3歳7組		2010-4-26	2	笠松	1			5	160	1	5	100	1	9	100	2	3.0	160	3.0	5-9	110	1	5=>9	150	1.0	3-5-9	260	1.0	5=>9=>3	540	1.0		569874231.0	596278314.0	593627814.0			5-8	100.0	1.0	5=>8	170.0	1.0
201047042602	ダ	右	1400	晴	良	11:30	サラ系3歳6組		2010-4-26	2	笠松	1			1	100	1	1	100	1	2	120	2	4.0	140	4.0	1-2	450	2	1=>2	760	4.0	1-2-4	1440	5.0	1=>2=>4	2540	9.0		167459238.0	167945328.0	169473258.0			1-2	880.0	5.0	1=>2	690.0	3.0
201047042603	ダ	右	1400	晴	良	12:00	サラ系3歳5組		2010-4-26	2	笠松	1			6	170	1	6	130	1	5	190	4	7.0	260	6.0	5-6	1090	5	6=>5	2500	10.0	5-6-7	6090	24.0	6=>5=>7	23160	76.0		472963158.0	472693158	7,4,6,2,3,9,1,5-8			5-6	1230.0	6.0	6=>5	2720.0	8.0
201047042604	ダ	右	1400	晴	良	12:30	よしちか誕生日記念		2010-4-26	2	笠松	1	牝		1	650	2	1	100	2	8	100	1	5.0	160	3.0	1-8	190	1	1=>8	670	3.0	1-5-8	190	1.0	1=>8=>5	980	2.0		157286943.0	157826943	1,5,8,7,4,2,6,9=3			1-8	200.0	1.0	1=>8	930.0	3.0
201047042605	ダ	右	800	晴	良	13:00	サラ系C22組		2010-4-26	2	笠松	1			6	330	2	6	210	2	3	260	3	4.0	270	4.0	3-6	730	3	6=>3	1130	1.0	3-4-6	1020	3.0	6=>3=>4	4550	13.0				6,4,7,5,3,9,8,1=2			3-6	660.0	1.0	6=>3	1240.0	2.0
201047042606	ダ	右	1400	晴	良	13:55	サラ系C24組		2010-4-26	2	笠松	1			2	660	4	2	190	5	5	170	4	4.0	140	2.0	2-5	2100	13	2=>5	4830	26.0	2-4-5	3760	15.0	2=>5=>4	16390	62.0		92765431081.0	9,2,4,6,5,7,3,8,10=1	2,9,5,4,6,3,7,8,10=1			2-5	2770.0	13.0	2=>5	3500.0	17.0
201047042607	ダ	右	1400	晴	良	14:25	サラ系C23組		2010-4-26	2	笠松	1			7	150	1	7	100	1	5	100	2	3.0	130	4.0	5-7	320	2	7=>5	380	2.0	3-5-7	590	2.0	7=>5=>3	1050	2.0		7925346101.0	7925361014.0	7592361104.0			5-7	230.0	1.0	7=>5	480.0	1.0
201047042608	ダ	右	1400	晴	良	14:55	サラ系C21組		2010-4-26	2	笠松	1			10	110	1	10	100	1	7	140	2	4.0	250	7.0	7-10	200	1	10=>7	230	1.0	4-7-10	1070	5.0	10=>7=>4	1510	5.0		71012689435.0	71016248935.0	71041286953.0			7-8	160.0	1.0	8=>7	180.0	1.0
201047042701	ダ	右	1400	雨	稍重	11:00	サラ系3歳10組		2010-4-27	2	笠松	2			1	170	1	1	120	2	9	100	1	2.0	170	4.0	1-9	170	1	1=>9	220	1.0	1-2-9	490	2.0	1=>9=>2	1070	3.0		198725643.0	198725643.0	198725643.0			1-8	150.0	1.0	1=>8	230.0	1.0
201047042702	ダ	右	1400	雨	稍重	11:25	サラ系3歳9組		2010-4-27	2	笠松	2			7	440	2	7	120	3	4	100	1	1.0	170	4.0	4-7	290	1	7=>4	570	1.0	1-4-7	380	1.0	7=>4=>1	1520	1.0		17439582.0	17493582.0	71493582.0			4-7	300.0	1.0	7=>4	890.0	4.0
201047042703	ダ	右	1400	雨	稍重	11:50	サラ系3歳8組		2010-4-27	2	笠松	2			8	100	1	8	100	1	2	110	3	6.0	100	2.0	2-8	130	1	8=>2	150	1.0	2-6-8	190	1.0	8=>2=>6	310	1.0		867352914.0	826573941.0	826579341.0			2-8	130.0	1.0	8=>2	190.0	1.0
201047042704	ダ	右	1400	雨	稍重	12:20	よしはる誕生日記念		2010-4-27	2	笠松	2			3	140	1	3	100	1	9	100	2	8.0	860	8.0	3-9	250	2	3=>9	270	1.0	3-8-9	25770	21.0	3=>9=>8	30550	33.0		135982764.0	315982746.0	319852746.0			3-8	290.0	2.0	3=>8	300.0	1.0
201047042705	ダ	右	1400	雨	稍重	12:50	深津寿江27歳誕生日		2010-4-27	2	笠松	2			3	240	2	3	140	2	4	170	4	2.0	810	7.0	3-4	180	1	3=>4	300	1.0	2-3-4	2210	7.0	3=>4=>2	4320	12.0		345281796.0	345281976.0	342851976.0			3-4	150.0	1.0	3=>4	340.0	1.0
201047042706	ダ	右	1400	雨	稍重	13:35	サラ系C18組牝馬		2010-4-27	2	笠松	2	牝		2	110	1	2	100	1	10	150	4	9.0	150	5.0	2-10	440	3	2=>10	550	2.0	2-9-10	350	1.0	2=>10=>9	1120	2.0		91062531478.0	91026371548	(9,10),2,3,6,7,1,4,5,8			2-8	160.0	1.0	2=>8	190.0	1.0
201047042707	ダ	右	1600	雨	重	14:05	サラ系B5組特選		2010-4-27	2	笠松	2			6	200	2	6	100	2	7	100	1	2.0	140	4.0	6-7	210	1	6=>7	370	1.0	2-6-7	300	1.0	6=>7=>2	870	1.0		10362791845.0	10362791845.0	63107291845.0			6-7	240.0	1.0	6=>7	330.0	1.0
201047042708	ダ	右	1400	雨	重	14:35	サラ系B7組		2010-4-27	2	笠松	2			7	490	2	7	100	1	5	100	2	9.0	270	7.0	5-7	140	1	7=>5	590	2.0	5-7-9	830	4.0	7=>5=>9	5080	17.0		67915283104.0	67591283104.0	76591283104.0			5-7	130.0	1.0	7=>5	640.0	2.0
