	track	direction	distance	weather	going	start_at	title	grade	date	round	place	days	requirement	rule	単勝:的中	単勝:配当	単勝:人気	複勝_1:的中	複勝_1:配当	複勝_1:人気	複勝_2:的中	複勝_2:配当	複勝_2:人気	複勝_3:的中	複勝_3:配当	複勝_3:人気	枠連:的中	枠連:配当	枠連:人気	馬連:的中	馬連:配当	馬連:人気	枠単:的中	枠単:配当	枠単:人気	馬単:的中	馬単:配当	馬単:人気	三連複:的中	三連複:配当	三連複:人気	三連単:的中	三連単:配当	三連単:人気	spacing_on_corner:1	spacing_on_corner:2	spacing_on_corner:3	spacing_on_corner:4	laptime	pacemaker
201048070101	ダ	右	800	晴	良	10:50	サラ3歳5組		2010-7-1	7	名古屋	3	(定量)		3	130	1	3	100	2	9	100	1	7.0	150	4.0	3-8	120.0	1.0	3-9	130	1	3=>8	150.0	1.0	3=>9	190	1.0	3-7-9	950	4.0	3=>9=>7	1700	6.0				953617842.0		
201048070102	ダ	右	1400	晴	良	11:15	サラ3歳4組		2010-7-1	7	名古屋	3	(定量)		3	6510	9	3	470	4	1	510	5	2.0	180	2.0	1-3	14110.0	20.0	1-3	14790	26	3=>1	65830.0	38.0	3=>1	38440	43.0	1-2-3	11380	23.0	3=>1=>2	170410	185.0		367891254.0	367198245.0	367129548.0		
201048070103	ダ	右	1300	晴	良	11:45	サラC6組		2010-7-1	7	名古屋	3	(定量)		5	330	2	5	100	1	2	110	2	7.0	190	6.0	2-5	260.0	1.0	2-5	320	1	5=>2	640.0	2.0	5=>2	520	2.0	2-5-7	230	1.0	5=>2=>7	980	3.0		578412396.0	578421396.0	578421396.0		
201048070104	ダ	右	1400	晴	良	12:15	サラC5組		2010-7-1	7	名古屋	3	(定量)		7	130	1	7	120	1	1	150	4	4.0	120	2.0	1-7	1300.0	6.0	1-7	1440	5	7=>1	1510.0	6.0	7=>1	1200	6.0	1-4-7	580	2.0	7=>1=>4	3430	10.0		671384529.0	673182459.0	763142859.0		
201048070105	ダ	右	1400	晴	良	12:45	サラ3歳3組		2010-7-1	7	名古屋	3	(定量)		10	100	1	10	100	1	1	220	5	5.0	140	3.0	1-8	690.0	3.0	1-10	880	3	8=>1	700.0	3.0	10=>1	610	2.0	1-5-10	1220	5.0	10=>1=>5	2550	7.0		11054829376.0	11058429367.0	10154823967.0		
201048070106	ダ	右	1400	晴	良	13:15	サラC4組		2010-7-1	7	名古屋	3	牝(定量)		9	600	3	9	140	2	8	460	5	5.0	540	6.0	7-8	160.0	1.0	8-9	1970	8	8=>7	660.0	2.0	9=>8	3890	12.0	5-8-9	13240	29.0	9=>8=>5	51820	111.0		68105791324	6,8,10,5,7,9,1,3,2-4	6,8,10,5,9,1,7,2,3-4		
201048070107	ダ	右	1600	晴	良	13:45	勇斗が一歳になりまし		2010-7-1	7	名古屋	3	(定量)		10	330	2	10	130	2	8	100	1	9.0	130	3.0	7-8	160.0	1.0	8-10	300	1	8=>7	500.0	2.0	10=>8	710	2.0	8-9-10	370	1.0	10=>8=>9	1940	4.0		98106543712.0	91086547312.0	10984653712.0		
201048070108	ダ	右	1400	晴	良	14:15	サラB8組		2010-7-1	7	名古屋	3	(定量)		8	260	1	8	140	3	2	120	1	3.0	350	5.0	2-7	280.0	1.0	2-8	410	1	7=>2	630.0	2.0	8=>2	1010	5.0	2-3-8	1340	6.0	8=>2=>3	6650	22.0		12710638594.0	12781063954.0	12837610945.0		
201048070109	ダ	右	1600	晴	良	14:45	サラB7組		2010-7-1	7	名古屋	3	(定量)		4	310	2	4	100	2	1	120	3	2.0	100	1.0	1-4	790.0	3.0	1-4	600	3	4=>1	1110.0	4.0	4=>1	1060	4.0	1-2-4	240	1.0	4=>1=>2	1770	6.0		1,4,10,3,6,2,5,9,7-8	1,4,2,3,10,6,5,9,7-8	1,4,3,2,6,5,10-7,9-8		
201048070110	ダ	右	1400	晴	良	15:15	名古屋CCドリアン賞 		2010-7-1	7	名古屋	3	(定量)		10	980	5	10	280	5	5	200	3	7.0	170	2.0	5-8	2970.0	8.0	5-10	2930	10	8=>5	5080.0	15.0	10=>5	11840	27.0	5-7-10	2820	9.0	10=>5=>7	38550	79.0		2109581746.0	1085291746.0	1082519746.0		
201048070111	ダ	右	1400	晴	良	15:45	夏椿特別 		2010-7-1	7	名古屋	3	(定量)		6	250	2	6	100	2	12	100	1	4.0	200	4.0	5-8	180.0	1.0	6-12	180	1	5=>8	410.0	2.0	6=>12	460	2.0	4-6-12	470	1.0	6=>12=>4	1370	2.0		612110471159823.0	612104171159823.0	612104171158923.0		
201048070201	ダ	右	800	曇	良	10:50	サラ3歳12組		2010-7-2	7	名古屋	4	(定量)		9	1290	4	9	240	4	7	220	3	1.0	400	5.0	7-8	1320.0	5.0	7-9	980	4	8=>7	2130.0	8.0	9=>7	2780	10.0	1-7-9	12530	26.0	9=>7=>1	34490	78.0				978216534.0		
201048070202	ダ	右	1400	曇	良	11:20	サラ3歳11組		2010-7-2	7	名古屋	4	(定量)		2	780	3	2	140	3	4	120	2	9.0	100	1.0	2-4	1670.0	7.0	2-4	1840	6	2=>4	3560.0	13.0	2=>4	3070	12.0	2-4-9	420	1.0	2=>4=>9	6440	25.0		291453867	2,9,4,1,5,3,8,6-7	2,9,1,4,3,5,8,6-7		
201048070203	ダ	右	1400	曇	良	11:50	桜高軽音部・琴吹紬誕		2010-7-2	7	名古屋	4	(定量)		8	250	1	8	130	2	5	210	4	2.0	240	5.0	5-8	880.0	5.0	5-8	800	2	8=>5	2370.0	13.0	8=>5	2070	8.0	2-5-8	1540	5.0	8=>5=>2	6180	16.0		568247319.0	568274319.0	582764139.0		
201048070204	ダ	右	1400	曇	良	12:20	サラC3組		2010-7-2	7	名古屋	4	(定量)		2	240	2	2	100	1	4	110	2	5.0	110	3.0	2-4	180.0	1.0	2-4	150	1	2=>4	230.0	1.0	2=>4	240	1.0	2-4-5	170	1.0	2=>4=>5	350	1.0		245136978.0	245139678.0	245319678.0		
201048071401	ダ	右	800	雨	不良	10:50	サラC12組		2010-7-14	8	名古屋	2	(定量)		5	1710	6	5	690	7	4	150	3	9.0	140	2.0	4-5	3320.0	11.0	4-5	2920	11	5=>4	4600.0	17.0	5=>4	7490	28.0	4-5-9	4680	16.0	5=>4=>9	31310	85.0				579184623.0		
201048071402	ダ	右	1400	雨	不良	11:15	サラC11組		2010-7-14	8	名古屋	2	(定量)		9	150	1	9	100	1	1	110	2	3.0	130	3.0	1-8	360.0	2.0	1-9	310	1	8=>1	480.0	1.0	9=>1	520	1.0	1-3-9	410	2.0	9=>1=>3	1130	3.0		298516374	2,9,8,5,1,3-7,6,4	9,2,1,3,5,8-7,4,6		
201048071403	ダ	右	1400	雨	不良	11:45	サラ3歳5組		2010-7-14	8	名古屋	2	(定量)		6	460	2	6	130	2	4	150	3	8.0	300	4.0	4-6	360.0	2.0	4-6	360	2	6=>4	1120.0	6.0	6=>4	1070	6.0	4-6-8	1150	3.0	6=>4=>8	5260	18.0		687543921.0	687549321.0	687549321.0		
201048071404	ダ	右	1400	雨	不良	12:15	サラ3歳4組		2010-7-14	8	名古屋	2	(定量)		3	2670	7	3	320	5	6	170	3	8.0	120	1.0	3-6	3570.0	10.0	3-6	4300	13	3=>6	9190.0	20.0	3=>6	8070	26.0	3-6-8	4460	19.0	3=>6=>8	38870	105.0		268975314.0	268937154.0	689231754.0		
201048071405	ダ	右	1400	雨	不良	12:45	サラ3歳3組		2010-7-14	8	名古屋	2	(定量)		1	120	1	1	110	1	9	140	2	3.0	220	6.0	1-8	270.0	1.0	1-9	400	2	1=>8	560.0	2.0	1=>9	430	2.0	1-3-9	770	3.0	1=>9=>3	1650	5.0		12965710348.0	19625103748.0	19265103748.0		
201048071501	ダ	右	800	曇	不良	10:50	サラ3歳9組		2010-7-15	8	名古屋	3	(定量)		9	240	2	9	230	3	3	270	4	7.0	500	6.0	3-8	1020.0	4.0	3-9	970	4	8=>3	1210.0	6.0	9=>3	2170	8.0	3-7-9	8870	19.0	9=>3=>7	19000	51.0				937425861.0		
201048071502	ダ	右	1400	曇	不良	11:20	サラ3歳8組		2010-7-15	8	名古屋	3	(定量)		4	310	2	4	100	3	2	100	1	5.0	100	2.0	2-4	250.0	2.0	2-4	320	2	4=>2	1440.0	4.0	4=>2	1280	4.0	2-4-5	240	1.0	4=>2=>5	2860	9.0		456729318.0	456271938.0	452719638.0		
201048071503	ダ	右	1300	曇	不良	11:50	サラC8組		2010-7-15	8	名古屋	3	牝(定量)		6	1350	4	6	150	4	5	110	1	9.0	150	3.0	5-6	1050.0	5.0	5-6	800	4	6=>5	1410.0	8.0	6=>5	2030	8.0	5-6-9	770	2.0	6=>5=>9	4830	17.0		695871324.0	695871324.0	695721834.0		
201048071504	ダ	右	1400	曇	不良	12:20	サラC7組		2010-7-15	8	名古屋	3	(定量)		8	790	5	8	250	5	6	150	3	1.0	100	1.0	6-8	610.0	2.0	6-8	1130	6	8=>6	1290.0	7.0	8=>6	2120	10.0	1-6-8	470	2.0	8=>6=>1	4700	14.0		896172534.0	896172354.0	896172354.0		
201048071505	ダ	右	1400	曇	不良	12:50	サラ3歳7組		2010-7-15	8	名古屋	3	(定量)		9	320	2	9	150	3	5	140	2	6.0	200	5.0	5-8	1060.0	5.0	5-9	2080	8	8=>5	1980.0	8.0	9=>5	2270	9.0	5-6-9	2350	9.0	9=>5=>6	11970	38.0		89710564213.0	89675104213.0	89657410231.0		
201048071506	ダ	右	1400	曇	不良	13:20	ネットケイバモバイル		2010-7-15	8	名古屋	3	(定量)		3	320	2	3	100	1	8	110	2	7.0	310	6.0	3-7	230.0	1.0	3-8	160	1	3=>7	380.0	1.0	3=>8	460	2.0	3-7-8	3120	10.0	3=>8=>7	5350	17.0		61103847925.0	61103847295.0	11086324759.0		
201048071507	ダ	右	1400	曇	不良	13:50	福永祐一・川田将雅来		2010-7-15	8	名古屋	3	(定量)		1	2500	6	1	280	6	6	200	3	3.0	130	2.0	1-6	3920.0	15.0	1-6	3630	12	1=>6	13020.0	31.0	1=>6	5770	23.0	1-3-6	2500	9.0	1=>6=>3	30690	86.0		13584296107.0	13854269107.0	13864259107.0		
201048071508	ダ	右	1400	曇	重	14:20	BAOOプライズ		2010-7-15	8	名古屋	3	(定量)		2	380	2	2	110	2	1	140	3	7.0	100	1.0	1-2	1520.0	6.0	1-2	1800	8	2=>1	4360.0	14.0	2=>1	2640	10.0	1-2-7	1090	3.0	2=>1=>7	7380	21.0		24810731659.0	28710164359.0	27181043659.0		
201048071509	ダ	右	1600	曇	重	14:50	サラB6組		2010-7-15	8	名古屋	3	(定量)		6	930	2	6	140	3	8	510	6	2.0	110	1.0	6-7	6290.0	13.0	6-8	7860	16	6=>7	9020.0	21.0	6=>8	15410	29.0	2-6-8	3640	10.0	6=>8=>2	62350	100.0		62810935714.0	62810395714.0	68210395174.0		
201048071510	ダ	右	1600	曇	重	15:25	磯ノ木特別 		2010-7-15	8	名古屋	3	(定量)		7	150	1	7	100	1	3	110	3	2.0	100	2.0				3-7	790	2				7=>3	1340	3.0	2-3-7	380	1.0	7=>3=>2	2520	8.0		83612745	38261754	7,3,8,2,6,1,5-4		
201048071511	ダ	右	1400	曇	重	16:00	オッズパークグランプ	G	2010-7-15	8	名古屋	3	(別定)		7	310	2	7	110	1	2	110	2	5.0	300	7.0	2-6	130.0	1.0	2-7	140	1	6=>2	380.0	2.0	7=>2	320	2.0	2-5-7	1630	5.0	7=>2=>5	4550	15.0		2910145678311.0	2951410678311.0	5721481069113.0		
201048072701	ダ	右	1300	晴	良	10:50	サラC17組		2010-7-27	9	名古屋	1	(定量)		9	370	2	9	110	3	4	100	1	6.0	110	2.0	4-8	120.0	1.0	4-9	150	1	8=>4	580.0	3.0	9=>4	600	2.0	4-6-9	740	4.0	9=>4=>6	4890	17.0		968142753.0	968412573.0	964815237.0		
201048072702	ダ	右	1400	晴	良	11:20	サラC16組		2010-7-27	9	名古屋	1	(定量)		6	4490	6	6	490	6	3	340	4	8.0	450	5.0	3-6	7760.0	17.0	3-6	11570	23	6=>3	26520.0	35.0	6=>3	19600	40.0	3-6-8	15310	37.0	6=>3=>8	269650	304.0		962783514.0	962738451.0	968372451.0		
201048072703	ダ	右	800	晴	良	11:50	サラC15組		2010-7-27	9	名古屋	1	(定量)		9	110	1	9	100	1	7	280	5	3.0	1,080	9.0	7-8	250.0	1.0	7-9	280	2	8=>7	270.0	1.0	9=>7	380	2.0	3-7-9	17280	23.0	9=>7=>3	36120	61.0				973582461.0		
201048072704	ダ	右	1400	晴	良	12:20	サラC14組		2010-7-27	9	名古屋	1	(定量)		6	180	1	6	100	1	8	110	2	4.0	160	3.0	6-8	170.0	1.0	6-8	160	1	6=>8	500.0	2.0	6=>8	600	2.0	4-6-8	390	1.0	6=>8=>4	1400	2.0		685942137.0	685429173.0	684259713.0		
201048072706	ダ	右	1400	晴	良	13:20	サラA4組		2010-7-27	9	名古屋	1	(定量)		3	170	1	3	110	2	5	100	1							3-5	490	3				3=>5	570	2.0	3-4-5	1060	6.0	3=>5=>4	3980	15.0		52341	(5,2,3),4,1	35241		
201048072707	ダ	右	1600	晴	良	14:10	かもめ特別 		2010-7-27	9	名古屋	1	(定量)		4	2380	5	4	150	3	1	120	1	2.0	260	5.0				1-4	690	4				4=>1	3080	9.0	1-2-4	1070	5.0	4=>1=>2	9920	25.0		34517286.0	34571268.0	34512768.0		
201048072708	ダ	右	1400	晴	良	14:40	サラB3組		2010-7-27	9	名古屋	1	(定量)		3	210	1	3	120	1	6	170	2	5.0	180	3.0	3-6	340.0	1.0	3-6	360	1	3=>6	380.0	1.0	3=>6	410	1.0	3-5-6	1630	5.0	3=>6=>5	5620	13.0		59387611024.0	59836711024.0	35681091274.0		
201048072709	ダ	右	1600	晴	良	15:10	文月特別 		2010-7-27	9	名古屋	1	(定量)		2	850	2	2	300	3	4	210	2	9.0	350	5.0	2-4	2180.0	8.0	2-4	2300	7	2=>4	4930.0	12.0	2=>4	4110	10.0	2-4-9	5220	14.0	2=>4=>9	35640	73.0		21074391658.0	21074391568.0	21074935168.0		
201048072710	ダ	右	1400	晴	良	15:40	サラC12組		2010-7-27	9	名古屋	1	牝(定量)		2	210	1	2	100	1	6	140	4	9.0	130	2.0	2-6	870.0	5.0	2-6	840	4	2=>6	2020.0	8.0	2=>6	1440	7.0	2-6-9	540	2.0	2=>6=>9	3170	10.0		29105486173.0	29105648713.0	29106458713.0		
201048072711	ダ	右	1600	晴	良	16:40	白鳥座特別 		2010-7-27	9	名古屋	1	(定量)		11	460	2	11	120	1	1	300	5	7.0	230	4.0	1-8	1890.0	8.0	1-11	2080	9	8=>1	2950.0	15.0	11=>1	3700	15.0	1-7-11	3290	10.0	11=>1=>7	12510	39.0		191112738561024.0	111971258631024.0	111971256108324.0		
201048072801	ダ	右	1400	曇	良	10:50	サラ3歳5組		2010-7-28	9	名古屋	2	(定量)		2	280	2	2	100	2	5	180	4	4.0	100	1.0	2-5	2810.0	6.0	2-5	2740	6	2=>5	3950.0	9.0	2=>5	3130	8.0	2-4-5	380	2.0	2=>5=>4	5290	15.0		351962487.0	359412678.0	359126478.0		
201048072802	ダ	右	1400	曇	良	11:15	サラ3歳4組		2010-7-28	9	名古屋	2	(定量)		9	280	2	9	100	1	7	110	2	3.0	140	4.0	7-8	360.0	1.0	7-9	300	1	8=>7	1070.0	5.0	9=>7	570	1.0	3-7-9	790	2.0	9=>7=>3	2300	5.0		247915386.0	247951386.0	792451386.0		
201048072803	ダ	右	1400	曇	良	11:45	サラ3歳3組		2010-7-28	9	名古屋	2	(定量)		2	160	1	2	100	1	6	180	5	8.0	150	3.0	2-6	510.0	3.0	2-6	400	2	2=>6	480.0	3.0	2=>6	470	2.0	2-6-8	440	2.0	2=>6=>8	1320	4.0		237468591.0	237468591.0	273684915.0		
201048072805	ダ	右	1400	曇	良	12:45	サラC10組		2010-7-28	9	名古屋	2	(定量)		8	320	2	8	120	2	2	140	3	10.0	150	4.0	2-7	1220.0	6.0	2-8	790	5	7=>2	1770.0	10.0	8=>2	1560	9.0	2-8-10	570	4.0	8=>2=>10	3540	18.0		21045871396.0	21084751693.0	21084167593.0		
201048072806	ダ	右	800	曇	良	13:15	サラC9組		2010-7-28	9	名古屋	2	(定量)		2	150	1	2	110	2	3	110	1	4.0	340	6.0	2-3	440.0	2.0	2-3	460	2	2=>3	340.0	2.0	2=>3	440	2.0	2-3-4	1620	4.0	2=>3=>4	4220	11.0				24103759681.0		
201048072807	ダ	右	1400	曇	良	13:45	サラC8組		2010-7-28	9	名古屋	2	(定量)		10	300	2	10	110	2	5	100	1	2.0	600	7.0	5-8	120.0	1.0	5-10	130	1	8=>5	290.0	2.0	10=>5	500	2.0	2-5-10	1140	4.0	10=>5=>2	4640	12.0		25104891736.0	25104891736.0	25104891376.0		
201048072808	ダ	右	1400	曇	良	14:15	42年間お疲れ様!伸		2010-7-28	9	名古屋	2	(定量)		10	160	1	10	160	2	9	250	4	4.0	220	3.0	8-8	670.0	3.0	9-10	630	3	8=>8	600.0	3.0	10=>9	840	3.0	4-9-10	760	3.0	10=>9=>4	2820	7.0		49310562718.0	49103562718.0	49105362781.0		
201048072809	ダ	右	1600	曇	良	14:45	サラB4組		2010-7-28	9	名古屋	2	(定量)		1	220	1	1	100	1	10	180	3	8.0	270	5.0	1-8	590.0	2.0	1-10	640	3	1=>8	740.0	3.0	1=>10	1090	4.0	1-8-10	2830	10.0	1=>10=>8	7460	25.0		16310894752.0	16310894752.0	1103864752.0		
201048072810	ダ	右	1400	曇	良	15:15	名古屋CCグレープ賞 		2010-7-28	9	名古屋	2	(定量)		2	270	2	2	110	1	1	910	10	7.0	280	5.0	1-2	11050.0	20.0	1-2	5450	15	2=>1	9960.0	24.0	2=>1	11910	24.0	1-2-7	39210	54.0	2=>1=>7	183170	225.0		1,2,8,3,7,9,4,5,6-10	1,2,7,3,8,9,4,5,6-10	1,2,3,7,8,9,5,6,4-10		
201048081201	ダ	右	800	雨	不良	10:50	サラ2歳		2010-8-12	10	名古屋	3	(定量)		3	180	1	3	150	2	2	530	8	6.0	250	4.0	2-3	1830.0	9.0	2-3	2370	11	3=>2	4690.0	15.0	3=>2	2100	5.0	2-3-6	2110	7.0	3=>2=>6	14380	41.0				325164987.0		
201048081202	ダ	右	1400	雨	不良	11:20	サラC8組		2010-8-12	10	名古屋	3	牝(定量)		9	230	2	9	120	3	8	100	1	5.0	100	2.0	8-8	170.0	1.0	8-9	160	1	8=>8	190.0	1.0	9=>8	710	3.0	5-8-9	260	1.0	9=>8=>5	1500	5.0		591863742.0	598136742.0	598136472.0		
201048081203	ダ	右	1400	雨	不良	11:50	サラC7組		2010-8-12	10	名古屋	3	(定量)		8	240	2	8	120	3	2	100	1	6.0	100	2.0	2-8	620.0	3.0	2-8	620	3	8=>2	710.0	3.0	8=>2	1080	4.0	2-6-8	290	1.0	8=>2=>6	2200	7.0		826439517	8,2,6,4,3,9,5-1,7	826439517		
201048081204	ダ	右	1400	雨	不良	12:20	サラ3歳11組		2010-8-12	10	名古屋	3	(定量)		5	160	1	5	120	1	9	170	4	7.0	200	5.0	5-8	200.0	1.0	5-9	290	1	5=>8	370.0	1.0	5=>9	440	1.0	5-7-9	4200	14.0	5=>9=>7	9330	28.0		5,9,4,7,2,8-6,3,1	5,9,4,7,8,2-6-3,1	5,9,7,4,8,2-6-1-3		
201048081205	ダ	右	1400	雨	不良	12:50	サラ2歳		2010-8-12	10	名古屋	3	(定量)		5	310	2	5	130	1	4	150	4	7.0	470	6.0	4-5	2910.0	9.0	4-5	3450	8	5=>4	4410.0	17.0	5=>4	5240	18.0	4-5-7	29880	48.0	5=>4=>7	110220	184.0		584721639.0	587426139.0	548726139.0		
201048081206	ダ	右	1400	曇	不良	13:50	サラ3歳10組		2010-8-12	10	名古屋	3	(定量)		4	200	2	4	100	2	8	160	4	3.0	100	1.0	4-8	830.0	2.0	4-8	840	2	4=>8	860.0	3.0	4=>8	890	3.0	3-4-8	440	2.0	4=>8=>3	2130	7.0		814637952.0	814365729.0	846315729.0		
201048081207	ダ	右	1400	曇	不良	14:25	サラC6組		2010-8-12	10	名古屋	3	(定量)		7	130	1	7	100	1	9	100	2	2.0	150	4.0	7-8	120.0	1.0	7-9	150	1	7=>8	170.0	1.0	7=>9	170	1.0	2-7-9	520	3.0	7=>9=>2	1060	3.0		79410258613.0	79410285613.0	79410286513.0		
201048081208	ダ	右	1400	曇	不良	15:00	テンニョッキメモリア		2010-8-12	10	名古屋	3	(定量)		9	1020	2	9	130	3	8	100	2	2.0	100	1.0	8-8	340.0	2.0	8-9	390	2	8=>8	310.0	2.0	9=>8	1410	6.0	2-8-9	710	4.0	9=>8=>2	11670	24.0		892715436.0	892715436.0	982715364.0		
201048081301	ダ	右	1300	晴	重	10:50	サラC5組		2010-8-13	10	名古屋	4	(定量)		5	7720	7	5	300	6	4	110	1	1.0	120	2.0	4-5	16620.0	15.0	4-5	9400	14	5=>4	46060.0	30.0	5=>4	74330	48.0	1-4-5	6980	16.0	5=>4=>1	342860	217.0		591437286.0	541932786.0	541932786.0		
201048081302	ダ	右	1400	晴	重	11:20	サラC4組		2010-8-13	10	名古屋	4	(定量)		7	150	1	7	110	1	5	130	3	9.0	190	4.0	5-7	310.0	2.0	5-7	330	2	7=>5	460.0	2.0	7=>5	440	2.0	5-7-9	1600	3.0	7=>5=>9	3630	10.0		786952413.0	785962413.0	758962143.0		
201048081303	ダ	右	1400	晴	重	11:50	サラC3組		2010-8-13	10	名古屋	4	(定量)		9	110	1	9	100	1	3	120	2	5.0	120	3.0	3-8	210.0	1.0	3-9	290	1	8=>3	320.0	1.0	9=>3	290	1.0	3-5-9	270	1.0	9=>3=>5	670	1.0		931576428.0	935176482.0	935176482.0		
201048081304	ダ	右	1400	晴	重	12:20	サラ3歳2組		2010-8-13	10	名古屋	4	(定量)		8	120	1	8	110	1	2	120	2	6.0	140	3.0				2-8	330	2				8=>2	360	2.0	2-6-8	250	1.0	8=>2=>6	820	2.0		2,6,8,3,1-4,5,7	2,6,8,1,3-5,7,4	2,8,6,1,3-5,7-4		
201048081305	ダ	右	1400	晴	稍重	12:50	サラC2組		2010-8-13	10	名古屋	4	(定量)		8	590	4	8	170	5	9	150	3	7.0	160	4.0	8-8	1010.0	4.0	8-9	920	5	8=>8	1120.0	7.0	8=>9	2040	11.0	7-8-9	620	2.0	8=>9=>7	4830	22.0		893742156.0	893724156.0	893724156.0		
201048081306	ダ	右	1400	晴	稍重	13:20	サラB10組		2010-8-13	10	名古屋	4	(定量)		5	320	2	5	120	2	4	130	3	2.0	150	4.0				4-5	890	4				5=>4	1510	7.0	2-4-5	1420	4.0	5=>4=>2	5060	20.0		24365187	2,4,6,3,5,8,1-7	4,2,5,6,3,8,1-7		
201048081307	ダ	右	1400	晴	稍重	13:50	カッコウ特別 		2010-8-13	10	名古屋	4	(定量)		5	350	2	5	100	1	9	110	3	7.0	100	2.0	5-8	490.0	3.0	5-9	510	3	5=>8	1020.0	6.0	5=>9	1110	5.0	5-7-9	230	1.0	5=>9=>7	2040	7.0		569278134.0	569728314.0	597682341.0		
201048081308	ダ	右	1600	晴	稍重	14:20	やも★こた夫妻に捧ぐ		2010-8-13	10	名古屋	4	(定量)		1	110	1	1	100	1	3	110	2	8.0	130	4.0				1-3	190	1				1=>3	280	1.0	1-3-8	370	2.0	1=>3=>8	690	3.0		16723845	1,6,3,7,2,8,5-4	1,3,6,2,8,7,5-4		
201048081309	ダ	右	1600	晴	稍重	14:55	サラB8組		2010-8-13	10	名古屋	4	(定量)		6	120	1	6	110	2	2	190	4	4.0	110	1.0	2-6	550.0	3.0	2-6	660	3	6=>2	760.0	3.0	6=>2	710	3.0	2-4-6	630	1.0	6=>2=>4	1940	5.0		4,6,2,3,8,9,7,5-1	4,6,3,2,9,8,7,5-1	6,4,3,2,9,8,7,5-1		
201048081310	ダ	右	1400	晴	稍重	15:30	はまゆう特別 		2010-8-13	10	名古屋	4	(定量)		5	1320	5	5	140	3	7	180	4	2.0	100	1.0	5-7	3070.0	9.0	5-7	3220	9	5=>7	7650.0	18.0	5=>7	8140	18.0	2-5-7	850	4.0	5=>7=>2	14760	42.0		2,5,7,1,3,9,6,4-10,8	2,5,7,1,3,6,9,4-10,8	2,5,7,1,6,3,9,4-10,8		
201048081311	ダ	右	1600	晴	稍重	16:05	C級セレクトカップ 		2010-8-13	10	名古屋	4	(定量)		8	140	1	8	100	2	5	110	3	6.0	100	1.0	5-7	260.0	1.0	5-8	280	1	7=>5	410.0	1.0	8=>5	390	1.0	5-6-8	340	1.0	8=>5=>6	830	1.0		7,1,5,9,6,8,3,4,2-10	7,5,8,6,1,9,3,2,4-10	5,8,6,7,1,9,2,4,3-10		
201048081312	ダ	右	1600	晴	稍重	16:40	東海クイーンカップ	G	2010-8-13	10	名古屋	4	牝(馬齢)		3	170	1	3	100	1	6	120	3	5.0	110	2.0	3-5	150.0	1.0	3-6	600	2	3=>5	210.0	1.0	3=>6	870	4.0	3-5-6	320	2.0	3=>6=>5	1630	5.0		691275411321081.0	675129104311128.0	675391241112108.0		
201048082301	ダ	右	1400	晴	良	10:50	サラC16組		2010-8-23	11	名古屋	1	(定量)		9	110	1	9	100	1	1	100	2	3.0	120	3.0	1-8	310.0	2.0	1-9	370	2	8=>1	480.0	2.0	9=>1	410	2.0	1-3-9	410	2.0	9=>1=>3	900	3.0		913762458	9,1,3,6,7,2,4,5-8	9,1,3,6,7,2,4,5-8		
201048082302	ダ	右	1300	晴	良	11:20	サラC15組		2010-8-23	11	名古屋	1	(定量)		7	250	2	7	110	1	1	120	2	5.0	1,030	9.0	1-7	470.0	2.0	1-7	350	1	7=>1	1210.0	7.0	7=>1	1080	2.0	1-5-7	12960	26.0	7=>1=>5	34450	85.0		268957143.0	268175943.0	671254893.0		
201048082303	ダ	右	1400	晴	良	11:50	サラC14組		2010-8-23	11	名古屋	1	(定量)		7	1060	4	7	180	3	4	350	7	2.0	340	5.0	4-7	7840.0	24.0	4-7	4270	16	7=>4	9210.0	28.0	7=>4	10060	29.0	2-4-7	15130	42.0	7=>4=>2	81240	203.0		785169243.0	785619423.0	785462931.0		
201048082304	ダ	右	1400	晴	良	12:20	サラC10組		2010-8-23	11	名古屋	1	牝(定量)		4	510	3	4	140	3	9	130	2	6.0	290	4.0	4-8	320.0	2.0	4-9	410	2	4=>8	760.0	4.0	4=>9	1020	4.0	4-6-9	810	2.0	4=>9=>6	4770	13.0		941568732	9,4,1,5,6,8-(7,3)-2	9,4,1,6,5,8-3-7-2		
201048082305	ダ	右	800	晴	良	12:50	サラC13組		2010-8-23	11	名古屋	1	(定量)		9	160	1	9	110	1	10	130	2	6.0	1,890	9.0	8-8	150.0	1.0	9-10	180	1	8=>8	180.0	1.0	9=>10	220	1.0	6-9-10	7550	17.0	9=>10=>6	20210	43.0				91056243178.0		
201048082306	ダ	右	1400	晴	良	13:20	サラC12組		2010-8-23	11	名古屋	1	(定量)		4	120	1	4	100	1	8	230	5	2.0	110	2.0	4-7	380.0	2.0	4-8	500	2	4=>7	430.0	2.0	4=>8	470	2.0	2-4-8	1010	5.0	4=>8=>2	1860	6.0		41028763951.0	41028673591.0	42810675391.0		
201048082307	ダ	右	1400	晴	良	13:50	サラC11組		2010-8-23	11	名古屋	1	(定量)		6	370	3	6	130	4	5	110	2	3.0	100	1.0	5-6	1270.0	4.0	5-6	900	4	6=>5	3600.0	11.0	6=>5	2710	11.0	3-5-6	320	1.0	6=>5=>3	4400	16.0		26714538109.0	26754131089.0	26753410819.0		
