	track	direction	distance	weather	going	start_at	title	grade	date	round	place	days	requirement	rule	単勝:的中	単勝:配当	単勝:人気	複勝_1:的中	複勝_1:配当	複勝_1:人気	複勝_2:的中	複勝_2:配当	複勝_2:人気	複勝_3:的中	複勝_3:配当	複勝_3:人気	馬連:的中	馬連:配当	馬連:人気	馬単:的中	馬単:配当	馬単:人気	三連複:的中	三連複:配当	三連複:人気	三連単:的中	三連単:配当	三連単:人気	spacing_on_corner:1	spacing_on_corner:2	spacing_on_corner:3	spacing_on_corner:4	laptime	pacemaker	枠連:的中	枠連:配当	枠連:人気	ワイド_1:的中	ワイド_1:配当	ワイド_1:人気	ワイド_2:的中	ワイド_2:配当	ワイド_2:人気	ワイド_3:的中	ワイド_3:配当	ワイド_3:人気
201253041408	ダ	右	1250	晴	稍重	15:50	3歳2　条件		2012-4-14	1	福山	1	(馬齢)		9	140	1	9.0	110	1.0	2.0	980	9.0	8.0	230	5.0	2-9	7690	22	9=>2	13330	32	2-8-9	31060	50	9=>2=>8	117560	209	4,5,1,7,(3,9),6,8,2	4,5,1,7,3,9,6,(2,8)	(4,9),1,5,7,(2,3,6,8)	941285673														
201253041409	ダ	右	1250	晴	稍重	16:20	3歳3　条件		2012-4-14	1	福山	1	(馬齢)		7	120	1	7.0	120	1.0	3.0	140	3.0	6.0	160	4.0	3-7	590	3	7=>3	870	4	3-6-7	820	3	7=>3=>6	2490	7	(3,7),(2,4,5,8),6,9,1	(3,7),8,2,4,6,5,1,9	(3,7)-2,8,6,4,1,(5,9)	7,3,(2,6),8,1,4,5,9														
201253041410	ダ	右	1600	晴	稍重	16:50	風光る特別 		2012-4-14	1	福山	1	(馬齢)		5	20930	8	5.0	3,400	8.0	1.0	330	5.0	9.0	510	6.0	1-5	20560	27	5=>1	41650	53	1-5-9	91370	73	5=>1=>9	557220	384	91013256487	91013254687	9,10,(1,3),2,5,8,4,7,6	91310528476														
201253041501	ダ	右	1250	曇	稍重	12:20	「オープニングとく戦		2012-4-15	1	福山	2	(馬齢)		1	370	3	1.0	150	3.0	4.0	150	2.0	5.0	530	7.0	1-4	610	2	1=>4	950	3	1-4-5	9950	26	1=>4=>5	33840	97	(2,9),3,10,1,7,4,8,6,5	(2,9),3,10,1,4,7,5,6,8	(2,9),3,10,1,(4,7),5,6,8	9,2,(1,3),4,5,7,10,6,8														
201253041502	ダ	右	1250	曇	稍重	12:50	C1四		2012-4-15	1	福山	2	(馬齢)		3	150	1	3.0	100	1.0	4.0	150	4.0	9.0	120	2.0	3-4	710	3	3=>4	1040	4	3-4-9	660	2	3=>4=>9	2870	8	3,9,5,8,4,(1,2),7,6	3,9,5,8,4,(1,2),7,6	395841276	394581276														
201253041503	ダ	右	1250	曇	稍重	13:20	C1三		2012-4-15	1	福山	2	(馬齢)		9	280	2	9.0	150	2.0	10.0	1,170	10.0	1.0	810	8.0	9-10	17580	28	9=>10	26530	46	1-9-10	119470	86	9=>10=>1	898820	456	9,10,1,(7,8),2,4,3,5,6	91017824563	9,10,1,(2,7,8),4,5,6,3	91012854673														
201253041504	ダ	右	1250	曇	稍重	13:50	C1二		2012-4-15	1	福山	2	(馬齢)		1	770	3	1.0	500	3.0	2.0	670	6.0	10.0	640	5.0	1-2	2980	11	1=>2	7290	24	1-2-10	12600	35	1=>2=>10	93490	202	(8,10),(1,6),(2,7),3,5,4,9	81017623549	81017236459	81017245369														
201253041505	ダ	右	1250	曇	稍重	14:20	B3二		2012-4-15	1	福山	2	(馬齢)		6	7000	9	6.0	400	9.0	8.0	120	1.0	2.0	200	3.0	6-8	14890	32	6=>8	93730	65	2-6-8	8500	32	6=>8=>2	169210	274	6,8,(2,3),7,4,5,9,1	682347159	68234195	6,(2,8),3,1,4,9,5														
201253042101	ダ	右	1250	曇	稍重	12:20	「オープニングとく戦		2012-4-21	1	福山	3	(馬齢)		3	210	1	3.0	110	2.0	8.0	100	1.0	1.0	140	4.0	3-8	180	1	3=>8	250	1	1-3-8	250	1	3=>8=>1	620	1	1,3,6,8,(2,7),(4,5)	1,3,6,8,2,(4,5),7	(1,3),6,8,5,2,4,7	(1,3),8,6,5,2-4,7														
201253042102	ダ	右	1250	曇	稍重	12:50	はなみずき特別 		2012-4-21	1	福山	3	(馬齢)		1	870	4	1.0	360	5.0	2.0	690	6.0				1-2	2420	13	1=>2	7980	27	1-2-4	1530	7	1=>2=>4	24050	79	2,4,(1,3),6-5	241635	241635	241365														
201253042103	ダ	右	1250	曇	良	13:20	スイートピー特別 		2012-4-21	1	福山	3	(馬齢)		5	530	4	5.0	150	2.0	3.0	110	1.0				3-5	670	4	5=>3	1170	6	1-3-5	330	1	5=>3=>1	3040	16	4135726	4135726	1,3,5,4,(2,7),6	1,3,5-4,2,7,6														
201253042104	ダ	右	1250	曇	良	13:50	3歳5　条件		2012-4-21	1	福山	3	(馬齢)		3	140	1	3.0	100	1.0	2.0	190	2.0				2-3	330	1	3=>2	500	1	2-3-4	400	1	3=>2=>4	1290	2	3,(5,7),2,6,(1,4)	3527614	3,5,2,(7,4),6,1	3,4,(2,5),7,6,1														
201253042105	ダ	右	1250	曇	良	14:20	3歳4　条件		2012-4-21	1	福山	3	(馬齢)		5	2250	6	5.0	290	7.0	7.0	100	1.0	4.0	110	2.0	5-7	1580	6	5=>7	6960	19	4-5-7	1010	4	5=>7=>4	15050	40	(5,7),8,3,6,4,1,2	57836412	5,7,8,(3,4),6,1,2	(5,7),8,(3,4),1,6,2														
201253042106	ダ	右	1250	曇	良	14:55	3歳3　条件		2012-4-21	1	福山	3	(馬齢)		3	460	3	3.0	200	4.0	7.0	160	2.0	1.0	450	8.0	3-7	1200	5	3=>7	2110	7	1-3-7	13910	28	3=>7=>1	100250	136	35167482	3,5,1,(7,6),4,8,2	3,(1,5),(7,6),(2,4),8	31756428														
201253042107	ダ	右	1250	曇	良	15:30	C2四		2012-4-21	1	福山	3	(馬齢)		8	380	2	8.0	120	2.0	6.0	100	1.0	3.0	200	5.0	6-8	180	1	8=>6	410	2	3-6-8	710	4	8=>6=>3	2140	7	89612734	8,9,6,(1,2),3,7,4	89612374	86913274														
201253042201	ダ	右	1250	雨	重	12:20	「オープニングとく戦		2012-4-22	1	福山	4	(馬齢)		1	100	1	1.0	100	1.0	2.0	380	5.0	3.0	540	7.0	1-2	840	5	1=>2	990	5	1-2-3	3010	15	1=>2=>3	7040	25	1,(7,10),2,8,9,4,(3,5,6)	1,7,2,10,8,9,4,(5,6),3	1,7,2,10,4,3,9,(5,8),6	1,2,(3,7),10,4,5,9,(8,6)														
201253042202	ダ	右	1250	雨	重	12:50	C3二		2012-4-22	1	福山	4	(馬齢)		3	2210	4	3.0	330	5.0	8.0	140	3.0	4.0	100	1.0	3-8	1720	7	3=>8	6210	18	3-4-8	720	3	3=>8=>4	10970	35	(4,5),8,(3,7),1,(2,6)	(4,5),3,8,7,1-(2,6)	4,5,3,8,1,7-(2,6)	(4,8),3,1,5,7,6,2														
201253042203	ダ	右	1250	雨	重	13:20	C3一		2012-4-22	1	福山	4	(馬齢)		9	500	3	9.0	130	2.0	2.0	130	3.0	4.0	110	1.0	2-9	610	3	9=>2	1570	7	2-4-9	490	1	9=>2=>4	2870	7	492571836	492581736	492581736	(4,9),2,5,8,1,3,7,6														
201253042204	ダ	右	1250	雨	重	13:50	C2二		2012-4-22	1	福山	4	(馬齢)		5	300	2	5.0	190	3.0	2.0	300	5.0	3.0	570	6.0	2-5	2480	11	5=>2	2870	15	2-3-5	7460	23	5=>2=>3	40350	110	8,1,4,2,9,3,6,5-7	8,1,4,2,9,3,6,5-7	8,4,1,2,3,9,5,6-7	(8,4,2),3,5,1,(9,6),7														
201253042205	ダ	右	1130	雨	重	14:20	C1五		2012-4-22	1	福山	4	(馬齢)		2	2160	5	2.0	330	6.0	4.0	310	4.0	5.0	100	1.0	2-4	2240	11	2=>4	6570	20	2-4-5	4300	15	2=>4=>5	30090	74	23514786	23154768	2,3,(1,5),4,(6,7),8	2,3,5,1,4,(6,7),8														
201253042206	ダ	右	1250	雨	重	14:50	C1四		2012-4-22	1	福山	4	(馬齢)		1	550	4	1.0	160	2.0	2.0	250	4.0	3.0	250	4.0	1-2	1780	9	1=>2	3540	15	1-2-3	1600	4	1=>2=>3	11040	38	2,(3,5),(6,8),1,4,7	23568147	23651847	(2,3),(6,1),8,5,7,4														
201253042207	ダ	右	1250	雨	重	15:25	C1三		2012-4-22	1	福山	4	(馬齢)		1	380	3	1.0	380	4.0	5.0	380	4.0				1-5	3160	13	1=>5	4890	18	1-4-5	3720	14	1=>5=>4	29620	94	1,2,4,5,(3,6)-7	1,2,5,4,(3,6)-7	1,2,5,4,(3,6)-7	1254637														
201253042208	ダ	右	1250	雨	重	16:00	朝倉エル☆菊地翔誕生		2012-4-22	1	福山	4	(馬齢)		8	460	2	8.0	160	3.0	2.0	660	8.0	1.0	110	1.0	2-8	7640	19	8=>2	11490	37	1-2-8	4550	18	8=>2=>1	52440	135	8,(2,1),4,3,7,6,5	81234675	81234657	81236475														
201253042209	ダ	右	1600	曇	重	16:35	B3二		2012-4-22	1	福山	4	(馬齢)		1	4420	9	1.0	360	6.0	3.0	170	3.0	2.0	180	4.0	1-3	2610	13	1=>3	6190	26	1-2-3	2570	9	1=>3=>2	27220	91	(1,7,8,9),3,4,2,5,6	173948265	1,7,(3,4),(9,8),2,6,5	137248659														
201253042801	ダ	右	1250	晴	良	12:20	「オープニングとく戦		2012-4-28	2	福山	1	(馬齢)		5	100	1	5.0	100	1.0	1.0	580	8.0	6.0	260	3.0	1-5	3870	7	5=>1	3780	8	1-5-6	9160	20	5=>1=>6	27860	57	4,5,9,1,(3,8),(2,7),6	(4,5),9,1,(3,8),(2,7),6	5,9,1,4,(3,8),(2,7,6)	5,1,9,6,(3,8),4,7,2														
201253042802	ダ	右	1250	晴	良	12:50	C3二		2012-4-28	2	福山	1	(馬齢)		2	150	1	2.0	110	1.0	6.0	180	4.0	3.0	200	5.0	2-6	520	2	2=>6	960	4	2-3-6	3580	11	2=>6=>3	7660	25	(2,3),8,4,6,7,5,1	23846571	(2,3),6,4,8,5,7,1	(2,6),3,4,(8,5),7,1														
201253042803	ダ	右	1250	晴	良	13:20	C3一		2012-4-28	2	福山	1	(馬齢)		3	110	1	3.0	110	1.0	5.0	230	4.0	9.0	130	2.0	3-5	600	3	3=>5	760	3	3-5-9	680	2	3=>5=>9	2080	5	3,(4,6),9,5,7,2,1,8	3,(4,6),5,9,7,2,1,8	369574128	3,(6,9),5,7,1,8,2,4														
201253042804	ダ	右	1250	晴	良	13:50	3歳1　条件		2012-4-28	2	福山	1	(馬齢)		6	5830	6	6.0	320	6.0	9.0	220	4.0	1.0	100	1.0	6-9	5730	14	6=>9	10020	26	1-6-9	8380	24	6=>9=>1	73910	162	589461723	5,8,9,4,6,1,(2,7),3	5,9,8,6,4,1,2,(7,3)	6,5,9,1,2,3,(8,4),7														
201253042805	ダ	右	1130	晴	良	14:20	C2四		2012-4-28	2	福山	1	(馬齢)		6	840	4	6.0	820	4.0	3.0	1,060	5.0				3-6	1590	8	6=>3	2040	10	3-6-7	1050	4	6=>3=>7	7010	30	1,6,7,2,(4,5),3	1627345	1,6-(2,7),3,4,5	1,6-7,3,2,4,5														
201253042806	ダ	右	1250	晴	良	14:55	C2三		2012-4-28	2	福山	1	(馬齢)		6	240	2	6.0	140	2.0	5.0	180	3.0	3.0	230	4.0	5-6	610	2	6=>5	800	3	3-5-6	2620	6	6=>5=>3	5410	15	61752384	6,1,7,5-(2,3),8,4	6,1,5,7-3,2,8,4	6,1,5,3,7-2,8,4														
201253042807	ダ	右	1250	晴	良	15:30	C2二		2012-4-28	2	福山	1	(馬齢)		3	390	3	3.0	120	2.0	1.0	100	1.0	6.0	180	6.0	1-3	210	1	3=>1	540	2	1-3-6	320	2	3=>1=>6	1850	4	3,5,7,(2,4,6),1,8	35762184	35761824	37561842														
201253042809	ダ	右	1600	晴	良	16:40	つつじ特別 		2012-4-28	2	福山	1	(馬齢)		3	200	1	3.0	120	2.0	5.0	180	5.0	1.0	100	1.0	3-5	820	5	3=>5	1470	6	1-3-5	600	2	3=>5=>1	4190	14	34185627	34158627	34158267	31542876														
201253042810	ダ	右	1600	晴	良	17:15	おぼろ月特別 		2012-4-28	2	福山	1	(馬齢)		4	160	1	4.0	110	1.0	9.0	140	3.0	3.0	210	4.0	4-9	240	1	4=>9	460	2	3-4-9	940	2	4=>9=>3	2460	7	3,6,4,9,5,7,(1,8),2	369457182	3,(6,9),4,5,7,8,1-2	(3,9,4),5,(6,7),8,1=2														
201253042901	ダ	右	1250	晴	良	12:20	「オープニングとく戦		2012-4-29	2	福山	2	(馬齢)		1	210	2	1.0	100	1.0	2.0	3,920	7.0				1-2	4620	9	1=>2	8030	12	1-2-4	4560	10	1=>2=>4	25470	45	1,(2,3,4),5,7,6	1423576	1,4,(2,3,5),7,6	1425376														
201253042902	ダ	右	1250	晴	良	12:50	C1四		2012-4-29	2	福山	2	(馬齢)		7	270	1	7.0	100	1.0	2.0	120	2.0				2-7	390	1	7=>2	700	1	2-5-7	3310	11	7=>2=>5	12540	52	5,6,2,7,(1,3,4)	5627143	5621743	5,(1,6,2),7,4,3														
201253042903	ダ	右	1250	晴	良	13:20	3歳4　条件		2012-4-29	2	福山	2	(馬齢)		1	290	2	1.0	100	1.0	10.0	100	2.0	3.0	330	6.0	1-10	240	1	1=>10	790	3	1-3-10	710	2	1=>10=>3	3930	11	(1,3),10,2,5,(6,7),4,(8,9)	(1,3),10,2,5,6,7,4,(8,9)	1,3,10,2,5,6,7-(8,9),4	1,3,10,2,5,6,7-8,9,4														
201253042904	ダ	右	1250	晴	良	13:50	3歳3　条件		2012-4-29	2	福山	2	(馬齢)		10	1510	7	10.0	450	7.0	3.0	500	8.0	9.0	310	5.0	3-10	6490	22	10=>3	26910	61	3-9-10	39970	79	10=>3=>9	324460	445	10,3,5,9,2,1,(6,7,8),4	10,(3,5),9,1,2,6,8,7,4	10539162847	10593162847														
201253042905	ダ	右	1250	晴	良	14:20	C1二		2012-4-29	2	福山	2	(馬齢)		1	140	1	1.0	110	1.0	6.0	160	2.0	2.0	280	8.0	1-6	440	1	1=>6	570	2	1-2-6	3500	15	1=>6=>2	7060	27	8,5,1,4,2,7,(3,6)	8,5,1,4,2,7,(3,6)	8,5,1,7,2,(4,6),3	8,(5,7),1,6,2,3,4														
201253042906	ダ	右	1250	晴	良	14:50	C1一		2012-4-29	2	福山	2	(馬齢)		2	890	3	2.0	190	3.0	7.0	260	5.0	4.0	100	1.0	2-7	6200	13	2=>7	8540	19	2-4-7	2000	7	2=>7=>4	26330	55	2,4,5,(1,6,9),7,(3,8)	241567938	246157938	(2,4),6,7,1,9,3,5,8														
201253042907	ダ	右	1250	晴	良	15:25	B3二		2012-4-29	2	福山	2	(馬齢)		1	4560	7	1.0	330	7.0	7.0	140	1.0	3.0	260	6.0	1-7	1900	7	1=>7	8710	27	1-3-7	6850	20	1=>7=>3	84240	176	(3,7),9,1,6,2,4,5,8	379162458	3,7,9,1,(2,6),4,5,8	3,7,1,9,(5,2),(6,4)-8														
201253042908	ダ	右	1250	晴	良	16:00	B3一		2012-4-29	2	福山	2	(馬齢)		1	1430	3	1.0	140	3.0	7.0	200	5.0	2.0	110	1.0	1-7	1780	8	1=>7	4240	15	1-2-7	1090	4	1=>7=>2	13770	47	3,9,1,6,8,2,5,(4,7)	391682574	3,9,1,(2,6),7,5,8,4	391726584														
201253042909	ダ	右	1600	晴	良	16:35	藤特別 		2012-4-29	2	福山	2	(別定)		4	1270	4	4.0	580	7.0	1.0	160	3.0	6.0	700	9.0	1-4	1920	8	4=>1	5790	21	1-4-6	14760	35	4=>1=>6	126320	239	1,2,3,8,4,6,9,(5,7)	1,2,3,4,6,8,9,(5,7)	1,2,3,4,6,8,9,(5,7)	1,2,3,4,6,(9,8),5,7														
201253042910	ダ	右	1600	晴	良	17:10	8周年記念シャトル神 		2012-4-29	2	福山	2	(別定)		5	530	2	5.0	280	4.0	1.0	740	8.0	3.0	700	7.0	1-5	7200	18	5=>1	8700	20	1-3-5	17450	35	5=>1=>3	168790	249	34185972106	3,4,(1,5,8),2,7,9,(6,10)	34571286109	34152768109														
201253050501	ダ	右	1250	晴	稍重	12:20	「オープニングとく戦		2012-5-5	2	福山	3	(馬齢)		3	350	2	3.0	120	1.0	1.0	410	4.0				1-3	2160	6	3=>1	3890	12	1-3-5	4790	10	3=>1=>5	25660	48	425316	452316	452316	345621														
201253050502	ダ	右	1130	晴	良	12:55	C3二		2012-5-5	2	福山	3	(馬齢)		6	380	3	6.0	140	1.0	2.0	220	4.0				2-6	420	2	6=>2	1150	6	2-3-6	300	1	6=>2=>3	1910	5	(2,3),6,4,1,5	(2,3),6,4,5,1	(2,3)-6,4-5,1	236451														
201253050503	ダ	右	1250	晴	良	13:30	C2三		2012-5-5	2	福山	3	(馬齢)		1	190	1	1.0	100	1.0	4.0	200	3.0				1-4	620	2	1=>4	1060	4	1-2-4	1790	7	1=>4=>2	4760	20	7,1,(2,3,4),5,6	7142356	7142356	(7,1),4,2,3,5,6														
201253050504	ダ	右	1250	晴	良	14:05	C2二		2012-5-5	2	福山	3	(馬齢)		8	170	1	8.0	100	1.0	4.0	140	3.0	6.0	110	2.0	4-8	1490	6	8=>4	1770	6	4-6-8	1440	5	8=>4=>6	6810	25	(2,6,7,8),1,5,3,4	26718534	(2,6),7,8,1,3,5,4	(6,8),7,1,2,3,5,4														
201253050601	ダ	右	1250	晴	稍重	12:20	「オープニングとく戦		2012-5-6	2	福山	4	(馬齢)		5	140	1	5.0	100	1.0	1.0	210	3.0				1-5	310	1	5=>1	380	1	1-2-5	1230	5	5=>1=>2	2590	5	1,6,7,(3,4),2,5	1673425	1,6,7,3,(2,4,5)	1,6,5,(3,7),2,4														
201253050602	ダ	右	1250	晴	稍重	12:50	C1四		2012-5-6	2	福山	4	(馬齢)		1	220	1	1.0	150	1.0	2.0	150	1.0				1-2	310	1	1=>2	450	1	1-2-3	2200	9	1=>2=>3	4500	19	256314	256314	256314	2,(3,5,6),1,4														
201253050603	ダ	右	1250	晴	稍重	13:20	C1二		2012-5-6	2	福山	4	(馬齢)		1	960	5	1.0	390	5.0	4.0	280	2.0				1-4	1580	7	1=>4	3600	16	1-2-4	890	5	1=>4=>2	9930	38	(2,3),(1,7)-5,4,6	2,3,1-7,5,4,6	2,(3,1)-5,7,4,6	2,1-(3,5),4,6,7														
201253050604	ダ	右	1250	晴	稍重	13:50	C1一		2012-5-6	2	福山	4	(馬齢)		3	200	1	3.0	120	1.0	1.0	420	5.0				1-3	2030	6	3=>1	2460	10	1-3-5	4900	15	3=>1=>5	20830	58	3,5,4,(1,2),7,6	3514726	3514726	3,1,(5,4),7,2,6														
201253050605	ダ	右	1250	晴	良	14:20	C2五		2012-5-6	2	福山	4	(馬齢)		1	210	2	1.0	110	1.0	3.0	120	2.0				1-3	230	1	1=>3	430	2	1-3-7	380	2	1=>3=>7	1320	4	1327645	1327645	(1,3),(2,7),6,4,5	3127654														
201253050606	ダ	右	1250	晴	良	14:50	C2四		2012-5-6	2	福山	4	(馬齢)		8	120	1	8.0	100	1.0	1.0	150	3.0	7.0	210	5.0	1-8	700	4	8=>1	790	4	1-7-8	770	3	8=>1=>7	2750	10	6,8,7,(1,4),3,5,2	68714352	6,8,7-(1,4),3,5,2	8,6,7,1,4,3,(5,2)														
201253050607	ダ	右	1250	晴	良	15:25	3歳4　条件		2012-5-6	2	福山	4	(馬齢)		4	140	1	4.0	140	2.0	5.0	110	1.0				4-5	140	1	4=>5	290	1	4-5-7	260	1	4=>5=>7	640	1	4517263	4517263	4517263	4,5,7,1,2,6-3														
201253050608	ダ	右	1250	晴	良	16:00	3歳3　条件		2012-5-6	2	福山	4	(馬齢)		1	710	3	1.0	130	2.0	2.0	170	3.0	4.0	400	8.0	1-2	680	3	1=>2	1250	4	1-2-4	4560	18	1=>2=>4	15550	62	(2,7),8,3,(1,5),4,6	27831546	2,7,(8,1),3,4,6,5	21743865														
201253050609	ダ	右	1600	晴	良	16:35	薫風マイル		2012-5-6	2	福山	4	(馬齢)		2	540	3	2.0	260	3.0	6.0	450	4.0				2-6	1440	6	2=>6	3010	14	1-2-6	1420	7	2=>6=>1	13770	51	261345	261345	(2,6),(1,3),5,4	261354														
201253051201	ダ	右	1130	曇	良	12:20	「オープニングとく戦		2012-5-12	3	福山	1	(馬齢)		1	110	1	1.0	100	1.0	7.0	240	5.0	4.0	150	2.0	1-7	780	4	1=>7	730	3	1-4-7	840	3	1=>7=>4	2920	7	741586923	745168923	741568923	7,4,1,5,(6,8),3,9,2														
201253051202	ダ	右	1250	曇	良	12:50	C3二		2012-5-12	3	福山	1	(馬齢)		3	200	1	3.0	130	2.0	6.0	120	1.0	4.0	140	3.0	3-6	300	1	3=>6	380	1	3-4-6	500	1	3=>6=>4	1160	1	3,5,2,1,(4,6),7,8	35214678	35214678	3,1,2,(5,4,6),7,8														
201253051203	ダ	右	1250	曇	良	13:20	C3一		2012-5-12	3	福山	1	(馬齢)		4	460	3	4.0	110	2.0	7.0	100	1.0	3.0	120	3.0	4-7	440	1	4=>7	920	3	3-4-7	480	2	4=>7=>3	3150	11	57812364	5,7,8,(1,3),2,6,4	(5,7),8,(1,3),4,6,2	78543162														
201253051204	ダ	右	1250	晴	良	13:50	C2四		2012-5-12	3	福山	1	(馬齢)		5	270	2	5.0	170	4.0	3.0	120	2.0	6.0	160	3.0	3-5	270	1	5=>3	480	1	3-5-6	720	2	5=>3=>6	1650	5	(3,5),(4,6),1,8,2,7	3,5,(1,6),8,4,2,7	(3,5)-6,1,8-4,2,7	5,3-6,8,1,2,4,7														
201253051205	ダ	右	1250	晴	良	14:20	C2二		2012-5-12	3	福山	1	(馬齢)		1	190	1	1.0	130	2.0	2.0	230	4.0	4.0	240	5.0	1-2	600	3	1=>2	690	3	1-2-4	1460	6	1=>2=>4	3720	13	15274368	1,5,2,7,(3,4),6,8	1,5,2,(6,4,7),8,3	15246738														
201253051206	ダ	右	1250	晴	良	14:55	C2三		2012-5-12	3	福山	1	(馬齢)		1	310	2	1.0	170	3.0	6.0	170	3.0	3.0	200	5.0	1-6	1350	6	1=>6	2130	11	1-3-6	3740	15	1=>6=>3	17310	57	15837624	1,5,8,3,6,7,(2,4)	1,5,8,3,6-7,4,2	1,5,6,3,8-7,4,2														
201253051207	ダ	右	1600	晴	良	15:30	かすみ草特別 		2012-5-12	3	福山	1	(別定)		5	730	3	5.0	270	3.0	2.0	140	1.0				2-5	320	1	5=>2	960	4	2-4-5	970	3	5=>2=>4	4810	18	4,7,(1,2),(5,3),6	4712536	4721536	4,(1,7,2),5,3,6														
201253051301	ダ	右	1250	曇	良	12:20	「オープニングとく戦		2012-5-13	3	福山	2	(馬齢)		8	120	1	8.0	120	1.0	2.0	490	6.0	1.0	450	5.0	2-8	440	2	8=>2	480	2	1-2-8	1670	7	8=>2=>1	3500	12	1,7,8,(2,3),4,6,5	1,7,8,2,3,6,4-5	18726345	81276345														
201253051302	ダ	右	1250	曇	良	12:50	C1四		2012-5-13	3	福山	2	(馬齢)		5	160	1	5.0	120	1.0	1.0	300	4.0				1-5	500	3	5=>1	920	4	1-4-5	1140	5	5=>1=>4	3300	13	5,6,1,2,4-3	5,6,1,2,4=3	5,6,1,(2,4)=3	5,1,(6,2,4)-3														
201253051303	ダ	右	1250	曇	良	13:20	B3二		2012-5-13	3	福山	2	(馬齢)		5	280	2	5.0	210	3.0	6.0	280	4.0				5-6	700	4	5=>6	1520	7	3-5-6	880	4	5=>6=>3	3600	14	5,6,(1,3),2,4,7	5,6,(1,3),2,4,7	5631247	5631274														
201253051304	ダ	右	1250	曇	良	13:50	B3一		2012-5-13	3	福山	2	(馬齢)		4	270	1	4.0	120	1.0	3.0	160	2.0				3-4	680	3	4=>3	1130	3	1-3-4	830	3	4=>3=>1	3900	10	4,6,5,7,(1,2,3)	4657231	4675321	4367521														
201253051305	ダ	右	1250	曇	良	14:20	C1一		2012-5-13	3	福山	2	(馬齢)		1	420	3	1.0	170	2.0	2.0	240	5.0	8.0	190	4.0	1-2	1450	6	1=>2	2480	10	1-2-8	1980	8	1=>2=>8	10880	33	3,8,(2,4,9),6,5,1,7	3,8,9,2,4,6,5,1-7	(3,8,6),2,4,9,(5,1)-7	(3,8),6,2,1,4,9,5,7														
201253051306	ダ	右	1250	曇	良	14:50	3歳4　条件		2012-5-13	3	福山	2	(馬齢)		7	150	1	7.0	100	1.0	2.0	100	2.0	6.0	110	3.0	2-7	260	1	7=>2	300	1	2-6-7	370	1	7=>2=>6	760	1	72314568	72135468	72135648	7,2,(1,6),5,3-4,8														
201253051307	ダ	右	1250	曇	良	15:25	3歳3　条件		2012-5-13	3	福山	2	(馬齢)		3	260	1	3.0	120	2.0	4.0	110	1.0	1.0	220	5.0	3-4	990	4	3=>4	1470	6	1-3-4	820	3	3=>4=>1	3640	9	3,9,5,1,(4,6),2,(8,7)	3,9,1,5,2,(4,6),8,7	3,9,1,4,2,5,(7,8,6)	3,1,9,4,2,7,5,(8,6)														
201253051308	ダ	右	1600	曇	良	16:00	福山記念トライアル4 		2012-5-13	3	福山	2	(馬齢)		7	4250	7	7.0	460	5.0	1.0	100	1.0				1-7	2080	6	7=>1	12240	17	1-3-7	9740	18	7=>1=>3	145630	96	3452176	3425176	3,(2,4,1),7,6,5	3,1,7,2,4,6-5														
201253052001	ダ	右	1250	曇	良	12:20	ばら祭シリーズプレイ		2012-5-20	3	福山	4	(馬齢)		5	120	1	5.0	110	1.0	2.0	160	3.0	7.0	670	5.0	2-5	250	1	5=>2	260	1	2-5-7	1540	4	5=>2=>7	2930	9	285936174	2,8,5,9,3,1,(6,7),4	2,(5,8),9,3,7,6,1,4	2,5,(8,7),3,9,6,1,4														
201253052002	ダ	右	1250	曇	良	12:55	ばら祭シリーズピース		2012-5-20	3	福山	4	(馬齢)		6	1090	4	6.0	310	5.0	3.0	130	1.0				3-6	640	3	6=>3	2940	9	1-3-6	520	3	6=>3=>1	7320	24	236154	2,3,6,(1,5)-4	(2,3),6,(1,5)-4	3,2,6,(1,5)-4														
201253052003	ダ	右	1250	曇	良	13:30	ばら祭シリーズレディ		2012-5-20	3	福山	4	(馬齢)		1	120	1	1.0	100	1.0	2.0	180	2.0				1-2	170	1	1=>2	190	1	1-2-4	420	2	1=>2=>4	600	1	1263457	1264357	1264357	1,2-6,4,3,5,7														
201253052004	ダ	右	1130	曇	良	14:05	ばら祭シリーズチャー		2012-5-20	3	福山	4	(馬齢)		6	420	3	6.0	330	5.0	3.0	140	3.0	5.0	130	2.0	3-6	860	4	6=>3	2490	11	3-5-6	570	2	6=>3=>5	7780	27	63528417	6,3,5,(2,4,8),(1,7)	(6,3),5,2,8,4,1,7	6,3,5,2,(4,8),1,7														
201253052005	ダ	右	1250	曇	良	14:40	ばら祭シリーズラブリ		2012-5-20	3	福山	4	(馬齢)		6	830	4	6.0	190	4.0	7.0	120	1.0	9.0	120	1.0	6-7	750	2	6=>7	2610	9	6-7-9	670	2	6=>7=>9	7620	24	2,9,5,6,1,7,(3,4),8	295176384	2,9,(5,1,7),6,3,8,4	2,9,7,(5,1),6,3,8-4														
201253052006	ダ	右	1250	曇	良	15:15	ばら祭シリーズプリン		2012-5-20	3	福山	4	(馬齢)		8	730	5	8.0	310	4.0	9.0	160	2.0	3.0	340	5.0	8-9	950	5	8=>9	2010	8	3-8-9	2180	9	8=>9=>3	11180	42	9,3,8,(1,5),6,4,7,2	983514627	(9,8),(3,5),1,6,2,7,4	983516247														
