	track	direction	distance	weather	going	start_at	title	grade	date	round	place	days	requirement	rule	単勝:的中	単勝:配当	単勝:人気	複勝_1:的中	複勝_1:配当	複勝_1:人気	複勝_2:的中	複勝_2:配当	複勝_2:人気	複勝_3:的中	複勝_3:配当	複勝_3:人気	枠連:的中	枠連:配当	枠連:人気	馬連:的中	馬連:配当	馬連:人気	馬単:的中	馬単:配当	馬単:人気	三連複:的中	三連複:配当	三連複:人気	三連単:的中	三連単:配当	三連単:人気	spacing_on_corner:1	spacing_on_corner:2	spacing_on_corner:3	spacing_on_corner:4	laptime	pacemaker	ワイド_1:的中	ワイド_1:配当	ワイド_1:人気	ワイド_2:的中	ワイド_2:配当	ワイド_2:人気	ワイド_3:的中	ワイド_3:配当	ワイド_3:人気
201230062809	ダ	右	1700	晴	良	19:00	楽市楽座もりまち食K 		2012-6-28	5	門別	5	120万円以下	(馬齢)	7.0	2180.0	4.0	7.0	110	3.0	8.0	100	1.0	4.0	100	2.0	7-8	430.0	2.0	7-8	620.0	2.0	7=>8	2500.0	7.0	4-7-8	250.0	1.0	7=>8=>4	5570.0	17.0	7,8,9,2,6,4,(3,5)	79826435	7,9,8,2,6,(3,4),5	79823465											
201230062810	ダ	右	1800	晴	良	19:30	JA平取町「ニシパの 		2012-6-28	5	門別	5	500万円以下	(別定)	6.0	240.0	2.0	6.0	120	2.0	8.0	110	1.0	2.0	340	6.0	6-8	200.0	1.0	6-8	250.0	1.0	6=>8	610.0	2.0	2-6-8	1910.0	7.0	6=>8=>2	9660.0	32.0	9,2,6,(1,4),8,3,7,5	9,2,6,(1,4),8,3,7,5	9,2,6,5,(1,4),8,3,7	9,6,2,1,(4,5),(3,8),7											
201230062811	ダ	右	1800	晴	良	20:00	マンハッタンカフェ・ 		2012-6-28	5	門別	5	(別定)		3.0	760.0	3.0	3.0	350	5.0	2.0	270	3.0							2-3	1670.0	6.0	3=>2	5060.0	12.0	2-3-4	4250.0	13.0	3=>2=>4	31660.0	76.0	3,2,5,(4,6),1,7	3254167	3,2,(1,4,5),6,7	3,2,4,1,5,(7,6)											
201230062812	ダ	右	1200	晴	良	20:35	栄冠賞〔H2〕	G	2012-6-28	5	門別	5	(馬齢)		7.0	900.0	3.0	7.0	160	4.0	4.0	110	1.0	2.0	140	3.0	4-7	550.0	2.0	4-7	540.0	2.0	7=>4	1850.0	6.0	2-4-7	1470.0	4.0	7=>4=>2	11070.0	32.0			9,(5,7),8,(6,4),10,2,3,1	9,7,5,4,(6,8),10,2,(1,3)											
201230070301	ダ	右	1200	曇	良	14:55	C4　ー7組		2012-7-3	6	門別	1	80万円以下	(馬齢)	3.0	200.0	2.0	3.0	120	2.0	1.0	110	1.0							1-3	160.0	1.0	3=>1	340.0	1.0	1-3-6	230.0	1.0	3=>1=>6	720.0	1.0			1367524	(1,3),6-7,5,4,2											
201230070302	ダ	右	1000	曇	良	15:25	C4　ー7組		2012-7-3	6	門別	1	80万円以下	(馬齢)	5.0	770.0	4.0	5.0	130	3.0	9.0	120	2.0	2.0	110	1.0	5-8	1850.0	7.0	5-9	1640.0	6.0	5=>9	3880.0	15.0	2-5-9	800.0	4.0	5=>9=>2	7870.0	27.0			(4,5),(2,9),1-6,8,7,3	(4,5),(2,9),1-6,8,7,3											
201230070303	ダ	右	1200	曇	良	15:55	C4　ー6組		2012-7-3	6	門別	1	80万円以下	(馬齢)	9.0	110.0	1.0	9.0	100	2.0	8.0	100	1.0	2.0	100	3.0	7-8	300.0	2.0	8-9	230.0	2.0	9=>8	320.0	2.0	2-8-9	190.0	1.0	9=>8=>2	440.0	1.0			(8,9),(2,4,10),7,(1,5),6,3	(8,9),(2,10),4,(1,7),5,6,3											
201230070304	ダ	右	1700	曇	良	16:25	C4　ー4組		2012-7-3	6	門別	1	80万円以下	(馬齢)	2.0	230.0	2.0	2.0	100	2.0	7.0	100	1.0	3.0	110	3.0	2-7	450.0	1.0	2-7	530.0	2.0	2=>7	580.0	1.0	2-3-7	360.0	1.0	2=>7=>3	1590.0	1.0	18275639104	1,8,2,7,(5,6),3,9,10,4	1,(7,2),8,6,3,5,9,10,4	(1,7,2),8,6,3,9,5,10,4											
201230070305	ダ	右	1000	晴	良	16:55	2歳　認定		2012-7-3	6	門別	1	10万円以下	(馬齢)	12.0	180.0	1.0	12.0	130	1.0	11.0	190	3.0	3.0	270	5.0	8-8	530.0	4.0	11-12	570.0	3.0	12=>11	1060.0	4.0	3-11-12	8560.0	23.0	12=>11=>3	31980.0	83.0			(10,11,12),(1,3,8),6,(2,7),(4,9)	(10,12),11,3,8,1,(2,6),7,(4,9)											
201230070306	ダ	右	1000	晴	良	17:25	2歳牝馬　認定		2012-7-3	6	門別	1	10万円以下	(馬齢)	12.0	590.0	4.0	12.0	310	4.0	9.0	720	7.0	1.0	510	5.0	7-8	3470.0	9.0	9-12	13110.0	21.0	12=>9	17080.0	31.0	1-9-12	20210.0	46.0	12=>9=>1	129780.0	221.0			12,9,7,3,(6,8),(2,11),(1,4,10),5	(9,12),3,7,6,(11,8),2,1,4,5,10											
201230070307	ダ	右	1000	晴	良	18:00	JRA認定フレッシュ		2012-7-3	6	門別	1	(馬齢)		3.0	210.0	1.0	3.0	110	1.0	7.0	400	6.0	8.0	120	2.0				3-7	4440.0	9.0	3=>7	5900.0	14.0	3-7-8	4260.0	10.0	3=>7=>8	24410.0	54.0			3,(1,4,6),8,(2,7),5	3,6,(1,4),8,7,2,5											
201230070308	ダ	右	1200	晴	良	18:30	C4　ー4組		2012-7-3	6	門別	1	80万円以下	(馬齢)	4.0	360.0	2.0	4.0	130	2.0	6.0	120	1.0	12.0	220	5.0	4-5	190.0	1.0	4-6	320.0	1.0	4=>6	740.0	1.0	4-6-12	740.0	2.0	4=>6=>12	2660.0	3.0			4,10,12,11,(3,5,6),(7,8),9,(1,2)	4,10,12,11,(5,6),3,(7,8),2,9,1											
201230070309	ダ	右	1700	晴	良	19:00	蘭月特別 		2012-7-3	6	門別	1	160万円以下	(馬齢)	4.0	340.0	3.0	4.0	120	2.0	5.0	120	3.0	3.0	190	4.0	4-5	360.0	1.0	4-5	340.0	1.0	4=>5	730.0	2.0	3-4-5	700.0	2.0	4=>5=>3	3000.0	8.0	5,3,2,6,7,1,4,8,(9,10)	53267148910	5,3,6,(2,7),(1,4),(9,8,10)	5,3,6,7,2,(1,4),8,(9,10)											
201230070310	ダ	右	1200	晴	良	19:30	雪印メグミルク特別 		2012-7-3	6	門別	1	160万円以下	(馬齢)	9.0	350.0	2.0	9.0	120	2.0	6.0	100	1.0	13.0	150	3.0	4-6	280.0	1.0	6-9	240.0	1.0	9=>6	480.0	2.0	6-9-13	430.0	1.0	9=>6=>13	2400.0	5.0			1,(9,6),(5,13),12,(3,14),10,4,7,2,11,8	1,(9,6),5,13,12,14,3,10,(4,7),(2,11),8											
201230070311	ダ	右	1200	晴	良	20:00	雪印種苗スノービルダ 		2012-7-3	6	門別	1	200万円以下	(馬齢)	4.0	350.0	2.0	4.0	120	1.0	9.0	130	3.0	7.0	130	2.0	4-8	480.0	1.0	4-9	510.0	1.0	4=>9	920.0	1.0	4-7-9	470.0	1.0	4=>9=>7	2370.0	1.0			(5,1,7),9,(4,8),6,2,3	(5,1,7,9),4,(6,8),2,3											
201230070312	ダ	右	1000	晴	良	20:35	グランシャリオ門別ス 		2012-7-3	6	門別	1	(別定)		4.0	290.0	2.0	4.0	140	2.0	5.0	790	8.0	6.0	310	4.0				4-5	5620.0	15.0	4=>5	11180.0	30.0	4-5-6	11400.0	27.0	4=>5=>6	64210.0	139.0			(2,8),4,3,6,1,(5,7)	2,8,4,3,6,1,(5,7)											
201230070401	ダ	右	1000	曇	良	14:50	C4　ー8組		2012-7-4	6	門別	2	80万円以下	(馬齢)	6.0	120.0	1.0	6.0	120	1.0	5.0	360	4.0							5-6	640.0	3.0	6=>5	860.0	4.0	3-5-6	260.0	2.0	6=>5=>3	1290.0	4.0			634512.0	634512.0											
201230070402	ダ	右	1200	曇	良	15:20	C4　ー8組		2012-7-4	6	門別	2	80万円以下	(馬齢)	3.0	110.0	1.0	3.0	110	1.0	6.0	260	6.0	7.0	210	3.0				3-6	680.0	3.0	3=>6	840.0	4.0	3-6-7	1610.0	6.0	3=>6=>7	4450.0	16.0			(1,4),5,3,6,7,8,2	(1,4,5,6),3,7-8,2											
201230070403	ダ	右	1000	曇	良	15:50	C4　ー6組		2012-7-4	6	門別	2	80万円以下	(馬齢)	2.0	260.0	2.0	2.0	100	2.0	8.0	100	1.0	7.0	270	6.0				2-8	160.0	1.0	2=>8	400.0	2.0	2-7-8	650.0	3.0	2=>8=>7	2770.0	9.0			(2,8),1,(4,5),(3,7),6	(2,8),(1,4),5,3,7,6											
201230070404	ダ	右	1700	曇	良	16:20	C4　ー3組		2012-7-4	6	門別	2	80万円以下	(馬齢)	7.0	120.0	1.0	7.0	100	2.0	2.0	100	1.0	9.0	130	3.0	2-7	240.0	2.0	2-7	250.0	1.0	7=>2	220.0	1.0	2-7-9	180.0	1.0	7=>2=>9	610.0	2.0	8,9,(4,5,7),2,3,1,6	9,8,4,5,7,2,3,(1,6)	(9,5,7),4,2,(3,6,1),8	(9,7),5,4,2,3,6,1,8											
201230070405	ダ	右	1200	曇	良	16:50	2歳　認定		2012-7-4	6	門別	2	10万円以下	(馬齢)	4.0	730.0	3.0	4.0	200	3.0	9.0	610	8.0	11.0	440	6.0	4-7	540.0	3.0	4-9	7230.0	19.0	4=>9	12900.0	36.0	4-9-11	121600.0	100.0	4=>9=>11	161480.0	260.0			(8,9,11),10,4,2,6,7,(1,3),5	(8,9,11),10,4,2,(1,6),7,3-5											
201230070406	ダ	右	1200	曇	良	17:20	C4　ー3組		2012-7-4	6	門別	2	80万円以下	(馬齢)	7.0	100.0	1.0	7.0	100	1.0	10.0	290	5.0	5.0	120	2.0	6-7	330.0	2.0	7-10	900.0	4.0	7=>10	1060.0	4.0	5-7-10	2130.0	5.0	7=>10=>5	6270.0	16.0			2,7,9,3,(6,8,11),10,4,12,5,1	(2,7),9,3,(8,11),(6,10),4,(12,5),1											
201230070407	ダ	右	1000	曇	良	17:55	JRA認定フレッシュ		2012-7-4	6	門別	2	(馬齢)		3.0	180.0	1.0	3.0	120	1.0	5.0	140	2.0	8.0	150	3.0	3-5	600.0	2.0	3-5	770.0	2.0	3=>5	940.0	3.0	3-5-8	570.0	1.0	3=>5=>8	2720.0	6.0			8,9,11,(2,3),5,(4,10),7,1	8,(9,11),3,(2,5),(4,10),7,1											
201230070408	ダ	右	1200	曇	良	18:25	JRA認定アタックチ		2012-7-4	6	門別	2	(馬齢)		10.0	290.0	2.0	10.0	170	2.0	4.0	1,320	11.0	1.0	600	8.0	4-7	4720.0	13.0	4-10	20380.0	37.0	10=>4	21910.0	46.0	1-4-10	109510.0	125.0	10=>4=>1	366080.0	447.0			8,(5,7),3,10,(9,1),6,11,4,12,2	(8,5,7,10),(3,1),(9,6),11,4,12,2											
201230070409	ダ	右	1800	曇	良	18:55	デネブ特別 		2012-7-4	6	門別	2	200万円以下	(馬齢)	1.0	7830.0	8.0	1.0	370	7.0	5.0	130	1.0	7.0	270	5.0				1-5	5000.0	12.0	1=>5	14840.0	27.0	1-5-7	9830.0	27.0	1=>5=>7	240160.0	232.0	4,2,6,7,(3,5),1,8	42675318	(4,6,7),5,1,3,8=2	7,5,4,6,1,8,3=2											
201230070410	ダ	右	1200	曇	良	19:25	つぼ八特別 		2012-7-4	6	門別	2	120万円以下	(馬齢)	3.0	2350.0	7.0	3.0	400	6.0	10.0	120	1.0	2.0	210	5.0	3-7	4940.0	13.0	3-10	3140.0	11.0	3=>10	11860.0	27.0	2-3-10	5910.0	15.0	3=>10=>2	70270.0	162.0			6,4,8,(9,10),(3,11),(1,12),(2,5,7)	6,4,10,8,3,9,1,12,2,(5,7),11											
201230070411	ダ	右	1800	曇	良	19:55	アジュディミツオー賞 		2012-7-4	6	門別	2	200万円以下	(馬齢)	6.0	2980.0	7.0	6.0	430	6.0	8.0	150	3.0	10.0	170	4.0	6-7	1860.0	7.0	6-8	2730.0	11.0	6=>8	14430.0	31.0	6-8-10	7480.0	22.0	6=>8=>10	106370.0	200.0	4653879210	4,6,3,5,8,7,(2,9),10	4,6,5,8,7,9,(2,10),3	(6,5,8),4,7,10,9,2,3											
201230070412	ダ	右	1800	曇	良	20:35	輝け日高胆振農業特別 		2012-7-4	6	門別	2	300万円以下	(別定)	10.0	440.0	3.0	10.0	150	2.0	11.0	640	8.0	1.0	110	1.0	7-8	1100.0	6.0	10-11	11760.0	25.0	10=>11	22610.0	42.0	1-10-11	8340.0	25.0	10=>11=>1	88830.0	205.0	5,(1,3),12,(6,10),(4,7),8,(2,11),9	3,5,1,12,6,(4,10),7,8,(2,11)-9	1,10,4,(3,5,6),11,(12,7),(2,8)=9	1,10,(4,11),5,6,7,12,(2,8),3=9											
201230070501	ダ	右	1000	晴	良	14:55	C4　ー9組		2012-7-5	6	門別	3	80万円以下	(馬齢)	8.0	1060.0	4.0	8.0	420	7.0	11.0	140	1.0	7.0	170	3.0	6-8	740.0	3.0	8-11	19190.0	34.0	8=>11	48980.0	76.0	7-8-11	83870.0	112.0	8=>11=>7	296820.0	472.0			(6,7),(5,8),11,(4,12),(3,10),2,1-9	(6,7),8,5,11,(4,12),3,2,(10,1)-9											
201230070502	ダ	右	1700	晴	良	15:25	C4　ー5組		2012-7-5	6	門別	3	80万円以下	(馬齢)	3.0	750.0	5.0	3.0	350	6.0	11.0	650	8.0	6.0	1,220	9.0	3-8	2330.0	8.0	3-11	3940.0	18.0	3=>11	12330.0	47.0	3-6-11	22850.0	59.0	3=>11=>6	118230.0	297.0	3,6,11,(2,8),10,9,4,1,7	361128109147	3,6,2,11,8,10,9,1,4-7	3,6,(2,11),8,10,9,1,4-7											
201230070503	ダ	右	1200	晴	良	15:55	2歳牝馬　		2012-7-5	6	門別	3	10万円以下	(馬齢)	5.0	260.0	2.0	5.0	140	2.0	7.0	200	4.0	8.0	340	5.0				5-7	1050.0	5.0	5=>7	1210.0	5.0	5-7-8	2170.0	10.0	5=>7=>8	8020.0	29.0			(3,5,8),4,6,7,1,2	5,(3,8),(6,7),4,1,2											
201230070504	ダ	右	1000	晴	良	16:25	C4　ー5組		2012-7-5	6	門別	3	80万円以下	(馬齢)	7.0	300.0	1.0	7.0	110	1.0	3.0	120	2.0	5.0	140	3.0				3-7	360.0	1.0	7=>3	630.0	1.0	3-5-7	420.0	1.0	7=>3=>5	1590.0	1.0			5,7,3,1,(2,9,6),4	(5,7),3,1,9,2,6,4											
201230070505	ダ	右	1200	晴	良	16:55	2歳牝馬　		2012-7-5	6	門別	3	10万円以下	(馬齢)	5.0	180.0	1.0	5.0	100	1.0	1.0	150	4.0	8.0	120	2.0	1-5	390.0	2.0	1-5	470.0	2.0	5=>1	520.0	2.0	1-5-8	510.0	1.0	5=>1=>8	1580.0	3.0			5,(1,9,8),(2,4),3,6-7	5,(1,8),9,2,(4,3),6-7											
201230070506	ダ	右	1700	晴	良	17:25	C4　ー2組		2012-7-5	6	門別	3	80万円以下	(馬齢)	7.0	540.0	3.0	7.0	230	4.0	2.0	150	2.0	3.0	190	3.0	2-6	690.0	3.0	2-7	770.0	3.0	7=>2	3460.0	13.0	2-3-7	2230.0	7.0	7=>2=>3	18000.0	47.0	1,4,7,(2,12),6,9,(5,8),3,(10,11)	127142968531110	12,7,1,2,(3,4),(6,8),9,11,5,10	12,7,(2,1),8,3,(6,9),4,10,11,5											
201230070507	ダ	右	1200	晴	良	18:00	JRA認定フレッシュ		2012-7-5	6	門別	3	(馬齢)		1.0	360.0	2.0	1.0	160	2.0	8.0	290	4.0							1-8	790.0	4.0	1=>8	1520.0	6.0	1-5-8	250.0	1.0	1=>8=>5	3140.0	10.0			(4,5,8),7,1,6,3	(5,8),4,7,1,6-3											
201230070508	ダ	右	1000	晴	良	18:30	JRA認定アタックチ		2012-7-5	6	門別	3	(馬齢)		6.0	160.0	1.0	6.0	100	1.0	4.0	130	2.0	2.0	140	3.0	4-6	2310.0	8.0	4-6	3640.0	10.0	6=>4	3080.0	11.0	2-4-6	3430.0	12.0	6=>4=>2	11380.0	31.0			3,4,9,6,7,(5,8),(2,10),11,1	3,4,(6,9),8,7,5,2,10,11,1											
201230070509	ダ	右	1200	晴	良	19:00	C4　ー2組		2012-7-5	6	門別	3	80万円以下	(馬齢)																																										
201230070510	ダ	右	1200	晴	良	19:30	釧路定置トキシラズ特 		2012-7-5	6	門別	3	120万円以下	(馬齢)	5.0	120.0	1.0	5.0	100	1.0	6.0	130	2.0	7.0	320	6.0	5-6	210.0	1.0	5-6	200.0	1.0	5=>6	240.0	1.0	5-6-7	1340.0	5.0	5=>6=>7	2040.0	5.0			4,6,5,1,7,(8,10),3,(2,9)	(4,6),1,5,7,(8,10),3,9,2											
201230070511	ダ	右	1700	晴	良	20:00	室蘭イルカ・鯨ウオッ 		2012-7-5	6	門別	3	120万円以下	(馬齢)	10.0	330.0	2.0	10.0	120	1.0	7.0	250	5.0	5.0	150	3.0	7-8	330.0	1.0	7-10	1370.0	5.0	10=>7	1630.0	7.0	5-7-10	1530.0	5.0	10=>7=>5	7570.0	28.0	(4,9),5,(2,3,7),10,1,8,6	4,9,5,2,7,(3,10),1,8,6	(4,9),5,7,2,10,1,8,6,3	(4,9,7),5,10,2,8,1,3,6											
201230071101	ダ	右	1700	晴	良	14:50	C4　ー6組		2012-7-11	6	門別	4	80万円以下	(馬齢)	9.0	410.0	2.0	9.0	120	1.0	7.0	120	2.0	10.0	260	5.0	7-8	190.0	1.0	7-9	310.0	1.0	9=>7	1380.0	5.0	7-9-10	710.0	2.0	9=>7=>10	6750.0	17.0	3,9,(4,7),10,1,2,8,(5,6)	(3,9),4,7,10,1,2,5,8,6	9,3,(4,7),10-2,(8,6),5,1	9,7,4,3,10=2,6,8,5,1											
201230071102	ダ	右	1200	曇	良	15:20	C4　ー4組		2012-7-11	6	門別	4	80万円以下	(馬齢)	12.0	150.0	1.0	12.0	110	1.0	11.0	190	3.0	5.0	290	6.0	8-8	780.0	5.0	11-12	1350.0	5.0	12=>11	1760.0	6.0	5-11-12	3480.0	11.0	12=>11=>5	11450.0	32.0			(7,10),12,5,11,1,(3,4,6),2,(9,8)	(7,10),12,5,11,(4,6),1,2,(9,8),3											
201230071103	ダ	右	1000	曇	良	15:50	2歳　		2012-7-11	6	門別	4	10万円以下	(馬齢)	1.0	480.0	3.0	1.0	150	3.0	2.0	660	8.0	10.0	110	1.0	1-2	5400.0	13.0	1-2	6190.0	17.0	1=>2	9430.0	28.0	1-2-10	5350.0	21.0	1=>2=>10	43860.0	126.0			(5,10,9),1,(2,7),11,(3,4,6),12,8	10,5,9-1,(2,7),11,(3,4,6),(8,12)											
201230071104	ダ	右	1000	曇	良	16:20	C4　ー3組		2012-7-11	6	門別	4	80万円以下	(馬齢)	7.0	190.0	1.0	7.0	100	1.0	12.0	140	2.0	9.0	170	4.0	6-8	480.0	2.0	7-12	610.0	2.0	7=>12	670.0	2.0	7-9-12	580.0	1.0	7=>12=>9	2030.0	3.0			791121235864101	7,9,(2,11),12,(3,8),5,6,4,10,1											
201230071105	ダ	右	1700	曇	良	16:50	C4　ー1組		2012-7-11	6	門別	4	80万円以下	(馬齢)	4.0	520.0	4.0	4.0	230	3.0	3.0	280	5.0	8.0	270	4.0				3-4	6490.0	20.0	4=>3	7860.0	32.0	3-4-8	8670.0	28.0	4=>3=>8	66090.0	208.0	4,5,8,(1,3),6,7,2	45183672	(4,5,8,6),(3,7),1,2	46851372											
201230071106	ダ	右	1200	曇	良	17:20	JRA認定フレッシュ		2012-7-11	6	門別	4	(馬齢)		11.0	160.0	1.0	11.0	100	1.0	5.0	100	3.0	9.0	100	2.0	5-8	300.0	1.0	5-11	240.0	1.0	11=>5	340.0	1.0	5-9-11	350.0	1.0	11=>5=>9	970.0	1.0			(7,11),5,4,9,6,2,3-(1,8)	11,7,(9,5),4,(2,6),3-(1,8)											
201230071107	ダ	右	1200	曇	良	17:55	C4　ー1組		2012-7-11	6	門別	4	80万円以下	(馬齢)	6.0	1880.0	6.0	6.0	270	6.0	7.0	140	2.0	3.0	220	4.0	5-6	1060.0	5.0	6-7	1450.0	5.0	6=>7	5920.0	20.0	3-6-7	2040.0	6.0	6=>7=>3	13590.0	45.0			4,6,(8,9),(1,2,7,10),12,(3,11),5	(4,6),(1,9),(2,8),(7,10),3,(12,11)-5											
201230071108	ダ	右	1200	曇	良	18:25	JRA認定アタックチ		2012-7-11	6	門別	4	(馬齢)		3.0	240.0	2.0	3.0	100	1.0	7.0	110	3.0	2.0	100	2.0	3-6	510.0	3.0	3-7	530.0	3.0	3=>7	780.0	2.0	2-3-7	390.0	1.0	3=>7=>2	1640.0	2.0			(1,2,4,7),(3,8),(6,10),(9,11),12,5	2,(4,7),(1,3),(9,11),(6,8),10,12,5											
201230071109	ダ	右	1200	曇	良	18:55	観光宣隊「しんとくレ 		2012-7-11	6	門別	4	500万円以下	(別定)	10.0	520.0	3.0	10.0	240	5.0	11.0	200	3.0	7.0	4,350	11.0	6-7	540.0	2.0	10-11	710.0	2.0	10=>11	1580.0	4.0	7-10-11	16720.0	37.0	10=>11=>7	57800.0	164.0			9,13,(2,8,14),6,11,10,(1,12),7,3-5	(9,13),14,(2,8),6,11,10,1,(7,12),3=5											
201230071110	ダ	右	1800	曇	良	19:25	アルビレオ特別 		2012-7-11	6	門別	4	800万円以下	(別定)	6.0	220.0	1.0	6.0	130	2.0	2.0	120	1.0	10.0	210	4.0	2-5	230.0	1.0	2-6	210.0	1.0	6=>2	740.0	2.0	2-6-10	1310.0	2.0	6=>2=>10	4340.0	4.0	(2,5),9,11,1,7,3,6,8,(4,10),12	259111736841012	6,2,(11,9,8),5,7,1,3,(10,12),4	6,2,8,11,7,9,1,(5,3,10,12),4											
201230071111	ダ	右	1800	曇	良	19:55	京極町名水の郷特別 		2012-7-11	6	門別	4	(別定)		4.0	200.0	1.0	4.0	100	1.0	8.0	100	2.0	5.0	110	3.0	4-8	240.0	1.0	4-8	210.0	1.0	4=>8	460.0	2.0	4-5-8	270.0	1.0	4=>8=>5	1250.0	2.0	(3,4),8,5,9,1,7,6,2	3,4,8,(1,5),9,7,6,2	4,(3,8),5,1,9,6,7-2	483516972											
201230071112	ダ	右	1700	曇	良	20:35	バゴ賞 		2012-7-11	6	門別	4	(馬齢)		6.0	190.0	1.0	6.0	140	1.0	2.0	280	4.0							2-6	590.0	3.0	6=>2	890.0	5.0	1-2-6	650.0	3.0	6=>2=>1	2210.0	9.0	4,6,1,5,(2,3)	4,6,(1,5),2,3	4,6,(5,2),1,3	4,6,(1,2),5,3											
201230071201	ダ	右	1200	雨	不良	14:55	C4　ー5組		2012-7-12	6	門別	5	80万円以下	(馬齢)	8.0	170.0	1.0	8.0	110	1.0	7.0	120	2.0	1.0	140	4.0	6-6	520.0	3.0	7-8	590.0	3.0	8=>7	860.0	3.0	1-7-8	710.0	2.0	8=>7=>1	2260.0	4.0			3,8,7,12,(1,9),11,6,(5,2),4=10	(3,8),7,12,1,9,(6,2,11),5,4=10											
201230071202	ダ	右	1200	雨	不良	15:25	C4　ー2組		2012-7-12	6	門別	5	80万円以下	(馬齢)	11.0	1320.0	5.0	11.0	190	5.0	1.0	110	2.0	7.0	100	1.0	1-8	760.0	3.0	1-11	1430.0	6.0	11=>1	3970.0	15.0	1-7-11	620.0	2.0	11=>1=>7	8890.0	27.0			(6,7),11,(1,3),(5,8),10,4,2,12,9	(6,7,11),1,3,(8,10),(4,5),2,(12,9)											
201230071203	ダ	右	1200	雨	不良	15:55	2歳　		2012-7-12	6	門別	5	10万円以下	(馬齢)	4.0	410.0	2.0	4.0	160	2.0	2.0	160	3.0	6.0	740	9.0	2-4	990.0	4.0	2-4	840.0	3.0	4=>2	1320.0	2.0	2-4-6	14350.0	31.0	4=>2=>6	40120.0	126.0			12,2,4,6,5,9,(3,7,11),10,(1,8)	12,2,4,6,5,9,(3,7,11),8,(1,10)											
201230071204	ダ	右	1200	雨	不良	16:25	2歳　		2012-7-12	6	門別	5	50万円以下	(馬齢)	9.0	680.0	3.0	9.0	200	5.0	4.0	110	1.0	11.0	180	3.0	4-7	610.0	3.0	4-9	730.0	3.0	9=>4	1600.0	6.0	4-9-11	2030.0	9.0	9=>4=>11	11240.0	41.0			(5,7)-9,(8,11),(1,4),3,2,12,(6,10)	(5,7),9,8,11,4,1,(2,3),12,6,10											
201230071205	ダ	右	1700	雨	不良	16:55	JRA認定アタックチ		2012-7-12	6	門別	5	(馬齢)		7.0	3070.0	6.0	7.0	390	5.0	2.0	160	2.0	8.0	1,420	12.0	2-6	5430.0	16.0	2-7	8060.0	19.0	7=>2	37830.0	47.0	2-7-8	101770.0	104.0	7=>2=>8	623970.0	501.0	(1,7),(9,11),(4,6),(3,5,10),8,(2,12)	1,7,(4,9,11),(3,6),(5,10),8,2,12	(1,7),(4,9),11,2,3,5,8,(6,10),12	(1,7),(4,2),9,3,11,5,8,12-(6,10)											
201230071206	ダ	右	1000	雨	不良	17:25	JRA認定フレッシュ		2012-7-12	6	門別	5	(馬齢)		7.0	540.0	3.0	7.0	240	3.0	10.0	250	4.0	6.0	530	8.0	6-7	660.0	4.0	7-10	2870.0	11.0	7=>10	2850.0	11.0	6-7-10	20740.0	49.0	7=>10=>6	89560.0	211.0			7,10,(5,6),8,12,(3,4),1,9,11,2	7,10,(5,6),8,3,(1,4,12),(2,9),11											
201230071207	ダ	右	1000	雨	不良	18:00	C4　ー1組		2012-7-12	6	門別	5	80万円以下	(馬齢)	7.0	790.0	5.0	7.0	270	5.0	4.0	1,060	8.0	12.0	310	6.0	4-6	19350.0	18.0	4-7	26280.0	33.0	7=>4	61090.0	66.0	4-7-12	96420.0	110.0	7=>4=>12	462710.0	502.0			(2,3),11,5,12,4,7,(10,9),6,(1,8)	(2,3),11,5,7,(4,12),9,10,(6,8),1											
201230071208	ダ	右	1000	雨	不良	18:30	JRA認定アタックチ		2012-7-12	6	門別	5	(馬齢)		3.0	1090.0	4.0	3.0	280	4.0	8.0	180	2.0	7.0	570	8.0	3-6	2150.0	8.0	3-8	2160.0	9.0	3=>8	6350.0	25.0	3-7-8	8720.0	29.0	3=>8=>7	65810.0	186.0			8,(3,11),(5,7,9),2,6,4,1,12	(8,3),11,(5,7),9,2,6,4,1,12											
201230071209	ダ	右	1200	雨	不良	19:00	JRA認定ウィナーズ 		2012-7-12	6	門別	5	(馬齢)		4.0	2970.0	9.0	4.0	880	9.0	10.0	570	8.0	8.0	190	2.0	4-8	12790.0	21.0	4-10	15260.0	34.0	4=>10	25820.0	61.0	4-8-10	17910.0	59.0	4=>10=>8	286100.0	486.0			6,10,(5,4,8),3,(1,2),7,9	6,10,(4,8),5,3,1,2,7,9											
201230071210	ダ	右	1700	雨	不良	19:30	NOSAI日高特別 		2012-7-12	6	門別	5	120万円以下	(馬齢)	9.0	640.0	5.0	9.0	270	5.0	4.0	160	3.0	7.0	130	1.0	4-8	660.0	5.0	4-9	1260.0	7.0	9=>4	2640.0	16.0	4-7-9	1490.0	8.0	9=>4=>7	8900.0	45.0	1,9,4,(6,7),10,3,2,8,5	1,9,4,(6,7),10,3,2,(5,8)	(1,9),4,10,(2,6,7),3,5-8	9,1,4,7,10,2,6,3,5-8											
