	track	direction	distance	weather	going	start_at	title	grade	date	round	place	days	requirement	rule	単勝:的中	単勝:配当	単勝:人気	複勝_1:的中	複勝_1:配当	複勝_1:人気	複勝_2:的中	複勝_2:配当	複勝_2:人気	馬連:的中	馬連:配当	馬連:人気	馬単:的中	馬単:配当	馬単:人気	三連複:的中	三連複:配当	三連複:人気	三連単:的中	三連単:配当	三連単:人気	spacing_on_corner:1	spacing_on_corner:2	spacing_on_corner:3	spacing_on_corner:4	laptime	pacemaker	複勝_3:的中	複勝_3:配当	複勝_3:人気	枠連:的中	枠連:配当	枠連:人気	枠単:的中	枠単:配当	枠単:人気	ワイド_1:的中	ワイド_1:配当	ワイド_1:人気	ワイド_2:的中	ワイド_2:配当	ワイド_2:人気	ワイド_3:的中	ワイド_3:配当	ワイド_3:人気
201248032107	ダ	右	1400	晴	稍重	14:30	『まるちゃん退職記念		2012-3-21	26	名古屋	3	(定量)		9	190	1	9.0	100	2.0	5.0	100	1.0	5-9	250	1	9=>5	550	2.0	2-5-9	210	1.0	9=>5=>2	820	1.0		259483617.0	259483617.0	259483671.0			2.0	190	5.0	5-8	190.0	1.0	8=>5	460.0	1.0									
201248032108	ダ	右	1400	晴	稍重	15:05	東日本大震災私たちは		2012-3-21	26	名古屋	3	(定量)		5	940	3	5.0	180	3.0	8.0	130	1.0	5-8	1380	6	5=>8	2940	11.0	1-5-8	4480	14.0	5=>8=>1	22520	63.0		2,5,8,(1,3,9),4,10,6,7	5,(2,8),(1,3,9),4,7,10,6	58192347106			1.0	270	6.0	5-7	1030.0	4.0	5=>7	4530.0	14.0									
201248032109	ダ	右	1400	晴	稍重	15:40	曲水賞		2012-3-21	26	名古屋	3	(定量)		9	300	2	9.0	120	1.0	4.0	130	2.0	4-9	1000	4	9=>4	1540	7.0	3-4-9	2280	9.0	9=>4=>3	7250	31.0		246397185	264937185	2,6,9,4,7,3,1,8-5			3.0	160	5.0	4-8	890.0	4.0	8=>4	1840.0	12.0									
201248032110	ダ	右	1800	晴	稍重	16:15	里桜特別 		2012-3-21	26	名古屋	3	(別定)		7	190	1	7.0	150	2.0	12.0	370	6.0	7-12	2430	10	7=>12	3070	13.0	7-8-12	46960	62.0	7=>12=>8	101960	203.0		71265310118921	7,12,6,(3,5,10),8,9,11,2,1	71286351910211			8.0	1,040	10.0	6-8	1690.0	8.0	6=>8	1940.0	6.0									
201248032201	ダ	右	800	晴	稍重	11:00	サラ3歳7組		2012-3-22	26	名古屋	4	(定量)		9	770	3	9.0	200	3.0	6.0	100	1.0	6-9	420	2	9=>6	1110	4.0	3-6-9	1120	4.0	9=>6=>3	4760	15.0				963271854.0			3.0	300	5.0	6-8	160.0	1.0	8=>6	460.0	2.0									
201248032202	ダ	右	1400	晴	稍重	11:30	サラ3歳6組		2012-3-22	26	名古屋	4	(定量)		6	120	1	6.0	100	1.0	7.0	140	4.0	6-7	600	2	6=>7	930	3.0	2-6-7	460	2.0	6=>7=>2	2260	6.0		2,6,(3,8),9,7,4,5,1	263798541	623978451			2.0	100	2.0	6-7	580.0	3.0	6=>7	700.0	3.0									
201248032203	ダ	右	1400	晴	稍重	12:00	サラC13組		2012-3-22	26	名古屋	4	(定量)		2	110	1	2.0	100	2.0	6.0	100	1.0	2-6	110	1	2=>6	140	1.0	2-6-9	180	1.0	2=>6=>9	270	1.0		2,5,(4,9),6,1,3,7,8	2,(5,6,9),4,3,7,1,8	269453718			9.0	150	4.0	2-6	110.0	1.0	2=>6	120.0	1.0									
201248032204	ダ	右	1400	晴	稍重	12:30	サラC12組		2012-3-22	26	名古屋	4	(定量)		1	300	2	1.0	120	3.0	9.0	100	1.0	1-9	330	1	1=>9	650	1.0	1-5-9	260	1.0	1=>9=>5	1360	5.0		1,9,(2,7),5,8,6,3,4	1,9,(2,5),7,3,8,6,4	1,9,5,(2,7),3,8,6,4			5.0	100	2.0	1-8	220.0	1.0	1=>8	470.0	1.0									
201248032205	ダ	右	1400	晴	稍重	13:05	サラC11組		2012-3-22	26	名古屋	4	(定量)		9	160	1	9.0	100	1.0	5.0	100	2.0	5-9	120	1	9=>5	180	1.0	5-6-9	180	1.0	9=>5=>6	340	1.0		9,(5,6),7,8,2,4,3,1	9,5,6,(7,8),2-4,3,1	9,5,6,8,2,7,(3,4),1			6.0	110	3.0	5-8	120.0	1.0	8=>5	240.0	1.0									
201248032206	ダ	右	1400	晴	稍重	13:35	陽子&泰子還暦祝い		2012-3-22	26	名古屋	4	(定量)		9	170	1	9.0	110	1.0	7.0	250	5.0	7-9	1370	5	9=>7	1890	8.0	7-8-9	1870	7.0	9=>7=>8	6360	22.0		4,9,(1,5),6,8,7,3,2,10	49685712310	94867125310			8.0	240	4.0	7-8	370.0	1.0	8=>7	490.0	1.0									
201248032207	ダ	右	1400	晴	稍重	14:05	中島由紀子さんバース		2012-3-22	26	名古屋	4	(定量)		9	670	4	9.0	110	1.0	7.0	120	3.0	7-9	1380	5	9=>7	3760	13.0	5-7-9	820	4.0	9=>7=>5	11930	35.0		7,9,(1,8),5,6,4,2,3,10	7,9,8,(1,4,5),2,6-3,10	7,9,5,4,1,2,8,6-3-10			5.0	110	2.0	7-8	1050.0	6.0	8=>7	4210.0	13.0									
201248032208	ダ	右	1400	晴	稍重	14:35	JA愛知西農産物安全		2012-3-22	26	名古屋	4	(定量)		10	140	1	10.0	110	1.0	3.0	200	4.0	3-10	1180	4	10=>3	1510	6.0	3-8-10	1200	5.0	10=>3=>8	4110	15.0		10832951476	10823954176	10,(2,3,8),9,5,4,1-7-6			8.0	200	5.0	3-8	1110.0	5.0	8=>3	900.0	4.0									
201248032209	ダ	右	1400	晴	稍重	15:10	東日本大震災私たちは		2012-3-22	26	名古屋	4	(定量)		4	530	3	4.0	120	3.0	6.0	110	1.0	4-6	940	5	4=>6	1890	9.0	4-5-6	280	1.0	4=>6=>5	3660	14.0		4,5,(3,6),8,2,7,9,1	4,5,(6,8),3,7,2,9,1	(4,5,6),3,8,2,7,9,1			5.0	110	2.0	4-6	920.0	4.0	4=>6	2100.0	10.0									
201248032210	ダ	右	1600	晴	稍重	15:45	朧月賞		2012-3-22	26	名古屋	4	(定量)		6	410	3	6.0	120	1.0	9.0	150	3.0	6-9	420	2	6=>9	1240	5.0	2-6-9	1990	7.0	6=>9=>2	8510	28.0		1,5,7,(9,2,8),6,10,4	1579826410	1968527410			2.0	170	4.0	6-8	570.0	2.0	6=>8	1470.0	5.0									
201248032211	ダ	右	1900	晴	稍重	16:20	名古屋大賞典	G3	2012-3-22	26	名古屋	4	(別定)		5	160	1	5.0	100	1.0	9.0	110	3.0	5-9	280	1	5=>9	520	3.0	2-5-9	430	3.0	5=>9=>2	1350	6.0		2,5,(3,9),10,7,8,11,1,6,4	2,(5,9),3,7,10,8,11,1,6,4	2,5,9,3-7,8,11,1,6,4,10			2.0	130	4.0	5-7	340.0	3.0	5=>7	500.0	3.0									
201248040901	ダ	右	1400	晴	良	11:00	サラC24組		2012-4-9	1	名古屋	1	(定量)		4	170	1	4.0	150	2.0	7.0	530	5.0	4-7	540	3	4=>7	830	4.0	2-4-7	1640	5.0	4=>7=>2	4680	14.0		84721653.0	84726135.0	84726135.0			2.0	3,580	8.0															
201248040902	ダ	右	1400	晴	良	11:30	サラC23組		2012-4-9	1	名古屋	1	(定量)		3	1430	4	3.0	280	5.0	5.0	110	1.0	3-5	1430	5	3=>5	4900	16.0	2-3-5	1910	6.0	3=>5=>2	17450	50.0		798132564	(5,7),8,6,9,3,1,2,4	753692814			2.0	200	3.0	3-5	1490.0	4.0	3=>5	5450.0	16.0									
201248040903	ダ	右	1400	晴	良	12:00	サラC22組		2012-4-9	1	名古屋	1	(定量)		9	110	1	9.0	100	1.0	8.0	180	4.0	8-9	390	3	9=>8	450	3.0	6-8-9	250	1.0	9=>8=>6	680	2.0		9,6-3,8,7,1,4,2,5	968374125	968375421			6.0	160	2.0	8-8	360.0	2.0	8=>8	430.0	2.0									
201248040904	ダ	右	1400	晴	良	12:30	サラC21組		2012-4-9	1	名古屋	1	(定量)		2	1490	4	2.0	510	4.0	7.0	140	2.0	2-7	540	3	2=>7	3580	8.0	2-5-7	4350	10.0	2=>7=>5	85390	66.0		2,3,7,(1,4,8),5,9,6	2,7,(1,3,8),4,5,6,9	278135469			5.0	1,200	6.0	2-7	1000.0	3.0	2=>7	6850.0	13.0									
201248040905	ダ	右	800	晴	良	13:05	浅井隆夫定年退職記念		2012-4-9	1	名古屋	1	(定量)		6	270	2	6.0	100	3.0	4.0	100	2.0	4-6	220	1	6=>4	950	4.0	4-5-6	140	1.0	6=>4=>5	1070	4.0				456197823.0			5.0	100	1.0	4-6	260.0	2.0	6=>4	820.0	4.0									
201248040906	ダ	右	1400	晴	良	13:40	サラC19組		2012-4-9	1	名古屋	1	(定量)		5	2610	5	5.0	310	5.0	7.0	120	1.0	5-7	1660	5	5=>7	3840	13.0	5-7-10	1210	5.0	5=>7=>10	10940	35.0		41825107639	4,5,(8,10),7,2,3,9,6,1	45108327961			10.0	140	3.0	5-7	1570.0	5.0	5=>7	6290.0	18.0									
201248040907	ダ	右	1400	晴	良	14:10	サラC18組		2012-4-9	1	名古屋	1	(定量)		2	110	1	2.0	100	1.0	3.0	140	3.0	2-3	350	1	2=>3	390	2.0	2-3-9	630	2.0	2=>3=>9	1050	1.0		27936108415.0	27936104581.0	27936104851.0			9.0	190	5.0	2-3	400.0	3.0	2=>3	430.0	2.0									
201248040908	ダ	右	1400	晴	良	14:45	うぐいす特別 		2012-4-9	1	名古屋	1	(定量)		1	520	2	1.0	100	1.0	8.0	110	3.0	1-8	770	5	1=>8	1160	5.0	1-6-8	300	1.0	1=>8=>6	2520	8.0		1,5,9,(3,8),6,2,10,4,7	1,5,6,(8,9),(2,3),10,4,7	15689231074			6.0	100	2.0	1-7	1000.0	4.0	1=>7	1450.0	6.0									
201248040909	ダ	右	1600	晴	良	15:20	サラB3組		2012-4-9	1	名古屋	1	(定量)		3	790	3	3.0	140	2.0	9.0	310	6.0	3-9	2720	10	3=>9	5330	15.0	3-4-9	7150	15.0	3=>9=>4	41020	86.0		3,8,(5,9),(6,10),1,4,7,2	3,9,(4,8),5,6,1,10,2,7	39845612107			4.0	220	4.0	3-8	2850.0	10.0	3=>8	4420.0	14.0									
201248040910	ダ	右	1400	晴	良	16:00	卯月特別 		2012-4-9	1	名古屋	1	(定量)		5	1120	3	5.0	190	2.0	11.0	610	8.0	5-11	7960	22	5=>11	13380	39.0	5-9-11	23680	48.0	5=>11=>9	168790	267.0		8,9,(2,10),(6,11),5,3,4,1,7	8,9,(2,10),5,6,7,11,4,3,1	8921051167431			9.0	570	7.0	5-8	400.0	3.0	5=>8	980.0	5.0									
201248040911	ダ	右	1600	晴	良	16:40	こぐま座特別 		2012-4-9	1	名古屋	1	(定量)		6	140	1	6.0	100	1.0	3.0	110	3.0	3-6	350	2	6=>3	560	3.0	3-6-11	190	1.0	6=>3=>11	990	3.0		6,(3,11),(10,12),2,4,9,5,8,1,7	611321210594187	611325121091847			11.0	100	2.0	3-5	410.0	2.0	5=>3	550.0	3.0									
201248041101	ダ	右	800	雨	重	11:00	サラ3歳4組		2012-4-11	1	名古屋	2	(定量)		5	500	2	5.0	120	2.0	3.0	100	1.0	3-5	140	1	5=>3	530	2.0	3-5-7	430	2.0	5=>3=>7	2080	5.0				357946821.0			7.0	170	4.0	3-5	130.0	1.0	5=>3	650.0	3.0									
201248041102	ダ	右	1400	雨	重	11:35	サラ3歳3組		2012-4-11	1	名古屋	2	(定量)		6	340	2	6.0	120	3.0	2.0	110	2.0	2-6	1250	5	6=>2	3000	11.0	2-6-7	410	1.0	6=>2=>7	4990	18.0		2,5,8,(1,3,4),6,9,7	283654917	287635941			7.0	110	1.0	2-6	990.0	4.0	6=>2	3100.0	11.0									
201248041103	ダ	右	1400	雨	重	12:10	サラC17組		2012-4-11	1	名古屋	2	(定量)		9	290	2	9.0	100	1.0	7.0	100	2.0	7-9	170	1	9=>7	450	2.0	1-7-9	190	1.0	9=>7=>1	970	3.0		967138452	9,(6,7),1,3,8,4,5,2	976135482			1.0	120	4.0	7-8	170.0	1.0	8=>7	420.0	2.0									
201248041104	ダ	右	1400	雨	重	12:45	サラC16組		2012-4-11	1	名古屋	2	(定量)		8	1180	5	8.0	150	4.0	4.0	100	1.0	4-8	830	3	8=>4	2710	10.0	4-5-8	670	3.0	8=>4=>5	8070	26.0		458291673	4,(5,8),6,9,2,1,7,3	485261973			5.0	100	2.0	4-8	600.0	3.0	8=>4	1500.0	6.0									
201248041105	ダ	右	1400	雨	不良	13:20	サラC15組		2012-4-11	1	名古屋	2	(定量)		8	270	2	8.0	100	1.0	2.0	110	2.0	2-8	460	2	8=>2	850	3.0	2-6-8	2690	9.0	8=>2=>6	7220	20.0		36821017954.0	36281107945.0	68213791045.0			6.0	300	7.0	2-7	480.0	2.0	7=>2	690.0	3.0									
201248041106	ダ	右	1400	雨	不良	13:55	サラC14組		2012-4-11	1	名古屋	2	(定量)		4	110	1	4.0	100	1.0	5.0	110	3.0	4-5	170	1	4=>5	250	1.0	4-5-8	180	1.0	4=>5=>8	440	1.0		45108923716.0	45108923716.0	45108397216.0			8.0	110	2.0	4-5	170.0	1.0	4=>5	260.0	1.0									
201248041107	ダ	右	1400	雨	不良	14:30	サラC13組		2012-4-11	1	名古屋	2	(定量)		5	140	1	5.0	130	2.0	2.0	170	3.0	2-5	360	2	5=>2	560	2.0	2-5-9	5210	12.0	5=>2=>9	10920	24.0		58324101697	5,(4,8),2,3,10,6,1,7,9	52410978361			9.0	560	6.0	2-5	470.0	2.0	5=>2	660.0	3.0									
201248041108	ダ	右	1400	雨	不良	15:05	知くん優花ちゃん出産		2012-4-11	1	名古屋	2	(定量)		1	120	1	1.0	110	1.0	10.0	200	4.0	1-10	510	3	1=>10	700	3.0	1-7-10	1250	8.0	1=>10=>7	3120	13.0		1,2,9,(7,8,10),4,6,3,5	1,(2,9,10),7,8,4,5,6,3	17105643829			7.0	220	6.0	1-8	560.0	3.0	1=>8	640.0	3.0									
201248041109	ダ	右	1400	雨	不良	15:40	名古屋CCチェリー賞 		2012-4-11	1	名古屋	2	(定量)		1	360	2	1.0	110	1.0	5.0	120	2.0	1-5	1310	5	1=>5	2680	10.0	1-5-6	600	2.0	1=>5=>6	4850	12.0		1,7,(3,10),6,5,9,4,2,8	1,(6,7),3,5,10,9,4,8,2	16597341082			6.0	120	3.0	1-5	1850.0	9.0	1=>5	3990.0	17.0									
201248041110	ダ	右	1600	雨	不良	16:15	イースター賞		2012-4-11	1	名古屋	2	(定量)		10	250	2	10.0	110	2.0	2.0	100	1.0	2-10	190	1	10=>2	570	2.0	2-9-10	5060	15.0	10=>2=>9	19520	57.0		10,11,(2,5),9,7,8,1,3,4,6	10,11,(2,9),(5,7,8),3,1-4-6	1011925317846			9.0	820	8.0	2-8	190.0	1.0	8=>2	460.0	2.0									
201248041111	ダ	右	1600	雨	不良	16:45	クレマチス特別 		2012-4-11	1	名古屋	2	(定量)		3	280	1	3.0	120	2.0	6.0	370	7.0	3-6	1730	7	3=>6	2590	10.0	3-5-6	2120	8.0	3=>6=>5	10670	38.0		3,4,9,(6,11),1,10,2,7,8,5	3,4,(6,9),1,11,5,8-7,2,10	3641951181027			5.0	140	3.0	3-6	2470.0	11.0	3=>6	2590.0	11.0									
201248041201	ダ	右	1400	晴	重	11:00	サラ3歳6組		2012-4-12	1	名古屋	3	(定量)		3	100	1	3.0	100	1.0	10.0	680	7.0	3-10	820	4	3=>10	900	4.0	3-6-10	18980	26.0	3=>10=>6	27780	48.0		3,10,(1,8),6,2,9,5,4,7	31016298745	31016298754			6.0	6,280	10.0	3-8	390.0	3.0	3=>8	470.0	4.0									
201248041202	ダ	右	1400	晴	重	11:35	サラ3歳5組		2012-4-12	1	名古屋	3	(定量)		8	550	4	8.0	120	2.0	2.0	100	1.0	2-8	470	2	8=>2	1510	8.0	2-7-8	390	1.0	8=>2=>7	3830	15.0		78254910613	78249105613	(7,8),2,4,10,9,1,6,5,3			7.0	220	5.0	2-7	250.0	1.0	7=>2	600.0	2.0									
201248041203	ダ	右	1400	晴	重	12:10	サラC12組		2012-4-12	1	名古屋	3	(定量)		4	290	2	4.0	110	2.0	8.0	100	1.0	4-8	190	1	4=>8	520	3.0	1-4-8	420	2.0	4=>8=>1	1780	5.0		4,8,(1,6),3,7,9,5,2	481639752	481635792			1.0	110	3.0	4-8	150.0	1.0	4=>8	410.0	2.0									
201248041204	ダ	右	1400	晴	重	12:45	サラC11組		2012-4-12	1	名古屋	3	(定量)		1	480	2	1.0	100	1.0	2.0	140	4.0	1-2	1820	4	1=>2	3440	9.0	1-2-6	190	1.0	1=>2=>6	5640	12.0		1,2,(3,6),7,8,4,9,5	126378945	126387495			6.0	100	2.0	1-2	1810.0	4.0	1=>2	5350.0	10.0									
201248041205	ダ	右	800	晴	重	13:20	サラC10組		2012-4-12	1	名古屋	3	(定量)		1	810	4	1.0	170	4.0	5.0	100	1.0	1-5	880	4	1=>5	2250	9.0	1-5-6	450	2.0	1=>5=>6	6380	21.0				1,(2,5,6),7,8,3,9,10,4			6.0	120	3.0	1-5	980.0	5.0	1=>5	2280.0	10.0									
201248041206	ダ	右	1400	晴	重	13:55	サラC9組		2012-4-12	1	名古屋	3	(定量)		7	190	2	7.0	100	2.0	2.0	100	1.0	2-7	140	1	7=>2	300	1.0	2-7-8	230	1.0	7=>2=>8	800	1.0		7,(3,8),5,6,2,4,9,10,1	7,(6,8),(3,5),9,10,4,2,1	78569243101			8.0	140	3.0	2-7	130.0	1.0	7=>2	310.0	2.0									
201248041207	ダ	右	1400	晴	重	14:30	頑張れ小鳥遊三姉妹!		2012-4-12	1	名古屋	3	(定量)		3	250	2	3.0	100	1.0	10.0	100	2.0	3-10	200	1	3=>10	580	3.0	3-4-10	290	1.0	3=>10=>4	1500	4.0		34106879125.0	34106891725.0	31046978251.0			4.0	150	4.0	3-8	180.0	1.0	3=>8	500.0	2.0									
201248041208	ダ	右	1600	晴	重	15:05	名古屋空港ビル創立5		2012-4-12	1	名古屋	3	(定量)		8	530	3	8.0	180	3.0	3.0	270	5.0	3-8	1440	9	8=>3	3000	18.0	1-3-8	1000	6.0	8=>3=>1	7770	35.0		8,2,(1,9),3,10,4,5,6,7,11	8291341056117	8,2,9,1,3,4,6-10,5-11,7			1.0	150	2.0	3-7	600.0	2.0	7=>3	1200.0	7.0									
201248041209	ダ	右	1400	晴	重	15:40	サラB6組		2012-4-12	1	名古屋	3	(定量)		2	250	1	2.0	130	3.0	10.0	120	2.0	2-10	340	1	2=>10	1130	4.0	2-7-10	13080	23.0	2=>10=>7	45020	96.0		258710111634.0	258710111634.0	251071181634.0			7.0	410	6.0	2-8	270.0	1.0	2=>8	660.0	5.0									
201248041210	ダ	右	1600	晴	重	16:15	山桜特別 		2012-4-12	1	名古屋	3	(別定)		6	670	4	6.0	310	4.0	5.0	630	7.0	5-6	1800	8	6=>5	4020	18.0	3-5-6	10710	38.0	6=>5=>3	45360	145.0		5,6,(3,9),4,10,8,7,2,1	5,6,10,9,8,4,7,(3,2,1)	56310948172			3.0	390	5.0	5-6	1970.0	9.0	6=>5	3880.0	19.0									
201248041211	ダ	右	1400	晴	重	16:45	東海桜花賞	G	2012-4-12	1	名古屋	3	(定量)		6	1340	4	6.0	190	3.0	4.0	110	1.0	4-6	1700	5	6=>4	5370	13.0	4-6-10	460	2.0	6=>4=>10	10160	31.0		10,9,5,(3,4),7,1,6,2,8	10945761328	10469573128			10.0	110	2.0	4-6	1570.0	5.0	6=>4	5990.0	15.0									
201248041301	ダ	右	1400	晴	稍重	11:00	サラ3歳9組		2012-4-13	1	名古屋	4	(定量)		8	230	1	8.0	100	1.0	5.0	260	6.0	5-8	1270	4	8=>5	2110	8.0	1-5-8	1650	6.0	8=>5=>1	6390	21.0		5,8,(1,6),(4,9),3,7,2	586134972	581643972			1.0	140	3.0	5-8	1250.0	5.0	8=>5	2160.0	9.0									
201248041302	ダ	右	1400	晴	稍重	11:30	サラ3歳8組		2012-4-13	1	名古屋	4	(定量)		5	1400	7	5.0	300	6.0	2.0	180	3.0	2-5	1450	8	5=>2	7950	36.0	2-5-7	3840	16.0	5=>2=>7	24650	98.0		259341786.0	259347186.0	253478196.0			7.0	240	5.0	2-5	1620.0	9.0	5=>2	7390.0	26.0									
201248041303	ダ	右	1400	晴	稍重	12:00	サラ3歳7組		2012-4-13	1	名古屋	4	(定量)		7	140	1	7.0	100	1.0	8.0	230	5.0	7-8	540	2	7=>8	900	3.0	7-8-9	1390	4.0	7=>8=>9	3310	9.0		7,9,(2,8),4,3,6,10,1,5	7,(8,9),2,4,6,3,10,1,5	78294316105			9.0	170	3.0	7-7	910.0	3.0	7=>7	630.0	3.0									
201248041304	ダ	右	1400	晴	稍重	12:30	サラC7組		2012-4-13	1	名古屋	4	(定量)		4	300	3	4.0	100	2.0	5.0	100	1.0	4-5	170	1	4=>5	430	2.0	4-5-6	130	1.0	4=>5=>6	760	3.0		469582713	4,6,(5,8),9,2,(3,7),1	465897123			6.0	100	3.0	4-5	220.0	1.0	4=>5	680.0	3.0									
201248041305	ダ	右	800	晴	稍重	13:05	サラC6組		2012-4-13	1	名古屋	4	(定量)		6	120	1	6.0	120	1.0	7.0	420	8.0	6-7	2000	7	6=>7	2710	10.0	2-6-7	4050	16.0	6=>7=>2	14730	51.0				67295431810.0			2.0	140	3.0	6-7	1270.0	7.0	6=>7	1740.0	7.0									
201248041306	ダ	右	1400	晴	稍重	13:35	サラC5組		2012-4-13	1	名古屋	4	(定量)		2	500	3	2.0	140	3.0	1.0	570	7.0	1-2	9960	18	2=>1	21690	35.0	1-2-3	1940	7.0	2=>1=>3	38690	83.0		14835267.0	14832567.0	14285367.0			3.0	110	1.0															
201248041307	ダ	右	1400	晴	稍重	14:05	サラC4組		2012-4-13	1	名古屋	4	(定量)		2	100	1	2.0	100	1.0	8.0	140	4.0	2-8	620	4	2=>8	610	4.0	1-2-8	400	1.0	2=>8=>1	1600	7.0		2,8,(1,5),3,7,6,4,9	285163749	2-8,(1,3,5),(4,6,7),9			1.0	110	2.0	2-8	530.0	3.0	2=>8	730.0	4.0									
201248041308	ダ	右	1400	晴	稍重	14:35	サラC3組		2012-4-13	1	名古屋	4	(定量)		5	2160	5	5.0	260	5.0	1.0	100	2.0	1-5	7050	11	5=>1	15350	19.0	1-5-7	1540	5.0	5=>1=>7	33580	53.0		3,5,(1,7),2,4,9,6,8	357124986	5,3,7,1,2,4,(8,9),6			7.0	100	1.0	1-5	9950.0	14.0	5=>1	19260.0	22.0									
201248041309	ダ	右	1400	晴	稍重	15:05	サラC2組		2012-4-13	1	名古屋	4	(定量)		4	120	1	4.0	100	2.0	2.0	180	5.0	2-4	430	2	4=>2	640	2.0	2-3-4	380	1.0	4=>2=>3	1270	5.0		148295763.0	142839756.0	142839765.0			3.0	100	1.0	2-4	530.0	3.0	4=>2	600.0	3.0									
201248041310	ダ	右	1400	晴	稍重	15:40	サラB8組		2012-4-13	1	名古屋	4	(定量)		3	120	1	3.0	100	1.0	6.0	190	5.0	3-6	330	1	3=>6	400	1.0	3-6-10	680	1.0	3=>6=>10	1520	1.0		3,10,(6,8),1,9,7,5,4,2	3,10,6,(1,8),9,5,4,7,2	31061879425			10.0	120	2.0	3-6	340.0	1.0	3=>6	310.0	1.0									
201248041601	ダ	右	1400	曇	重	11:00	サラC24組		2012-4-16	2	名古屋	1	(定量)		4	340	3	4.0	100	1.0	3.0	120	3.0	3-4	310	1	4=>3	610	1.0	3-4-8	530	3.0	4=>3=>8	1490	4.0		18437562	1,8,(4,7),3,2,6,5	1,8,4,(3,7),6,5,2			8.0	280	5.0															
201248041602	ダ	右	1400	曇	重	11:30	サラC23組		2012-4-16	2	名古屋	1	(定量)		3	350	2	3.0	110	2.0	8.0	100	1.0	3-8	190	1	3=>8	960	5.0	3-7-8	370	2.0	3=>8=>7	2170	7.0		38271654.0	38271654.0	38271456.0			7.0	300	6.0															
201248041603	ダ	右	800	曇	重	12:00	サラC22組		2012-4-16	2	名古屋	1	(定量)		4	690	2	4.0	110	2.0	1.0	150	4.0	1-4	1910	7	4=>1	3450	12.0	1-4-5	730	5.0	4=>1=>5	9430	30.0				154973682.0			5.0	100	1.0	1-4	1470.0	8.0	4=>1	4210.0	16.0									
201248041604	ダ	右	1400	曇	重	12:30	サラC21組		2012-4-16	2	名古屋	1	(定量)		6	100	1	6.0	100	2.0	4.0	210	5.0	4-6	970	5	6=>4	1230	5.0	4-6-8	730	4.0	6=>4=>8	2260	10.0		5,6,(3,8),4,9,(1,7),2	685439172	684573912			8.0	100	1.0	4-6	1250.0	5.0	6=>4	1160.0	5.0									
201248041801	ダ	右	800	晴	良	11:00	サラC16組		2012-4-18	2	名古屋	2	(定量)		2	3970	6	2.0	460	7.0	5.0	200	4.0	2-5	15960	18	2=>5	30500	37.0	1-2-5	7930	17.0	2=>5=>1	99330	140.0				281539476.0			1.0	130	1.0	2-5	18600.0	16.0	2=>5	42980.0	36.0									
201248041802	ダ	右	1400	晴	良	11:35	サラC15組		2012-4-18	2	名古屋	2	(定量)		6	140	1	6.0	100	1.0	5.0	160	4.0	5-6	550	3	6=>5	790	4.0	5-6-9	310	2.0	6=>5=>9	1770	7.0		68915104732.0	65918347102.0	65918710342.0			9.0	120	3.0	5-6	550.0	3.0	6=>5	730.0	4.0									
201248041803	ダ	右	1400	晴	良	12:10	サラC14組		2012-4-18	2	名古屋	2	(定量)		6	220	2	6.0	110	1.0	9.0	170	4.0	6-9	2160	7	6=>9	2350	8.0	4-6-9	11540	23.0	6=>9=>4	25650	56.0		2,6,(3,9),4,10,1,8,7,5	26943108175	26948310175			4.0	520	7.0	6-8	2260.0	7.0	6=>8	1700.0	6.0									
201248041901	ダ	右	1400	晴	良	11:00	サラC11組		2012-4-19	2	名古屋	3	(定量)		4	2770	6	4.0	220	6.0	2.0	100	1.0	2-4	2630	10	4=>2	11270	22.0	2-3-4	1680	7.0	4=>2=>3	34250	62.0		479238561.0	472396851.0	427358961.0			3.0	180	3.0	2-4	5030.0	9.0	4=>2	5860.0	17.0									
201248041902	ダ	右	1400	晴	良	11:35	サラC10組		2012-4-19	2	名古屋	3	(定量)		2	740	3	2.0	110	2.0	9.0	100	1.0	2-9	120	1	2=>9	1120	3.0	2-7-9	150	1.0	2=>9=>7	1750	4.0		2,9,6,7,4,8-1,3	(2,9),6,7-4,8-1,3	9,2,6,7,4-8,1-3			7.0	110	3.0	2-8	150.0	1.0	2=>8	730.0	3.0									
201248041903	ダ	右	1400	晴	良	12:10	サラC9組		2012-4-19	2	名古屋	3	(定量)		3	240	2	3.0	110	2.0	7.0	140	4.0	3-7	2260	6	3=>7	2600	8.0	3-7-8	480	3.0	3=>7=>8	3920	11.0		3,7,(1,8),4,5,9,2,6	378145296	3-7,(1,8),4,2,5,6,9			8.0	100	1.0	3-7	2190.0	6.0	3=>7	2140.0	6.0									
201248041904	ダ	右	800	晴	良	12:45	サラ3歳6組		2012-4-19	2	名古屋	3	(定量)		6	120	1	6.0	110	1.0	10.0	160	3.0	6-10	460	2	6=>10	960	3.0	4-6-10	590	2.0	6=>10=>4	2620	7.0				61049517832.0			4.0	150	2.0	6-8	280.0	1.0	6=>8	470.0	1.0									
201248041905	ダ	右	1400	晴	良	13:20	サラ3歳5組		2012-4-19	2	名古屋	3	(定量)		3	120	1	3.0	110	1.0	2.0	730	7.0	2-3	16010	19	3=>2	50270	38.0	2-3-6	22510	28.0	3=>2=>6	124650	140.0		6781039125	6,7,8,10,3,9-1,2,5	6,7,8,3,(1,2,9),10,5			6.0	120	2.0	2-3	15830.0	13.0	3=>2	36170.0	26.0									
